size,seed,year,day,tick,land,relief,grain,rough,lat_lo,lat_hi,tilt,night,gain,lapse,land_rate,sea_rate,spread,wind,wind_dir,wind_turn,evap,rain,soil,soil_evap,wind_bands,mix,provinces,warp,depth_slope,beta,lake_depth,recharge,base_flow,weather,mob_a,mob_b,deposit,trap,sea_mix,bury,var_temp,var_rain,var_rho,var_grain,storms,storm_radius,storm_updates,storm_rain,years,maps_years
512,1225,11880,74.7,10,0.422,2002,158.7,0.5,-59.4,87,17.8,-30,219.6,6.5,0.2854,0.0005,0.2,1,0,35.8,0.05,0.2825,150,0.3,1,0.05,48,24,20,2,2,0.02,0.005,1,0.5,0.05,0.02,0.5,0.1,0.0005,1,0.3,0.5,128,12,10,3,4,30,10
