reading,run,from,to,items,thresholds
measure,c1225,21,30,10,"river 100.0 mm/update on 1% of land; drift 1%/yr; span x4.0; rain corr (0.2, 0.95); trend 0.1 C/yr; lake 0.5 of the year; shallow 200.0 m; temp 5.0/20.0 C annual; fill 0.33/0.67; A:B (0.5, 2.0); fertility split at the land median"
