years_read,land_cells,water_err,a_err,b_err,river_share,river_share_20,river_share_50,land_water_drift,to_sea_mm,land_rain_mm,runoff_ratio,ab_p10,ab_p90,ab_span,ab_sum_p10,ab_sum_p90,fertility_span,a_drift,rain_corr_mean,rain_corr_min,rain_corr_max,temp_trend,rain_cv_median,rain_anom_corr,dry_year_share,places_e061,types_e061,places_rivers,types_rivers,places_chemistry,types_chemistry,land_places_e061,land_places_chemistry,H1,H2,H3,H4,H5
21-30,110625,4.003e-14,4.463e-14,7.853e-14,0.0013830508474576271,0.017012429378531074,0.004700564971751413,-0.004449292521168623,188.71999999999997,1947.72,0.09689277719590084,0.03667232468724251,0.5241042733192445,14.29154758497131,0.375096994638443,7.052801322937014,18.802606855688694,0.01432656078380217,0.978787341574619,0.9752645557043704,0.9850075089313638,-0.02431515151515152,0.11961281299591064,0.45962102880690103,0.09655141242937854,10.938509444852059,18,10.970802858446719,19,15.859292350995387,63,6.394190750787084,15.4195989186832,yes,no,yes,no,yes
