step,cause,age,size,n,worn
10000,hunger,0,0,20,0
10000,hunger,0,4,32,0
10000,hunger,0,8,71,0
10000,hunger,0,12,96,0
10000,hunger,0,16,225,0
10000,hunger,0,20,163,1
10000,hunger,0,24,229,1
10000,hunger,0,28,182,1
10000,hunger,0,32,212,0
10000,hunger,0,36,451,0
10000,hunger,0,40,120,1
10000,hunger,0,44,99,0
10000,hunger,0,48,552,0
10000,hunger,0,52,59,0
10000,hunger,0,56,41,0
10000,hunger,0,60,31,0
10000,hunger,0,64,344,1
10000,hunger,0,68,19,0
10000,hunger,0,72,14,0
10000,hunger,0,76,11,0
10000,hunger,0,80,174,0
10000,hunger,0,84,3,0
10000,hunger,0,88,4,0
10000,hunger,0,92,5,0
10000,hunger,0,96,3,0
10000,hunger,0,100,48,1
10000,hunger,0,112,1,0
10000,hunger,0,120,15,0
10000,hunger,0,128,1,0
10000,hunger,0,136,1,0
10000,hunger,0,144,2,0
10000,hunger,0,168,3,0
10000,hunger,50,0,193,0
10000,hunger,50,4,279,0
10000,hunger,50,8,504,0
10000,hunger,50,12,483,0
10000,hunger,50,16,882,1
10000,hunger,50,20,542,0
10000,hunger,50,24,776,2
10000,hunger,50,28,558,0
10000,hunger,50,32,682,2
10000,hunger,50,36,2666,10
10000,hunger,50,40,402,1
10000,hunger,50,44,411,0
10000,hunger,50,48,2414,13
10000,hunger,50,52,78,0
10000,hunger,50,56,101,1
10000,hunger,50,60,74,0
10000,hunger,50,64,1113,9
10000,hunger,50,68,33,0
10000,hunger,50,72,23,0
10000,hunger,50,76,40,0
10000,hunger,50,80,347,1
10000,hunger,50,84,2,1
10000,hunger,50,88,3,0
10000,hunger,50,96,3,0
10000,hunger,50,100,29,1
10000,hunger,50,120,3,0
10000,hunger,100,0,124,0
10000,hunger,100,4,218,1
10000,hunger,100,8,268,0
10000,hunger,100,12,222,0
10000,hunger,100,16,590,3
10000,hunger,100,20,324,1
10000,hunger,100,24,665,6
10000,hunger,100,28,383,1
10000,hunger,100,32,483,1
10000,hunger,100,36,1949,11
10000,hunger,100,40,232,0
10000,hunger,100,44,306,1
10000,hunger,100,48,1766,16
10000,hunger,100,52,57,0
10000,hunger,100,56,68,1
10000,hunger,100,60,49,1
10000,hunger,100,64,803,13
10000,hunger,100,68,30,1
10000,hunger,100,72,23,0
10000,hunger,100,76,32,0
10000,hunger,100,80,239,5
