step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,141,0.4681,1773.3,358,70,50,21,4,10,2,36771,37379,38586,0,0,0,1.000,1.000,1.000,53,11,0,0.4880,0.0887,0.9653,0.0570
2000,877,0.5678,6847.6,273,366,312,199,45,50,65,37856,37663,37982,0,0,0,1.000,1.000,1.000,280,67,3,0.3735,0.1150,0.8483,0.0751
3000,1341,0.4825,12011.5,239,532,493,316,79,65,67,32047,31430,33499,0,0,0,1.000,1.000,1.000,399,144,17,0.4955,0.0964,0.7791,0.0549
4000,1591,0.4519,14226.9,238,601,561,429,55,49,55,31547,30982,32288,0,0,0,1.000,1.000,1.000,502,177,21,0.5012,0.0871,0.7563,0.0560
5000,1303,0.4167,11525.4,258,473,476,354,53,53,72,31487,31187,32784,0,0,0,1.000,1.000,1.000,372,119,14,0.5341,0.0912,0.7986,0.0527
6000,1244,0.4695,11695.1,288,474,416,354,58,61,73,33805,32738,32760,0,0,0,1.000,1.000,1.000,366,101,25,0.4753,0.1033,0.7767,0.0602
7000,1105,0.5023,11433.1,307,370,384,351,54,44,63,35729,34629,34392,0,0,0,1.000,1.000,1.000,288,107,25,0.4341,0.1064,0.7595,0.0665
8000,807,0.4461,8404.6,348,277,294,236,54,38,61,38909,37489,36756,0,0,0,1.000,1.000,1.000,210,81,10,0.3634,0.1192,0.7957,0.0824
9000,789,0.5019,8156.2,339,326,280,183,56,46,60,39488,38276,38112,0,0,0,1.000,1.000,1.000,251,85,12,0.3383,0.1304,0.7969,0.0937
10000,573,0.4607,6002.0,412,252,166,155,43,42,64,38679,38649,38431,0,0,0,1.000,1.000,1.000,196,52,5,0.3986,0.1058,0.8458,0.0790
11000,421,0.5202,4122.8,505,204,114,103,33,36,57,40829,40515,39429,0,0,0,1.000,1.000,1.000,172,17,3,0.3707,0.1070,0.8854,0.0943
12000,375,0.4987,4304.8,458,187,101,87,20,37,44,39016,39770,38705,0,0,0,1.000,1.000,1.000,140,29,5,0.4224,0.1165,0.8610,0.0768
13000,286,0.5455,2814.0,507,178,51,57,13,20,36,41887,42397,40774,0,0,0,1.000,1.000,1.000,141,20,1,0.2924,0.1674,0.8675,0.1118
14000,120,0.5750,1370.6,676,86,22,12,5,17,10,41793,42616,40738,0,0,0,1.000,1.000,1.000,78,6,0,0.2214,0.1702,0.8727,0.0990
15000,126,0.5952,1309.0,599,93,22,11,4,16,11,42685,43482,41867,0,0,0,1.000,1.000,1.000,74,5,0,0.1464,0.2618,0.7182,0.1250
16000,53,0.3396,727.1,599,39,10,4,0,9,4,41799,42827,41164,0,0,0,1.000,1.000,1.000,32,2,0,0.2112,0.2664,0.7889,0.1002
17000,219,0.4977,1931.9,347,181,29,9,1,25,9,41466,42840,41630,0,0,0,1.000,1.000,1.000,150,3,0,0.2869,0.1746,0.9085,0.1125
18000,151,0.5497,1892.2,456,96,34,21,2,28,17,41072,42340,41408,0,0,0,1.000,1.000,1.000,81,6,0,0.3430,0.1366,0.9370,0.1015
19000,431,0.4640,4690.2,346,257,121,53,14,57,37,37774,39735,40320,0,0,0,1.000,1.000,1.000,202,29,1,0.4088,0.1098,0.8823,0.0805
20000,700,0.4186,5711.4,313,349,208,143,30,51,72,38285,38703,39044,0,0,0,1.000,1.000,1.000,288,57,4,0.4264,0.0942,0.8559,0.0792
