step,cause,age,size,n,worn
10000,hunger,0,0,23,0
10000,hunger,0,4,49,0
10000,hunger,0,8,93,0
10000,hunger,0,12,93,0
10000,hunger,0,16,144,0
10000,hunger,0,20,152,0
10000,hunger,0,24,867,0
10000,hunger,0,28,143,0
10000,hunger,0,32,161,0
10000,hunger,0,36,1011,2
10000,hunger,0,40,79,0
10000,hunger,0,44,86,0
10000,hunger,0,48,1350,2
10000,hunger,0,52,21,0
10000,hunger,0,56,24,0
10000,hunger,0,60,17,0
10000,hunger,0,64,421,0
10000,hunger,0,68,5,0
10000,hunger,0,72,1,0
10000,hunger,0,76,4,0
10000,hunger,0,80,100,1
10000,hunger,0,84,1,0
10000,hunger,0,88,3,0
10000,hunger,0,92,4,0
10000,hunger,0,96,1,0
10000,hunger,0,100,42,1
10000,hunger,0,120,14,0
10000,hunger,0,128,1,0
10000,hunger,0,136,1,0
10000,hunger,0,144,1,0
10000,hunger,0,168,3,0
10000,hunger,50,0,266,0
10000,hunger,50,4,309,0
10000,hunger,50,8,487,0
10000,hunger,50,12,395,1
10000,hunger,50,16,636,2
10000,hunger,50,20,758,3
10000,hunger,50,24,3078,10
10000,hunger,50,28,548,2
10000,hunger,50,32,669,2
10000,hunger,50,36,3567,12
10000,hunger,50,40,295,1
10000,hunger,50,44,378,2
10000,hunger,50,48,4384,23
10000,hunger,50,52,70,0
10000,hunger,50,56,88,1
10000,hunger,50,60,68,1
10000,hunger,50,64,862,4
10000,hunger,50,68,16,0
10000,hunger,50,72,14,0
10000,hunger,50,76,22,0
10000,hunger,50,80,146,0
10000,hunger,50,84,1,0
10000,hunger,50,88,1,0
10000,hunger,50,92,1,0
10000,hunger,50,96,2,0
10000,hunger,50,100,16,0
10000,hunger,50,120,3,0
10000,hunger,100,0,165,0
10000,hunger,100,4,229,1
10000,hunger,100,8,329,0
10000,hunger,100,12,284,0
10000,hunger,100,16,500,1
10000,hunger,100,20,570,1
10000,hunger,100,24,2761,12
10000,hunger,100,28,460,4
10000,hunger,100,32,574,1
10000,hunger,100,36,3001,17
10000,hunger,100,40,185,0
10000,hunger,100,44,271,1
10000,hunger,100,48,3617,26
10000,hunger,100,52,38,0
10000,hunger,100,56,69,1
10000,hunger,100,60,56,1
10000,hunger,100,64,655,9
