step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,2660,0.3756,23026.2,149,1085,982,593,42,46,39,26012,27029,29255,0,0,0,1.000,1.000,1.000,852,221,29,0.3526,0.1312,0.5035,0.0687
2000,2544,0.4674,20253.8,225,1060,834,650,65,72,85,26513,26994,29798,0,0,0,1.000,1.000,1.000,794,192,21,0.4423,0.1094,0.6201,0.0519
3000,2938,0.4064,25058.4,214,1021,1048,869,86,81,115,21600,23359,27000,0,0,0,1.000,1.000,1.000,754,272,40,0.4696,0.1113,0.6107,0.0508
4000,3501,0.4019,27940.9,210,1213,1273,1015,122,97,106,20102,22270,25536,0,0,0,1.000,1.000,1.000,942,299,26,0.4421,0.1153,0.5880,0.0542
5000,3565,0.4261,29460.3,245,1310,1249,1006,107,138,125,19656,20508,23682,0,0,0,1.000,1.000,1.000,1018,309,39,0.4762,0.0981,0.5919,0.0466
6000,3542,0.4105,27406.5,241,1345,1217,980,112,128,140,20092,21593,26293,0,0,0,1.000,1.000,1.000,1052,298,21,0.4792,0.1001,0.6169,0.0463
7000,3219,0.4591,23386.4,240,1212,1130,877,122,120,121,23025,24405,28503,0,0,0,1.000,1.000,1.000,955,251,28,0.4490,0.1075,0.6104,0.0498
8000,2750,0.4295,21137.0,241,1032,968,750,127,100,91,25663,27376,30636,0,0,0,1.000,1.000,1.000,792,212,17,0.4033,0.1262,0.6058,0.0537
9000,2531,0.4725,20119.5,260,982,885,664,90,108,95,28610,29614,32742,0,0,0,1.000,1.000,1.000,777,233,28,0.3497,0.1380,0.6026,0.0622
10000,2190,0.4443,16299.8,263,837,770,583,93,96,111,29674,31820,35052,0,0,0,1.000,1.000,1.000,654,225,19,0.3380,0.1392,0.6422,0.0621
11000,1819,0.4750,14154.0,273,797,611,411,73,106,95,30046,33901,37274,0,0,0,1.000,1.000,1.000,635,159,14,0.3362,0.1244,0.6733,0.0653
12000,1325,0.4996,11882.1,319,662,397,266,62,91,85,30633,36272,39892,0,0,0,1.000,1.000,1.000,534,104,9,0.3055,0.1396,0.7120,0.0716
13000,1015,0.4768,9275.8,367,535,278,202,40,77,57,30967,38824,42875,0,0,0,1.000,1.000,1.000,454,71,10,0.2274,0.1715,0.7222,0.0830
14000,634,0.4984,6166.6,420,451,119,64,24,65,34,31208,41100,45427,0,0,0,1.000,1.000,1.000,361,25,1,0.1493,0.2633,0.7372,0.0886
15000,494,0.5304,4722.6,381,397,71,26,14,53,21,30978,42086,47074,0,0,0,1.000,1.000,1.000,338,11,1,0.1570,0.2532,0.6590,0.0931
16000,578,0.4792,5812.9,372,486,73,19,13,53,16,30672,42469,48314,0,0,0,1.000,1.000,1.000,409,13,1,0.1014,0.2791,0.7415,0.1132
17000,848,0.3868,7355.1,313,595,167,86,25,77,54,27807,39722,46700,0,0,0,1.000,1.000,1.000,499,34,3,0.2524,0.1715,0.7911,0.0797
18000,1314,0.4330,9841.0,307,709,368,237,45,120,91,26108,36833,44832,0,0,0,1.000,1.000,1.000,597,117,6,0.3355,0.1298,0.7438,0.0684
19000,2158,0.4356,14556.0,252,865,700,593,113,135,173,23284,32869,41274,0,0,0,1.000,1.000,1.000,694,187,17,0.4035,0.1069,0.7054,0.0566
20000,2552,0.4350,15986.9,233,1076,785,691,102,123,165,21818,29249,38494,0,0,0,1.000,1.000,1.000,855,215,26,0.4761,0.0945,0.6953,0.0482
