step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest
10000,1205,1.182,1.099,6.94,73327,66098,0,6443,1000,1031600,972354.5,540111.2,0.154,0.545,0.135,0.167,126,43.46,17.23,3.20,5.26,8.91,6.62,0.22,1.81,23.32,11.49,0.41,1.14,0.213,0.143,824,0.032,0.037,0.958,0.000,0.005,145033,124548,5,0.755,0.081,0.034,1481524,0.276,2.473,0.122,79.41,49147,251,0.524,0.204,0.099,6324314,1.57,1.33,0.263,0.549,0.142,21.9,41.7,62.3,136.9,42953,0.164,0.00,0.0035,0.105,250,0.527,0.000,0.444,0.513,5.39,6.44,6.39,0.64,0.271,1.56,1.55,1.60,0.555,0.00483,73.41,35.5896,298.08,107031.2,140122.1,0.108,26.2793,192.961,0.000,1.000,0.062,68.2,83.923,92.953,2554,15913.4,13.57,85.320,7.00,20.089,664.6,7.874,0.134,2.00,10.4166,12552.0,0.3954,0.3181,35.65,1.129,0.153,1.5345,0.0000,0.580,0.077,0.894,0.0000,6.75,0.76,18,36,49,81,79.6406,0.0046,0.5701,0.0000,0.0000,49.8892,100.00,79.6995,243.8738,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,28.4958,0.8381,0.0034,0.0015,0.000008,2,0.2682,0.0631,0.0250,59,193,526,0.0000,0.0000,0.0118,0.029,6.4198,0.0244,1.8745,0.0340,0.3645,0.1194,0.0000,-0.00010,0.109,0.0019,0.834,0.111,0.14,0.034,0.565,0.032,0.1688,0.115,0.636,0.9187,0.7311,1.3397,0.9526,0.10298,0.05400
20000,1604,1.420,1.558,14.38,25709,23154,0,2134,20,324103,297797.5,132987.0,0.049,0.785,0.068,0.097,177,33.95,18.08,2.16,4.90,7.58,6.06,0.74,2.83,12.27,8.88,0.49,1.38,0.231,0.155,1185,0.026,0.072,0.903,0.002,0.023,30716,25568,5,0.219,0.504,0.122,567650,0.140,2.897,0.180,28.99,13760,245,0.410,0.288,0.250,2418502,1.60,2.08,0.312,0.593,0.137,12.2,31.7,58.7,150.1,36487,0.139,0.00,0.0015,0.090,334,0.431,0.000,0.293,0.257,3.94,4.95,5.03,0.66,0.201,1.57,1.37,1.81,0.450,0.00207,9.75,5.5176,686.46,100019.0,140122.1,0.000,7.1584,60.640,0.000,1.000,0.006,47.1,27.397,30.185,3568,22865.6,14.00,24.039,6.15,6.272,932.2,1.571,0.133,2.00,6.9628,11168.3,0.4854,0.3182,22.75,1.486,0.299,0.4655,0.0000,0.614,0.123,0.832,0.0000,5.51,1.06,8,22,36,81,25.1595,0.0002,0.3928,0.0000,0.0000,14.0327,100.00,100.6912,143.7749,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,17.2356,0.7719,0.0035,0.0016,0.000004,2,0.1142,0.0212,0.0269,53,169,544,0.0000,0.0000,0.0028,0.006,1.0246,0.0151,0.3409,0.0237,0.4314,0.0554,0.0000,0.00054,0.237,0.0038,0.843,0.377,0.56,0.122,0.253,0.005,0.0202,0.019,0.562,0.8414,0.7086,1.3815,1.0483,0.08034,0.09075
