step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,1,6498,42.15,3.57,10.27,0.57,18.66,1.43,0.342,240,12.58,9.75,3196
5000,7,318,34.68,1.76,7.34,1.10,23.03,0.14,0.025,86,8.37,1.07,114
5000,207,241,35.51,0.17,8.25,6.10,16.61,0.01,0.004,173,10.30,5.28,110
5000,117,30,28.31,0.00,13.57,0.87,14.73,0.00,0.000,295,21.40,3.02,12
5000,19,28,43.44,3.86,12.25,1.93,15.11,1.32,0.286,281,21.87,15.43,23
5000,245,18,42.36,1.50,0.33,0.00,30.72,0.00,0.000,1368,53.01,57.94,18
6000,1,5805,52.34,5.25,10.03,0.52,21.12,1.92,0.461,255,16.71,11.11,3190
6000,473,1173,36.22,0.50,8.53,0.15,8.92,0.35,0.099,191,8.79,11.27,698
6000,117,158,32.84,0.09,13.58,1.54,19.85,0.00,0.000,124,10.95,2.73,63
6000,472,156,54.73,4.92,13.17,0.17,12.91,3.05,0.692,231,12.54,11.50,119
6000,487,62,36.90,0.34,9.23,3.55,11.52,0.08,0.016,441,9.56,16.69,34
6000,481,32,100.87,25.53,12.34,0.00,14.62,4.38,0.969,678,21.72,21.17,21
6000,7,29,24.55,3.10,2.93,5.10,13.31,0.21,0.069,236,12.46,2.17,19
6000,478,28,64.71,0.00,23.43,0.21,12.50,0.00,0.000,134,3.18,13.42,15
6000,207,25,37.45,0.68,1.28,0.80,24.56,0.00,0.000,363,8.54,13.70,14
6000,245,5,20.55,4.80,0.00,0.00,8.00,0.00,0.000,1459,29.64,23.21,3
7000,1,2560,52.03,6.54,12.77,0.18,13.09,2.83,0.698,286,11.53,15.14,1792
7000,473,1292,14.00,0.47,2.92,0.16,3.09,0.14,0.045,147,3.34,6.52,629
7000,117,645,31.74,0.25,10.51,1.84,20.52,0.03,0.008,141,12.20,3.52,300
7000,7,389,24.36,1.14,8.88,1.97,12.52,0.14,0.036,115,6.86,6.06,214
7000,521,236,67.02,13.36,11.97,0.09,9.78,3.49,0.936,627,21.59,20.87,201
7000,472,83,63.16,7.19,8.90,0.48,17.65,2.19,0.554,342,17.23,12.68,63
7000,515,72,22.31,0.00,5.44,0.04,7.03,0.00,0.000,462,13.45,7.06,52
7000,516,63,76.58,10.70,16.06,0.14,17.90,3.22,0.889,188,14.76,13.53,55
7000,487,29,38.23,1.66,8.79,5.59,9.48,0.34,0.103,570,12.89,17.53,22
7000,520,19,63.55,4.74,7.05,0.74,22.63,2.00,0.526,139,10.96,3.75,12
7000,528,10,12.11,0.00,0.00,1.20,10.50,0.00,0.000,475,16.13,9.68,6
7000,245,5,9.81,0.00,0.00,0.00,7.00,0.00,0.000,733,12.78,12.49,1
