step,lat,wood_class,cells,grown,grass,wood,temp,bodies
6000,-20,0,1804,214.2281,181.58,39.83,54.15,23
6000,-20,1,2439,578.8015,335.52,1009.06,29.66,64
6000,-20,2,3976,609.2365,250.97,11407.45,30.03,397
6000,-10,0,1814,409.6034,524.67,23.32,55.08,4
6000,-10,1,2035,702.4495,662.41,895.34,31.85,5
6000,-10,2,4375,542.4512,309.35,16011.05,28.55,377
6000,0,0,1844,563.7217,748.45,31.40,61.10,5
6000,0,1,1753,1026.1890,1176.19,855.43,35.85,4
6000,0,2,4770,1016.8220,851.69,15217.20,29.07,376
6000,10,0,3067,901.0829,1222.89,50.02,64.17,11
6000,10,1,2819,1812.0164,2475.78,1427.63,37.26,28
6000,10,2,3559,597.5216,453.46,9517.46,9.23,253
6000,20,0,4138,859.4524,767.53,65.82,46.72,80
6000,20,1,3210,1982.2373,1797.47,1495.18,22.70,328
6000,20,2,1097,255.8324,124.12,1946.95,-1.78,107
6000,30,0,6854,1242.7303,737.47,82.71,20.90,347
6000,30,1,2188,1277.8234,478.80,946.97,30.33,409
6000,30,2,232,88.7861,21.42,262.11,52.56,13
6000,40,0,6698,723.5410,247.38,61.60,9.68,269
6000,40,1,1222,297.2302,103.11,491.99,34.06,79
6000,40,2,250,38.3329,11.45,308.00,48.22,7
6000,50,0,5119,251.8406,87.24,12.14,-1.74,51
6000,50,1,586,124.6004,83.70,159.41,32.41,36
6000,50,2,11,0.0809,0.07,15.79,26.98,0
6000,60,0,3853,59.4111,71.72,0.74,-9.78,7
6000,60,1,2,1.5376,0.77,0.38,-1.86,0
6000,70,0,4656,10.0843,54.02,0.13,-14.81,0
6000,80,0,3564,0.0524,13.98,0.05,-23.14,0
7000,-60,0,5472,936.5436,581.94,93.66,24.57,314
7000,-60,1,2260,684.7403,322.33,513.32,17.88,270
7000,-60,2,2,0.7786,0.58,2.16,23.28,0
7000,-50,0,7191,1135.2273,672.99,92.40,25.90,401
7000,-50,1,1503,198.6807,69.48,446.57,43.65,87
7000,-50,2,4,0.0000,0.00,6.10,24.40,0
7000,-40,0,6356,695.5207,597.68,60.81,34.56,129
7000,-40,1,1721,218.2238,131.25,622.07,49.38,58
7000,-40,2,4,1.0271,1.07,4.45,15.99,1
7000,-30,0,4307,627.9751,525.54,85.15,39.32,49
7000,-30,1,3197,561.6805,336.89,1502.56,50.73,78
7000,-30,2,673,182.5914,91.09,978.59,55.81,37
7000,-20,0,1806,270.2376,312.80,39.61,33.53,1
7000,-20,1,2434,716.2632,702.21,1006.91,45.28,11
7000,-20,2,3979,609.5685,423.78,11418.34,55.45,155
7000,-10,0,1814,502.4514,711.36,22.66,38.97,6
7000,-10,1,2035,956.3008,1157.81,890.74,38.82,3
7000,-10,2,4375,671.0287,534.96,15985.26,55.00,322
7000,0,0,1851,561.6164,640.97,30.23,31.23,4
7000,0,1,1767,1076.0058,1354.62,872.16,30.48,1
7000,0,2,4749,1197.9766,1290.76,15208.08,49.37,322
7000,10,0,3073,805.0003,694.02,49.96,21.84,34
7000,10,1,2815,1789.3568,2009.27,1427.00,22.80,158
7000,10,2,3557,588.3813,475.46,9545.64,51.63,232
7000,20,0,4143,593.5692,327.15,65.96,19.38,144
7000,20,1,3193,1248.2873,648.69,1489.43,29.35,340
7000,20,2,1109,191.0944,136.58,1964.30,46.93,44
7000,30,0,6859,492.9246,307.63,82.57,18.72,141
7000,30,1,2176,428.5193,237.84,944.70,16.89,75
7000,30,2,239,65.2792,49.28,270.23,3.66,8
7000,40,0,6703,240.7342,217.76,61.48,9.74,70
7000,40,1,1215,268.8043,215.91,489.47,2.30,53
7000,40,2,252,52.7275,39.45,310.29,-1.07,17
7000,50,0,5122,48.7765,78.31,12.21,-0.64,4
7000,50,1,583,122.7404,120.76,157.23,-6.64,18
7000,50,2,11,0.4663,0.25,15.65,1.49,2
7000,60,0,3853,6.8760,47.38,0.71,-14.45,0
7000,60,1,2,0.5443,0.86,0.37,0.51,0
7000,70,0,4656,0.0239,32.74,0.12,-26.61,0
7000,80,0,3564,0.0000,8.47,0.05,-30.74,0
8000,-60,0,5440,905.0616,485.66,91.98,25.52,142
8000,-60,1,2292,900.1808,340.46,534.19,25.03,362
8000,-60,2,2,1.8107,1.34,2.23,4.04,1
8000,-50,0,7184,953.9848,844.50,91.78,33.38,69
8000,-50,1,1510,249.9264,148.69,453.17,5.09,62
8000,-50,2,4,0.0000,0.00,6.24,5.54,0
8000,-40,0,6359,892.8304,992.77,60.41,33.88,73
8000,-40,1,1718,246.3573,234.40,619.03,11.13,24
8000,-40,2,4,0.6528,1.13,4.48,60.62,0
8000,-30,0,4311,942.0534,1021.91,84.75,33.09,24
8000,-30,1,3204,810.5025,809.78,1501.08,21.10,7
8000,-30,2,662,178.1120,167.95,960.30,13.65,6
8000,-20,0,1811,399.5938,445.04,39.61,23.30,0
8000,-20,1,2428,1119.2556,1283.48,998.57,35.44,0
8000,-20,2,3980,952.2360,811.85,11360.85,18.38,146
8000,-10,0,1812,680.1234,957.15,22.21,10.20,8
8000,-10,1,2041,1404.3005,1792.88,891.95,39.70,17
8000,-10,2,4371,934.7633,802.93,15934.40,15.41,370
8000,0,0,1851,716.3139,928.24,30.09,10.45,22
8000,0,1,1760,1402.2558,1609.76,866.80,36.69,130
8000,0,2,4756,1419.6398,745.92,15231.78,12.01,578
8000,10,0,3074,729.5303,554.60,49.80,8.14,89
8000,10,1,2790,1609.4255,855.02,1410.23,25.73,372
8000,10,2,3581,650.9817,354.86,9584.66,4.59,341
8000,20,0,4150,300.8782,182.43,66.30,-1.37,85
8000,20,1,3183,761.4436,383.53,1489.26,4.69,223
8000,20,2,1112,265.9279,91.94,1966.46,5.29,146
8000,30,0,6870,355.3719,353.29,82.50,-6.34,111
8000,30,1,2173,483.7143,417.97,948.68,-1.87,87
8000,30,2,231,81.0810,47.47,259.78,-13.98,24
8000,40,0,6715,185.7642,243.39,61.18,-14.85,39
8000,40,1,1213,205.2551,115.59,488.62,-10.11,80
8000,40,2,242,34.1491,22.04,295.29,-13.99,5
8000,50,0,5130,8.5534,47.84,12.51,-24.31,5
8000,50,1,575,23.5251,17.33,150.09,-19.87,9
8000,50,2,11,0.0887,0.00,15.19,-5.52,0
8000,60,0,3853,0.0569,26.58,0.67,-30.16,0
8000,60,1,2,0.0078,0.53,0.35,-17.03,0
8000,70,0,4656,0.0000,19.82,0.12,-31.61,0
8000,80,0,3564,0.0000,5.13,0.04,-30.78,0
9000,-60,0,5409,1221.6452,1180.95,90.10,54.03,28
9000,-60,1,2323,978.6642,578.21,557.19,53.79,118
9000,-60,2,2,2.2375,0.12,2.34,69.17,0
9000,-50,0,7185,1402.2834,1600.80,91.37,56.82,18
9000,-50,1,1509,401.5337,339.70,457.60,72.98,22
9000,-50,2,4,0.0000,0.00,6.44,71.50,2
9000,-40,0,6368,1095.2342,1406.50,59.39,60.22,24
9000,-40,1,1711,400.4607,452.67,614.36,72.42,6
9000,-40,2,2,0.0000,0.00,2.47,21.12,0
9000,-30,0,4329,1191.5696,1458.89,83.57,59.68,16
9000,-30,1,3206,1237.9567,1415.84,1499.46,63.49,23
9000,-30,2,642,208.9260,241.57,926.70,69.33,5
9000,-20,0,1820,489.6461,597.45,39.98,70.36,1
9000,-20,1,2434,1325.1817,1609.24,1002.47,52.24,13
9000,-20,2,3965,1212.5820,1130.48,11298.58,57.90,222
9000,-10,0,1813,797.2173,982.41,21.99,72.92,12
9000,-10,1,2045,1310.6185,1473.93,894.00,45.98,1
9000,-10,2,4366,958.9299,726.72,15951.10,50.71,458
9000,0,0,1852,842.6237,635.43,30.15,62.04,183
9000,0,1,1751,1210.7327,1273.39,862.97,38.58,92
9000,0,2,4764,1065.1190,729.87,15306.38,42.10,579
9000,10,0,3074,760.8533,381.07,49.82,45.71,358
9000,10,1,2752,1092.2872,707.24,1382.24,29.03,361
9000,10,2,3619,632.7482,407.74,9644.25,26.28,290
9000,20,0,4156,294.1641,244.15,66.47,30.61,88
9000,20,1,3176,758.7392,489.31,1487.58,19.10,234
9000,20,2,1113,174.3023,116.27,1962.63,4.34,55
9000,30,0,6882,400.3909,414.29,82.07,10.01,76
9000,30,1,2169,508.2123,253.55,947.11,9.81,200
9000,30,2,223,31.0595,15.80,247.48,15.08,5
9000,40,0,6734,116.1890,208.28,60.87,-3.02,30
9000,40,1,1209,76.9793,99.57,485.17,0.18,16
9000,40,2,227,20.5923,22.37,272.11,6.08,0
9000,50,0,5143,0.1597,28.11,13.18,-16.18,2
9000,50,1,562,0.1097,9.25,141.59,-7.26,0
9000,50,2,11,0.0004,0.00,14.53,-5.54,0
9000,60,0,3853,0.0000,15.60,0.64,-28.41,0
9000,60,1,2,0.0000,0.32,0.34,-7.94,0
9000,70,0,4656,0.0000,12.00,0.11,-31.78,0
9000,80,0,3564,0.0000,3.11,0.04,-30.80,0
10000,-60,0,5385,2172.3319,1949.33,88.72,17.88,211
10000,-60,1,2347,1710.3464,566.11,579.00,15.17,335
10000,-60,2,2,0.0118,0.01,2.43,12.22,0
10000,-50,0,7187,2123.2011,2570.11,90.95,17.81,62
10000,-50,1,1507,744.6619,724.09,460.54,26.08,23
10000,-50,2,4,0.0000,0.00,6.62,12.59,1
10000,-40,0,6377,1276.9743,1864.64,59.11,22.35,13
10000,-40,1,1702,740.7122,870.88,607.05,29.39,14
10000,-40,2,2,0.0003,0.00,2.48,32.92,2
10000,-30,0,4379,1226.9069,1734.46,84.35,28.72,10
10000,-30,1,3173,1454.9502,1950.93,1485.11,30.86,15
10000,-30,2,625,225.0259,266.20,892.88,32.00,18
10000,-20,0,1846,597.8633,835.37,40.88,21.67,4
10000,-20,1,2432,1438.7528,2070.32,1009.03,32.50,6
10000,-20,2,3941,1242.4472,1196.06,11213.83,33.37,248
10000,-10,0,1822,772.1489,1097.05,21.98,19.77,14
10000,-10,1,2039,1467.3893,1822.69,891.94,30.11,92
10000,-10,2,4363,877.3122,844.92,15981.60,32.28,368
10000,0,0,1852,426.4654,345.71,30.05,14.28,51
10000,0,1,1736,903.1054,508.74,852.28,28.78,227
10000,0,2,4779,774.6495,393.93,15396.72,27.07,478
10000,10,0,3073,394.8573,261.71,49.76,7.29,119
10000,10,1,2722,664.7670,303.53,1362.01,24.71,255
10000,10,2,3650,623.5614,265.33,9717.33,28.36,416
10000,20,0,4162,348.0117,261.78,66.64,2.64,120
10000,20,1,3162,694.0738,455.71,1480.02,19.78,205
10000,20,2,1121,246.8673,133.92,1974.62,26.50,121
10000,30,0,6894,400.8181,374.17,81.82,3.14,118
10000,30,1,2174,298.6816,237.41,953.74,7.91,88
10000,30,2,206,22.1484,18.63,226.15,-12.89,2
10000,40,0,6751,136.3136,218.60,60.47,-5.13,34
10000,40,1,1202,81.4694,84.82,477.53,-7.17,31
10000,40,2,217,25.8723,24.84,254.46,-14.93,10
10000,50,0,5149,0.1665,17.20,13.14,-16.88,5
10000,50,1,556,0.1145,5.50,134.21,-17.69,4
10000,50,2,11,0.0003,0.00,13.92,-3.22,0
10000,60,0,3853,0.0000,9.30,0.61,-27.39,0
10000,60,1,2,0.0000,0.19,0.32,-13.83,0
10000,70,0,4656,0.0000,7.27,0.11,-31.42,0
10000,80,0,3564,0.0000,1.88,0.04,-30.81,0
11000,-60,0,5356,1651.6428,821.30,87.18,27.06,524
11000,-60,1,2376,783.6885,229.31,602.93,26.43,308
11000,-60,2,2,0.0113,0.00,2.50,25.88,0
11000,-50,0,7183,2506.8869,2228.39,90.61,39.33,280
11000,-50,1,1511,997.5575,460.21,467.23,12.17,332
11000,-50,2,4,0.0000,0.00,6.77,30.93,0
11000,-40,0,6381,1698.8203,2292.52,58.76,43.05,25
11000,-40,1,1698,1168.8606,1168.58,605.55,16.47,15
11000,-40,2,2,0.0001,0.00,2.47,48.95,0
11000,-30,0,4391,1459.0039,2180.64,84.04,40.70,4
11000,-30,1,3179,1811.3507,2489.51,1484.12,26.91,6
11000,-30,2,607,245.4729,292.40,862.29,22.39,6
11000,-20,0,1876,764.4161,1097.79,40.35,45.81,1
11000,-20,1,2427,1629.9345,2514.47,1018.87,30.71,17
11000,-20,2,3916,1210.4115,1281.70,11137.97,25.60,310
11000,-10,0,1828,822.3825,1305.14,21.90,38.75,6
11000,-10,1,2038,1493.8161,2223.52,891.27,31.90,2
11000,-10,2,4358,982.7103,969.52,15986.36,22.20,409
11000,0,0,1856,500.2786,569.19,30.29,43.51,25
11000,0,1,1713,708.8622,733.15,835.42,31.66,12
11000,0,2,4798,683.1476,421.39,15470.88,20.86,388
11000,10,0,3072,494.1682,349.07,49.78,46.53,106
11000,10,1,2689,710.6821,486.09,1340.04,29.32,145
11000,10,2,3684,567.3283,283.85,9796.47,2.05,351
11000,20,0,4158,363.9136,198.63,66.09,27.92,138
11000,20,1,3153,783.6738,452.21,1474.11,10.96,297
11000,20,2,1134,213.0924,94.62,1997.97,-2.35,144
11000,30,0,6900,517.4822,450.13,81.52,6.46,137
11000,30,1,2172,468.1833,285.35,956.45,16.65,214
11000,30,2,202,48.9742,32.76,220.81,28.95,15
11000,40,0,6758,307.2420,299.62,59.95,-4.93,87
11000,40,1,1207,142.5247,112.90,481.57,17.15,49
11000,40,2,205,40.5677,30.87,239.49,26.39,10
11000,50,0,5156,5.1063,14.46,13.36,-15.94,3
11000,50,1,549,4.6565,7.29,128.57,10.41,1
11000,50,2,11,0.0000,0.00,13.55,13.91,0
11000,60,0,3853,0.0507,5.45,0.58,-23.00,0
11000,60,1,2,0.0058,0.12,0.30,-16.54,0
11000,70,0,4656,0.0000,4.41,0.10,-27.20,0
11000,80,0,3564,0.0000,1.14,0.04,-30.74,0
12000,-60,0,5345,722.7231,371.33,86.42,13.51,209
12000,-60,1,2387,454.2030,247.22,614.34,8.41,91
12000,-60,2,2,0.0021,0.00,2.54,19.36,0
12000,-50,0,7175,1556.4490,721.80,89.82,19.30,523
12000,-50,1,1518,380.7890,105.74,474.31,36.14,184
12000,-50,2,5,0.0000,0.00,7.87,22.50,2
12000,-40,0,6381,1740.6690,863.09,58.41,30.87,526
12000,-40,1,1698,1149.5283,308.56,610.67,46.22,455
12000,-40,2,2,0.0004,0.00,2.43,0.56,0
12000,-30,0,4398,1753.3095,1341.57,83.74,37.92,315
12000,-30,1,3176,1999.7316,1171.18,1482.36,50.06,326
12000,-30,2,603,249.0097,151.54,853.17,56.71,50
12000,-20,0,1882,933.3096,960.54,40.53,39.22,83
12000,-20,1,2438,1860.7585,1878.19,1029.26,48.12,138
12000,-20,2,3899,1256.1269,1024.37,11128.59,56.30,383
12000,-10,0,1830,856.8903,1249.19,21.85,49.78,33
12000,-10,1,2042,1640.1567,2056.37,893.06,45.81,94
12000,-10,2,4352,928.8842,926.75,16005.85,58.80,415
12000,0,0,1855,597.6123,633.39,29.91,44.34,17
12000,0,1,1710,929.9987,834.51,830.76,39.23,36
12000,0,2,4802,979.9441,752.54,15527.26,56.59,394
12000,10,0,3071,602.2740,529.05,49.68,35.17,26
12000,10,1,2659,792.6449,532.85,1318.33,30.56,55
12000,10,2,3715,671.5135,334.64,9906.67,59.97,352
12000,20,0,4154,387.6086,273.90,65.81,35.98,129
