step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,1,2219,48.03,7.11,12.29,0.31,13.19,2.82,0.770,239,10.46,11.30,1480
5000,12,638,36.20,0.66,10.84,0.11,22.39,0.19,0.044,87,9.83,5.67,340
5000,2,181,31.66,0.00,8.57,0.01,7.87,0.00,0.000,198,5.55,10.72,89
5000,262,72,32.33,0.00,0.60,0.62,21.53,0.00,0.000,605,21.33,17.37,48
5000,3,36,42.44,0.00,13.89,1.06,9.33,0.00,0.000,326,6.02,18.73,20
5000,15,32,46.54,1.28,23.00,0.09,3.31,0.75,0.188,263,5.67,17.08,14
5000,173,31,30.88,0.35,3.32,5.65,24.68,0.00,0.000,98,9.83,1.82,19
5000,4,27,17.06,0.00,4.63,0.33,8.96,0.00,0.000,381,16.99,3.56,15
5000,21,9,26.82,0.00,9.67,0.56,6.89,0.00,0.000,515,17.32,23.67,6
5000,219,5,89.08,26.00,10.00,0.00,16.40,3.60,0.600,1305,62.53,16.71,5
6000,1,4219,45.05,5.72,10.48,0.71,17.79,1.89,0.502,227,11.90,10.41,2323
6000,412,393,36.75,2.56,11.27,0.42,19.32,0.27,0.092,252,15.08,7.15,211
6000,391,165,24.42,0.25,7.93,0.46,4.94,0.13,0.042,210,3.66,9.58,96
6000,388,132,34.42,0.00,10.67,0.00,6.71,0.00,0.000,106,4.19,10.60,78
6000,12,112,28.33,1.24,9.12,0.06,18.31,0.41,0.107,113,8.98,3.31,73
6000,2,90,43.02,0.00,9.51,0.38,14.58,0.00,0.000,170,8.96,8.30,53
6000,395,80,45.53,0.64,7.96,0.61,19.74,0.03,0.013,392,14.66,11.38,50
6000,262,52,44.18,0.37,1.92,0.08,27.75,0.00,0.000,520,21.92,17.04,31
6000,3,48,42.31,0.00,12.65,0.69,10.54,0.00,0.000,310,8.04,17.04,17
6000,21,34,30.62,0.03,9.41,1.56,9.38,0.06,0.029,386,13.39,19.29,27
6000,408,16,51.38,10.31,7.75,0.00,5.00,3.19,1.000,1330,35.85,19.32,12
6000,397,15,38.53,0.00,1.07,0.00,21.40,0.00,0.000,404,7.90,17.76,7
6000,219,5,68.60,19.60,1.00,0.00,23.00,0.80,0.000,1472,49.78,31.71,4
7000,1,1718,30.00,0.45,6.03,0.92,22.33,0.07,0.015,138,10.71,3.30,561
7000,12,1211,30.32,0.40,8.00,0.55,21.00,0.16,0.042,101,8.64,3.47,627
7000,412,402,36.44,2.84,10.65,0.93,19.54,0.16,0.050,192,13.02,4.61,216
7000,3,349,40.70,0.04,10.65,0.40,12.27,0.02,0.006,144,8.44,10.40,117
7000,388,115,37.54,0.69,12.33,0.34,5.06,0.12,0.035,99,2.28,9.90,46
7000,395,82,36.74,0.32,8.10,0.99,15.24,0.06,0.012,397,17.88,6.91,48
7000,21,75,28.12,0.39,7.43,1.01,10.59,0.15,0.027,191,7.04,6.86,43
7000,391,74,27.18,0.46,6.84,0.01,7.12,0.14,0.000,352,7.75,10.92,42
7000,2,63,42.31,0.02,13.79,0.00,10.11,0.00,0.000,175,4.65,12.25,33
7000,439,42,27.28,2.64,4.10,0.00,17.74,0.12,0.024,163,10.66,2.69,18
7000,262,34,51.17,0.56,3.76,0.71,29.68,0.00,0.000,1008,40.22,23.15,22
7000,457,30,87.73,0.47,1.17,2.10,88.03,0.13,0.033,145,18.23,5.57,8
7000,445,24,90.70,14.75,14.33,0.00,12.50,3.04,0.792,485,20.04,12.74,21
7000,408,6,43.89,9.33,6.17,0.00,3.83,2.67,0.667,980,24.45,26.14,6
