step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
210000,3426,1.321,0.019,13.37,326212,297324,3733,5,25064,923,1577920.4,162.1,0.708,0.116,0.099,0.039,0.038,333,5.73,3.83,0.07,0.81,0.07,0.78,0.15,1.42,5.43,3.18,0.00,0.10,0.006,0.056,440,0.098,0.830,0.001,0.000,0.169,317651,284621,14,0.362,0.067,0.024,821231,0.101,0.059,0.002,162.64,129966,87,0.176,0.800,0.000,1412941,1.03,20.39,0.000,0.007,0.002
220000,3423,1.308,0.019,13.74,353728,322415,4073,6,27237,1219,1592543.9,242.3,0.739,0.103,0.086,0.037,0.035,309,5.74,3.62,0.03,0.43,0.05,0.68,0.11,1.02,5.55,3.30,0.00,0.09,0.004,0.048,424,0.097,0.827,0.000,0.000,0.173,345400,316236,15,0.444,0.093,0.027,808418,0.096,0.054,0.002,162.73,143060,18,0.199,1.000,0.000,1350855,1.01,20.38,0.000,0.013,0.001
230000,3441,1.350,0.022,13.76,293101,266951,3780,4,22348,904,1550103.8,207.8,0.657,0.138,0.113,0.047,0.046,357,5.47,3.20,0.10,0.97,0.03,0.40,0.13,1.10,5.22,2.67,0.00,0.07,0.003,0.042,409,0.109,0.857,0.001,0.000,0.143,284021,248838,14,0.380,0.143,0.028,937845,0.115,0.064,0.003,162.59,120045,19,0.230,1.000,0.000,1798032,1.04,20.62,0.000,0.015,0.001
240000,3496,1.335,0.018,12.99,288565,264476,3731,8,20295,1109,1559308.8,287.1,0.655,0.138,0.114,0.047,0.045,376,5.56,3.77,0.07,0.91,0.03,0.42,0.24,2.06,5.22,2.86,0.00,0.07,0.003,0.038,398,0.104,0.848,0.000,0.000,0.152,279116,244295,13,0.394,0.019,0.039,1167910,0.106,0.056,0.002,162.65,114151,88,0.259,0.625,0.000,1776840,1.03,20.53,0.000,0.009,0.000
250000,3450,1.345,0.021,12.69,309161,284427,3858,52,20870,2146,1568238.0,589.9,0.710,0.114,0.094,0.042,0.040,357,5.44,3.60,0.08,0.85,0.01,0.24,0.23,1.99,5.11,2.64,0.00,0.02,0.001,0.025,403,0.157,0.859,0.000,0.000,0.140,302192,269255,14,0.322,0.219,0.034,1162093,0.100,0.066,0.004,162.59,123829,750,0.275,0.346,0.000,1658441,1.03,20.70,0.000,0.039,0.000
260000,3386,1.379,0.028,13.09,283972,261880,3384,34,18738,2721,1570197.5,771.2,0.644,0.140,0.118,0.049,0.049,374,5.74,3.38,0.12,0.80,0.03,0.47,0.12,1.05,5.47,2.94,0.00,0.08,0.002,0.033,406,0.098,0.887,0.002,0.000,0.111,274450,233888,14,0.250,0.186,0.033,1154956,0.127,0.078,0.005,162.74,116072,863,0.283,0.382,0.000,1902086,1.05,20.32,0.000,0.026,0.001
270000,3482,1.332,0.025,12.59,270221,249137,3285,4,17699,1472,1517962.5,354.9,0.617,0.147,0.126,0.056,0.055,411,5.44,3.37,0.10,0.69,0.05,0.58,0.15,1.44,5.14,2.86,0.00,0.02,0.006,0.060,393,0.104,0.873,0.000,0.000,0.127,259830,219496,15,0.214,0.012,0.027,947276,0.143,0.079,0.006,162.64,108395,188,0.241,0.750,0.000,1915188,1.04,20.62,0.000,0.007,0.000
280000,3467,1.357,0.023,12.69,307641,281056,3900,3,22697,539,1516068.1,134.3,0.707,0.117,0.099,0.039,0.038,341,5.49,3.67,0.08,0.79,0.03,0.43,0.07,0.78,5.31,3.40,0.00,0.12,0.003,0.037,415,0.140,0.859,0.001,0.000,0.140,298796,265976,14,0.445,0.029,0.017,662394,0.145,0.067,0.004,162.52,126500,1013,0.249,0.667,0.000,1451494,1.03,20.56,0.000,0.002,0.001
290000,3575,1.325,0.018,12.42,290838,263367,3835,0,23528,295,1467957.5,47.4,0.703,0.117,0.100,0.042,0.038,373,5.13,3.26,0.08,0.74,0.02,0.38,0.06,0.61,4.96,2.98,0.00,0.00,0.002,0.026,359,0.177,0.829,0.002,0.000,0.169,282055,248384,14,0.580,0.071,0.015,616596,0.155,0.064,0.004,162.44,117849,0,0.161,0.000,0.000,1540940,1.04,20.99,0.000,0.006,0.000
300000,3490,1.299,0.017,12.60,338774,308065,4383,30,26381,1354,1566514.4,286.9,0.750,0.102,0.082,0.035,0.031,316,5.39,3.39,0.09,0.74,0.02,0.41,0.09,1.09,5.19,2.85,0.00,0.02,0.002,0.023,372,0.145,0.850,0.001,0.000,0.150,331105,302855,18,0.314,0.012,0.016,560899,0.153,0.057,0.003,162.71,136922,884,0.212,0.267,0.000,1426874,1.04,20.68,0.000,0.007,0.000
310000,3373,1.351,0.023,12.61,314581,286749,3837,2,24110,449,1572245.1,91.8,0.693,0.125,0.102,0.042,0.038,359,5.67,3.50,0.04,0.53,0.04,0.52,0.12,0.81,5.48,3.19,0.00,0.05,0.003,0.036,372,0.144,0.860,0.000,0.000,0.140,305466,272000,12,0.297,0.003,0.034,700830,0.153,0.064,0.003,162.64,125977,23,0.204,1.000,0.000,1592289,1.01,20.25,0.000,0.007,0.000
320000,3432,1.339,0.026,12.41,309341,283374,3557,1,22350,338,1552038.4,45.9,0.680,0.126,0.102,0.049,0.043,389,5.50,3.65,0.05,0.68,0.02,0.44,0.05,0.70,5.38,3.32,0.00,0.08,0.002,0.026,343,0.158,0.872,0.001,0.000,0.127,299037,267107,11,0.417,0.050,0.010,942970,0.144,0.074,0.005,162.67,117542,2451,0.136,0.000,0.000,1321070,1.02,20.54,0.000,0.001,0.001
330000,3484,1.331,0.025,12.60,301418,274430,3705,5,23226,504,1533663.5,87.0,0.682,0.119,0.096,0.055,0.048,390,5.33,3.37,0.03,0.39,0.02,0.46,0.09,0.84,5.19,3.05,0.00,0.03,0.001,0.028,302,0.175,0.874,0.000,0.000,0.126,290608,256676,14,0.487,0.007,0.025,775057,0.140,0.071,0.004,162.67,116935,1363,0.173,0.400,0.000,1278591,1.01,20.79,0.000,0.004,0.000
340000,3548,1.342,0.026,11.98,285985,260563,3817,2,21539,518,1497170.4,106.1,0.662,0.132,0.112,0.049,0.045,424,5.04,3.13,0.04,0.51,0.02,0.34,0.12,1.01,4.86,2.71,0.00,0.00,0.002,0.035,308,0.261,0.878,0.001,0.000,0.121,274373,241882,12,0.612,0.003,0.027,918782,0.129,0.076,0.005,162.55,105519,4,0.205,1.000,0.000,1294067,1.02,21.09,0.000,0.010,0.000
350000,3512,1.346,0.023,12.28,302125,275521,4069,0,22571,193,1498867.6,31.6,0.699,0.116,0.097,0.045,0.042,382,5.00,3.05,0.05,0.76,0.03,0.48,0.08,0.80,4.85,2.65,0.00,0.02,0.003,0.047,299,0.199,0.857,0.001,0.000,0.142,291501,262673,10,0.563,0.038,0.016,677466,0.143,0.065,0.003,162.51,114757,0,0.164,0.000,0.000,1324571,1.02,21.14,0.000,0.002,0.001
360000,3473,1.348,0.026,12.69,301638,273528,4059,5,24085,325,1508914.0,47.4,0.689,0.120,0.100,0.047,0.044,386,5.52,3.60,0.11,1.05,0.01,0.25,0.09,0.96,5.31,3.17,0.00,0.00,0.002,0.032,385,0.135,0.868,0.000,0.000,0.132,290356,260953,12,0.446,0.040,0.018,602955,0.126,0.076,0.004,162.49,118647,201,0.146,0.800,0.000,1252553,1.04,20.44,0.000,0.006,0.000
370000,3474,1.360,0.023,13.01,284615,258730,3715,2,22167,231,1549273.8,24.7,0.645,0.144,0.123,0.046,0.042,363,5.43,3.23,0.05,0.59,0.02,0.31,0.08,1.01,5.28,2.86,0.00,0.00,0.001,0.019,347,0.076,0.863,0.001,0.000,0.136,274080,239622,14,0.335,0.012,0.016,568981,0.137,0.066,0.003,162.51,116543,130,0.107,0.500,0.000,1582411,1.02,20.60,0.000,0.002,0.000
380000,3379,1.335,0.019,12.27,298928,272334,3757,0,22932,240,1561924.5,35.5,0.664,0.136,0.116,0.040,0.043,381,5.78,4.06,0.10,0.97,0.00,0.18,0.13,1.28,5.54,3.56,0.00,0.00,0.000,0.018,369,0.140,0.849,0.000,0.000,0.150,289534,254934,10,0.471,0.043,0.029,591415,0.111,0.060,0.002,162.57,117132,0,0.148,0.000,0.000,1714327,1.04,20.09,0.000,0.003,0.000
390000,3414,1.342,0.017,11.97,364246,332778,4145,0,27288,151,1580285.9,17.8,0.744,0.100,0.085,0.034,0.036,366,5.66,3.95,0.05,0.50,0.02,0.38,0.10,0.99,5.50,3.65,0.00,0.00,0.001,0.023,348,0.120,0.818,0.000,0.000,0.182,356967,332874,13,0.563,0.024,0.016,699035,0.081,0.060,0.003,162.68,132094,0,0.118,0.000,0.000,1414754,1.02,20.41,0.000,0.001,0.000
400000,3434,1.361,0.021,11.74,337860,310063,4446,3,23328,217,1560595.2,18.7,0.758,0.101,0.083,0.030,0.028,383,5.52,3.62,0.07,0.66,0.01,0.22,0.10,1.25,5.35,3.18,0.00,0.00,0.001,0.030,366,0.134,0.853,0.000,0.000,0.147,330789,305014,9,0.666,0.024,0.020,835184,0.074,0.069,0.004,162.35,126221,162,0.086,0.667,0.000,1217572,1.03,20.27,0.000,0.001,0.000
410000,3525,1.306,0.019,11.87,320992,294246,4521,0,22134,135,1574410.0,14.7,0.735,0.107,0.088,0.037,0.033,403,5.43,3.30,0.08,1.01,0.01,0.17,0.08,1.00,5.27,2.88,0.00,0.00,0.001,0.017,335,0.131,0.825,0.000,0.000,0.175,313654,286176,11,0.690,0.012,0.015,711951,0.096,0.062,0.003,162.48,121463,0,0.109,0.000,0.000,1204222,1.03,20.52,0.000,0.001,0.000
420000,3493,1.336,0.021,12.12,333817,304728,4146,3,24972,330,1565118.8,48.2,0.714,0.122,0.098,0.034,0.032,364,5.43,3.45,0.07,0.98,0.01,0.15,0.08,1.04,5.27,3.10,0.00,0.00,0.001,0.022,336,0.097,0.830,0.001,0.000,0.169,325635,295686,12,0.545,0.022,0.015,539448,0.111,0.067,0.004,162.73,130571,352,0.146,0.000,0.000,1354447,1.02,20.59,0.000,0.003,0.000
430000,3490,1.349,0.020,12.18,320318,293194,4089,0,23038,410,1531478.5,72.1,0.707,0.124,0.100,0.036,0.033,379,5.46,3.59,0.11,1.00,0.01,0.31,0.07,0.90,5.26,3.16,0.00,0.10,0.001,0.022,354,0.157,0.836,0.001,0.000,0.164,312142,277700,16,0.228,0.255,0.014,515968,0.135,0.068,0.004,162.64,126921,0,0.176,0.000,0.000,1425255,1.04,20.60,0.000,0.003,0.000
440000,3528,1.327,0.017,12.46,300415,275163,3868,2,21344,349,1560772.0,58.8,0.665,0.139,0.112,0.044,0.041,386,5.25,3.09,0.14,1.27,0.01,0.18,0.05,0.71,5.05,2.72,0.00,0.02,0.001,0.025,342,0.163,0.842,0.001,0.000,0.157,291630,252188,14,0.348,0.279,0.014,634448,0.127,0.058,0.002,162.62,117733,890,0.168,0.000,0.000,1573476,1.07,20.67,0.000,0.000,0.000
450000,3545,1.312,0.016,12.30,329215,300167,4430,2,24599,216,1552841.9,29.1,0.744,0.104,0.082,0.035,0.035,345,5.17,3.12,0.17,1.24,0.01,0.22,0.09,0.90,4.91,2.58,0.00,0.10,0.001,0.020,371,0.178,0.802,0.001,0.000,0.197,321713,291116,16,0.349,0.096,0.017,529328,0.121,0.058,0.003,162.52,129280,274,0.135,0.000,0.000,1243137,1.07,20.84,0.000,0.001,0.001
460000,3477,1.354,0.022,12.68,325495,298221,4020,7,23315,239,1555110.4,30.9,0.711,0.119,0.096,0.037,0.037,356,5.53,3.60,0.13,1.24,0.02,0.38,0.13,1.17,5.24,2.93,0.00,0.03,0.002,0.027,409,0.205,0.858,0.001,0.000,0.141,317021,283372,14,0.316,0.163,0.024,810209,0.107,0.062,0.002,162.67,128878,1674,0.129,0.000,0.000,1346230,1.06,20.17,0.000,0.003,0.000
470000,3454,1.341,0.025,12.93,282640,258485,3666,8,20504,623,1545620.4,93.9,0.634,0.153,0.123,0.044,0.045,407,5.41,3.21,0.09,0.85,0.01,0.17,0.09,1.05,5.22,2.77,0.00,0.00,0.000,0.010,320,0.146,0.887,0.000,0.000,0.113,272034,233454,13,0.212,0.008,0.018,766204,0.158,0.070,0.003,162.69,108536,384,0.151,0.500,0.000,1578657,1.04,20.59,0.000,0.002,0.000
480000,3484,1.361,0.020,12.87,268926,243620,3909,1,21366,252,1522390.9,19.6,0.621,0.158,0.127,0.047,0.048,416,5.18,3.20,0.09,0.75,0.01,0.25,0.08,0.92,5.00,2.80,0.00,0.00,0.001,0.020,337,0.191,0.885,0.001,0.000,0.113,258639,216519,14,0.214,0.014,0.017,708893,0.151,0.061,0.003,162.65,104861,156,0.078,0.000,0.000,1666829,1.05,20.83,0.000,0.001,0.000
490000,3511,1.329,0.020,12.97,297419,270638,4016,6,22732,380,1568072.1,51.8,0.685,0.131,0.106,0.039,0.039,374,5.22,3.10,0.05,0.55,0.00,0.18,0.08,1.02,5.09,2.75,0.00,0.00,0.000,0.008,292,0.194,0.847,0.000,0.000,0.153,288599,248517,14,0.483,0.018,0.013,645859,0.144,0.062,0.003,162.65,115361,1356,0.136,0.167,0.000,1479904,1.02,21.01,0.000,0.005,0.000
500000,3499,1.330,0.023,12.71,340582,310801,4371,1,25421,135,1592053.1,13.9,0.741,0.108,0.089,0.030,0.033,323,5.18,3.13,0.05,0.55,0.01,0.25,0.07,1.09,5.05,2.78,0.00,0.00,0.000,0.011,308,0.160,0.837,0.000,0.000,0.163,333214,298635,12,0.418,0.022,0.015,633607,0.110,0.067,0.003,162.79,131794,95,0.103,0.000,0.000,1240186,1.03,21.02,0.000,0.000,0.000
510000,3564,1.323,0.023,13.14,326261,297291,4141,2,24762,128,1551553.4,23.4,0.725,0.116,0.093,0.032,0.034,349,5.11,3.19,0.08,1.02,0.01,0.17,0.12,1.20,4.90,2.55,0.00,0.05,0.001,0.018,287,0.164,0.886,0.000,0.000,0.114,319348,284917,12,0.243,0.008,0.024,670189,0.107,0.069,0.004,162.80,126059,1388,0.183,0.500,0.000,1365183,1.03,20.93,0.001,0.002,0.001
520000,3575,1.315,0.018,12.61,305332,277220,4021,0,24080,137,1519832.0,11.6,0.698,0.128,0.100,0.035,0.038,393,5.12,3.36,0.07,1.31,0.02,0.38,0.12,1.05,4.91,2.77,0.00,0.00,0.001,0.030,299,0.188,0.823,0.000,0.000,0.177,297938,255329,12,0.452,0.005,0.024,802429,0.093,0.064,0.003,162.76,109401,0,0.085,0.000,0.000,1573148,1.03,21.05,0.000,0.001,0.000
530000,3528,1.320,0.024,12.82,313226,285056,4213,0,24004,85,1519214.8,4.6,0.714,0.115,0.093,0.038,0.040,370,5.21,3.25,0.09,0.97,0.01,0.20,0.13,1.19,4.97,2.71,0.00,0.04,0.001,0.015,348,0.238,0.856,0.000,0.000,0.144,305205,271578,14,0.429,0.014,0.024,684901,0.119,0.071,0.004,162.75,119263,0,0.054,0.000,0.000,1296420,1.04,20.84,0.000,0.000,0.001
540000,3567,1.328,0.023,12.84,272378,245945,4127,0,22267,118,1451524.5,23.0,0.654,0.142,0.115,0.044,0.045,411,4.81,2.93,0.04,0.50,0.01,0.26,0.13,1.11,4.63,2.47,0.00,0.00,0.001,0.023,286,0.337,0.902,0.000,0.000,0.098,262925,228220,15,0.519,0.013,0.029,827535,0.126,0.071,0.005,162.53,103503,0,0.195,0.000,0.000,1595532,1.02,21.30,0.000,0.001,0.000
550000,3544,1.314,0.023,12.77,284023,256328,4230,0,23488,146,1478885.4,18.9,0.680,0.127,0.109,0.041,0.043,372,5.18,3.33,0.08,0.96,0.01,0.19,0.14,1.23,4.95,2.71,0.00,0.06,0.000,0.012,324,0.251,0.849,0.000,0.000,0.151,275000,242748,10,0.623,0.006,0.026,868542,0.125,0.071,0.004,162.62,106309,0,0.130,0.000,0.000,1589180,1.03,20.93,0.000,0.001,0.001
560000,3525,1.326,0.027,14.49,300105,272123,3961,3,24037,302,1510124.2,48.3,0.685,0.117,0.100,0.046,0.051,337,5.17,3.07,0.05,0.78,0.04,0.59,0.10,0.89,4.99,2.66,0.00,0.00,0.003,0.039,339,0.165,0.901,0.000,0.000,0.099,289405,255676,13,0.313,0.095,0.021,805708,0.131,0.073,0.005,162.68,123013,68,0.160,0.667,0.000,1365795,1.02,20.96,0.000,0.005,0.000
570000,3499,1.336,0.028,14.67,255496,232147,3513,1,19861,217,1521859.1,26.4,0.603,0.145,0.120,0.065,0.067,323,5.25,3.04,0.08,0.89,0.02,0.33,0.13,1.05,5.02,2.57,0.00,0.00,0.002,0.027,336,0.146,0.906,0.001,0.000,0.094,243202,203042,18,0.284,0.063,0.043,1393428,0.098,0.069,0.004,162.64,114103,2711,0.122,0.000,0.000,1687802,1.04,20.81,0.000,0.001,0.000
580000,3479,1.319,0.029,14.22,256072,232536,3432,2,20122,238,1528712.2,25.6,0.602,0.137,0.114,0.075,0.073,358,5.40,3.23,0.05,0.76,0.01,0.23,0.20,1.16,5.14,2.67,0.00,0.02,0.001,0.019,335,0.118,0.895,0.000,0.000,0.105,244016,203245,14,0.371,0.053,0.075,1747754,0.089,0.075,0.005,162.68,110148,186,0.107,0.500,0.000,1696500,1.02,20.54,0.000,0.003,0.000
590000,3491,1.327,0.025,14.04,255413,233753,3025,1,18622,310,1585372.9,35.1,0.561,0.142,0.119,0.091,0.087,345,5.27,3.46,0.07,1.34,0.02,0.44,0.18,1.54,5.00,2.59,0.00,0.04,0.002,0.033,313,0.157,0.886,0.000,0.000,0.114,244460,202188,10,0.435,0.041,0.049,2392010,0.089,0.065,0.002,162.90,114053,32,0.113,1.000,0.000,2602181,1.03,20.84,0.001,0.001,0.001
