step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,2,1161,7.0,0.1,0.3,0.1,6.5,0.0,1.04,18.4,141,386,25.10,0.00
5000,3,795,7.5,0.4,0.1,0.1,6.9,0.0,1.13,18.6,125,315,19.90,0.00
5000,1,681,7.0,0.1,0.2,0.7,6.0,0.0,1.04,19.0,121,653,43.31,0.00
6000,2,1048,6.3,0.2,0.3,0.1,5.8,0.0,1.08,19.5,140,563,36.19,0.00
6000,3,885,7.2,0.3,0.1,0.1,6.6,0.0,1.09,18.9,166,349,21.31,0.05
6000,1,731,7.2,0.1,0.3,0.8,6.0,0.0,1.02,18.8,146,768,51.51,0.00
7000,3,1022,7.2,0.3,0.0,0.2,6.6,0.0,1.12,18.9,169,347,21.37,0.00
7000,2,978,6.7,0.2,0.4,0.1,6.1,0.0,1.07,19.1,123,613,39.66,0.00
7000,1,702,6.8,0.1,0.2,0.8,5.8,0.0,1.02,19.1,121,870,58.36,0.00
8000,2,1071,6.2,0.1,0.3,0.1,5.7,0.0,1.06,19.6,145,607,39.28,0.00
8000,3,897,7.2,0.4,0.1,0.2,6.5,0.0,1.14,19.1,162,438,27.19,0.00
8000,1,730,6.5,0.1,0.1,0.6,5.6,0.0,1.04,19.3,105,774,51.49,0.00
8000,8,424,10.7,0.1,0.1,0.1,10.3,0.0,1.03,14.7,87,194,14.20,0.00
9000,3,966,7.0,0.5,0.0,0.0,6.4,0.0,1.16,19.3,146,462,29.27,0.00
9000,2,938,5.7,0.1,0.2,0.1,5.3,0.0,1.06,20.1,106,704,45.23,0.00
9000,1,770,6.4,0.2,0.1,0.5,5.6,0.0,1.06,19.5,109,733,49.51,0.00
9000,8,536,9.4,0.1,0.0,0.1,9.1,0.0,1.03,15.5,82,227,16.57,0.00
10000,3,1169,7.0,0.4,0.0,0.0,6.5,0.0,1.15,19.2,161,443,28.39,0.01
10000,2,799,5.7,0.1,0.2,0.2,5.2,0.0,1.06,20.1,98,736,46.64,0.00
10000,1,747,5.9,0.0,0.1,0.6,5.1,0.0,1.01,19.9,115,845,57.39,0.00
10000,8,366,9.2,0.1,0.0,0.3,8.8,0.0,1.02,16.1,54,258,18.14,0.00
11000,3,1332,6.9,0.5,0.0,0.0,6.4,0.0,1.15,19.2,181,484,30.46,0.02
11000,1,755,5.7,0.2,0.1,0.2,5.2,0.0,1.05,20.0,106,789,52.45,0.00
11000,2,596,6.1,0.1,0.3,0.2,5.5,0.0,1.03,19.7,91,750,49.11,0.00
11000,8,399,8.7,0.0,0.0,0.3,8.4,0.0,1.00,16.5,60,273,18.43,0.00
12000,3,924,6.8,0.3,0.1,0.0,6.5,0.0,1.09,19.3,122,542,33.88,0.00
12000,1,803,6.1,0.1,0.1,0.4,5.5,0.0,1.04,19.7,109,776,52.54,0.00
12000,2,690,5.9,0.1,0.3,0.2,5.3,0.0,1.03,20.1,104,627,41.00,0.00
12000,8,609,9.0,0.0,0.0,0.2,8.8,0.0,1.01,15.9,91,259,17.45,0.00
13000,3,808,6.8,0.4,0.1,0.0,6.3,0.0,1.14,19.6,113,493,31.45,0.00
13000,1,754,5.8,0.2,0.2,0.2,5.2,0.0,1.06,20.2,100,759,52.32,0.00
13000,2,716,5.8,0.0,0.4,0.2,5.2,0.0,1.02,20.2,103,751,48.86,0.00
13000,8,603,8.8,0.0,0.0,0.2,8.6,0.0,1.00,16.2,92,268,17.96,0.00
14000,3,979,6.5,0.3,0.0,0.0,6.1,0.0,1.12,19.8,118,522,33.65,0.00
14000,2,774,5.9,0.3,0.3,0.3,5.1,0.0,1.11,20.2,110,643,41.37,0.00
14000,1,694,5.5,0.1,0.1,0.2,5.0,0.0,1.03,20.5,83,799,55.59,0.00
14000,8,647,9.0,0.0,0.0,0.3,8.6,0.0,1.02,15.8,107,263,17.94,0.00
15000,3,978,6.2,0.3,0.0,0.1,5.8,0.0,1.11,20.2,121,615,39.00,0.00
15000,2,814,5.7,0.0,0.2,0.1,5.3,0.0,1.02,20.4,95,697,44.01,0.00
15000,1,684,5.2,0.0,0.1,0.2,4.9,0.0,1.01,20.6,70,781,51.30,0.00
15000,8,672,8.7,0.0,0.0,0.2,8.5,0.0,1.01,15.9,92,262,17.83,0.00
15000,16,45,6.6,0.1,0.0,0.0,6.5,0.0,1.04,19.6,7,413,24.02,0.00
15000,17,10,3.3,0.0,0.0,0.0,3.3,0.0,1.00,23.4,3,876,37.79,0.00
16000,3,933,6.0,0.3,0.0,0.0,5.6,0.0,1.09,20.3,102,667,41.11,0.00
16000,2,871,5.7,0.1,0.2,0.1,5.3,0.0,1.02,20.2,92,764,49.19,0.00
16000,1,654,5.7,0.1,0.1,0.3,5.1,0.0,1.04,20.3,86,924,60.15,0.00
16000,8,625,9.1,0.1,0.0,0.2,8.8,0.0,1.02,15.7,106,290,19.49,0.00
16000,16,49,6.2,0.1,0.0,0.0,6.1,0.0,1.02,19.9,7,485,27.13,0.00
16000,19,31,3.6,0.0,0.0,0.0,3.6,0.0,1.00,23.2,5,781,35.57,0.00
17000,3,1099,6.0,0.2,0.0,0.0,5.8,0.0,1.08,20.2,126,668,40.37,0.00
17000,2,881,5.9,0.1,0.5,0.2,5.1,0.0,1.05,20.1,109,728,47.13,0.00
