step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,1,2479,9.2,0.2,0.2,0.2,8.6,0.0,1.08,17.9,473,305,22.63,0.01
5000,6,150,6.9,0.3,0.0,0.4,6.2,0.0,1.12,21.3,18,199,12.81,0.00
5000,2,61,13.3,0.4,0.0,0.0,12.9,0.0,1.11,15.2,14,508,42.62,0.00
5000,3,16,6.9,0.0,0.0,0.0,6.9,0.0,1.00,20.4,3,175,12.65,0.00
6000,1,2611,8.3,0.2,0.1,0.2,7.9,0.0,1.06,19.0,383,380,27.09,0.00
6000,6,140,6.4,0.2,0.0,0.0,6.2,0.0,1.07,21.4,14,271,17.33,0.00
6000,2,18,14.9,0.0,0.0,0.1,14.8,0.0,1.00,14.4,7,1178,102.29,0.00
7000,1,2762,8.1,0.2,0.1,0.1,7.6,0.0,1.08,19.2,436,524,36.23,0.00
7000,6,113,7.1,0.0,0.0,0.0,7.1,0.0,1.00,21.2,11,210,13.50,0.00
7000,3,8,9.9,0.0,0.0,0.0,9.9,0.0,1.00,18.5,4,266,17.63,0.00
7000,14,5,18.0,0.0,0.0,6.0,12.0,0.0,1.00,12.0,1,1460,137.64,0.00
8000,1,2822,8.0,0.2,0.1,0.1,7.5,0.0,1.08,19.3,416,557,39.19,0.00
8000,6,28,6.1,0.0,0.0,0.0,6.1,0.0,1.00,21.5,9,280,17.42,0.00
9000,1,1811,8.6,0.1,0.1,0.3,8.0,0.0,1.06,18.4,334,487,35.38,0.01
9000,6,17,7.2,0.0,0.0,0.0,7.2,0.0,1.00,20.0,5,395,24.79,0.00
10000,1,1382,8.4,0.1,0.2,0.2,7.9,0.0,1.04,18.6,273,514,37.09,0.01
10000,22,150,7.0,0.2,0.2,0.1,6.5,0.0,1.05,18.9,25,181,11.97,0.00
10000,6,21,6.4,0.0,0.0,0.0,6.4,0.0,1.00,20.4,5,450,29.17,0.00
11000,1,862,8.5,0.1,0.5,0.1,7.8,0.0,1.05,17.9,188,292,20.31,0.08
