step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,2,1289,9.5,0.1,0.3,0.0,9.1,0.0,1.02,14.3,326,233,17.48,0.08
5000,1,532,10.1,0.2,0.0,0.0,9.9,0.0,1.05,12.9,187,269,21.51,0.00
5000,4,28,6.5,0.0,0.0,0.9,5.6,0.0,1.00,19.1,6,323,20.58,0.00
6000,2,867,9.0,0.0,0.1,0.0,8.9,0.0,1.00,14.0,150,191,14.19,0.00
6000,6,684,10.2,0.1,0.5,0.7,8.9,0.0,1.01,15.2,191,417,41.07,0.00
6000,1,127,9.1,0.3,0.0,0.0,8.8,0.0,1.07,14.8,32,322,22.10,0.00
6000,4,57,7.1,0.0,0.0,0.9,6.2,0.0,1.00,18.4,7,390,24.60,0.00
7000,6,925,9.5,0.0,0.3,0.6,8.5,0.0,1.01,15.5,218,674,67.72,0.00
7000,2,697,8.3,0.0,0.1,0.0,8.2,0.0,1.01,15.0,103,225,15.87,0.00
7000,10,442,9.2,0.4,0.0,0.1,8.8,0.0,1.13,16.5,69,311,23.89,0.00
7000,11,88,6.8,0.0,0.0,0.0,6.7,0.0,1.00,19.2,19,263,17.39,0.00
7000,1,86,8.1,0.4,0.0,0.0,7.7,0.0,1.13,16.8,15,415,27.34,0.00
7000,13,43,11.7,0.1,0.2,0.0,11.5,0.0,1.01,13.1,13,387,29.55,0.00
7000,4,37,7.1,0.0,0.0,1.3,5.8,0.0,1.00,18.4,7,458,30.63,0.00
8000,6,984,10.5,0.2,0.5,0.7,9.1,0.0,1.06,14.4,316,691,70.19,0.00
8000,2,565,8.3,0.0,0.1,0.0,8.1,0.0,1.00,15.2,109,241,16.13,0.00
8000,10,345,8.0,0.2,0.0,0.0,7.8,0.0,1.09,17.5,60,373,26.03,0.00
8000,1,153,10.0,0.7,0.0,0.0,9.3,0.0,1.18,14.3,51,326,24.12,0.01
8000,13,71,9.6,0.3,0.5,0.0,8.7,0.0,1.11,14.8,20,242,17.77,0.00
8000,11,45,6.5,0.0,0.0,0.2,6.3,0.0,1.00,19.5,11,239,15.38,0.00
8000,4,31,6.6,0.0,0.0,0.9,5.7,0.0,1.00,18.8,8,586,39.54,0.00
9000,6,1094,10.0,0.1,0.3,0.3,9.2,0.0,1.02,15.1,264,743,69.77,0.00
9000,2,587,7.8,0.0,0.0,0.0,7.7,0.0,1.00,16.1,97,246,16.07,0.00
9000,10,408,7.3,0.1,0.0,0.1,7.1,0.0,1.05,18.4,48,351,22.56,0.00
9000,11,63,7.6,0.0,0.0,0.0,7.5,0.0,1.00,18.9,11,204,14.71,0.00
9000,13,44,6.9,0.0,0.0,0.0,6.9,0.0,1.00,17.5,10,451,33.51,0.00
9000,4,36,7.5,0.0,0.0,1.1,6.5,0.0,1.00,17.8,8,516,36.14,0.00
10000,6,1031,9.1,0.2,0.2,0.3,8.5,0.0,1.05,15.8,221,800,72.12,0.00
10000,25,580,7.8,0.0,0.2,0.0,7.6,0.0,1.02,16.8,102,286,19.87,0.02
10000,10,465,6.5,0.1,0.0,0.0,6.4,0.0,1.04,19.2,61,384,24.80,0.00
10000,2,449,6.8,0.0,0.0,0.0,6.7,0.0,1.00,17.4,86,306,19.49,0.00
10000,11,100,6.7,0.0,0.0,0.1,6.6,0.0,1.00,19.7,24,210,14.21,0.00
10000,13,63,8.2,0.0,0.7,0.0,7.6,0.0,1.00,16.4,13,504,35.74,0.00
10000,4,27,8.1,0.0,0.0,1.9,6.3,0.0,1.00,17.4,8,813,58.86,0.00
11000,6,1144,9.6,0.0,0.3,0.4,8.8,0.0,1.01,15.4,264,805,69.77,0.00
11000,25,568,7.9,0.0,0.2,0.0,7.7,0.0,1.00,16.8,89,302,20.27,0.00
11000,10,433,6.5,0.1,0.0,0.0,6.4,0.0,1.05,19.3,59,472,30.49,0.00
11000,2,245,6.9,0.0,0.1,0.1,6.7,0.0,1.00,17.3,48,348,22.56,0.00
11000,4,51,8.0,0.0,0.0,1.2,6.8,0.0,1.00,17.5,11,426,32.26,0.00
11000,13,43,6.3,0.0,0.0,0.0,6.3,0.0,1.00,18.8,9,830,53.68,0.00
11000,11,43,7.2,0.0,0.0,0.0,7.2,0.0,1.00,19.3,12,377,25.51,0.00
12000,6,1289,8.8,0.1,0.3,0.3,8.1,0.0,1.02,16.5,293,764,63.76,0.00
12000,25,515,8.0,0.1,0.3,0.0,7.7,0.0,1.02,16.4,106,333,22.93,0.00
12000,10,378,6.0,0.1,0.0,0.0,5.9,0.0,1.04,19.8,51,506,31.61,0.00
12000,2,183,7.1,0.0,0.2,0.1,6.9,0.0,1.00,17.1,52,342,21.22,0.00
12000,4,47,7.4,0.0,0.5,1.3,5.7,0.0,1.00,17.8,13,357,24.24,0.00
12000,35,40,5.7,0.0,0.0,0.0,5.7,0.0,1.00,20.5,9,551,29.67,0.00
12000,13,33,5.6,0.0,0.0,0.0,5.6,0.0,1.00,20.1,8,856,49.76,0.00
