step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,1,1766,8.6,0.0,0.1,0.2,8.2,0.0,1.01,16.0,300,626,49.02,0.00
5000,3,141,8.0,0.1,0.0,0.2,7.7,0.0,1.01,20.0,18,240,16.77,0.00
6000,1,1922,8.0,0.1,0.2,0.1,7.6,0.0,1.02,16.8,338,700,53.99,0.00
6000,3,94,7.7,0.0,0.1,0.0,7.6,0.0,1.00,20.2,17,317,21.73,0.00
7000,1,1790,7.5,0.0,0.2,0.1,7.2,0.0,1.02,17.6,315,765,57.00,0.00
7000,7,683,9.2,0.2,0.0,0.0,9.0,0.0,1.06,17.7,100,184,13.81,0.00
7000,3,163,7.5,0.0,0.0,0.1,7.5,0.0,1.00,20.3,24,271,19.43,0.00
7000,8,82,8.0,0.0,0.2,0.0,7.8,0.0,1.02,19.8,21,232,16.65,0.00
7000,10,40,8.4,0.1,0.0,0.0,8.4,0.0,1.09,19.1,11,162,11.44,0.00
8000,1,1948,7.4,0.1,0.2,0.1,7.0,0.0,1.04,18.0,335,732,52.13,0.00
8000,7,718,8.7,0.2,0.0,0.0,8.5,0.0,1.07,18.2,105,202,14.74,0.00
8000,3,113,8.2,0.0,0.1,0.0,8.1,0.0,1.01,19.7,19,306,21.01,0.00
8000,8,95,6.8,0.2,0.0,0.0,6.6,0.0,1.08,20.1,22,213,14.84,0.00
8000,14,94,8.6,0.3,0.0,0.0,8.4,0.0,1.17,18.5,18,188,14.38,0.00
8000,10,5,5.0,0.0,0.0,0.0,5.0,0.0,1.00,22.0,1,229,12.68,0.00
9000,1,1900,7.0,0.1,0.3,0.1,6.5,0.0,1.05,18.3,313,688,48.49,0.00
9000,7,574,8.5,0.1,0.0,0.0,8.3,0.0,1.06,18.7,92,223,15.65,0.00
9000,14,179,8.9,0.2,0.0,0.0,8.7,0.0,1.12,18.2,40,147,11.41,0.00
9000,8,153,6.6,0.0,0.0,0.1,6.6,0.0,1.00,20.6,25,246,16.90,0.00
9000,3,83,7.5,0.0,0.1,0.0,7.3,0.0,1.00,20.0,17,325,22.28,0.00
10000,1,1879,6.7,0.1,0.2,0.1,6.2,0.0,1.04,18.8,277,708,49.91,0.00
10000,7,589,7.9,0.1,0.1,0.0,7.7,0.0,1.05,19.1,79,245,16.07,0.00
10000,22,318,7.3,0.0,0.0,0.1,7.2,0.0,1.01,20.3,56,427,27.72,0.00
10000,14,191,8.9,0.1,0.0,0.0,8.8,0.0,1.05,18.7,34,173,12.59,0.00
10000,8,119,6.4,0.0,0.0,0.0,6.4,0.0,1.01,20.8,21,344,23.04,0.00
10000,3,37,8.0,0.0,0.5,0.0,7.5,0.0,1.00,20.3,8,433,28.54,0.00
10000,23,9,7.1,0.0,0.0,0.0,7.1,0.0,1.00,20.0,2,926,69.65,0.00
11000,1,1964,6.4,0.1,0.2,0.1,6.0,0.0,1.04,19.1,254,798,55.15,0.00
11000,7,546,7.8,0.2,0.0,0.0,7.6,0.0,1.06,18.9,66,291,18.79,0.00
11000,22,292,7.3,0.0,0.0,0.0,7.2,0.0,1.00,20.4,49,718,47.46,0.00
11000,14,245,8.1,0.2,0.0,0.0,7.9,0.0,1.11,19.3,45,186,12.82,0.00
11000,8,88,6.0,0.1,0.1,0.0,5.7,0.0,1.08,21.3,16,348,22.80,0.00
11000,3,43,7.3,0.0,0.0,0.0,7.3,0.0,1.00,20.2,9,331,21.92,0.00
12000,1,1789,5.9,0.1,0.1,0.1,5.6,0.0,1.04,19.7,244,801,54.09,0.00
12000,7,492,7.9,0.0,0.0,0.0,7.8,0.0,1.01,18.1,41,356,22.70,0.00
12000,22,374,7.1,0.0,0.0,0.0,7.0,0.0,1.01,20.5,57,788,53.98,0.00
12000,14,341,8.2,0.3,0.0,0.0,7.9,0.0,1.14,18.8,55,202,14.02,0.00
12000,8,82,7.5,0.0,0.1,0.0,7.4,0.0,1.02,19.9,21,181,12.40,0.00
12000,3,22,7.4,0.0,0.0,0.5,6.9,0.0,1.00,19.8,7,443,29.27,0.00
13000,1,1711,5.9,0.1,0.1,0.1,5.6,0.0,1.02,20.0,213,768,49.88,0.00
13000,7,483,7.9,0.0,0.0,0.0,7.8,0.0,1.01,17.9,50,317,20.60,0.00
13000,14,431,7.2,0.1,0.0,0.0,7.1,0.0,1.06,20.1,75,204,14.06,0.00
13000,22,384,7.3,0.0,0.0,0.2,7.0,0.0,1.00,20.4,72,687,46.50,0.00
13000,3,65,6.2,0.2,0.0,0.0,6.0,0.0,1.07,21.2,8,289,19.44,0.00
13000,8,47,7.7,0.1,0.0,0.0,7.6,0.0,1.04,20.0,11,242,17.31,0.00
13000,27,17,5.9,0.0,0.0,0.0,5.9,0.0,1.00,21.8,3,126,8.95,0.00
14000,1,1635,6.0,0.0,0.2,0.1,5.7,0.0,1.02,19.8,203,822,54.63,0.00
14000,14,454,7.8,0.1,0.0,0.0,7.7,0.0,1.05,19.4,77,205,13.87,0.00
14000,22,439,6.7,0.0,0.0,0.0,6.6,0.0,1.00,20.7,71,713,49.69,0.00
14000,7,335,9.3,0.0,0.0,0.0,9.2,0.0,1.01,15.8,42,249,18.95,0.00
14000,3,53,6.4,0.2,0.0,0.1,6.1,0.0,1.07,20.6,12,337,22.71,0.00
14000,8,48,10.5,0.1,0.0,0.0,10.4,0.0,1.04,18.0,14,169,14.27,0.00
15000,1,1530,5.6,0.0,0.1,0.1,5.4,0.0,1.01,20.4,176,811,52.50,0.00
15000,22,452,7.1,0.0,0.0,0.1,7.0,0.0,1.00,20.4,80,794,57.45,0.00
15000,14,439,7.8,0.3,0.0,0.0,7.5,0.0,1.12,19.5,73,227,15.69,0.00
15000,7,394,9.3,0.0,0.0,0.0,9.3,0.0,1.00,15.8,50,211,15.74,0.00
15000,3,107,5.8,0.1,0.0,0.0,5.7,0.0,1.02,21.5,14,300,20.08,0.00
15000,8,64,8.9,0.2,0.0,0.0,8.8,0.0,1.06,19.3,21,156,11.86,0.00
16000,1,1276,5.6,0.0,0.1,0.1,5.4,0.0,1.01,20.3,162,736,46.92,0.00
16000,22,741,6.7,0.0,0.0,0.1,6.6,0.0,1.01,20.6,89,593,42.69,0.00
16000,14,511,8.1,0.3,0.0,0.0,7.8,0.0,1.14,19.7,91,198,13.76,0.00
16000,7,300,8.8,0.0,0.0,0.0,8.8,0.0,1.00,16.3,30,231,16.82,0.00
16000,30,141,6.0,0.1,0.0,0.0,5.9,0.0,1.02,21.5,31,288,18.60,0.00
16000,8,80,8.6,0.0,0.0,0.1,8.5,0.0,1.00,19.6,14,183,14.54,0.00
16000,3,76,6.0,0.0,0.1,0.0,5.9,0.0,1.00,21.3,8,438,29.53,0.00
17000,1,1113,5.2,0.0,0.1,0.1,5.1,0.0,1.00,20.8,109,752,47.11,0.00
17000,22,802,6.9,0.0,0.0,0.3,6.6,0.0,1.01,20.3,112,633,45.93,0.00
17000,14,511,8.4,0.5,0.0,0.0,7.9,0.0,1.20,19.8,85,217,15.76,0.00
17000,7,281,8.9,0.0,0.1,0.0,8.8,0.0,1.00,16.3,27,248,17.96,0.00
17000,30,187,7.9,0.2,0.0,0.0,7.6,0.0,1.09,19.7,44,278,20.76,0.00
17000,3,95,5.8,0.0,0.0,0.0,5.8,0.0,1.00,21.5,9,400,26.59,0.00
18000,1,1155,5.1,0.0,0.1,0.1,4.9,0.0,1.00,21.0,118,773,47.34,0.00
18000,22,752,6.4,0.0,0.0,0.2,6.1,0.0,1.01,20.7,97,729,52.85,0.00
18000,14,502,9.1,0.5,0.0,0.0,8.6,0.0,1.19,19.2,78,166,12.79,0.00
18000,7,282,8.6,0.1,0.0,0.0,8.5,0.0,1.02,16.7,29,257,18.37,0.00
18000,3,114,6.0,0.0,0.0,0.0,6.0,0.0,1.00,21.1,12,392,26.89,0.00
18000,33,76,4.1,0.0,0.0,0.0,4.1,0.0,1.00,23.8,5,423,22.53,0.00
18000,30,62,6.3,0.3,0.0,0.0,6.0,0.0,1.11,21.1,15,522,34.53,0.00
18000,34,17,5.6,0.0,0.0,0.0,5.6,0.0,1.00,18.9,7,1091,75.14,0.00
19000,1,1148,4.8,0.0,0.1,0.1,4.6,0.0,1.01,21.4,120,807,48.06,0.00
19000,22,799,6.5,0.0,0.0,0.2,6.2,0.0,1.01,20.6,101,694,48.11,0.00
