step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage
100000,3,3,0,0,0,3,0,1.00,24,0.000,3000,1.46,137.89,0.00,3
100000,5,5,0,0,0,5,0,1.00,22,0.000,2997,1.80,153.87,0.00,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2994,1.33,281.03,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2993,1.47,171.83,0.00,165
100000,5,5,0,0,0,5,0,1.00,22,0.000,2990,1.69,159.16,0.00,29
100000,9,9,0,0,0,9,0,1.00,18,0.000,2989,2.74,253.54,0.00,204
100000,20,22,0,5,0,15,0,1.00,6,0.250,2986,2.65,267.07,0.00,109
100000,8,8,0,0,0,8,0,1.00,18,0.000,2979,2.34,213.75,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2976,2.13,160.72,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2974,1.32,144.27,0.00,3
100000,5,5,0,0,0,5,0,1.00,22,0.000,2970,1.37,149.83,0.00,185
100000,4,4,0,0,0,4,0,1.00,22,0.000,2969,2.36,189.90,0.00,2
100000,4,4,0,0,0,4,0,1.00,22,0.000,2959,1.97,192.85,0.00,59
100000,7,8,0,0,0,7,0,1.00,18,0.000,2958,1.29,168.51,0.00,3
100000,8,8,0,0,0,8,0,1.00,18,0.000,2950,2.21,212.34,0.00,3
100000,5,5,0,1,0,4,0,1.00,20,0.200,2949,1.60,223.46,0.00,2
100000,7,7,0,0,0,7,0,1.00,18,0.000,2948,1.87,257.14,0.00,189
100000,5,5,0,0,0,5,0,1.00,22,0.000,2947,1.92,136.51,0.00,185
100000,7,7,0,0,0,7,0,1.00,18,0.000,2946,1.64,251.38,0.00,189
100000,3,3,0,0,0,3,0,1.00,24,0.000,2942,1.81,167.25,0.00,189
100000,4,4,0,0,0,4,0,1.00,22,0.000,2939,1.76,231.81,0.00,109
100000,5,5,1,0,0,4,0,1.50,20,0.000,2938,1.89,167.15,0.00,59
100000,14,14,0,0,0,14,0,1.00,10,0.000,2937,1.93,224.14,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2937,1.63,139.10,0.00,202
100000,5,5,0,0,0,5,0,1.00,22,0.000,2937,2.24,239.35,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2937,1.31,156.36,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2935,1.56,149.06,0.00,165
100000,3,3,0,0,0,3,0,1.00,24,0.000,2934,1.60,174.18,0.00,203
100000,6,6,0,0,0,6,0,1.00,20,0.000,2926,2.55,183.05,0.00,3
100000,5,5,0,0,0,5,0,1.00,22,0.000,2925,1.29,155.45,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2918,1.71,142.52,0.00,165
