step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
10000,2988,1.449,0.036,8.75,215778,201823,621,7,11883,8398,1607020.0,629.6,0.391,0.209,0.122,0.128,0.150,894,7.74,5.14,0.17,1.27,0.12,0.78,0.28,1.58,7.17,4.28,0.01,0.11,0.010,0.052,488,0.089,0.872,0.007,0.000,0.120,187397,133682,4,0.463,0.480,0.073,2022380,0.184,0.092,0.007,160.04,70498,147,0.075,0.857,0.000,2269339,1.07,19.13,0.001,0.018,0.003
20000,3209,1.408,0.033,9.17,262222,244126,2272,57,15546,4587,1617862.2,946.4,0.516,0.113,0.069,0.152,0.151,698,6.79,4.94,0.22,2.13,0.08,0.67,0.12,1.13,6.37,3.98,0.00,0.06,0.008,0.050,444,0.079,0.872,0.001,0.000,0.127,240604,194909,8,0.284,0.011,0.026,1549896,0.149,0.078,0.004,162.36,88186,709,0.206,0.439,0.000,1682450,1.08,20.14,0.000,0.012,0.001
30000,3174,1.407,0.039,9.75,273361,254578,2298,3,16517,1256,1598544.4,173.1,0.534,0.095,0.064,0.154,0.152,620,6.91,4.61,0.17,1.58,0.11,1.11,0.15,1.05,6.48,3.73,0.00,0.05,0.009,0.071,464,0.075,0.875,0.002,0.000,0.123,251176,206322,11,0.220,0.095,0.044,993365,0.151,0.090,0.008,162.49,94003,40,0.138,0.667,0.000,1675604,1.07,19.76,0.000,0.008,0.000
40000,3226,1.383,0.040,10.40,257369,239312,2122,105,15778,4668,1566975.6,1061.2,0.521,0.125,0.093,0.130,0.131,548,6.37,4.11,0.13,1.13,0.13,1.07,0.13,1.23,5.98,3.28,0.01,0.21,0.011,0.073,438,0.068,0.886,0.002,0.000,0.112,236577,192387,10,0.223,0.080,0.035,1843359,0.131,0.090,0.006,162.35,94781,583,0.227,0.352,0.000,2059647,1.05,19.83,0.000,0.030,0.003
50000,3300,1.359,0.038,10.38,248086,231365,1957,179,14511,8542,1579913.9,1985.9,0.484,0.145,0.111,0.125,0.135,486,5.99,3.98,0.08,0.87,0.11,1.17,0.11,1.09,5.68,3.23,0.01,0.15,0.008,0.072,388,0.073,0.890,0.001,0.000,0.109,229080,178184,15,0.277,0.069,0.023,1034257,0.090,0.087,0.006,162.43,94900,555,0.232,0.324,0.000,2589075,1.03,20.48,0.000,0.007,0.002
60000,3246,1.392,0.036,10.54,259476,243195,1529,19,14787,1559,1602517.6,277.9,0.453,0.133,0.099,0.150,0.165,502,6.56,4.05,0.12,1.28,0.16,1.47,0.04,0.56,6.24,3.26,0.00,0.07,0.012,0.085,404,0.125,0.888,0.000,0.000,0.112,240507,187028,16,0.324,0.135,0.010,704996,0.128,0.084,0.005,162.64,98344,555,0.178,0.526,0.000,2838265,1.05,19.94,0.000,0.011,0.001
70000,3243,1.385,0.039,10.97,261142,244825,2205,136,13979,3398,1604677.6,779.6,0.481,0.136,0.101,0.134,0.148,486,6.41,4.08,0.11,1.01,0.10,1.01,0.08,0.92,6.11,3.53,0.00,0.16,0.010,0.081,389,0.150,0.887,0.001,0.000,0.113,241302,190655,19,0.214,0.118,0.020,421188,0.118,0.088,0.007,162.55,102240,841,0.229,0.154,0.000,2890584,1.04,20.02,0.000,0.008,0.001
80000,3359,1.374,0.031,11.20,276487,259991,2310,13,14057,896,1581961.0,128.9,0.524,0.111,0.077,0.138,0.149,471,5.99,3.52,0.08,0.89,0.12,0.97,0.05,0.61,5.74,3.07,0.00,0.09,0.013,0.088,362,0.136,0.867,0.001,0.000,0.132,256538,207717,22,0.153,0.131,0.016,687644,0.082,0.077,0.005,162.48,110921,690,0.144,0.385,0.000,2120870,1.03,20.38,0.000,0.010,0.001
90000,3375,1.337,0.032,11.13,277677,260454,2975,7,14225,958,1579043.0,71.2,0.555,0.110,0.076,0.124,0.135,476,5.70,3.62,0.11,1.09,0.14,1.14,0.09,0.99,5.36,2.74,0.00,0.09,0.018,0.096,329,0.200,0.879,0.001,0.000,0.121,259205,213479,22,0.286,0.043,0.020,629795,0.066,0.074,0.004,162.58,108052,450,0.074,0.429,0.000,2041650,1.04,20.83,0.000,0.012,0.001
100000,3395,1.355,0.033,11.24,271356,254558,2969,67,13742,2664,1559827.9,558.6,0.550,0.110,0.077,0.126,0.138,437,5.75,3.86,0.14,1.33,0.19,1.20,0.07,0.88,5.34,2.89,0.01,0.16,0.022,0.097,364,0.145,0.875,0.001,0.000,0.124,253333,207978,14,0.403,0.097,0.013,621827,0.081,0.079,0.005,162.55,110876,625,0.210,0.328,0.000,2088867,1.05,20.72,0.000,0.030,0.004
