step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
10000,3102,1.374,0.042,11.12,220081,208927,585,66,8927,20087,1609278.8,2637.6,0.343,0.258,0.191,0.109,0.099,609,7.14,4.42,0.16,1.45,0.17,1.65,0.25,1.33,6.55,3.40,0.02,0.23,0.013,0.081,624,0.070,0.813,0.010,0.000,0.176,201156,136219,8,0.407,0.218,0.074,1190353,0.081,0.129,0.020,159.00,87514,467,0.131,0.439,0.001,4277742,1.05,18.25,0.000,0.116,0.006
20000,3254,1.383,0.028,10.70,310945,293582,2750,22,14439,3741,1590471.2,544.6,0.644,0.129,0.107,0.062,0.057,379,6.69,3.84,0.17,1.21,0.09,0.92,0.10,0.93,6.33,3.30,0.01,0.16,0.008,0.065,447,0.088,0.851,0.003,0.000,0.146,298199,258725,16,0.320,0.153,0.028,1514235,0.020,0.083,0.006,161.99,134395,590,0.146,0.409,0.000,2491288,1.06,18.99,0.000,0.031,0.001
30000,3281,1.400,0.029,11.34,254393,238636,2397,70,13263,8788,1555750.8,1633.0,0.557,0.158,0.125,0.085,0.076,451,6.18,3.66,0.16,1.89,0.13,1.42,0.07,0.73,5.82,2.65,0.01,0.20,0.010,0.072,432,0.075,0.887,0.007,0.000,0.106,239675,189192,17,0.357,0.116,0.021,936508,0.043,0.081,0.005,162.05,105455,455,0.186,0.214,0.001,3021535,1.05,19.79,0.000,0.084,0.005
40000,3322,1.397,0.031,11.61,251456,234110,2392,515,14398,38673,1581134.0,7781.3,0.529,0.166,0.126,0.092,0.087,443,6.33,3.51,0.10,1.21,0.09,1.02,0.05,0.86,6.10,2.84,0.01,0.18,0.006,0.061,322,0.140,0.873,0.002,0.000,0.125,237017,186298,16,0.276,0.105,0.010,402586,0.059,0.081,0.006,162.40,105250,577,0.201,0.276,0.000,2696159,1.03,19.78,0.000,0.014,0.003
50000,3311,1.401,0.031,11.66,266826,248680,2672,2,15483,1367,1598357.2,194.7,0.533,0.166,0.110,0.096,0.094,402,6.09,3.40,0.07,0.95,0.08,0.67,0.07,1.06,5.87,2.86,0.00,0.05,0.009,0.070,292,0.094,0.874,0.002,0.000,0.124,249566,199219,15,0.263,0.037,0.018,447438,0.062,0.077,0.005,162.60,113324,487,0.142,0.500,0.000,2178526,1.03,20.07,0.000,0.011,0.001
60000,3391,1.359,0.029,12.25,253384,234743,2839,1,15721,608,1593587.8,55.6,0.504,0.145,0.094,0.128,0.130,420,5.91,3.27,0.10,1.07,0.08,0.67,0.10,1.29,5.62,2.63,0.00,0.13,0.009,0.061,318,0.107,0.881,0.001,0.000,0.118,238627,188984,19,0.281,0.106,0.020,655686,0.039,0.078,0.006,162.59,109426,6,0.091,1.000,0.000,2871015,1.04,20.16,0.000,0.007,0.001
70000,3348,1.379,0.025,12.24,261724,241999,3051,9,16708,944,1597115.1,75.7,0.512,0.145,0.096,0.123,0.124,413,5.93,3.28,0.07,1.00,0.09,0.73,0.09,0.99,5.67,2.72,0.01,0.15,0.010,0.065,297,0.111,0.868,0.001,0.000,0.130,249963,199672,12,0.319,0.027,0.018,549059,0.051,0.073,0.004,162.69,115431,480,0.080,0.556,0.000,2790468,1.03,20.12,0.000,0.010,0.002
80000,3396,1.339,0.023,12.19,300722,277110,3579,2,19983,646,1579459.2,87.1,0.630,0.106,0.071,0.097,0.095,374,5.96,3.47,0.06,0.99,0.10,0.77,0.14,1.25,5.66,2.86,0.00,0.11,0.011,0.072,319,0.121,0.827,0.000,0.000,0.172,292086,254068,18,0.401,0.032,0.028,829027,0.034,0.075,0.005,162.59,131969,1470,0.135,0.000,0.000,1925267,1.03,20.15,0.000,0.007,0.001
90000,3333,1.378,0.023,12.44,305870,281846,3882,2,20203,694,1580962.4,82.9,0.644,0.083,0.057,0.109,0.107,363,6.16,3.32,0.08,0.94,0.14,0.99,0.11,0.93,5.83,2.81,0.01,0.15,0.015,0.082,346,0.090,0.857,0.000,0.000,0.143,297317,261775,17,0.284,0.053,0.028,855995,0.037,0.065,0.003,162.52,135262,502,0.119,0.500,0.000,1873610,1.03,19.76,0.000,0.014,0.002
100000,3363,1.375,0.026,12.33,285587,263135,3718,3,18701,674,1571810.5,119.7,0.617,0.100,0.068,0.106,0.108,370,5.88,3.09,0.05,0.74,0.12,0.82,0.07,0.73,5.64,2.72,0.00,0.10,0.013,0.076,312,0.102,0.875,0.001,0.000,0.125,276867,238974,17,0.387,0.039,0.019,881181,0.037,0.078,0.005,162.47,124217,730,0.178,0.333,0.000,1795138,1.02,20.11,0.000,0.006,0.002
