step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage
100000,4,4,0,0,0,4,0,1.00,24,0.000,2997,1.67,178.58,0.00,107
100000,4,4,0,0,0,4,0,1.00,24,0.000,2993,2.06,170.06,0.00,107
100000,12,12,3,0,0,9,0,2.00,16,0.000,2986,2.21,385.02,0.00,3
100000,6,6,0,0,0,6,0,1.00,20,0.000,2979,0.72,194.65,0.00,230
100000,3,3,0,0,0,3,0,1.00,24,0.000,2978,2.07,160.95,0.00,230
100000,2,2,0,0,0,2,0,1.00,26,0.000,2978,2.18,118.84,0.00,200
100000,4,4,0,0,0,4,0,1.00,24,0.000,2977,1.28,227.18,0.00,230
100000,4,4,0,0,0,4,0,1.00,22,0.000,2976,1.19,237.71,0.00,4
100000,3,3,0,0,0,3,0,1.00,24,0.000,2974,2.07,165.52,0.00,234
100000,2,2,0,0,0,2,0,1.00,26,0.000,2969,2.12,118.15,0.00,248
100000,9,9,0,0,0,9,0,1.00,20,0.000,2969,1.92,269.97,0.00,3
100000,8,8,0,0,0,8,0,1.00,20,0.000,2965,2.45,340.57,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2951,2.13,175.75,0.00,234
100000,4,4,0,0,0,4,0,1.00,24,0.000,2951,2.39,156.36,0.00,3
100000,6,6,0,0,0,6,0,1.00,20,0.000,2950,1.65,180.83,0.00,230
100000,5,5,0,0,0,5,0,1.00,22,0.000,2943,1.44,224.49,0.00,3
100000,4,4,0,0,0,4,0,1.00,24,0.000,2942,2.19,187.98,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2941,1.35,171.33,0.00,3
100000,6,6,0,0,1,5,0,1.00,22,0.000,2940,1.99,250.26,0.00,200
100000,4,4,0,0,0,4,0,1.00,24,0.000,2932,2.31,200.54,0.00,230
100000,3,3,0,0,0,3,0,1.00,24,0.000,2932,2.08,175.19,0.00,230
100000,3,3,0,0,0,3,0,1.00,24,0.000,2930,2.13,174.49,0.00,3
100000,9,9,0,0,0,9,0,1.00,20,0.000,2930,1.59,304.18,0.00,247
100000,3,3,0,0,0,3,0,1.00,24,0.000,2929,1.64,154.38,0.00,230
100000,4,4,0,0,0,4,0,1.00,24,0.000,2927,1.39,217.93,0.00,250
100000,5,6,0,0,0,5,0,1.00,20,0.000,2923,1.71,222.84,0.00,78
100000,4,4,0,0,0,4,0,1.00,24,0.000,2921,1.84,229.24,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2915,2.13,145.94,0.00,234
100000,5,5,0,0,0,5,0,1.00,22,0.000,2914,1.33,231.13,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2908,1.54,159.12,0.00,241
100000,4,4,0,0,0,4,0,1.00,22,0.000,2907,1.75,166.87,0.00,3
100000,4,4,0,0,0,4,0,1.00,24,0.000,2904,1.44,203.26,0.00,230
100000,6,6,0,0,0,6,0,1.00,22,0.000,2900,1.80,260.62,0.00,200
100000,3,3,0,0,0,3,0,1.00,24,0.000,2899,2.11,173.70,0.00,230
100000,3,3,0,0,0,3,0,1.00,24,0.000,2898,1.12,173.28,0.00,3
100000,4,4,0,0,0,4,0,1.00,24,0.000,2894,1.18,222.96,0.00,230
100000,7,7,0,0,0,7,0,1.00,20,0.000,2888,2.00,229.18,0.00,200
100000,3,3,0,0,0,3,0,1.00,24,0.000,2886,1.37,158.34,0.00,230
100000,6,6,0,0,0,6,0,1.00,22,0.000,2883,1.57,236.50,0.00,200
100000,9,9,0,0,0,9,0,1.00,20,0.000,2881,1.40,244.97,0.00,3
100000,8,8,0,0,0,8,0,1.00,20,0.000,2881,2.31,269.87,0.00,230
100000,4,4,0,0,0,4,0,1.00,24,0.000,2877,1.97,159.38,0.00,107
100000,2,2,0,0,0,2,0,1.00,26,0.000,2874,1.78,114.52,0.00,248
100000,4,4,0,0,0,4,0,1.00,24,0.000,2868,1.62,226.43,0.00,3
100000,4,4,0,0,0,4,0,1.00,24,0.000,2865,1.88,227.38,0.00,247
100000,4,4,0,0,0,4,0,1.00,24,0.000,2863,1.21,202.28,0.00,229
100000,4,4,0,0,0,4,0,1.00,24,0.000,2861,1.85,177.82,0.00,107
100000,6,6,0,0,0,6,0,1.00,20,0.000,2856,2.05,205.04,0.00,249
100000,4,4,0,0,0,4,0,1.00,24,0.000,2846,1.41,201.81,0.00,200
100000,4,4,0,0,0,4,0,1.00,24,0.000,2842,2.10,192.45,0.00,230
100000,3,3,0,0,0,3,0,1.00,24,0.000,2836,1.42,165.72,0.00,234
100000,4,4,0,0,0,4,0,1.00,22,0.000,2835,1.19,224.29,0.00,3
100000,5,5,0,0,0,5,0,1.00,22,0.000,2833,1.18,273.29,0.00,200
100000,4,4,0,0,0,4,0,1.00,24,0.000,2832,1.29,211.25,0.00,230
100000,4,4,0,0,0,4,0,1.00,22,0.000,2830,1.98,195.38,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2818,1.84,157.84,0.00,234
100000,30,30,0,0,0,30,0,1.00,8,0.000,2813,2.07,268.35,0.00,230
