step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage
100000,13,13,0,0,0,13,0,1.00,10,0.000,3000,2.84,243.70,0.00,235
100000,8,8,0,0,0,8,0,1.00,18,0.000,2994,2.35,243.61,0.00,83
100000,5,5,0,0,0,5,0,1.00,20,0.000,2993,2.24,196.22,0.00,235
100000,3,3,0,0,0,3,0,1.00,24,0.000,2991,2.25,175.92,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2988,2.15,197.96,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2984,0.20,161.83,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2981,1.27,165.36,0.00,3
100000,5,5,0,0,0,5,0,1.00,20,0.000,2978,1.79,202.09,0.00,3
100000,5,5,0,0,0,5,0,1.00,20,0.000,2973,2.24,179.34,0.00,235
100000,5,5,0,0,0,5,0,1.00,20,0.000,2970,1.81,234.57,0.00,235
100000,5,5,0,0,0,5,0,1.00,20,0.000,2970,1.95,171.11,0.00,235
100000,3,3,0,0,0,3,0,1.00,24,0.000,2970,0.16,152.13,0.00,3
100000,5,5,0,0,0,5,0,1.00,20,0.000,2963,1.87,157.99,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2960,1.89,168.84,0.00,3
100000,5,5,0,0,0,5,0,1.00,20,0.000,2958,1.55,204.02,0.00,235
100000,4,4,0,0,0,4,0,1.00,22,0.000,2957,1.11,200.64,0.00,3
100000,6,6,0,0,0,6,0,1.00,18,0.000,2956,1.28,198.64,0.00,179
100000,4,4,0,0,0,4,0,1.00,22,0.000,2952,1.65,189.78,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2949,1.70,188.29,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2946,1.27,175.63,0.00,3
100000,5,5,0,0,0,5,0,1.00,20,0.000,2943,1.83,217.01,0.00,3
100000,8,8,0,0,0,8,0,1.00,16,0.000,2943,1.48,224.96,0.00,3
100000,2,2,0,0,0,2,0,1.00,26,0.000,2942,1.19,114.57,0.00,3
100000,5,5,0,0,0,5,0,1.00,20,0.000,2939,1.70,178.83,0.00,235
100000,2,5,0,0,0,2,0,1.00,26,0.000,2939,1.35,120.83,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2935,1.92,199.29,0.00,235
100000,3,3,0,0,0,3,0,1.00,24,0.000,2931,1.44,157.60,0.00,3
100000,5,5,0,0,0,5,0,1.00,20,0.000,2930,2.07,196.63,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2929,1.34,168.63,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2928,1.58,155.64,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2921,1.24,170.54,0.00,179
100000,5,5,0,0,0,5,0,1.00,20,0.000,2911,0.68,154.38,0.00,3
100000,7,7,0,0,0,7,0,1.00,18,0.000,2910,1.56,181.73,0.00,40
100000,3,3,0,0,0,3,0,1.00,24,0.000,2909,1.93,154.03,0.00,235
100000,5,5,0,0,0,5,0,1.00,20,0.000,2906,2.40,262.31,0.00,235
100000,4,4,0,0,0,4,0,1.00,22,0.000,2901,2.37,180.07,0.00,235
100000,3,3,0,0,0,3,0,1.00,24,0.000,2898,1.64,170.65,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2898,1.29,160.66,0.00,3
100000,5,5,0,0,0,5,0,1.00,20,0.000,2896,1.53,259.42,0.00,235
100000,3,3,0,0,0,3,0,1.00,24,0.000,2892,0.21,158.79,0.00,3
100000,5,5,0,0,0,5,0,1.00,20,0.000,2891,2.39,209.78,0.00,179
100000,2,2,0,0,0,2,0,1.00,26,0.000,2889,1.36,114.66,0.00,235
100000,4,4,0,0,0,4,0,1.00,22,0.000,2889,1.28,196.10,0.00,225
100000,3,3,0,0,0,3,0,1.00,24,0.000,2888,2.06,166.39,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2885,1.70,181.94,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2882,2.26,185.44,0.00,47
100000,3,3,0,0,0,3,0,1.00,24,0.000,2876,0.90,144.29,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2876,2.29,159.91,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2875,1.63,164.74,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2875,1.60,186.44,0.00,235
100000,5,5,0,0,0,5,0,1.00,20,0.000,2874,2.25,176.21,0.00,235
100000,6,6,0,0,0,6,0,1.00,20,0.000,2873,2.33,171.91,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2873,1.19,167.66,0.00,3
100000,5,5,0,0,0,5,0,1.00,20,0.000,2871,1.29,169.98,0.00,235
100000,5,5,0,0,0,5,0,1.00,20,0.000,2867,2.26,199.53,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2867,1.95,177.33,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2855,2.36,179.18,0.00,3
100000,4,4,0,0,0,4,0,1.00,22,0.000,2848,1.44,163.54,0.00,3
100000,13,13,0,0,0,13,0,1.00,6,0.000,2846,1.73,206.86,0.00,3
100000,2,2,0,0,0,2,0,1.00,26,0.000,2841,0.84,108.80,0.00,3
100000,7,7,0,0,0,7,0,1.00,16,0.000,2838,2.36,229.84,0.00,235
100000,4,4,0,0,0,4,0,1.00,22,0.000,2838,1.32,195.70,0.00,235
100000,5,5,0,0,0,5,0,1.00,20,0.000,2838,1.57,169.98,0.00,3
100000,5,5,0,0,0,5,0,1.00,20,0.000,2825,1.67,205.87,0.00,235
100000,7,7,0,0,0,7,0,1.00,18,0.000,2809,1.61,254.00,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2808,2.19,168.48,0.00,3
100000,3,3,0,0,0,3,0,1.00,24,0.000,2808,2.17,162.23,0.00,3
