step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,2,790,8.8,0.0,0.2,0.3,8.3,0.0,1.00,18.8,128,488,43.59,0.00
5000,5,497,12.6,0.0,0.7,0.4,11.5,0.0,1.00,11.9,113,695,65.33,0.00
5000,7,411,8.1,0.0,0.2,0.1,7.8,0.0,1.00,16.2,104,437,31.72,0.00
5000,6,192,8.8,0.0,0.0,0.0,8.7,0.0,1.00,17.7,53,379,32.41,0.00
5000,1,127,6.8,0.0,0.0,0.0,6.8,0.0,1.00,18.4,22,396,25.03,0.00
5000,3,84,8.7,0.0,0.0,0.0,8.6,0.0,1.00,16.8,24,359,24.49,0.00
5000,4,14,8.6,0.0,0.0,0.0,8.6,0.0,1.00,17.3,4,1227,95.70,0.00
6000,2,1061,8.4,0.1,0.1,0.4,7.8,0.0,1.02,19.3,147,527,50.32,0.00
6000,5,639,11.6,0.0,0.7,0.4,10.6,0.0,1.00,13.1,150,661,66.30,0.00
6000,7,262,8.0,0.0,0.2,0.1,7.7,0.0,1.01,16.2,72,553,43.97,0.00
6000,12,256,7.8,0.1,0.0,0.8,6.9,0.0,1.03,18.2,71,651,51.95,0.00
6000,6,172,7.8,0.0,0.1,0.0,7.7,0.0,1.00,18.2,32,401,32.23,0.00
6000,1,90,7.2,0.0,0.2,0.0,7.0,0.0,1.01,18.0,25,402,25.59,0.00
6000,13,49,5.8,0.0,0.0,0.0,5.8,0.0,1.00,19.9,18,532,34.14,0.00
6000,3,49,7.9,0.0,0.0,0.0,7.9,0.0,1.00,16.8,13,422,29.64,0.00
7000,2,882,8.4,0.0,0.2,0.4,7.8,0.0,1.02,19.4,142,657,61.01,0.00
7000,5,583,10.4,0.0,0.4,0.3,9.7,0.0,1.01,14.4,123,757,73.65,0.00
7000,7,463,7.7,0.0,0.1,0.1,7.4,0.0,1.02,16.6,111,458,34.61,0.00
7000,12,298,8.0,0.1,0.3,1.0,6.7,0.0,1.04,18.1,74,517,45.82,0.00
7000,6,270,7.6,0.1,0.1,0.0,7.5,0.0,1.03,18.4,44,344,25.21,0.00
7000,1,157,7.2,0.0,0.0,0.0,7.2,0.0,1.00,18.3,34,273,17.54,0.00
7000,13,47,6.6,0.0,0.0,0.0,6.6,0.0,1.00,18.6,19,629,42.59,0.00
7000,3,20,7.6,0.0,0.0,0.0,7.6,0.0,1.00,16.8,6,347,20.29,0.00
8000,2,915,8.5,0.0,0.1,0.7,7.7,0.0,1.02,19.3,148,688,64.04,0.00
8000,5,678,10.6,0.0,0.7,0.3,9.6,0.0,1.00,14.7,155,801,74.00,0.00
8000,12,337,8.9,0.1,0.5,1.1,7.2,0.0,1.02,17.6,98,487,44.63,0.00
8000,7,295,7.5,0.0,0.3,0.1,7.1,0.0,1.01,16.9,92,548,41.87,0.00
8000,6,210,7.1,0.1,0.1,0.1,6.8,0.0,1.04,19.1,40,429,30.84,0.00
8000,1,99,7.4,0.2,0.0,0.0,7.2,0.0,1.04,18.5,25,333,21.48,0.00
8000,23,82,7.8,0.0,0.0,0.0,7.7,0.0,1.06,17.6,19,190,13.16,0.00
8000,3,65,7.4,0.0,0.0,0.0,7.3,0.0,1.00,16.6,23,346,21.55,0.00
8000,19,15,6.5,0.0,0.0,0.0,6.5,0.0,1.00,17.7,4,997,75.17,0.00
8000,20,14,9.1,0.0,0.0,0.0,9.1,0.0,1.00,13.7,5,848,71.21,0.00
8000,13,11,6.5,0.0,0.0,0.0,6.5,0.0,1.00,18.7,7,1065,65.40,0.00
9000,5,669,9.4,0.0,0.4,0.3,8.8,0.0,1.00,15.8,139,832,74.14,0.00
9000,2,643,8.3,0.0,0.1,0.4,7.7,0.0,1.02,19.4,120,784,74.64,0.00
9000,7,426,7.5,0.1,0.1,0.1,7.2,0.0,1.03,16.8,109,520,37.61,0.00
9000,12,397,8.3,0.0,0.3,1.2,6.8,0.0,1.01,18.2,115,604,57.65,0.00
9000,6,270,7.5,0.0,0.2,0.1,7.2,0.0,1.01,18.7,52,357,24.42,0.00
9000,1,184,7.1,0.1,0.0,0.1,6.9,0.0,1.03,18.9,39,248,15.44,0.00
9000,23,84,8.6,0.0,0.0,0.1,8.4,0.0,1.00,17.1,25,228,16.05,0.00
9000,3,21,8.8,0.0,0.0,0.1,8.6,0.0,1.00,14.6,7,357,23.46,0.00
9000,20,17,11.4,0.0,0.0,0.0,11.4,0.0,1.00,13.1,7,654,52.68,0.00
9000,13,5,6.0,0.0,0.0,0.0,6.0,0.0,1.00,20.0,3,993,56.10,0.00
10000,2,824,8.2,0.1,0.1,0.5,7.5,0.0,1.02,19.5,144,608,52.59,0.00
10000,5,771,9.4,0.1,0.5,0.3,8.4,0.0,1.01,16.0,162,719,64.59,0.00
10000,7,366,7.2,0.1,0.2,0.1,6.8,0.0,1.03,17.8,98,634,44.93,0.00
10000,12,277,8.5,0.0,0.6,1.3,6.6,0.0,1.00,18.1,89,809,79.18,0.00
10000,6,199,6.2,0.0,0.1,0.1,6.0,0.0,1.00,20.2,32,404,25.76,0.00
10000,1,144,7.3,0.0,0.0,0.1,7.2,0.0,1.00,18.7,29,335,21.20,0.00
10000,23,71,8.0,0.0,0.2,0.1,7.6,0.0,1.00,17.6,25,233,15.35,0.00
10000,19,28,8.2,0.0,0.0,0.0,8.2,0.0,1.00,17.1,6,178,11.78,0.00
10000,3,23,9.0,0.0,0.0,0.0,9.0,0.0,1.00,14.5,8,293,21.00,0.00
10000,20,13,8.7,0.0,0.0,0.0,8.7,0.0,1.00,14.5,4,509,38.80,0.00
11000,2,838,8.0,0.0,0.1,0.3,7.6,0.0,1.01,19.7,106,672,61.55,0.00
11000,5,698,8.8,0.0,0.4,0.5,7.9,0.0,1.00,16.6,147,812,70.63,0.00
11000,6,292,6.3,0.0,0.1,0.0,6.1,0.0,1.03,19.9,37,316,20.18,0.00
11000,7,244,5.9,0.1,0.0,0.1,5.7,0.0,1.02,19.3,49,706,45.13,0.00
11000,12,226,9.0,0.0,0.9,1.2,6.8,0.0,1.00,17.9,81,639,64.63,0.00
11000,1,160,7.4,0.0,0.2,0.0,7.2,0.0,1.00,18.5,43,321,19.57,0.00
11000,31,137,6.3,0.0,0.2,0.0,6.2,0.0,1.00,20.0,19,337,20.28,0.00
11000,33,77,7.7,0.0,0.2,0.3,7.2,0.0,1.00,17.9,18,319,19.59,0.00
11000,23,37,7.2,0.0,0.0,0.0,7.2,0.0,1.00,17.7,10,307,19.85,0.00
11000,19,25,6.1,0.0,0.0,0.0,6.1,0.0,1.00,18.1,7,499,33.89,0.00
11000,20,8,7.9,0.0,0.0,0.0,7.9,0.0,1.00,15.5,4,743,57.46,0.00
11000,30,7,8.3,0.0,0.0,0.0,8.3,0.0,1.00,17.4,4,280,20.00,0.00
12000,2,998,7.7,0.1,0.0,0.5,7.2,0.0,1.04,19.9,127,682,61.63,0.00
12000,5,701,8.5,0.0,0.5,0.2,7.7,0.0,1.00,17.1,134,823,69.80,0.00
12000,6,368,6.6,0.0,0.1,0.0,6.5,0.0,1.00,19.6,46,367,23.85,0.00
12000,7,319,6.6,0.0,0.2,0.1,6.4,0.0,1.01,18.2,81,899,57.57,0.00
12000,12,199,8.1,0.0,0.6,1.0,6.6,0.0,1.00,18.1,91,805,81.10,0.00
12000,1,91,7.3,0.0,0.0,0.0,7.3,0.0,1.00,18.4,25,371,22.31,0.00
12000,31,90,6.4,0.0,0.4,0.0,6.0,0.0,1.00,19.4,16,462,27.26,0.00
12000,23,45,8.1,0.0,0.0,0.1,8.1,0.0,1.00,16.9,15,383,24.67,0.00
12000,33,32,6.9,0.0,0.2,0.0,6.7,0.0,1.00,18.8,12,431,25.15,0.00
12000,19,6,6.0,0.0,0.0,0.0,6.0,0.0,1.00,18.0,1,1450,91.35,0.00
13000,2,913,7.7,0.0,0.1,0.5,7.1,0.0,1.01,20.0,132,670,57.16,0.00
13000,5,581,9.0,0.0,0.5,0.2,8.3,0.0,1.00,16.2,127,809,70.28,0.00
13000,7,434,6.4,0.0,0.0,0.1,6.3,0.0,1.01,18.4,103,632,40.73,0.00
13000,12,271,9.0,0.0,1.0,1.1,6.8,0.0,1.00,17.8,107,634,59.23,0.00
13000,6,266,6.5,0.0,0.1,0.0,6.3,0.0,1.00,19.7,42,448,30.27,0.00
13000,31,124,6.3,0.0,0.2,0.0,6.1,0.0,1.00,19.6,19,379,22.51,0.00
13000,1,83,6.1,0.0,0.0,0.1,6.0,0.0,1.00,19.5,17,265,16.12,0.00
13000,23,76,7.4,0.0,0.0,0.1,7.4,0.0,1.00,18.3,20,256,15.44,0.00
13000,33,45,6.3,0.0,0.8,0.0,5.5,0.0,1.00,19.9,8,228,14.08,0.00
13000,19,11,6.4,0.0,0.2,0.0,6.2,0.0,1.00,18.7,5,413,23.56,0.00
14000,2,1090,7.5,0.1,0.1,0.4,6.9,0.0,1.02,20.1,162,626,56.01,0.00
14000,5,561,8.5,0.0,0.3,0.3,7.9,0.0,1.00,16.8,121,839,75.50,0.00
14000,7,455,6.4,0.0,0.1,0.1,6.2,0.0,1.02,18.3,103,650,42.87,0.00
14000,6,292,6.6,0.0,0.2,0.1,6.3,0.0,1.02,19.5,53,372,24.24,0.00
14000,12,208,7.6,0.0,0.5,1.1,6.0,0.0,1.00,18.9,73,804,64.93,0.00
14000,31,144,6.5,0.0,0.3,0.0,6.2,0.0,1.00,19.2,22,423,25.90,0.00
14000,1,78,6.2,0.0,0.0,0.2,6.0,0.0,1.00,19.4,14,342,20.31,0.00
14000,49,58,7.2,0.0,0.0,0.0,7.2,0.0,1.00,19.4,15,380,24.73,0.00
14000,33,58,6.4,0.0,0.9,0.0,5.5,0.0,1.00,19.7,12,364,22.59,0.00
14000,23,53,6.9,0.0,0.0,0.2,6.7,0.0,1.00,19.7,10,279,16.39,0.00
14000,19,7,5.6,0.0,0.0,0.0,5.6,0.0,1.00,18.9,2,1063,62.51,0.00
15000,2,1088,7.1,0.0,0.2,0.2,6.7,0.0,1.01,20.4,168,686,58.89,0.00
15000,5,699,8.7,0.0,0.4,0.3,8.0,0.0,1.00,16.8,146,698,59.34,0.00
15000,6,259,6.4,0.0,0.2,0.0,6.2,0.0,1.01,19.9,45,417,27.37,0.00
15000,7,247,6.8,0.1,0.0,0.1,6.5,0.0,1.02,17.6,68,942,60.60,0.00
15000,12,158,6.7,0.0,0.2,0.7,5.8,0.0,1.02,19.5,59,1091,82.78,0.00
15000,33,105,7.1,0.0,0.6,0.4,6.1,0.0,1.00,19.0,16,321,19.60,0.00
15000,1,95,7.1,0.1,0.1,0.2,6.7,0.0,1.03,19.1,20,310,19.83,0.00
15000,31,94,6.5,0.0,0.3,0.0,6.2,0.0,1.00,20.0,14,478,28.28,0.00
15000,23,78,6.0,0.0,0.0,0.0,5.9,0.0,1.00,19.9,13,369,20.98,0.00
15000,49,38,6.8,0.0,0.0,0.0,6.8,0.0,1.00,19.8,7,438,27.89,0.00
15000,53,24,13.4,0.0,0.3,0.6,12.5,0.0,1.00,10.2,12,679,63.12,0.00
15000,19,12,6.0,0.0,0.0,0.0,6.0,0.0,1.00,18.0,1,635,42.25,0.00
15000,54,9,3.2,0.0,0.4,0.0,2.8,0.0,1.00,23.8,3,802,36.39,0.00
16000,2,1218,7.1,0.0,0.1,0.3,6.7,0.0,1.02,20.4,169,686,56.83,0.00
16000,5,612,8.1,0.0,0.2,0.2,7.7,0.0,1.00,17.2,129,772,65.53,0.00
16000,7,343,6.5,0.0,0.0,0.1,6.4,0.0,1.02,18.1,83,569,36.71,0.00
16000,6,235,6.5,0.0,0.1,0.0,6.4,0.0,1.00,19.7,49,507,32.47,0.00
16000,31,197,6.3,0.0,0.1,0.0,6.2,0.0,1.00,20.0,25,408,25.11,0.00
16000,33,91,6.9,0.0,0.6,0.0,6.2,0.0,1.00,19.0,14,375,23.36,0.00
16000,1,86,7.3,0.4,0.2,0.1,6.6,0.0,1.08,19.2,20,241,15.27,0.00
16000,23,77,6.3,0.0,0.0,0.2,6.1,0.0,1.00,19.2,21,352,20.55,0.00
16000,53,31,12.0,0.1,0.1,1.5,10.3,0.1,1.03,13.5,18,763,76.80,0.00
16000,12,25,7.0,0.0,0.0,0.2,6.7,0.0,1.00,18.8,13,1424,110.85,0.00
16000,49,25,6.0,0.0,0.0,0.0,6.0,0.0,1.00,21.0,4,847,53.43,0.00
16000,54,9,3.0,0.0,0.0,0.0,3.0,0.0,1.00,24.0,1,826,39.99,0.00
16000,19,8,6.1,0.0,0.0,0.0,6.1,0.0,1.00,18.0,3,638,44.75,0.00
17000,2,1317,7.5,0.0,0.1,0.4,7.0,0.0,1.01,20.1,187,660,55.48,0.00
17000,5,386,8.0,0.0,0.2,0.3,7.5,0.0,1.01,17.5,83,908,80.15,0.00
17000,7,364,6.8,0.1,0.0,0.0,6.6,0.0,1.04,17.7,79,633,44.77,0.00
17000,6,342,7.0,0.2,0.1,0.0,6.6,0.0,1.06,19.1,58,365,23.03,0.00
17000,31,114,6.4,0.0,0.1,0.0,6.3,0.0,1.00,19.6,14,552,33.81,0.00
17000,33,105,6.5,0.0,0.6,0.0,5.9,0.0,1.00,19.1,17,374,23.49,0.00
17000,1,62,6.2,0.0,0.1,0.1,6.0,0.0,1.00,19.8,16,260,15.42,0.00
17000,23,53,6.2,0.0,0.0,0.0,6.2,0.0,1.00,19.7,11,209,12.07,0.00
17000,53,42,9.0,0.0,0.3,0.7,8.0,0.0,1.00,16.3,22,754,75.88,0.00
17000,12,36,6.4,0.0,0.0,0.2,6.2,0.0,1.00,19.7,13,869,64.14,0.00
17000,49,18,6.1,0.0,0.0,0.0,6.1,0.0,1.00,20.9,7,556,34.83,0.00
17000,62,12,8.3,0.0,0.0,0.0,8.3,0.0,1.00,17.5,3,622,40.47,0.00
17000,63,10,5.9,0.0,0.0,0.8,5.1,0.0,1.00,19.2,3,540,44.49,0.00
17000,19,8,5.9,0.0,0.0,0.0,5.9,0.0,1.00,18.2,3,476,34.71,0.00
17000,54,7,3.0,0.0,0.0,0.0,3.0,0.0,1.00,24.0,1,1073,56.37,0.00
18000,2,1310,7.6,0.1,0.1,0.4,7.0,0.0,1.04,20.0,217,769,65.18,0.00
18000,7,458,7.1,0.1,0.1,0.0,6.9,0.0,1.01,17.5,105,831,58.03,0.00
18000,5,349,8.1,0.0,0.2,0.3,7.6,0.0,1.00,17.3,82,915,78.59,0.00
18000,6,218,6.0,0.0,0.1,0.0,5.9,0.0,1.00,20.3,34,577,34.92,0.00
18000,31,145,6.3,0.0,0.0,0.0,6.3,0.0,1.00,19.9,20,494,30.48,0.00
