step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,1,1419,7.1,0.1,0.2,0.1,6.8,0.0,1.02,17.7,207,403,27.93,0.09
5000,2,994,7.2,0.0,0.0,0.1,7.0,0.0,1.00,16.9,148,659,48.74,0.00
5000,4,226,9.6,0.2,0.4,0.2,8.8,0.0,1.06,14.4,68,332,25.47,0.00
5000,3,53,7.1,0.2,0.0,0.3,6.6,0.0,1.07,18.8,16,201,13.50,0.00
5000,8,14,5.3,0.0,0.0,0.0,5.3,0.0,1.00,19.4,2,355,21.23,0.00
6000,1,1328,6.8,0.0,0.2,0.0,6.6,0.0,1.01,18.1,176,490,32.65,0.00
6000,2,1099,6.6,0.0,0.1,0.1,6.5,0.0,1.00,17.8,131,684,48.53,0.00
6000,4,258,9.2,0.1,0.6,0.1,8.3,0.0,1.02,14.8,68,367,27.20,0.00
6000,8,38,6.3,0.0,0.0,0.0,6.3,0.0,1.00,18.9,7,215,12.98,0.00
6000,11,16,6.3,0.0,0.0,0.0,6.3,0.0,1.00,20.4,4,266,15.94,0.00
7000,2,1108,6.4,0.0,0.1,0.0,6.3,0.0,1.00,18.1,105,774,53.67,0.00
7000,1,1088,7.1,0.1,0.2,0.1,6.7,0.0,1.04,17.5,145,493,33.03,0.00
7000,4,349,8.9,0.0,0.6,0.2,8.1,0.0,1.01,14.9,86,423,31.56,0.00
7000,15,211,8.2,0.0,0.1,0.4,7.7,0.0,1.00,16.8,28,150,10.04,0.00
7000,8,20,6.8,0.0,0.0,0.0,6.8,0.0,1.00,18.6,5,459,30.04,0.00
7000,18,7,8.7,0.0,0.0,0.0,8.7,0.0,1.00,19.4,3,391,26.16,0.00
7000,11,5,5.0,0.0,0.0,0.0,5.0,0.0,1.00,22.0,1,475,26.02,0.00
7000,3,5,4.4,0.0,0.0,0.0,4.4,0.0,1.00,21.2,2,190,10.54,0.00
8000,1,1296,7.4,0.1,0.2,0.1,6.9,0.0,1.03,17.2,190,457,31.04,0.00
8000,2,1034,6.3,0.0,0.0,0.0,6.3,0.0,1.00,18.1,109,860,59.93,0.00
8000,4,290,8.1,0.1,0.4,0.2,7.4,0.0,1.01,15.9,81,560,39.20,0.00
8000,15,166,8.1,0.0,0.3,0.2,7.5,0.0,1.00,16.2,28,173,11.95,0.00
8000,22,40,5.2,0.0,0.0,0.0,5.2,0.0,1.00,20.8,8,620,33.06,0.00
8000,11,24,4.8,0.0,0.0,0.0,4.8,0.0,1.00,22.2,4,288,16.15,0.00
8000,8,6,7.3,0.0,0.0,0.0,7.3,0.0,1.00,17.7,3,844,52.69,0.00
8000,27,5,5.0,0.0,0.0,0.0,5.0,0.0,1.00,22.0,1,442,24.12,0.00
9000,2,1103,6.3,0.0,0.1,0.0,6.2,0.0,1.00,18.4,118,722,49.91,0.00
9000,1,1100,6.4,0.1,0.1,0.2,6.0,0.0,1.03,18.7,150,548,36.63,0.00
9000,4,208,7.8,0.0,0.4,0.2,7.2,0.0,1.00,16.6,51,741,51.39,0.00
9000,15,190,7.9,0.0,0.2,0.0,7.6,0.0,1.00,16.4,29,190,12.93,0.00
9000,11,34,5.4,0.0,0.0,0.0,5.4,0.0,1.00,21.5,4,220,13.05,0.00
9000,22,27,4.7,0.0,0.0,0.0,4.7,0.0,1.00,21.5,4,763,39.57,0.00
9000,8,20,6.4,0.0,0.0,0.0,6.4,0.0,1.00,19.0,5,259,16.00,0.00
9000,18,7,9.6,0.0,0.0,0.0,9.6,0.0,1.00,18.3,5,224,14.72,0.00
10000,2,1079,5.7,0.0,0.1,0.0,5.6,0.0,1.00,19.1,117,683,46.74,0.00
10000,1,908,5.7,0.0,0.1,0.1,5.5,0.0,1.02,19.8,106,628,39.64,0.00
10000,4,203,7.4,0.0,0.7,0.2,6.4,0.0,1.00,17.8,45,429,29.58,0.00
10000,15,201,7.7,0.0,0.1,0.1,7.6,0.0,1.00,16.7,39,197,12.94,0.00
10000,11,59,8.6,0.7,0.9,0.0,7.0,0.6,1.25,18.4,19,211,13.85,0.82
