step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,1,853,9.6,0.0,0.0,0.5,9.2,0.0,1.00,14.3,162,194,14.60,0.00
5000,2,552,9.1,0.2,0.0,0.2,8.7,0.0,1.04,16.3,85,214,15.29,0.00
5000,12,370,8.6,0.5,0.0,0.1,8.0,0.0,1.19,18.1,60,199,13.75,0.00
5000,3,53,9.3,0.2,0.0,0.0,9.1,0.0,1.09,18.4,14,261,16.55,0.00
6000,2,631,8.4,0.2,0.0,0.1,8.0,0.0,1.07,17.3,86,214,15.04,0.00
6000,1,521,10.5,0.0,0.0,1.5,9.1,0.0,1.00,13.2,94,206,15.74,0.00
6000,12,487,7.4,0.2,0.0,0.1,7.1,0.0,1.08,18.8,66,283,18.10,0.00
6000,14,170,11.1,0.0,0.0,0.3,10.9,0.0,1.00,15.5,31,164,13.60,0.00
6000,3,64,9.0,0.0,0.0,0.5,8.5,0.0,1.00,18.2,20,210,13.87,0.00
6000,13,44,10.7,0.0,0.0,0.0,10.7,0.0,1.00,15.2,13,255,22.07,0.00
7000,2,716,8.3,0.3,0.0,0.2,7.9,0.0,1.09,17.2,111,239,16.86,0.00
7000,1,561,11.2,0.1,0.0,1.6,9.5,0.0,1.02,12.5,106,310,23.82,0.00
7000,12,526,7.6,0.6,0.0,0.1,6.9,0.0,1.20,18.6,98,286,18.53,0.00
7000,3,123,9.7,0.0,0.2,0.8,8.8,0.0,1.00,16.7,36,282,20.49,0.00
7000,14,95,10.9,0.0,0.0,0.0,10.9,0.0,1.00,16.0,20,167,13.62,0.00
7000,18,47,10.9,0.0,0.2,0.3,10.4,0.0,1.00,16.1,13,188,14.95,0.00
7000,13,28,11.3,0.0,0.0,0.2,11.0,0.0,1.00,14.2,7,236,20.04,0.00
8000,12,738,8.2,0.7,0.0,0.1,7.4,0.0,1.27,17.7,144,298,23.07,0.00
8000,2,631,8.8,0.2,0.0,0.2,8.5,0.0,1.07,16.6,107,251,17.82,0.00
8000,1,464,11.4,0.0,0.0,1.8,9.5,0.0,1.02,12.6,100,328,25.74,0.00
8000,3,259,11.2,0.3,1.0,1.6,8.2,0.0,1.11,15.7,83,356,31.16,0.00
8000,22,77,5.6,0.0,0.2,0.0,5.4,0.0,1.00,20.9,15,720,44.11,0.00
8000,18,26,11.2,0.0,0.2,0.3,10.7,0.0,1.00,15.0,6,125,10.08,0.00
8000,23,23,6.0,0.0,0.0,0.3,5.7,0.0,1.00,20.3,5,206,12.21,0.00
8000,13,21,11.3,0.0,0.0,1.0,10.3,0.0,1.00,14.6,6,218,17.23,0.00
8000,24,20,8.0,0.0,0.1,0.0,7.9,0.0,1.00,16.4,4,178,11.92,0.00
8000,14,13,11.2,0.0,0.0,0.0,11.2,0.0,1.00,15.7,5,150,11.21,0.00
9000,12,725,8.5,0.4,0.0,0.2,7.8,0.0,1.15,17.7,161,580,49.08,0.00
9000,1,609,10.9,0.1,0.1,1.4,9.4,0.0,1.02,13.6,135,384,29.25,0.00
9000,2,470,8.9,0.3,0.0,0.3,8.4,0.0,1.10,16.8,88,255,18.16,0.00
9000,3,272,11.2,0.4,0.6,1.4,8.8,0.0,1.13,15.8,82,711,72.77,0.00
9000,27,46,7.4,0.0,0.0,0.0,7.4,0.0,1.00,18.7,13,152,10.85,0.00
9000,23,39,6.5,0.0,0.0,0.3,6.2,0.0,1.00,19.7,9,169,10.44,0.00
9000,13,32,13.3,0.0,0.4,1.2,11.7,0.0,1.00,13.2,5,221,19.91,0.00
9000,22,27,5.3,0.0,0.0,0.0,5.3,0.0,1.00,21.3,8,765,47.72,0.00
9000,18,13,12.5,0.0,0.9,1.2,10.3,0.0,1.00,15.1,5,141,12.28,0.00
9000,24,12,9.1,0.0,0.0,0.2,8.8,0.0,1.00,14.3,4,293,20.19,0.00
9000,14,11,10.8,0.0,0.0,0.0,10.8,0.0,1.00,16.0,5,202,16.32,0.00
