step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
160000,3282,1.386,0.030,13.07,261451,242661,2580,6,16135,751,1567145.1,102.8,0.494,0.145,0.167,0.098,0.096,369,6.07,3.87,0.21,1.51,0.09,1.09,0.27,1.60,5.50,2.84,0.00,0.09,0.006,0.055,542,0.046,0.890,0.002,0.000,0.108,242694,192977,31,0.243,0.122,0.076,3015691,0.059,0.077,0.005,162.13,117295,617,0.137,0.333,0.000,3078419,1.08,19.39,0.000,0.006,0.002
170000,3258,1.389,0.027,12.61,253289,234552,2299,3,16459,867,1604985.9,147.2,0.451,0.166,0.186,0.101,0.096,362,6.34,3.57,0.25,1.84,0.11,1.12,0.17,1.00,5.80,2.49,0.01,0.16,0.007,0.064,458,0.057,0.888,0.004,0.000,0.108,236443,182325,22,0.165,0.080,0.052,2145543,0.047,0.063,0.002,162.33,115084,479,0.170,0.000,0.000,3699391,1.09,18.86,0.000,0.008,0.002
180000,3249,1.363,0.032,12.44,258377,241782,2376,21,14207,2346,1577201.5,353.8,0.447,0.171,0.198,0.093,0.091,380,6.18,3.78,0.34,1.66,0.14,1.34,0.24,1.30,5.46,2.62,0.01,0.21,0.010,0.076,484,0.073,0.880,0.007,0.000,0.113,240547,185868,26,0.132,0.056,0.077,2039722,0.041,0.083,0.006,162.42,112655,634,0.151,0.190,0.000,3568694,1.14,19.13,0.000,0.009,0.004
190000,3291,1.351,0.030,13.00,257710,240582,2592,54,14440,3068,1553309.0,533.8,0.467,0.174,0.198,0.081,0.081,379,5.97,3.89,0.23,1.87,0.13,1.27,0.18,1.22,5.43,2.85,0.00,0.09,0.010,0.074,496,0.075,0.915,0.005,0.000,0.080,239832,189313,24,0.184,0.026,0.053,1968815,0.041,0.071,0.004,162.38,115534,568,0.174,0.259,0.000,3412093,1.09,19.53,0.000,0.032,0.002
200000,3216,1.373,0.027,12.92,256876,239857,2433,107,14554,4796,1599598.4,843.0,0.450,0.177,0.202,0.085,0.086,370,6.29,3.65,0.18,1.37,0.17,1.47,0.18,1.35,5.77,2.59,0.00,0.07,0.011,0.072,437,0.052,0.889,0.004,0.000,0.107,237293,188582,20,0.175,0.090,0.044,2016453,0.040,0.061,0.002,162.46,113293,540,0.176,0.252,0.000,3747512,1.07,19.00,0.000,0.013,0.001
210000,3287,1.363,0.027,13.02,262840,245521,2239,15,14994,2139,1589828.6,337.8,0.456,0.162,0.185,0.096,0.101,371,6.20,3.80,0.15,1.31,0.20,1.93,0.19,1.38,5.67,2.69,0.01,0.17,0.012,0.086,487,0.075,0.878,0.002,0.000,0.120,243765,194098,16,0.181,0.027,0.040,1571516,0.048,0.067,0.003,162.56,116270,360,0.158,0.333,0.000,3421683,1.06,19.30,0.000,0.019,0.002
220000,3256,1.382,0.029,12.75,257697,240495,2762,80,14391,2958,1558341.2,543.9,0.497,0.154,0.176,0.083,0.089,384,6.21,3.59,0.20,1.24,0.14,1.34,0.12,1.03,5.75,2.89,0.01,0.24,0.010,0.071,476,0.101,0.906,0.005,0.000,0.089,239934,192636,19,0.274,0.050,0.034,1392725,0.042,0.068,0.003,162.35,114325,577,0.184,0.287,0.001,3196358,1.08,19.25,0.000,0.017,0.002
230000,3301,1.369,0.028,12.93,250926,235712,2438,12,12719,1634,1569956.6,260.0,0.476,0.159,0.181,0.089,0.095,375,5.99,3.84,0.11,1.41,0.11,0.92,0.35,1.80,5.42,2.86,0.00,0.07,0.010,0.064,494,0.117,0.908,0.001,0.000,0.091,233476,182873,16,0.230,0.093,0.089,1932532,0.023,0.070,0.003,162.35,111168,607,0.159,0.417,0.000,3461848,1.04,19.72,0.000,0.016,0.002
240000,3288,1.352,0.031,13.26,261760,245652,2626,11,13484,1559,1582766.9,227.2,0.490,0.169,0.188,0.073,0.080,369,6.10,3.85,0.20,1.70,0.15,1.23,0.15,1.15,5.61,2.86,0.01,0.17,0.012,0.077,463,0.078,0.887,0.002,0.000,0.111,244561,195951,16,0.134,0.083,0.042,2795381,0.019,0.072,0.004,162.31,116190,449,0.146,0.182,0.000,2917370,1.08,19.41,0.001,0.012,0.003
250000,3365,1.331,0.027,13.23,260441,244188,2373,5,13798,976,1573348.0,133.4,0.475,0.170,0.192,0.079,0.084,340,5.97,3.64,0.11,1.07,0.15,1.63,0.12,0.83,5.59,2.77,0.00,0.12,0.009,0.074,461,0.074,0.888,0.000,0.000,0.112,242685,190293,15,0.123,0.016,0.036,1288116,0.046,0.066,0.003,162.43,118603,107,0.137,0.200,0.000,3066694,1.04,19.61,0.000,0.002,0.001
260000,3364,1.345,0.027,12.78,268557,251320,2733,17,14488,1609,1571394.1,268.2,0.503,0.171,0.187,0.067,0.072,369,5.81,3.90,0.14,1.38,0.19,1.52,0.11,1.02,5.37,2.82,0.01,0.24,0.015,0.086,441,0.109,0.884,0.002,0.000,0.113,251412,203667,15,0.175,0.029,0.026,1114179,0.041,0.067,0.003,162.41,118216,259,0.167,0.412,0.000,2966817,1.04,19.78,0.000,0.009,0.004
270000,3393,1.351,0.024,12.86,273276,256163,2884,44,14156,2649,1593846.2,493.1,0.530,0.163,0.176,0.063,0.067,366,5.91,3.61,0.15,1.12,0.17,1.47,0.18,1.10,5.41,2.79,0.01,0.15,0.013,0.085,490,0.073,0.855,0.004,0.000,0.141,257481,213695,14,0.212,0.145,0.060,1398629,0.032,0.068,0.004,162.44,122205,760,0.186,0.273,0.000,3377800,1.06,19.59,0.000,0.009,0.002
280000,3245,1.356,0.027,13.05,282142,264606,2934,22,14728,2228,1612446.1,339.5,0.533,0.164,0.179,0.060,0.064,354,6.18,3.67,0.12,1.03,0.17,1.47,0.18,1.32,5.71,2.82,0.01,0.23,0.012,0.086,435,0.102,0.906,0.002,0.000,0.092,266136,222228,15,0.135,0.122,0.054,1321912,0.035,0.066,0.003,162.52,125711,494,0.152,0.455,0.000,3420707,1.05,19.12,0.000,0.015,0.002
290000,3291,1.376,0.026,12.68,269335,251462,2606,15,15206,1752,1601315.0,328.9,0.494,0.179,0.194,0.065,0.068,388,5.90,3.50,0.11,0.99,0.23,1.64,0.07,0.70,5.50,2.64,0.01,0.22,0.018,0.093,421,0.081,0.884,0.003,0.000,0.113,251908,203816,13,0.183,0.004,0.022,1855946,0.028,0.064,0.003,162.49,113956,425,0.188,0.200,0.001,3013894,1.04,19.87,0.000,0.026,0.003
300000,3392,1.351,0.028,12.25,274884,256408,2604,46,15725,2420,1580165.0,479.7,0.508,0.179,0.189,0.060,0.064,360,5.83,3.54,0.16,1.13,0.17,1.48,0.12,1.23,5.37,2.58,0.01,0.17,0.013,0.082,446,0.085,0.880,0.004,0.000,0.116,256590,207037,13,0.159,0.022,0.022,745916,0.060,0.067,0.003,162.48,117046,505,0.198,0.283,0.000,2497501,1.07,19.93,0.000,0.019,0.002
310000,3387,1.347,0.029,12.47,266827,247963,2746,99,16024,6039,1536209.8,1347.5,0.517,0.173,0.182,0.061,0.067,396,5.62,3.62,0.16,1.23,0.16,1.49,0.11,0.88,5.19,2.78,0.01,0.17,0.012,0.077,391,0.087,0.896,0.002,0.000,0.102,248114,201575,17,0.170,0.034,0.033,862988,0.047,0.071,0.004,162.18,112504,381,0.223,0.172,0.000,2599620,1.07,20.20,0.000,0.007,0.003
320000,3162,1.373,0.027,12.84,260589,243006,2412,790,14606,31049,1565678.2,7421.7,0.476,0.194,0.208,0.059,0.063,376,6.66,4.39,0.11,1.43,0.25,1.91,0.16,1.13,6.14,3.26,0.02,0.32,0.014,0.086,522,0.078,0.907,0.003,0.000,0.090,242007,189756,17,0.166,0.071,0.049,1573047,0.043,0.062,0.002,162.36,113168,613,0.239,0.167,0.002,3349922,1.04,18.85,0.000,0.075,0.004
330000,3256,1.352,0.028,12.59,256352,239238,2355,113,14552,4535,1576836.5,948.7,0.454,0.190,0.203,0.074,0.079,374,6.07,3.63,0.12,0.82,0.18,1.39,0.18,1.14,5.58,3.02,0.00,0.09,0.015,0.091,459,0.100,0.912,0.003,0.000,0.084,238449,186902,17,0.096,0.131,0.049,1336209,0.050,0.065,0.003,162.60,108219,507,0.209,0.283,0.000,3576187,1.05,19.53,0.000,0.024,0.002
340000,3376,1.336,0.027,12.47,263198,245369,2590,25,15094,1901,1597829.4,319.7,0.489,0.170,0.182,0.078,0.081,402,5.78,3.39,0.07,1.08,0.19,1.39,0.19,1.43,5.34,2.43,0.01,0.17,0.017,0.103,436,0.072,0.880,0.001,0.000,0.119,246095,197652,16,0.275,0.076,0.041,1500272,0.039,0.067,0.003,162.37,109748,785,0.168,0.280,0.000,3120240,1.03,19.89,0.000,0.012,0.003
350000,3366,1.318,0.025,11.90,270662,251177,2783,18,16694,2070,1594141.0,306.0,0.493,0.170,0.182,0.076,0.079,373,5.82,3.72,0.09,1.15,0.27,1.99,0.15,1.51,5.30,2.59,0.01,0.17,0.020,0.111,464,0.089,0.878,0.001,0.000,0.121,253803,206974,15,0.235,0.048,0.032,1053007,0.054,0.064,0.002,162.51,113827,793,0.148,0.278,0.000,3444714,1.04,19.98,0.000,0.020,0.003
360000,3398,1.348,0.026,11.83,286832,267121,3084,25,16570,1890,1609775.4,290.1,0.540,0.163,0.169,0.063,0.065,402,5.61,3.28,0.15,1.07,0.17,1.15,0.14,1.29,5.16,2.57,0.01,0.25,0.016,0.098,445,0.102,0.865,0.005,0.000,0.131,272165,229030,15,0.247,0.016,0.026,1113790,0.044,0.071,0.004,162.52,115660,776,0.154,0.280,0.000,3206328,1.07,20.18,0.000,0.011,0.004
370000,3370,1.329,0.026,12.33,297821,277270,3231,17,17331,1693,1608714.0,222.4,0.557,0.163,0.167,0.056,0.056,383,5.62,3.35,0.06,0.76,0.23,1.75,0.15,1.32,5.18,2.38,0.01,0.16,0.017,0.098,408,0.128,0.898,0.001,0.000,0.101,281520,241566,15,0.251,0.028,0.030,1017494,0.051,0.061,0.002,162.57,123368,320,0.131,0.412,0.000,3049125,1.03,20.25,0.000,0.013,0.002
380000,3382,1.326,0.023,12.37,278938,259368,3032,31,16495,1726,1596781.2,247.4,0.518,0.173,0.178,0.066,0.065,376,5.67,3.26,0.07,0.67,0.17,1.27,0.17,1.43,5.27,2.49,0.00,0.07,0.014,0.087,435,0.088,0.881,0.001,0.000,0.118,262405,217693,15,0.228,0.086,0.036,1304241,0.038,0.060,0.002,162.49,118251,758,0.143,0.258,0.000,3349369,1.03,19.97,0.000,0.012,0.003
390000,3364,1.329,0.022,12.06,293093,273467,3084,63,16497,3945,1599272.0,718.8,0.544,0.159,0.161,0.069,0.067,370,5.72,3.71,0.15,1.12,0.20,1.49,0.14,1.14,5.23,2.92,0.01,0.12,0.018,0.102,455,0.103,0.868,0.004,0.000,0.128,277786,236555,14,0.285,0.037,0.037,1323430,0.032,0.058,0.002,162.51,122622,580,0.182,0.270,0.000,3205307,1.07,20.11,0.000,0.013,0.002
400000,3340,1.356,0.022,12.57,284064,265379,3357,41,15311,3696,1589734.8,680.3,0.543,0.169,0.172,0.059,0.057,370,5.92,3.86,0.10,1.10,0.28,2.04,0.18,1.34,5.36,2.71,0.00,0.07,0.023,0.104,449,0.093,0.886,0.002,0.000,0.112,270449,225745,16,0.357,0.007,0.046,1658113,0.033,0.056,0.002,162.58,117057,592,0.184,0.244,0.000,3220847,1.04,19.80,0.000,0.031,0.002
410000,3308,1.326,0.021,12.14,297466,279742,2995,14,14747,1546,1605254.1,185.0,0.558,0.158,0.160,0.063,0.061,382,6.33,4.41,0.09,0.76,0.49,2.16,0.24,1.69,5.51,3.42,0.00,0.09,0.049,0.146,575,0.089,0.854,0.002,0.000,0.144,285358,240414,12,0.507,0.039,0.050,1914832,0.026,0.056,0.002,162.63,119653,569,0.120,0.286,0.000,3419049,1.04,19.43,0.000,0.012,0.003
420000,3382,1.312,0.021,12.77,270406,253673,2908,16,13735,1644,1622582.9,239.4,0.467,0.194,0.199,0.071,0.069,371,5.75,2.99,0.05,0.60,0.27,1.53,0.15,0.96,5.27,2.35,0.00,0.09,0.028,0.111,458,0.153,0.889,0.001,0.000,0.111,255210,200180,15,0.391,0.008,0.056,1764803,0.029,0.051,0.001,162.69,116817,918,0.146,0.312,0.000,4014300,1.02,20.30,0.000,0.010,0.001
430000,3390,1.322,0.021,12.36,281384,263706,3120,12,14538,990,1582163.9,130.5,0.518,0.178,0.184,0.061,0.059,381,5.67,3.42,0.09,0.77,0.31,1.67,0.12,1.16,5.15,2.55,0.01,0.15,0.028,0.117,484,0.109,0.863,0.001,0.000,0.135,267526,217814,13,0.544,0.048,0.030,1265248,0.040,0.061,0.002,162.59,120017,465,0.132,0.500,0.000,3269127,1.04,20.29,0.000,0.014,0.004
440000,3343,1.313,0.019,12.40,309492,290787,3487,32,15233,2428,1637011.0,515.5,0.570,0.160,0.164,0.054,0.052,364,5.84,3.36,0.12,0.95,0.27,1.59,0.12,0.91,5.33,2.59,0.01,0.20,0.026,0.112,480,0.128,0.852,0.003,0.000,0.144,296819,251724,15,0.422,0.123,0.040,1154965,0.048,0.058,0.003,162.68,131019,790,0.212,0.219,0.000,3091201,1.05,20.06,0.000,0.007,0.002
450000,3378,1.313,0.023,12.84,289483,271585,3101,7,14755,1096,1625085.2,133.7,0.515,0.174,0.180,0.065,0.065,337,5.70,3.48,0.10,1.24,0.20,1.25,0.15,1.45,5.24,2.51,0.01,0.14,0.021,0.093,441,0.103,0.897,0.002,0.000,0.101,277067,227807,16,0.338,0.040,0.038,1515952,0.035,0.060,0.002,162.68,127436,160,0.122,0.429,0.000,3627357,1.04,20.23,0.000,0.004,0.002
460000,3268,1.340,0.022,12.53,267897,249064,2824,8,16111,956,1614092.6,101.1,0.465,0.182,0.189,0.082,0.082,385,6.07,3.73,0.08,0.90,0.21,1.34,0.20,1.46,5.58,2.94,0.00,0.14,0.021,0.096,501,0.119,0.905,0.001,0.000,0.095,255018,200792,13,0.304,0.120,0.048,1394397,0.033,0.058,0.002,162.66,114435,297,0.106,0.250,0.000,4467058,1.04,19.87,0.000,0.010,0.001
470000,3348,1.300,0.020,12.19,272583,253766,2702,6,16029,1194,1628919.1,86.7,0.457,0.166,0.176,0.101,0.100,397,6.06,3.96,0.13,1.38,0.27,1.91,0.11,1.09,5.55,2.87,0.01,0.12,0.022,0.115,440,0.108,0.870,0.002,0.000,0.128,258685,202425,20,0.288,0.018,0.033,977282,0.039,0.054,0.002,162.67,110564,502,0.073,0.500,0.000,4362629,1.05,20.03,0.000,0.008,0.002
480000,3320,1.344,0.020,12.06,295859,275994,3089,9,16795,1702,1628647.1,181.2,0.520,0.156,0.163,0.080,0.081,399,5.95,3.74,0.14,1.40,0.18,1.28,0.20,1.51,5.43,2.65,0.01,0.16,0.017,0.100,471,0.131,0.883,0.003,0.000,0.114,281440,235515,20,0.202,0.036,0.068,1599952,0.022,0.056,0.002,162.70,119060,485,0.106,0.222,0.000,3482385,1.05,20.12,0.000,0.007,0.004
490000,3383,1.301,0.022,12.08,258269,240208,3068,8,14922,1334,1600476.0,133.1,0.459,0.166,0.176,0.099,0.100,405,5.75,3.55,0.11,0.77,0.22,1.44,0.16,1.27,5.27,2.85,0.01,0.12,0.022,0.103,431,0.160,0.906,0.006,0.000,0.088,242301,190405,18,0.136,0.035,0.045,2210204,0.015,0.057,0.002,162.62,111452,970,0.100,0.125,0.000,3800174,1.05,20.51,0.000,0.012,0.003
500000,3427,1.306,0.023,11.73,249405,231529,3078,28,14726,1446,1545759.5,245.4,0.475,0.163,0.173,0.094,0.095,419,5.45,3.39,0.11,0.97,0.17,1.19,0.14,1.16,5.04,2.64,0.01,0.20,0.018,0.090,431,0.076,0.910,0.003,0.000,0.086,234663,182936,17,0.214,0.141,0.039,1582454,0.021,0.066,0.003,162.42,100911,471,0.170,0.357,0.001,3961008,1.04,20.56,0.000,0.020,0.004
510000,3482,1.292,0.022,11.12,254695,236529,3005,20,15086,1550,1561662.9,176.0,0.483,0.160,0.170,0.094,0.094,441,5.21,3.29,0.10,1.14,0.18,1.67,0.15,1.39,4.79,2.18,0.01,0.16,0.015,0.094,372,0.151,0.900,0.003,0.000,0.097,241224,187622,16,0.306,0.112,0.041,1398398,0.027,0.064,0.003,162.49,100297,770,0.114,0.300,0.000,4156052,1.04,21.09,0.000,0.013,0.002
520000,3397,1.313,0.021,11.20,252826,234658,3164,49,15040,3130,1571383.8,608.6,0.492,0.152,0.164,0.097,0.095,456,5.51,3.31,0.06,0.68,0.15,1.22,0.23,1.43,5.08,2.53,0.01,0.18,0.013,0.085,387,0.133,0.891,0.001,0.000,0.108,237690,186652,17,0.274,0.150,0.069,2608816,0.019,0.060,0.003,162.44,98006,403,0.194,0.327,0.000,3698195,1.03,20.81,0.000,0.014,0.001
530000,3423,1.292,0.021,10.40,284176,264627,3657,11,15855,1430,1575031.4,209.0,0.582,0.137,0.145,0.068,0.068,480,5.56,3.96,0.07,0.89,0.21,1.76,0.31,1.49,4.97,2.86,0.01,0.12,0.015,0.098,372,0.104,0.864,0.001,0.000,0.134,271374,229603,18,0.280,0.012,0.108,3656013,0.012,0.065,0.004,162.36,101252,1651,0.146,0.182,0.000,3142347,1.03,20.87,0.000,0.011,0.002
540000,3398,1.332,0.024,11.15,268918,250088,3484,12,15359,1114,1582657.2,136.6,0.530,0.148,0.155,0.084,0.082,486,5.53,3.40,0.04,0.60,0.17,1.48,0.32,1.47,5.00,2.50,0.00,0.10,0.014,0.094,369,0.102,0.900,0.001,0.000,0.099,254060,209337,19,0.238,0.014,0.112,3486821,0.016,0.066,0.003,162.42,94696,620,0.123,0.167,0.000,3302687,1.02,20.78,0.000,0.011,0.001
550000,3405,1.299,0.021,10.97,265286,246889,3305,24,15061,1636,1600660.5,259.9,0.493,0.162,0.170,0.088,0.087,452,5.73,3.50,0.09,0.70,0.27,2.07,0.34,1.28,5.03,2.53,0.01,0.17,0.020,0.111,410,0.076,0.873,0.004,0.000,0.123,250329,200784,17,0.197,0.045,0.127,3933136,0.016,0.059,0.002,162.55,95519,714,0.159,0.417,0.000,3455837,1.04,20.58,0.000,0.023,0.003
560000,3367,1.329,0.021,11.29,269959,252608,3080,6,14303,1260,1628898.0,154.2,0.494,0.157,0.166,0.091,0.092,457,5.70,3.50,0.07,0.83,0.17,1.42,0.28,1.16,5.17,2.64,0.01,0.15,0.014,0.091,430,0.069,0.881,0.003,0.000,0.116,256083,203771,17,0.174,0.005,0.119,3754033,0.017,0.061,0.003,162.64,100917,538,0.122,0.333,0.000,3471389,1.03,20.35,0.000,0.012,0.002
570000,3447,1.311,0.024,11.43,266325,248576,3196,9,14464,1561,1598544.5,220.8,0.493,0.157,0.164,0.093,0.094,470,5.28,3.07,0.05,0.69,0.11,1.26,0.24,1.28,4.87,2.30,0.00,0.14,0.010,0.078,347,0.087,0.901,0.001,0.000,0.098,252378,202279,18,0.243,0.039,0.108,3802562,0.013,0.059,0.002,162.64,101258,253,0.141,0.556,0.000,3759987,1.02,20.84,0.000,0.010,0.002
580000,3460,1.281,0.022,11.30,260602,242499,3368,22,14700,1307,1568222.0,186.1,0.494,0.145,0.153,0.102,0.106,473,5.43,3.39,0.05,0.71,0.18,1.55,0.19,1.28,5.01,2.39,0.01,0.18,0.013,0.089,361,0.124,0.894,0.001,0.000,0.104,244278,198554,17,0.238,0.014,0.066,3063720,0.011,0.060,0.003,162.52,97722,537,0.142,0.500,0.000,3427432,1.02,20.73,0.000,0.015,0.002
