step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
320000,3483,1.325,0.026,11.07,260290,243595,2718,5,13935,906,1561536.0,89.9,0.598,0.099,0.099,0.110,0.094,470,5.52,3.48,0.12,1.56,0.05,0.67,0.09,0.60,5.27,2.74,0.00,0.05,0.004,0.044,340,0.134,0.888,0.002,0.000,0.110,244751,202402,17,0.258,0.034,0.043,1262788,0.141,0.064,0.003,162.88,105656,365,0.099,0.600,0.000,2610343,1.04,20.48,0.001,0.010,0.001
330000,3450,1.346,0.027,11.30,269973,252066,2953,14,14973,1292,1571008.0,242.3,0.601,0.096,0.094,0.114,0.096,430,5.46,3.55,0.10,1.61,0.01,0.22,0.09,1.17,5.26,2.92,0.00,0.05,0.001,0.023,346,0.188,0.886,0.001,0.000,0.113,254284,210726,16,0.334,0.066,0.024,1012050,0.150,0.068,0.003,162.90,111308,621,0.188,0.143,0.000,2555879,1.04,20.70,0.000,0.013,0.001
340000,3461,1.357,0.026,11.36,268570,251090,3091,181,14197,6154,1562675.4,1370.7,0.609,0.098,0.094,0.109,0.090,449,5.52,2.77,0.10,0.83,0.03,0.33,0.09,0.96,5.31,2.35,0.00,0.06,0.003,0.039,343,0.110,0.864,0.001,0.000,0.134,252114,206240,16,0.295,0.017,0.031,999260,0.147,0.065,0.002,162.88,110181,744,0.223,0.238,0.000,2458208,1.04,20.51,0.000,0.008,0.001
350000,3400,1.362,0.025,11.53,282362,264854,3066,25,14478,2262,1597022.0,345.5,0.632,0.091,0.081,0.101,0.095,375,5.91,3.30,0.11,1.12,0.05,0.65,0.10,1.03,5.65,2.66,0.01,0.14,0.005,0.040,339,0.112,0.863,0.002,0.000,0.135,266452,220179,16,0.309,0.087,0.038,1053157,0.144,0.057,0.001,162.87,117366,815,0.153,0.360,0.000,1983497,1.04,20.12,0.000,0.009,0.002
360000,3495,1.347,0.025,11.38,274967,257586,3270,25,13991,2101,1588527.2,360.5,0.626,0.091,0.082,0.106,0.096,410,5.67,3.12,0.14,1.17,0.03,0.36,0.10,0.83,5.41,2.57,0.00,0.12,0.003,0.037,378,0.126,0.854,0.002,0.000,0.143,258804,209954,16,0.361,0.040,0.039,1319607,0.145,0.062,0.002,162.93,115857,602,0.172,0.360,0.000,2054445,1.05,20.53,0.000,0.035,0.002
370000,3444,1.361,0.026,11.38,271001,253801,3083,23,14145,1415,1567286.6,251.2,0.628,0.096,0.085,0.098,0.092,402,5.62,3.12,0.08,1.30,0.07,1.09,0.09,0.82,5.39,2.40,0.00,0.00,0.004,0.045,339,0.134,0.874,0.002,0.000,0.124,254992,204781,15,0.428,0.042,0.039,1363587,0.142,0.064,0.002,162.92,113651,964,0.178,0.304,0.000,2082552,1.03,20.61,0.000,0.007,0.000
380000,3468,1.342,0.025,11.57,268568,251666,2940,44,13894,1749,1574659.6,301.3,0.619,0.102,0.095,0.095,0.089,402,5.70,3.87,0.20,2.27,0.04,0.97,0.06,0.54,5.40,2.74,0.00,0.09,0.002,0.029,316,0.110,0.869,0.001,0.000,0.129,252926,204887,18,0.349,0.032,0.023,1209594,0.135,0.060,0.002,162.93,113052,698,0.172,0.295,0.000,2253950,1.07,20.54,0.001,0.008,0.001
390000,3485,1.324,0.020,11.90,291859,273035,3311,24,15472,1958,1598551.8,164.3,0.669,0.080,0.074,0.096,0.081,370,5.52,3.64,0.17,2.03,0.04,0.63,0.05,0.71,5.26,2.73,0.00,0.07,0.003,0.040,333,0.096,0.832,0.003,0.000,0.165,279477,229917,15,0.377,0.017,0.021,863934,0.148,0.058,0.002,162.93,122382,576,0.084,0.375,0.000,2366803,1.06,20.81,0.000,0.020,0.000
400000,3530,1.295,0.020,12.00,301770,281872,3785,31,16037,2318,1575640.9,246.9,0.695,0.072,0.066,0.089,0.078,332,5.54,3.68,0.13,1.44,0.06,1.07,0.06,0.93,5.28,2.72,0.00,0.12,0.003,0.035,324,0.148,0.841,0.001,0.000,0.158,289642,240848,18,0.348,0.043,0.018,681538,0.156,0.063,0.003,162.91,130015,716,0.107,0.355,0.000,2010439,1.05,20.71,0.000,0.012,0.001
410000,3455,1.318,0.022,11.78,316698,296828,3575,32,16338,2369,1582797.5,156.6,0.714,0.070,0.066,0.082,0.068,338,5.42,2.97,0.14,1.52,0.03,0.39,0.04,0.54,5.21,2.37,0.00,0.08,0.003,0.034,328,0.096,0.833,0.001,0.000,0.166,306011,259851,19,0.513,0.034,0.010,724996,0.141,0.069,0.004,162.93,135132,345,0.066,0.625,0.000,2111049,1.05,20.75,0.000,0.019,0.001
420000,3443,1.338,0.022,11.46,272049,254951,3303,20,13787,1887,1583698.0,167.7,0.643,0.093,0.084,0.097,0.082,412,5.73,3.35,0.11,1.37,0.03,0.52,0.09,1.16,5.49,2.72,0.00,0.03,0.003,0.039,368,0.136,0.869,0.000,0.000,0.131,259874,212774,15,0.304,0.102,0.040,940126,0.135,0.058,0.001,162.92,113289,270,0.089,0.650,0.000,2453318,1.04,20.50,0.000,0.012,0.000
430000,3416,1.339,0.027,11.42,269328,252066,3396,16,13877,1220,1587698.0,132.0,0.621,0.101,0.090,0.101,0.087,425,5.73,3.42,0.07,1.05,0.03,0.75,0.08,0.98,5.55,2.97,0.00,0.02,0.002,0.029,329,0.108,0.881,0.002,0.000,0.117,255447,204665,13,0.368,0.013,0.034,1145507,0.144,0.073,0.004,162.98,109808,552,0.108,0.438,0.000,2352018,1.02,20.57,0.000,0.013,0.000
440000,3503,1.335,0.029,11.61,268676,251235,2938,51,14365,2616,1560505.6,462.5,0.612,0.100,0.090,0.108,0.090,402,5.55,3.27,0.14,1.73,0.03,0.39,0.06,0.54,5.33,2.66,0.00,0.05,0.002,0.033,337,0.122,0.872,0.002,0.000,0.126,252811,203744,14,0.415,0.152,0.023,1033138,0.150,0.065,0.002,162.96,110312,447,0.177,0.412,0.000,2344750,1.05,20.64,0.000,0.009,0.000
450000,3421,1.363,0.031,11.17,267660,249976,2803,10,14953,1124,1580315.5,101.2,0.614,0.101,0.090,0.106,0.090,413,5.76,3.32,0.12,1.22,0.06,0.99,0.05,0.44,5.54,2.73,0.00,0.00,0.004,0.043,355,0.116,0.863,0.003,0.000,0.134,250418,206852,14,0.336,0.014,0.030,1184165,0.139,0.069,0.002,162.96,108638,559,0.090,0.200,0.000,2103398,1.04,20.49,0.000,0.009,0.000
460000,3408,1.348,0.030,11.43,267996,249724,2947,23,15315,1411,1587223.4,210.5,0.621,0.100,0.087,0.105,0.087,432,5.68,3.25,0.08,1.39,0.01,0.29,0.04,0.40,5.55,2.72,0.00,0.00,0.001,0.018,299,0.140,0.883,0.001,0.000,0.116,249900,212193,13,0.496,0.010,0.021,1096889,0.144,0.072,0.003,162.90,110953,691,0.149,0.348,0.000,2088090,1.03,20.52,0.001,0.009,0.000
470000,3422,1.355,0.026,11.79,280779,260783,3084,13,16885,1050,1589078.5,160.6,0.636,0.092,0.082,0.105,0.084,394,5.57,2.96,0.05,0.63,0.06,1.10,0.05,0.48,5.40,2.51,0.00,0.07,0.004,0.049,320,0.151,0.842,0.001,0.000,0.156,265502,226211,13,0.381,0.021,0.029,928654,0.138,0.066,0.002,162.92,116583,823,0.153,0.308,0.000,2336948,1.02,20.59,0.000,0.008,0.001
480000,3348,1.345,0.026,11.76,293948,273172,3214,128,17508,3403,1602634.8,739.8,0.644,0.089,0.080,0.106,0.081,381,6.10,4.64,0.20,1.92,0.15,1.70,0.06,0.68,5.69,3.34,0.02,0.27,0.006,0.052,455,0.128,0.852,0.009,0.000,0.139,278312,238214,16,0.395,0.004,0.025,896095,0.146,0.071,0.004,162.98,123177,791,0.217,0.227,0.007,2356350,1.05,20.19,0.000,0.090,0.008
490000,3434,1.342,0.025,11.24,267313,248118,2452,1776,14881,44720,1605232.0,9498.1,0.600,0.109,0.106,0.103,0.082,434,5.73,3.14,0.11,1.74,0.03,0.55,0.07,0.56,5.52,2.48,0.00,0.02,0.002,0.036,308,0.157,0.868,0.001,0.000,0.131,253107,204303,12,0.319,0.090,0.036,1142039,0.154,0.064,0.003,162.79,110156,661,0.212,0.208,0.000,2686901,1.04,20.47,0.000,0.009,0.000
500000,3441,1.364,0.024,11.26,273842,255070,3286,14,15465,1269,1590611.9,155.3,0.622,0.100,0.096,0.104,0.077,414,5.57,3.09,0.12,1.75,0.03,0.58,0.06,0.73,5.36,2.24,0.00,0.02,0.002,0.029,295,0.169,0.863,0.000,0.000,0.137,258774,209921,15,0.477,0.023,0.022,937360,0.154,0.060,0.002,162.97,113015,412,0.122,0.071,0.000,2510346,1.04,20.69,0.000,0.013,0.000
510000,3469,1.310,0.027,11.44,293808,274265,3660,8,15847,1201,1608302.5,104.7,0.644,0.098,0.090,0.096,0.072,396,5.60,3.07,0.14,1.53,0.02,0.27,0.05,0.42,5.40,2.58,0.00,0.03,0.002,0.026,338,0.161,0.819,0.000,0.000,0.180,278833,231684,12,0.551,0.082,0.025,979150,0.145,0.070,0.003,162.96,121086,159,0.087,0.375,0.000,2473265,1.05,20.71,0.000,0.017,0.000
520000,3450,1.331,0.028,11.07,284785,265665,3343,27,15769,2004,1591402.5,233.8,0.632,0.104,0.096,0.091,0.077,415,5.56,2.98,0.12,1.17,0.06,0.85,0.06,0.63,5.31,2.52,0.00,0.10,0.005,0.052,333,0.153,0.868,0.002,0.000,0.131,269192,225080,12,0.328,0.045,0.028,1096239,0.154,0.062,0.002,162.96,117373,578,0.117,0.370,0.000,2453733,1.05,20.73,0.000,0.013,0.000
530000,3485,1.361,0.030,11.01,273691,255623,3257,27,14749,2413,1595558.5,356.3,0.613,0.113,0.104,0.091,0.079,435,5.55,2.92,0.09,0.87,0.06,0.88,0.06,0.64,5.34,2.45,0.00,0.05,0.004,0.045,336,0.159,0.859,0.001,0.000,0.139,256610,211672,12,0.251,0.077,0.032,1254402,0.153,0.069,0.003,162.95,111670,433,0.148,0.407,0.000,2202078,1.04,20.78,0.000,0.014,0.001
540000,3495,1.339,0.027,11.03,281722,263094,3300,51,15267,2683,1597803.9,359.1,0.628,0.107,0.098,0.089,0.077,425,5.46,2.90,0.13,1.26,0.06,0.75,0.04,0.47,5.23,2.45,0.00,0.06,0.005,0.059,360,0.179,0.849,0.002,0.000,0.149,266631,223577,13,0.342,0.104,0.016,762918,0.151,0.065,0.003,162.94,114176,463,0.134,0.412,0.000,2099367,1.06,20.97,0.000,0.019,0.001
550000,3552,1.308,0.020,11.02,289554,270773,3548,17,15159,1925,1604331.0,185.7,0.647,0.103,0.099,0.080,0.071,408,5.39,2.77,0.19,1.52,0.05,0.81,0.04,0.36,5.11,2.18,0.00,0.08,0.005,0.052,338,0.166,0.824,0.002,0.000,0.174,276669,230343,16,0.238,0.047,0.025,840907,0.163,0.061,0.002,162.91,116468,583,0.096,0.294,0.000,2031536,1.09,21.06,0.000,0.015,0.001
560000,3546,1.301,0.024,11.12,335039,314349,3805,5,16886,1464,1606114.5,105.4,0.721,0.082,0.076,0.065,0.055,356,5.38,3.48,0.20,2.50,0.02,0.40,0.04,0.60,5.12,2.23,0.00,0.05,0.002,0.027,318,0.207,0.858,0.001,0.000,0.141,324730,285746,14,0.310,0.095,0.010,455738,0.142,0.067,0.003,162.94,139349,961,0.072,0.400,0.000,1844594,1.08,21.03,0.001,0.016,0.000
570000,3538,1.305,0.018,11.15,319357,299856,3574,16,15919,2332,1601792.4,244.9,0.700,0.085,0.081,0.075,0.059,379,5.39,3.27,0.17,1.76,0.03,0.54,0.04,0.68,5.15,2.60,0.00,0.00,0.002,0.028,330,0.192,0.813,0.001,0.000,0.187,309213,264731,13,0.441,0.077,0.008,323060,0.141,0.057,0.002,162.91,133321,588,0.105,0.438,0.000,2352812,1.07,21.01,0.000,0.036,0.000
580000,3517,1.294,0.022,11.13,326943,306652,3877,239,16196,9113,1584295.8,1653.6,0.722,0.084,0.079,0.063,0.051,361,5.52,3.43,0.17,1.37,0.08,1.02,0.04,0.71,5.23,2.57,0.02,0.27,0.005,0.043,412,0.145,0.824,0.008,0.000,0.168,316952,273041,10,0.265,0.169,0.009,400816,0.106,0.065,0.002,162.92,139136,789,0.181,0.318,0.001,2042372,1.07,20.87,0.000,0.071,0.005
590000,3561,1.292,0.026,11.45,299849,281203,3328,287,14987,7235,1577722.1,1280.2,0.670,0.095,0.086,0.079,0.070,394,5.25,3.01,0.14,1.67,0.02,0.45,0.02,0.40,5.07,2.42,0.00,0.08,0.001,0.030,248,0.189,0.863,0.001,0.000,0.137,286743,247622,12,0.372,0.010,0.004,340331,0.149,0.077,0.005,162.91,126510,674,0.177,0.345,0.000,1859291,1.07,21.23,0.000,0.006,0.001
