step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
180000,3471,1.334,0.026,10.63,282732,264374,3311,4,14954,532,1592975.2,93.0,0.610,0.068,0.057,0.139,0.126,432,5.56,4.15,0.06,0.74,0.21,1.56,0.14,1.13,5.14,3.19,0.00,0.15,0.018,0.088,432,0.152,0.869,0.001,0.000,0.130,268851,230277,15,0.274,0.131,0.031,1084472,0.069,0.068,0.003,162.42,111461,326,0.175,0.500,0.000,2244155,1.02,20.31,0.000,0.008,0.001
190000,3416,1.371,0.022,10.67,280976,261340,3246,5,16440,576,1590918.5,82.7,0.603,0.079,0.062,0.137,0.120,486,5.33,3.52,0.02,0.30,0.13,1.61,0.11,0.95,5.07,2.74,0.00,0.10,0.009,0.064,344,0.296,0.874,0.001,0.000,0.126,267094,228302,13,0.483,0.077,0.028,842712,0.085,0.063,0.003,162.53,105257,888,0.144,0.200,0.000,2312559,1.01,20.53,0.000,0.001,0.001
200000,3478,1.308,0.019,10.44,328797,305286,3738,30,19681,1039,1598599.5,253.1,0.717,0.058,0.046,0.095,0.084,410,5.59,3.93,0.02,0.47,0.25,2.10,0.17,1.19,5.15,2.98,0.00,0.07,0.016,0.097,404,0.292,0.798,0.000,0.000,0.202,318466,288978,12,0.708,0.011,0.051,1229286,0.057,0.065,0.003,162.42,123312,715,0.244,0.233,0.000,1736952,1.00,20.33,0.000,0.017,0.000
210000,3441,1.297,0.022,10.39,363090,338169,4148,4,20806,274,1594398.4,55.6,0.756,0.050,0.040,0.082,0.072,389,5.73,4.52,0.03,0.60,0.20,1.95,0.15,1.49,5.35,3.61,0.00,0.00,0.015,0.092,359,0.228,0.795,0.000,0.000,0.205,353182,329194,12,0.634,0.001,0.035,1388128,0.056,0.077,0.006,162.54,136486,1402,0.203,0.250,0.000,1405876,1.01,20.30,0.000,0.003,0.000
220000,3376,1.338,0.020,10.71,346911,323608,3747,0,19621,309,1611741.2,21.8,0.713,0.056,0.046,0.100,0.085,423,5.91,4.24,0.02,0.31,0.24,2.18,0.15,1.52,5.49,2.90,0.00,0.00,0.015,0.093,360,0.224,0.815,0.001,0.000,0.184,336008,308602,10,0.572,0.010,0.036,1170595,0.066,0.062,0.002,162.58,129186,0,0.070,0.000,0.000,1674431,1.01,19.91,0.000,0.002,0.000
230000,3518,1.326,0.021,10.69,314177,292547,3583,1,17904,312,1613100.2,44.3,0.663,0.062,0.051,0.118,0.105,439,5.46,3.85,0.03,0.49,0.26,2.22,0.11,1.12,5.06,2.78,0.00,0.05,0.019,0.102,325,0.252,0.828,0.000,0.000,0.172,302724,267710,12,0.612,0.009,0.027,869256,0.085,0.070,0.004,162.59,117620,28,0.142,1.000,0.000,2017675,1.01,20.51,0.000,0.001,0.000
240000,3417,1.390,0.025,10.65,308656,287976,3664,1,17116,545,1591883.5,119.0,0.676,0.064,0.053,0.109,0.097,453,5.36,3.67,0.01,0.33,0.20,1.98,0.14,1.31,5.01,2.56,0.00,0.10,0.015,0.086,325,0.167,0.864,0.000,0.000,0.135,296648,259527,12,0.502,0.038,0.036,957505,0.072,0.073,0.004,162.52,113641,817,0.218,0.000,0.000,1797396,1.00,20.55,0.000,0.013,0.000
250000,3414,1.352,0.027,11.24,295131,275362,3568,0,16204,208,1554908.9,25.7,0.647,0.067,0.060,0.119,0.107,417,5.56,3.71,0.01,0.24,0.18,1.76,0.10,0.82,5.26,2.89,0.00,0.12,0.012,0.073,318,0.162,0.886,0.000,0.000,0.114,282061,243496,12,0.404,0.100,0.037,1187432,0.077,0.072,0.003,162.45,112367,0,0.124,0.000,0.000,2080600,1.00,20.43,0.000,0.001,0.000
260000,3453,1.351,0.028,11.55,275349,257611,3195,10,14494,527,1558628.2,99.2,0.587,0.086,0.079,0.133,0.115,447,5.57,3.38,0.01,0.25,0.20,1.75,0.08,0.71,5.28,2.62,0.00,0.00,0.016,0.085,338,0.129,0.878,0.001,0.000,0.122,259609,216118,11,0.418,0.169,0.023,1037863,0.086,0.068,0.003,162.59,110731,204,0.188,0.500,0.000,2442324,1.00,20.37,0.000,0.008,0.000
270000,3444,1.339,0.026,11.58,279655,262450,3060,2,14152,411,1527036.4,68.6,0.592,0.087,0.077,0.130,0.113,418,5.55,3.92,0.02,0.33,0.20,1.83,0.17,1.36,5.16,2.88,0.00,0.03,0.014,0.078,367,0.196,0.865,0.000,0.000,0.135,265239,223986,18,0.557,0.027,0.040,1001197,0.092,0.071,0.004,162.54,113360,164,0.167,0.000,0.000,2452047,1.01,20.45,0.000,0.001,0.000
280000,3487,1.346,0.026,11.83,282450,264167,3273,45,14922,730,1529389.8,170.9,0.625,0.081,0.069,0.118,0.106,412,5.43,3.59,0.02,0.35,0.18,1.73,0.15,1.44,5.09,2.71,0.00,0.00,0.014,0.078,359,0.189,0.866,0.000,0.000,0.134,269522,234245,17,0.552,0.046,0.037,1322919,0.065,0.076,0.005,162.36,120387,674,0.234,0.289,0.000,2209603,1.01,20.45,0.000,0.003,0.000
290000,3414,1.348,0.028,12.12,268642,250986,3206,2,14521,747,1573164.8,166.4,0.578,0.089,0.074,0.136,0.123,403,5.81,3.79,0.02,0.34,0.25,2.12,0.11,1.01,5.44,2.81,0.00,0.02,0.017,0.083,387,0.105,0.891,0.000,0.000,0.108,254332,212301,13,0.483,0.010,0.033,1129633,0.075,0.071,0.004,162.52,114456,41,0.223,0.500,0.000,2331209,1.01,20.09,0.000,0.003,0.000
300000,3452,1.323,0.024,12.11,284134,265677,3002,2,15415,841,1560463.8,140.9,0.612,0.080,0.067,0.127,0.113,361,5.64,3.64,0.02,0.41,0.21,1.89,0.12,0.90,5.29,2.85,0.00,0.11,0.015,0.085,404,0.118,0.873,0.002,0.000,0.126,270476,227646,13,0.582,0.046,0.037,1241040,0.075,0.071,0.004,162.58,122177,544,0.168,0.500,0.001,2292606,1.01,20.20,0.000,0.012,0.001
310000,3487,1.342,0.028,12.15,302029,281825,3454,4,16711,772,1567078.0,141.7,0.662,0.064,0.053,0.116,0.106,360,5.35,3.36,0.01,0.21,0.13,1.24,0.14,1.21,5.07,2.82,0.00,0.02,0.011,0.066,356,0.129,0.881,0.001,0.000,0.118,290156,250107,16,0.447,0.099,0.030,1239732,0.065,0.076,0.004,162.49,129755,489,0.184,0.250,0.000,1836601,1.01,20.59,0.000,0.007,0.000
320000,3443,1.344,0.028,12.43,271198,254603,3142,16,13481,1009,1541530.6,201.6,0.580,0.089,0.071,0.137,0.122,371,5.47,3.48,0.03,0.53,0.25,1.88,0.11,1.01,5.07,2.58,0.00,0.08,0.020,0.098,393,0.173,0.878,0.000,0.000,0.122,255999,211709,19,0.258,0.145,0.039,1196960,0.088,0.073,0.005,162.57,118116,923,0.200,0.125,0.000,2238666,1.01,20.43,0.000,0.010,0.002
330000,3451,1.342,0.030,12.06,269267,253017,3161,10,13071,1020,1542285.0,176.2,0.577,0.095,0.074,0.134,0.120,375,5.30,3.07,0.01,0.17,0.23,1.66,0.11,0.78,4.95,2.38,0.00,0.06,0.021,0.094,365,0.176,0.887,0.000,0.000,0.112,252987,210005,17,0.372,0.018,0.049,1456052,0.077,0.081,0.005,162.44,116318,849,0.173,0.200,0.000,2299314,1.00,20.58,0.000,0.007,0.001
340000,3516,1.339,0.027,12.00,269910,253472,3311,2,13060,973,1535550.5,162.4,0.589,0.089,0.068,0.132,0.121,397,5.33,3.53,0.02,0.43,0.19,1.57,0.09,0.88,5.03,2.84,0.00,0.06,0.015,0.077,331,0.159,0.887,0.001,0.000,0.113,254786,213533,14,0.347,0.040,0.031,1242669,0.071,0.067,0.003,162.44,114751,150,0.167,0.500,0.000,2271235,1.01,20.71,0.000,0.007,0.001
350000,3479,1.330,0.031,12.11,269933,253349,3177,13,13431,1154,1520043.1,240.7,0.581,0.091,0.074,0.134,0.120,362,5.16,3.21,0.03,0.46,0.20,1.47,0.11,0.92,4.82,2.55,0.00,0.12,0.018,0.086,338,0.177,0.894,0.000,0.000,0.106,254615,214242,11,0.174,0.260,0.034,1109076,0.072,0.084,0.007,162.42,115723,471,0.209,0.308,0.000,2386175,1.01,20.76,0.000,0.009,0.001
360000,3461,1.327,0.026,12.20,277257,259991,3060,5,14219,900,1576620.6,173.3,0.586,0.086,0.070,0.136,0.122,392,5.38,3.51,0.02,0.46,0.22,1.76,0.09,0.72,5.05,2.67,0.00,0.00,0.018,0.090,359,0.138,0.874,0.000,0.000,0.126,263487,218977,14,0.236,0.023,0.029,1149109,0.075,0.076,0.005,162.48,116784,716,0.193,0.200,0.000,2416921,1.01,20.60,0.000,0.005,0.000
370000,3478,1.328,0.026,12.55,275941,258489,3074,23,14338,1666,1582091.4,455.9,0.576,0.083,0.068,0.144,0.128,382,5.48,3.61,0.02,0.33,0.26,1.99,0.06,0.50,5.14,2.69,0.00,0.10,0.020,0.094,359,0.150,0.883,0.001,0.000,0.116,262609,218903,15,0.268,0.045,0.024,1030013,0.081,0.066,0.003,162.62,117700,389,0.274,0.565,0.000,2445307,1.01,20.42,0.000,0.012,0.001
380000,3432,1.340,0.026,13.29,268933,251200,3328,5,14446,1799,1577436.2,368.8,0.580,0.081,0.065,0.147,0.127,346,5.43,3.17,0.01,0.12,0.20,1.78,0.13,0.96,5.10,2.31,0.00,0.06,0.016,0.075,357,0.159,0.883,0.001,0.000,0.116,255602,211981,19,0.357,0.031,0.041,1096716,0.090,0.065,0.003,162.62,120360,26,0.205,1.000,0.000,2205994,1.00,20.33,0.000,0.012,0.001
390000,3500,1.321,0.025,13.04,264452,246782,3330,12,14260,4719,1561625.6,1118.0,0.578,0.084,0.070,0.143,0.124,356,5.24,3.17,0.01,0.30,0.15,1.45,0.15,0.89,4.92,2.48,0.00,0.08,0.011,0.072,342,0.170,0.881,0.001,0.000,0.119,251258,202535,16,0.403,0.048,0.057,1820740,0.068,0.072,0.004,162.60,120186,382,0.237,0.250,0.000,2327850,1.01,20.67,0.000,0.028,0.001
400000,3436,1.341,0.029,13.19,258326,241163,2964,9,14254,1753,1574955.1,382.8,0.559,0.090,0.076,0.144,0.130,347,5.56,3.39,0.01,0.32,0.18,1.51,0.13,0.96,5.23,2.66,0.00,0.12,0.016,0.075,400,0.109,0.893,0.000,0.000,0.107,244624,195713,12,0.288,0.239,0.043,1700269,0.075,0.071,0.003,162.66,117925,877,0.218,0.000,0.000,2478105,1.00,20.19,0.000,0.016,0.001
410000,3514,1.341,0.029,12.91,261486,242018,3141,7,16242,1485,1525675.0,344.9,0.590,0.088,0.077,0.132,0.113,348,5.19,3.07,0.00,0.10,0.16,1.45,0.10,0.89,4.92,2.46,0.00,0.07,0.015,0.074,351,0.154,0.880,0.000,0.000,0.120,246537,201209,16,0.415,0.138,0.038,1186021,0.080,0.075,0.005,162.47,119725,906,0.232,0.143,0.000,2081359,1.00,20.80,0.000,0.013,0.001
420000,3558,1.322,0.027,12.80,256538,237343,3136,14,16001,1461,1496341.1,366.7,0.588,0.090,0.077,0.131,0.114,378,5.19,3.32,0.01,0.27,0.17,1.55,0.11,0.71,4.89,2.70,0.00,0.06,0.015,0.074,357,0.178,0.895,0.001,0.000,0.103,242165,199203,16,0.506,0.062,0.053,1433710,0.069,0.070,0.004,162.36,114526,881,0.251,0.071,0.000,2168483,1.01,20.80,0.000,0.008,0.001
430000,3444,1.340,0.029,13.29,266068,245791,3221,6,17164,913,1567969.4,194.6,0.588,0.090,0.076,0.130,0.116,370,5.40,2.64,0.01,0.23,0.12,0.75,0.11,0.85,5.15,2.39,0.00,0.03,0.016,0.068,358,0.114,0.882,0.000,0.000,0.118,251099,212147,13,0.288,0.060,0.040,1657346,0.065,0.069,0.003,162.54,117692,370,0.213,0.333,0.000,2084964,1.01,20.40,0.000,0.006,0.001
440000,3426,1.335,0.028,13.09,269210,249262,3064,5,16897,1402,1574965.6,324.6,0.574,0.090,0.077,0.136,0.123,349,5.50,3.38,0.02,0.42,0.17,1.50,0.19,1.61,5.11,2.33,0.00,0.12,0.015,0.068,373,0.125,0.890,0.001,0.000,0.109,254461,213560,13,0.237,0.250,0.049,1791470,0.070,0.065,0.003,162.62,121760,162,0.231,0.400,0.000,2208615,1.01,20.42,0.000,0.022,0.002
450000,3456,1.345,0.029,12.96,270365,249396,3326,152,17461,6760,1563011.0,1715.9,0.585,0.087,0.075,0.133,0.120,332,5.45,3.31,0.00,0.06,0.16,1.25,0.22,1.40,5.07,2.62,0.00,0.02,0.016,0.074,407,0.094,0.887,0.000,0.000,0.113,255697,216959,18,0.431,0.045,0.084,1970436,0.064,0.068,0.003,162.53,122721,430,0.254,0.237,0.000,2038865,1.00,20.47,0.000,0.015,0.000
460000,3418,1.343,0.025,12.78,276273,255959,3042,33,17277,3243,1594450.0,782.1,0.573,0.089,0.074,0.140,0.125,360,5.42,3.14,0.01,0.25,0.15,1.17,0.15,0.99,5.11,2.60,0.01,0.17,0.015,0.071,409,0.126,0.878,0.002,0.000,0.120,262711,226476,16,0.566,0.012,0.058,2248139,0.062,0.073,0.004,162.61,121117,967,0.241,0.121,0.001,2399698,1.00,20.49,0.000,0.061,0.003
470000,3489,1.333,0.025,12.92,276288,253751,3375,162,18929,7169,1538647.8,1840.5,0.618,0.081,0.069,0.122,0.109,365,5.39,3.06,0.04,0.56,0.13,0.98,0.14,1.18,5.09,2.48,0.00,0.10,0.014,0.071,386,0.127,0.883,0.001,0.000,0.116,262950,225283,10,0.555,0.005,0.045,1778122,0.070,0.066,0.003,162.44,121844,793,0.257,0.154,0.000,2182179,1.01,20.67,0.000,0.004,0.001
480000,3534,1.318,0.024,12.71,288683,265215,3431,27,19965,1236,1534956.0,274.4,0.636,0.077,0.064,0.118,0.104,353,5.23,3.49,0.02,0.43,0.19,1.71,0.14,1.08,4.88,2.66,0.01,0.17,0.016,0.084,397,0.190,0.861,0.001,0.000,0.138,276367,239665,8,0.649,0.022,0.049,1867696,0.063,0.067,0.004,162.49,127706,818,0.222,0.222,0.000,1894284,1.01,21.02,0.000,0.007,0.002
490000,3433,1.350,0.032,12.99,270393,247920,3638,456,18480,15768,1513134.5,3636.2,0.612,0.084,0.070,0.123,0.111,365,5.46,3.90,0.07,0.77,0.18,1.01,0.15,1.08,5.05,3.28,0.02,0.26,0.018,0.079,564,0.155,0.881,0.012,0.000,0.107,256710,217790,7,0.612,0.034,0.049,1645560,0.069,0.086,0.007,162.25,119214,596,0.231,0.224,0.003,2077722,1.02,20.60,0.000,0.124,0.010
500000,3379,1.330,0.022,13.18,241626,224130,2324,1740,13486,76295,1602957.8,16548.3,0.525,0.114,0.096,0.137,0.128,367,5.88,3.21,0.02,0.27,0.10,0.72,0.15,0.88,5.61,2.97,0.00,0.06,0.011,0.064,469,0.067,0.865,0.000,0.000,0.135,228526,170402,20,0.149,0.257,0.067,1986754,0.073,0.066,0.004,162.34,108365,612,0.217,0.178,0.000,2943417,1.01,19.65,0.000,0.021,0.001
510000,3439,1.327,0.024,12.89,297673,276188,3508,146,17771,4314,1558426.9,1066.8,0.640,0.082,0.066,0.109,0.102,331,5.50,3.29,0.02,0.40,0.16,1.33,0.14,0.94,5.17,2.76,0.00,0.05,0.015,0.074,466,0.128,0.865,0.001,0.000,0.134,286199,242519,17,0.324,0.294,0.052,2025117,0.043,0.068,0.003,162.59,131501,937,0.247,0.219,0.000,2159957,1.01,20.42,0.000,0.038,0.001
520000,3454,1.353,0.024,12.96,301001,280146,3685,21,17134,2815,1550757.4,741.2,0.649,0.078,0.064,0.109,0.100,339,5.25,3.01,0.01,0.24,0.21,1.67,0.10,0.85,4.92,2.30,0.01,0.20,0.019,0.091,421,0.157,0.864,0.003,0.000,0.134,289029,250862,20,0.259,0.054,0.033,1665457,0.048,0.069,0.003,162.54,131690,655,0.263,0.381,0.002,1925439,1.01,20.81,0.000,0.041,0.003
530000,3493,1.340,0.021,12.50,308380,286761,3906,117,17557,5755,1570559.4,1434.9,0.669,0.074,0.063,0.102,0.092,341,5.33,3.10,0.02,0.29,0.15,1.32,0.10,0.83,5.06,2.62,0.00,0.05,0.015,0.082,383,0.137,0.838,0.000,0.000,0.162,296820,259724,17,0.427,0.245,0.031,1370424,0.053,0.067,0.004,162.51,132890,818,0.249,0.188,0.000,1825131,1.01,20.79,0.000,0.040,0.000
540000,3498,1.313,0.018,12.55,301796,279576,4138,28,18049,2278,1572390.1,529.5,0.655,0.070,0.059,0.113,0.103,359,5.33,3.47,0.01,0.43,0.23,1.82,0.14,1.01,4.95,2.56,0.00,0.11,0.020,0.101,380,0.140,0.845,0.001,0.000,0.155,291018,251927,15,0.358,0.077,0.040,1244889,0.078,0.060,0.002,162.49,125531,680,0.232,0.286,0.000,2007927,1.00,20.83,0.000,0.019,0.001
550000,3487,1.331,0.022,12.72,296230,274153,3703,16,18369,581,1579140.8,130.5,0.629,0.086,0.072,0.113,0.101,342,5.30,2.99,0.01,0.23,0.15,1.15,0.13,0.95,5.02,2.54,0.00,0.05,0.015,0.084,351,0.188,0.865,0.000,0.000,0.135,283743,246809,12,0.492,0.024,0.042,1364990,0.071,0.064,0.003,162.56,124308,593,0.225,0.312,0.000,2147223,1.00,20.78,0.000,0.002,0.000
560000,3452,1.331,0.025,12.50,289121,265727,3841,3,19585,576,1572709.5,118.2,0.622,0.081,0.066,0.122,0.109,389,5.51,3.17,0.00,0.04,0.12,0.96,0.15,1.20,5.25,2.73,0.00,0.00,0.014,0.069,336,0.161,0.872,0.000,0.000,0.128,276615,239270,13,0.402,0.041,0.048,1582799,0.079,0.065,0.003,162.43,117158,16,0.205,1.000,0.000,2047135,1.00,20.57,0.000,0.001,0.000
570000,3388,1.338,0.025,12.60,285883,262607,3356,10,19974,856,1620778.5,186.6,0.579,0.088,0.071,0.138,0.125,385,5.56,3.22,0.01,0.25,0.14,1.04,0.14,0.90,5.28,2.86,0.00,0.02,0.014,0.071,343,0.180,0.859,0.000,0.000,0.141,271525,234273,12,0.596,0.009,0.056,1578618,0.081,0.067,0.004,162.63,113108,78,0.218,0.600,0.000,2288622,1.00,20.61,0.000,0.005,0.000
580000,3477,1.321,0.021,12.68,309420,282389,4132,2,22808,432,1598244.4,90.2,0.647,0.076,0.062,0.112,0.103,348,5.51,3.32,0.01,0.28,0.15,1.34,0.15,1.08,5.20,2.70,0.00,0.14,0.013,0.073,355,0.193,0.851,0.000,0.000,0.149,296390,267315,8,0.639,0.029,0.050,1844089,0.069,0.060,0.002,162.52,127286,1364,0.209,0.000,0.000,1853139,1.00,20.74,0.000,0.002,0.001
590000,3470,1.309,0.018,12.40,314112,288242,3874,18,21985,527,1604006.1,134.3,0.650,0.073,0.059,0.114,0.104,342,5.61,3.34,0.00,0.06,0.14,1.34,0.15,1.26,5.32,2.66,0.00,0.00,0.012,0.074,345,0.170,0.826,0.000,0.000,0.174,301443,270047,10,0.644,0.068,0.052,1924588,0.052,0.058,0.002,162.52,135149,486,0.255,0.278,0.000,1817883,1.00,20.57,0.000,0.004,0.000
