step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
110000,3036,1.512,0.018,9.30,224795,211895,1004,6278,5569,290500,1628738.9,54172.2,0.577,0.067,0.078,0.154,0.124,706,8.44,4.28,0.21,0.89,0.32,1.43,0.16,1.09,7.77,3.62,0.01,0.21,0.027,0.097,722,0.041,0.821,0.043,0.000,0.136,212495,157155,10,0.531,0.108,0.049,1746306,0.128,0.049,0.001,162.85,83816,510,0.186,0.155,0.000,2280855,1.08,16.86,0.000,0.167,0.006
120000,3474,1.355,0.022,9.69,255838,242032,3030,42,10296,4963,1588295.4,522.0,0.615,0.051,0.073,0.133,0.128,605,5.47,2.53,0.08,0.94,0.09,0.73,0.10,1.11,5.21,2.01,0.00,0.02,0.010,0.066,352,0.121,0.863,0.007,0.000,0.130,243420,198040,6,0.399,0.271,0.017,1004515,0.102,0.058,0.002,163.09,95515,406,0.105,0.548,0.000,1477824,1.03,20.75,0.000,0.019,0.001
130000,3427,1.338,0.023,9.85,309155,291429,3033,84,14656,3822,1596876.9,541.4,0.662,0.048,0.068,0.115,0.107,492,5.74,3.04,0.04,0.49,0.15,1.40,0.18,1.47,5.37,2.13,0.00,0.04,0.014,0.085,369,0.143,0.843,0.003,0.000,0.155,295226,262187,12,0.423,0.057,0.033,962147,0.096,0.058,0.002,163.06,118757,571,0.142,0.417,0.000,1457780,1.02,20.40,0.000,0.020,0.001
140000,2993,1.393,0.022,9.63,289596,272202,2388,4304,11136,193526,1543584.8,35671.2,0.628,0.073,0.100,0.101,0.099,523,8.36,5.75,0.28,1.61,0.44,1.88,0.23,1.69,7.40,4.67,0.10,0.53,0.033,0.116,1244,0.043,0.861,0.055,0.000,0.084,276077,232810,8,0.333,0.392,0.056,1297697,0.086,0.062,0.002,162.84,111850,476,0.184,0.203,0.020,1938918,1.09,16.99,0.000,0.544,0.044
150000,3228,1.356,0.025,9.24,267402,254804,1931,1700,8732,186791,1587683.9,32083.3,0.600,0.080,0.109,0.099,0.112,572,6.98,4.43,0.16,1.16,0.29,1.62,0.22,1.55,6.31,3.53,0.05,0.37,0.023,0.114,836,0.042,0.831,0.030,0.000,0.138,251982,206411,14,0.250,0.292,0.049,1976426,0.053,0.063,0.002,162.89,97587,398,0.172,0.266,0.014,1594907,1.06,18.54,0.000,0.426,0.020
160000,3352,1.359,0.020,9.48,296384,279857,2857,217,13329,31550,1641788.2,5181.0,0.631,0.071,0.088,0.100,0.110,579,6.38,3.69,0.04,0.42,0.14,1.20,0.23,1.70,5.96,2.69,0.00,0.09,0.013,0.082,462,0.114,0.842,0.002,0.000,0.156,279690,242877,15,0.183,0.002,0.044,1156799,0.072,0.049,0.001,162.99,103910,253,0.164,0.544,0.000,1186443,1.01,19.44,0.000,0.023,0.001
170000,3166,1.375,0.028,8.71,318948,298640,2927,1529,16038,59068,1579149.0,10424.4,0.652,0.061,0.079,0.100,0.107,519,7.18,5.60,0.33,2.08,0.28,1.82,0.18,1.50,6.39,3.88,0.05,0.47,0.017,0.085,812,0.083,0.844,0.021,0.000,0.135,303216,267641,16,0.195,0.187,0.032,1230118,0.079,0.073,0.004,162.86,113439,494,0.176,0.276,0.008,1297142,1.10,18.47,0.000,0.303,0.016
180000,3471,1.346,0.024,8.08,302865,284539,2788,174,15059,13670,1589281.0,2290.3,0.641,0.070,0.094,0.092,0.101,616,5.44,3.30,0.07,1.05,0.10,1.05,0.08,0.85,5.19,2.69,0.00,0.07,0.008,0.066,433,0.151,0.862,0.002,0.000,0.136,285896,247540,20,0.396,0.017,0.014,657426,0.070,0.064,0.003,162.78,97758,305,0.168,0.253,0.000,1135734,1.03,20.29,0.000,0.008,0.001
190000,3537,1.331,0.023,8.25,289179,270406,3005,29,15673,1062,1605656.9,167.8,0.616,0.073,0.096,0.105,0.110,605,5.32,3.46,0.06,0.81,0.09,0.84,0.13,2.02,5.04,2.30,0.01,0.16,0.008,0.065,409,0.157,0.856,0.001,0.000,0.143,272248,234597,17,0.396,0.045,0.013,554961,0.092,0.061,0.003,162.84,92194,793,0.158,0.379,0.000,1150436,1.02,20.34,0.001,0.005,0.003
200000,3488,1.325,0.022,8.40,312793,293595,3445,11,15791,1040,1567837.6,172.6,0.657,0.071,0.089,0.088,0.095,535,5.39,3.33,0.04,0.62,0.12,1.09,0.10,1.42,5.12,2.40,0.00,0.11,0.011,0.073,405,0.161,0.865,0.002,0.000,0.133,296964,264782,13,0.353,0.027,0.013,786469,0.051,0.062,0.003,162.86,100398,862,0.166,0.364,0.000,1010270,1.02,20.29,0.000,0.009,0.001
210000,3502,1.307,0.020,8.39,319712,300440,3099,33,16126,1756,1589044.1,309.2,0.653,0.066,0.081,0.098,0.103,543,5.23,2.91,0.04,0.51,0.11,0.94,0.08,1.04,5.00,2.34,0.00,0.05,0.011,0.069,393,0.155,0.833,0.001,0.000,0.165,304913,270399,15,0.373,0.001,0.023,748831,0.063,0.052,0.001,162.95,106050,847,0.176,0.242,0.000,1151322,1.01,20.40,0.000,0.035,0.001
220000,3466,1.309,0.017,8.84,329009,307858,3467,71,17649,3074,1583303.0,576.2,0.691,0.054,0.066,0.092,0.097,530,5.47,3.54,0.05,0.69,0.14,1.18,0.16,1.66,5.12,2.62,0.00,0.04,0.013,0.084,416,0.119,0.826,0.001,0.000,0.173,316054,285468,12,0.287,0.018,0.025,888584,0.052,0.055,0.002,162.89,116479,836,0.187,0.296,0.000,1204873,1.02,20.21,0.000,0.016,0.001
230000,3508,1.322,0.020,9.15,347061,324070,3915,116,18918,2090,1582507.0,228.0,0.718,0.054,0.065,0.077,0.085,471,5.27,2.92,0.03,0.56,0.13,1.19,0.16,1.26,4.95,2.07,0.00,0.05,0.012,0.074,404,0.142,0.852,0.001,0.000,0.147,334436,307415,13,0.310,0.004,0.039,1095056,0.034,0.055,0.002,162.87,125400,882,0.109,0.233,0.000,1132126,1.01,20.49,0.000,0.007,0.001
240000,3438,1.326,0.026,9.61,297018,277320,3305,48,16415,1547,1584284.9,203.5,0.608,0.068,0.085,0.116,0.123,558,5.49,3.05,0.06,0.89,0.21,1.17,0.09,0.93,5.13,2.29,0.01,0.15,0.025,0.105,394,0.121,0.884,0.001,0.000,0.115,280278,245937,14,0.341,0.009,0.022,1151467,0.048,0.064,0.003,162.92,103116,1000,0.132,0.250,0.000,1688885,1.02,20.07,0.000,0.007,0.001
250000,3519,1.315,0.023,9.29,286933,268182,3100,21,15549,1127,1581686.5,182.3,0.572,0.081,0.103,0.118,0.126,516,5.15,2.75,0.07,0.84,0.11,1.09,0.06,0.75,4.90,2.14,0.00,0.02,0.012,0.078,346,0.162,0.882,0.002,0.000,0.117,268454,227432,14,0.315,0.040,0.013,614367,0.080,0.060,0.002,162.97,98331,492,0.162,0.381,0.000,1580295,1.03,20.61,0.000,0.005,0.000
260000,3516,1.311,0.023,9.61,293249,274121,3193,14,15924,1590,1573077.9,314.3,0.598,0.078,0.098,0.109,0.116,539,5.31,3.44,0.06,0.84,0.15,1.10,0.12,1.13,4.98,2.71,0.01,0.14,0.015,0.092,469,0.130,0.874,0.003,0.000,0.124,276026,236107,12,0.243,0.172,0.028,511228,0.080,0.059,0.002,162.93,105881,960,0.198,0.143,0.000,1579630,1.02,20.60,0.000,0.023,0.003
270000,3489,1.333,0.023,9.94,312237,292047,3255,47,16915,2506,1597301.5,521.7,0.643,0.066,0.084,0.100,0.108,473,5.43,3.30,0.04,0.54,0.14,1.38,0.14,1.48,5.11,2.40,0.01,0.15,0.011,0.080,418,0.097,0.853,0.001,0.000,0.145,296307,261214,12,0.342,0.010,0.025,908515,0.063,0.061,0.002,162.86,120308,811,0.208,0.340,0.000,1471490,1.02,20.38,0.000,0.010,0.002
280000,3476,1.347,0.022,9.74,285600,267357,2934,12,15310,959,1605136.9,150.3,0.569,0.088,0.109,0.114,0.121,523,5.44,2.89,0.07,0.69,0.10,1.01,0.08,0.98,5.19,2.39,0.00,0.05,0.009,0.076,402,0.121,0.862,0.003,0.000,0.135,268546,228726,12,0.239,0.078,0.015,701027,0.078,0.056,0.001,162.97,106500,956,0.157,0.500,0.000,1490287,1.03,20.33,0.000,0.011,0.000
290000,3461,1.354,0.025,9.63,287539,268680,3279,20,15575,1341,1611180.8,184.9,0.589,0.085,0.106,0.106,0.115,543,5.30,3.15,0.07,0.84,0.13,1.12,0.07,0.88,5.03,2.35,0.00,0.09,0.012,0.078,401,0.163,0.875,0.002,0.000,0.123,270961,230724,14,0.280,0.025,0.020,760484,0.068,0.059,0.002,162.93,103619,594,0.138,0.300,0.000,1320811,1.03,20.53,0.000,0.015,0.002
300000,3499,1.329,0.022,9.57,280743,262329,3031,40,15305,1966,1599567.1,469.2,0.560,0.087,0.115,0.115,0.123,493,5.19,2.88,0.05,0.74,0.10,0.85,0.07,0.67,4.97,2.43,0.00,0.04,0.013,0.090,388,0.156,0.866,0.003,0.000,0.131,264698,223692,14,0.275,0.012,0.022,699063,0.088,0.057,0.002,162.99,100183,903,0.239,0.300,0.000,1643064,1.02,20.72,0.000,0.016,0.001
310000,3622,1.311,0.020,8.71,287315,268967,3370,5,14850,1223,1585315.2,237.5,0.586,0.086,0.114,0.104,0.110,557,4.95,2.57,0.04,0.64,0.11,1.06,0.04,0.53,4.76,2.01,0.00,0.03,0.010,0.074,328,0.282,0.867,0.001,0.000,0.132,272277,230552,14,0.425,0.025,0.019,1055041,0.110,0.053,0.002,163.04,101891,165,0.194,0.600,0.000,1592090,1.01,20.89,0.000,0.008,0.000
320000,3623,1.301,0.019,8.95,287554,270067,3507,13,13966,1252,1575029.1,209.5,0.601,0.082,0.109,0.101,0.107,565,4.94,2.60,0.05,0.70,0.09,0.82,0.10,1.08,4.70,1.92,0.00,0.07,0.010,0.075,355,0.227,0.858,0.001,0.000,0.140,273957,235206,13,0.346,0.010,0.020,795179,0.094,0.053,0.002,163.02,102612,535,0.167,0.385,0.000,1548775,1.02,20.92,0.000,0.012,0.001
330000,3589,1.310,0.018,7.77,306203,288244,3537,10,14446,2827,1649644.8,676.4,0.631,0.080,0.107,0.088,0.094,597,5.19,3.42,0.04,0.57,0.08,0.75,0.07,0.98,5.00,3.03,0.00,0.10,0.008,0.066,341,0.400,0.814,0.002,0.000,0.184,293727,256538,13,0.565,0.044,0.013,438277,0.079,0.053,0.001,163.01,103363,629,0.239,0.500,0.001,1565401,1.02,20.66,0.000,0.017,0.001
340000,3614,1.281,0.018,7.51,357750,336877,3859,22,16967,2904,1606708.6,576.1,0.722,0.049,0.069,0.078,0.081,602,4.97,3.18,0.11,1.50,0.06,0.78,0.05,0.88,4.75,2.42,0.00,0.05,0.006,0.057,297,0.408,0.823,0.002,0.000,0.175,345496,319887,10,0.650,0.045,0.008,332599,0.097,0.055,0.002,162.99,111729,261,0.198,0.591,0.000,1308012,1.04,20.83,0.000,0.037,0.001
350000,3547,1.341,0.021,8.66,327898,308149,3516,84,16216,3412,1615742.9,622.3,0.663,0.064,0.082,0.092,0.099,529,5.22,2.71,0.05,0.58,0.08,0.88,0.10,0.77,5.00,2.21,0.00,0.03,0.007,0.060,381,0.260,0.848,0.001,0.000,0.151,313131,286077,11,0.416,0.001,0.030,787346,0.079,0.055,0.001,163.04,107718,842,0.182,0.333,0.000,1409684,1.02,20.19,0.000,0.024,0.000
360000,3467,1.345,0.026,9.68,300943,283330,2996,12,14685,1810,1599511.4,319.3,0.604,0.067,0.084,0.119,0.127,549,5.25,2.86,0.08,0.85,0.14,1.13,0.09,0.78,4.93,2.13,0.01,0.18,0.015,0.084,377,0.127,0.864,0.002,0.000,0.134,285029,248855,9,0.284,0.012,0.029,1098847,0.069,0.062,0.002,163.03,104640,101,0.176,0.667,0.000,1631281,1.03,20.38,0.000,0.018,0.002
370000,3520,1.331,0.023,9.41,295897,278612,3552,91,13589,4869,1597373.2,1114.2,0.613,0.071,0.085,0.111,0.119,547,5.14,2.71,0.08,0.88,0.09,0.73,0.10,1.11,4.87,2.01,0.00,0.03,0.012,0.082,414,0.189,0.864,0.002,0.000,0.134,279659,244525,11,0.267,0.020,0.023,974134,0.081,0.059,0.002,163.02,100959,896,0.229,0.286,0.000,1477740,1.03,20.47,0.000,0.032,0.001
380000,3542,1.315,0.024,9.49,300760,282849,3484,47,14358,2503,1607555.9,481.5,0.596,0.074,0.091,0.116,0.123,517,5.13,2.44,0.05,0.60,0.09,0.74,0.09,0.81,4.90,2.06,0.00,0.05,0.011,0.069,381,0.165,0.863,0.001,0.000,0.136,283380,244132,11,0.271,0.015,0.035,1035114,0.077,0.061,0.003,163.06,106361,731,0.192,0.404,0.000,1418398,1.02,20.58,0.000,0.022,0.001
390000,3535,1.323,0.024,10.20,290807,274168,3348,30,13268,2560,1621595.1,422.1,0.567,0.075,0.096,0.127,0.135,510,5.29,2.60,0.08,0.94,0.12,0.96,0.11,1.03,4.99,2.08,0.00,0.08,0.013,0.088,377,0.108,0.853,0.005,0.000,0.141,271730,233340,10,0.358,0.012,0.035,1379738,0.070,0.055,0.001,163.05,105680,685,0.165,0.500,0.000,1602498,1.03,20.50,0.000,0.020,0.001
400000,3469,1.351,0.026,9.85,292880,275332,3311,41,14262,1934,1595612.9,373.8,0.576,0.077,0.096,0.121,0.130,458,5.18,2.70,0.04,0.70,0.08,0.83,0.10,1.05,4.95,2.07,0.00,0.06,0.007,0.065,356,0.111,0.866,0.001,0.000,0.133,273499,234458,10,0.291,0.103,0.033,1115294,0.071,0.058,0.001,163.05,105197,690,0.193,0.463,0.000,1392389,1.02,20.66,0.000,0.028,0.001
410000,3498,1.317,0.026,9.80,296426,278665,3227,10,14495,1887,1604859.0,358.2,0.579,0.077,0.098,0.120,0.127,518,5.18,2.72,0.03,0.46,0.09,0.91,0.11,1.14,4.95,2.01,0.00,0.10,0.008,0.066,338,0.137,0.888,0.000,0.000,0.112,276649,238465,11,0.196,0.005,0.024,801753,0.083,0.060,0.002,163.06,102663,1157,0.190,0.200,0.000,1368211,1.01,20.72,0.000,0.019,0.001
420000,3496,1.318,0.022,10.88,284614,267448,2944,18,14206,1372,1611318.6,237.2,0.559,0.082,0.103,0.125,0.132,484,5.39,2.75,0.05,0.77,0.12,1.07,0.10,0.77,5.12,2.19,0.00,0.11,0.011,0.077,379,0.123,0.875,0.001,0.000,0.124,265517,224237,9,0.279,0.021,0.028,1128024,0.076,0.053,0.001,163.03,107878,631,0.173,0.389,0.000,1606183,1.02,20.43,0.000,0.015,0.001
430000,3509,1.336,0.021,10.97,298535,279850,3349,29,15294,1996,1590225.9,316.2,0.611,0.077,0.095,0.107,0.111,380,5.26,3.08,0.08,1.34,0.13,1.17,0.12,0.99,4.94,2.16,0.00,0.11,0.011,0.082,373,0.117,0.880,0.001,0.000,0.118,282620,241864,9,0.307,0.005,0.036,1167084,0.073,0.057,0.002,163.02,121377,706,0.158,0.241,0.000,1526569,1.03,20.59,0.000,0.018,0.001
440000,3463,1.331,0.021,10.91,297364,278525,3635,62,15188,3043,1599205.4,649.4,0.618,0.067,0.086,0.112,0.117,406,5.43,3.07,0.04,0.52,0.13,1.15,0.21,1.44,5.06,2.22,0.00,0.11,0.013,0.089,397,0.154,0.846,0.003,0.000,0.151,282681,245268,9,0.412,0.010,0.060,1475925,0.072,0.053,0.001,163.03,120759,809,0.213,0.323,0.000,1583388,1.02,20.27,0.000,0.022,0.001
450000,3499,1.353,0.019,11.12,321105,301015,3906,47,16101,3000,1562781.0,429.3,0.668,0.056,0.071,0.099,0.105,353,5.44,3.02,0.04,0.49,0.13,1.20,0.16,1.17,5.11,2.32,0.01,0.16,0.013,0.085,395,0.170,0.832,0.002,0.000,0.166,306461,275926,13,0.431,0.038,0.035,1657866,0.056,0.054,0.002,162.96,131227,650,0.143,0.340,0.000,1236696,1.02,20.33,0.000,0.017,0.002
460000,3511,1.325,0.020,10.70,295802,275949,3863,55,15923,2775,1584268.8,474.1,0.650,0.058,0.073,0.107,0.112,412,5.53,2.97,0.04,0.79,0.09,0.87,0.16,1.43,5.25,2.22,0.00,0.12,0.008,0.064,339,0.152,0.868,0.001,0.000,0.130,282751,249693,9,0.309,0.044,0.027,974692,0.075,0.050,0.001,162.92,121280,1007,0.171,0.327,0.000,1413966,1.02,20.12,0.000,0.019,0.001
470000,3526,1.310,0.023,10.78,281162,263367,3266,33,14481,3448,1576172.9,699.3,0.585,0.074,0.094,0.118,0.129,477,5.32,3.09,0.03,0.91,0.14,1.22,0.19,1.61,4.96,2.08,0.00,0.06,0.012,0.086,365,0.161,0.887,0.001,0.000,0.112,263748,231672,10,0.335,0.009,0.036,1094383,0.078,0.059,0.002,163.02,105317,636,0.203,0.364,0.000,1337074,1.01,20.51,0.000,0.057,0.001
480000,3534,1.329,0.021,10.95,280913,263429,3153,118,14205,4720,1579876.1,947.2,0.579,0.075,0.095,0.121,0.130,475,5.49,3.00,0.04,0.57,0.12,1.13,0.14,1.32,5.19,2.22,0.00,0.12,0.011,0.084,344,0.169,0.860,0.000,0.000,0.139,263807,228147,9,0.343,0.190,0.031,988290,0.084,0.053,0.001,163.03,104772,552,0.201,0.246,0.000,1573581,1.02,20.48,0.000,0.015,0.001
490000,3371,1.349,0.027,11.21,281293,263273,3252,857,14074,38767,1571760.2,8844.9,0.594,0.079,0.099,0.111,0.118,437,5.91,3.93,0.16,1.13,0.22,1.61,0.17,1.61,5.35,2.80,0.04,0.43,0.014,0.083,545,0.078,0.893,0.012,0.001,0.094,264859,227173,9,0.181,0.172,0.035,935091,0.084,0.070,0.003,162.92,110528,400,0.228,0.259,0.007,1582817,1.05,20.13,0.000,0.261,0.009
500000,3418,1.345,0.025,11.21,268076,251845,3119,536,12529,31329,1581901.8,6841.5,0.562,0.075,0.100,0.128,0.135,406,5.72,3.00,0.03,0.41,0.14,1.30,0.11,0.97,5.44,2.32,0.01,0.24,0.012,0.078,425,0.113,0.876,0.004,0.000,0.120,250086,211421,9,0.260,0.266,0.030,1104951,0.071,0.057,0.002,162.94,110356,442,0.218,0.263,0.002,1562985,1.01,20.29,0.000,0.066,0.004
510000,3493,1.323,0.023,11.07,282005,265763,3336,82,12749,5231,1604655.9,1138.4,0.574,0.075,0.099,0.122,0.130,439,5.50,2.94,0.06,0.90,0.15,1.23,0.14,1.32,5.15,2.09,0.00,0.13,0.014,0.091,373,0.137,0.863,0.000,0.000,0.137,264679,226119,9,0.281,0.322,0.028,1010063,0.078,0.055,0.001,163.05,114231,420,0.218,0.268,0.000,1554009,1.03,20.57,0.000,0.042,0.001
520000,3476,1.336,0.023,10.94,279603,263899,3341,79,12301,4421,1590817.5,773.6,0.581,0.075,0.095,0.120,0.128,455,5.46,2.94,0.06,0.94,0.10,0.94,0.19,1.53,5.11,2.04,0.00,0.15,0.009,0.074,361,0.129,0.866,0.001,0.000,0.133,263471,225200,11,0.327,0.003,0.041,1271604,0.068,0.054,0.001,163.02,111114,873,0.175,0.316,0.000,1445454,1.03,20.62,0.000,0.028,0.001
530000,3499,1.317,0.022,10.80,278700,262328,3171,77,13101,3317,1599777.9,550.3,0.561,0.075,0.097,0.129,0.138,466,5.45,2.44,0.02,0.40,0.08,0.85,0.13,1.03,5.21,2.02,0.00,0.09,0.008,0.068,320,0.210,0.857,0.000,0.000,0.143,262429,223112,13,0.409,0.055,0.034,1128565,0.085,0.051,0.001,163.04,109747,788,0.166,0.299,0.000,1525890,1.01,20.64,0.000,0.025,0.001
540000,3535,1.310,0.021,11.08,277667,260992,3482,25,13132,2037,1570197.9,195.2,0.571,0.071,0.090,0.133,0.134,458,5.20,2.51,0.04,0.59,0.07,0.85,0.13,1.24,4.96,1.88,0.00,0.03,0.007,0.063,307,0.160,0.870,0.001,0.000,0.128,263326,222052,15,0.442,0.039,0.029,1060865,0.097,0.053,0.001,163.03,110658,841,0.096,0.400,0.000,1540686,1.02,20.93,0.000,0.029,0.000
550000,3508,1.310,0.019,10.54,296807,280168,3122,29,13515,1865,1609059.2,202.9,0.593,0.067,0.087,0.124,0.129,413,5.55,3.17,0.04,0.73,0.07,0.74,0.22,1.62,5.22,2.34,0.00,0.06,0.004,0.042,316,0.150,0.816,0.000,0.000,0.184,283256,241971,11,0.294,0.392,0.068,1823657,0.078,0.051,0.001,163.05,116827,721,0.109,0.310,0.000,1662760,1.02,20.63,0.000,0.021,0.001
560000,3540,1.295,0.016,10.50,337608,318777,3600,186,15013,7250,1594792.6,705.7,0.699,0.054,0.067,0.086,0.094,416,5.51,3.10,0.02,0.58,0.08,0.97,0.27,1.98,5.14,2.09,0.00,0.11,0.007,0.060,326,0.177,0.807,0.001,0.000,0.192,325851,289033,8,0.464,0.326,0.068,2076287,0.078,0.046,0.001,163.01,132671,777,0.097,0.349,0.000,1260628,1.01,20.67,0.000,0.045,0.001
570000,3526,1.329,0.018,10.34,351778,332422,3972,130,15268,5409,1593613.6,574.3,0.731,0.044,0.055,0.082,0.087,385,5.33,2.92,0.02,0.35,0.07,1.18,0.18,1.59,5.06,2.06,0.00,0.02,0.006,0.054,336,0.123,0.853,0.000,0.000,0.147,340793,305906,12,0.328,0.057,0.038,1985074,0.061,0.051,0.002,163.01,140408,679,0.106,0.369,0.000,1168073,1.01,20.78,0.001,0.033,0.000
580000,3564,1.330,0.020,10.28,288790,272643,3549,171,12389,5746,1565274.8,1117.3,0.631,0.058,0.071,0.117,0.123,485,5.20,3.06,0.02,0.39,0.06,0.91,0.17,1.83,4.95,2.28,0.00,0.02,0.006,0.064,306,0.167,0.848,0.000,0.000,0.152,275796,230716,10,0.480,0.049,0.038,1587727,0.065,0.052,0.002,162.98,111336,779,0.194,0.287,0.000,1610471,1.01,20.74,0.001,0.011,0.000
