step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
110000,3421,1.347,0.022,8.99,290070,268350,3088,19,18673,405,1618810.0,55.6,0.570,0.136,0.145,0.077,0.073,602,5.51,3.81,0.05,0.55,0.07,0.97,0.04,0.71,5.36,3.53,0.00,0.09,0.004,0.050,315,0.276,0.869,0.000,0.000,0.130,273903,241441,16,0.487,0.005,0.005,133519,0.062,0.055,0.001,162.76,98697,489,0.137,0.368,0.000,1461436,1.02,20.77,0.000,0.001,0.000
120000,3447,1.332,0.026,9.37,286248,264535,2873,6,18808,461,1605460.4,56.4,0.550,0.144,0.151,0.081,0.074,581,5.45,3.59,0.05,0.52,0.04,0.55,0.01,0.30,5.35,3.48,0.00,0.00,0.004,0.050,327,0.148,0.881,0.001,0.000,0.118,269181,230123,16,0.276,0.007,0.003,139444,0.080,0.065,0.003,162.76,100359,475,0.122,0.000,0.000,1405228,1.02,20.89,0.000,0.003,0.000
130000,3489,1.312,0.022,9.77,285924,263915,3156,1,18810,316,1600004.6,53.7,0.569,0.134,0.147,0.079,0.071,527,5.36,3.51,0.09,1.07,0.05,0.83,0.01,0.40,5.20,3.17,0.00,0.03,0.004,0.054,335,0.139,0.872,0.001,0.000,0.127,270184,228858,12,0.252,0.003,0.004,111277,0.092,0.058,0.002,162.80,107919,39,0.170,1.000,0.000,1402403,1.05,21.22,0.000,0.004,0.001
140000,2841,1.401,0.026,9.88,273231,250117,2255,4200,17307,170178,1570762.8,30165.7,0.535,0.155,0.161,0.077,0.071,538,8.43,7.51,0.79,2.51,0.41,2.80,0.04,0.46,7.19,5.59,0.09,0.62,0.013,0.078,1164,0.043,0.861,0.080,0.000,0.059,257666,209128,12,0.302,0.085,0.011,193512,0.083,0.071,0.004,162.70,103639,394,0.177,0.226,0.023,2376401,1.29,18.83,0.001,0.551,0.024
150000,3288,1.374,0.022,9.79,231708,209614,1252,5469,14926,287416,1642148.5,46099.4,0.434,0.185,0.212,0.090,0.078,554,6.07,3.70,0.05,0.42,0.05,0.84,0.03,0.92,5.93,3.46,0.00,0.08,0.004,0.050,412,0.103,0.874,0.000,0.000,0.126,217097,157587,13,0.208,0.014,0.002,140849,0.111,0.058,0.002,162.74,86465,371,0.160,0.154,0.000,3012907,1.02,20.05,0.000,0.006,0.001
160000,3393,1.292,0.025,9.94,276079,252721,2690,3,20560,268,1614515.2,31.6,0.516,0.158,0.172,0.081,0.073,526,5.67,3.84,0.09,1.15,0.06,1.02,0.03,0.40,5.49,3.47,0.00,0.00,0.004,0.055,382,0.136,0.884,0.001,0.000,0.115,257777,216803,10,0.351,0.062,0.009,195760,0.127,0.055,0.001,162.78,98458,2045,0.118,0.000,0.000,1919535,1.04,21.08,0.000,0.001,0.000
170000,3362,1.313,0.024,9.61,284328,262293,2413,24,19629,655,1628615.9,68.2,0.505,0.158,0.171,0.086,0.080,540,5.48,3.71,0.07,0.83,0.04,0.79,0.01,0.24,5.36,3.44,0.00,0.00,0.003,0.044,352,0.198,0.901,0.001,0.000,0.098,265926,229488,12,0.407,0.015,0.006,293487,0.113,0.058,0.002,162.88,94941,278,0.104,0.333,0.000,1970480,1.03,21.35,0.000,0.007,0.000
180000,3434,1.321,0.023,9.84,307599,283548,2830,4,21145,760,1631789.9,91.1,0.579,0.123,0.140,0.082,0.076,458,5.42,3.63,0.12,1.00,0.07,0.88,0.04,0.69,5.19,3.29,0.00,0.10,0.008,0.074,423,0.194,0.861,0.002,0.000,0.137,292149,259586,11,0.427,0.003,0.009,297164,0.085,0.062,0.003,162.82,111229,160,0.120,0.750,0.000,1688193,1.06,21.62,0.000,0.011,0.001
190000,3473,1.262,0.017,9.15,327349,302815,2845,76,21574,1738,1637572.1,275.8,0.629,0.099,0.115,0.075,0.082,481,5.42,4.24,0.06,0.72,0.06,0.78,0.01,0.19,5.30,4.08,0.00,0.05,0.005,0.061,321,0.215,0.837,0.001,0.000,0.162,316939,290165,9,0.714,0.030,0.003,196942,0.078,0.053,0.002,162.82,112950,460,0.159,0.342,0.000,2448619,1.02,21.39,0.000,0.012,0.000
200000,3324,1.304,0.016,9.01,375569,348920,3267,89,23442,3780,1626187.5,615.5,0.695,0.089,0.103,0.052,0.061,464,6.22,5.05,0.12,1.30,0.11,1.51,0.05,0.72,5.93,4.41,0.00,0.09,0.008,0.079,484,0.109,0.782,0.003,0.000,0.215,364873,342892,8,0.680,0.020,0.010,231976,0.080,0.050,0.001,162.91,124982,569,0.163,0.404,0.000,2155886,1.04,20.38,0.001,0.033,0.001
210000,3329,1.294,0.016,8.74,368787,344412,3493,190,20687,6028,1631708.1,1018.4,0.706,0.089,0.107,0.048,0.050,503,6.24,4.99,0.03,0.39,0.14,1.54,0.03,0.43,6.04,4.73,0.00,0.13,0.009,0.080,446,0.101,0.789,0.001,0.000,0.210,357215,336720,9,0.731,0.004,0.007,252369,0.062,0.050,0.002,162.83,123409,766,0.169,0.347,0.000,1480537,1.01,20.42,0.000,0.032,0.002
220000,3412,1.319,0.021,9.25,334936,312049,3496,47,19261,2545,1620990.0,373.4,0.658,0.092,0.115,0.067,0.067,569,5.60,3.85,0.08,0.81,0.09,1.31,0.01,0.37,5.43,3.50,0.00,0.13,0.005,0.058,393,0.145,0.880,0.002,0.000,0.118,322224,297145,9,0.456,0.093,0.004,185740,0.081,0.055,0.002,162.75,107784,922,0.147,0.319,0.000,1764307,1.04,21.08,0.000,0.012,0.001
230000,3431,1.287,0.018,9.14,306822,284369,3209,43,19182,1606,1603157.5,160.7,0.600,0.105,0.127,0.082,0.086,585,5.38,4.05,0.06,1.01,0.04,0.67,0.01,0.21,5.27,3.81,0.00,0.07,0.004,0.052,343,0.160,0.841,0.001,0.000,0.158,294505,264804,10,0.621,0.021,0.003,116230,0.133,0.053,0.002,162.81,96230,959,0.100,0.209,0.000,2523309,1.02,21.42,0.000,0.019,0.001
240000,3429,1.341,0.020,9.05,320774,298846,3205,581,18144,7338,1621814.9,1490.2,0.626,0.105,0.126,0.070,0.072,558,5.67,4.16,0.06,0.97,0.09,1.32,0.02,0.34,5.51,3.68,0.00,0.13,0.006,0.066,404,0.118,0.853,0.001,0.000,0.146,308404,280724,8,0.643,0.006,0.004,174741,0.090,0.061,0.003,162.80,107094,549,0.203,0.250,0.000,2040083,1.02,20.91,0.000,0.029,0.002
250000,3424,1.354,0.022,9.91,296229,275933,3144,76,17081,1996,1626626.2,353.6,0.584,0.122,0.142,0.076,0.076,513,5.63,3.78,0.06,0.77,0.05,0.65,0.04,0.95,5.47,3.43,0.00,0.00,0.006,0.068,428,0.134,0.874,0.001,0.000,0.126,282135,251551,7,0.332,0.000,0.007,247572,0.085,0.059,0.002,162.84,102463,512,0.177,0.237,0.000,1861809,1.03,21.10,0.000,0.008,0.000
260000,3463,1.325,0.020,9.70,298043,276881,3191,24,17908,1050,1631579.9,156.4,0.598,0.119,0.142,0.070,0.070,480,5.61,4.25,0.07,0.99,0.07,1.01,0.04,0.55,5.43,3.89,0.00,0.07,0.005,0.060,441,0.119,0.851,0.000,0.000,0.148,284554,248589,8,0.434,0.095,0.011,333781,0.064,0.059,0.003,162.82,112399,758,0.149,0.292,0.000,1967270,1.04,21.18,0.000,0.008,0.001
270000,3477,1.303,0.019,9.74,312225,289932,3587,29,18663,1398,1629097.6,219.1,0.644,0.104,0.121,0.065,0.066,481,5.32,3.89,0.08,0.77,0.10,1.18,0.03,0.50,5.11,3.58,0.00,0.03,0.008,0.072,410,0.147,0.838,0.002,0.000,0.160,300210,267342,11,0.437,0.036,0.008,438531,0.062,0.061,0.003,162.75,116995,580,0.157,0.379,0.000,1821523,1.05,21.22,0.000,0.017,0.000
280000,3458,1.321,0.020,10.28,301008,278248,3450,14,19315,842,1631167.5,167.5,0.607,0.121,0.138,0.066,0.068,465,5.46,3.89,0.13,1.45,0.05,0.68,0.05,0.73,5.23,3.47,0.00,0.09,0.004,0.047,400,0.188,0.871,0.001,0.000,0.128,287449,251074,13,0.265,0.016,0.010,318029,0.086,0.057,0.002,162.79,112469,319,0.199,0.571,0.000,2061498,1.06,21.45,0.000,0.008,0.001
290000,3475,1.315,0.021,10.12,290406,268205,3256,82,18846,1805,1634699.8,389.8,0.566,0.132,0.146,0.078,0.079,470,5.14,3.20,0.08,1.09,0.07,1.07,0.05,0.66,4.95,2.59,0.00,0.11,0.005,0.055,342,0.187,0.889,0.000,0.000,0.111,277336,237645,16,0.237,0.022,0.009,330953,0.064,0.061,0.003,162.85,112280,690,0.216,0.366,0.000,2138382,1.04,21.76,0.000,0.013,0.001
300000,3507,1.301,0.018,9.80,292651,269441,3472,14,19692,1128,1606790.5,146.9,0.597,0.119,0.134,0.075,0.075,453,5.18,3.59,0.06,0.74,0.06,0.76,0.03,0.61,5.04,3.29,0.00,0.08,0.006,0.058,355,0.154,0.839,0.001,0.000,0.161,279849,243234,18,0.406,0.039,0.008,293690,0.062,0.052,0.002,162.69,111653,433,0.130,0.286,0.000,1665850,1.03,21.77,0.000,0.011,0.001
310000,3435,1.294,0.023,9.98,294718,271399,3332,10,20049,1010,1638928.9,128.3,0.577,0.123,0.138,0.080,0.082,516,5.52,3.70,0.07,0.74,0.01,0.32,0.08,0.81,5.36,3.41,0.00,0.05,0.001,0.016,342,0.156,0.889,0.001,0.000,0.111,280675,247845,16,0.357,0.008,0.019,346202,0.081,0.059,0.003,162.87,106220,1126,0.127,0.200,0.000,2005863,1.03,21.45,0.001,0.005,0.000
320000,3501,1.303,0.018,10.24,305621,281918,2800,202,20635,5280,1620583.5,1115.7,0.576,0.113,0.133,0.089,0.089,471,5.47,3.53,0.07,1.00,0.02,0.43,0.05,0.60,5.33,3.27,0.00,0.07,0.002,0.036,413,0.145,0.825,0.001,0.000,0.174,290570,256549,13,0.288,0.011,0.016,494748,0.059,0.053,0.002,162.89,116472,616,0.211,0.198,0.000,2159219,1.03,21.41,0.000,0.016,0.001
330000,3394,1.334,0.022,9.75,328973,304193,3208,15,21664,844,1631267.0,151.9,0.631,0.095,0.112,0.080,0.082,460,5.55,3.54,0.06,0.78,0.04,0.77,0.04,0.52,5.41,3.25,0.00,0.13,0.003,0.047,395,0.130,0.841,0.001,0.000,0.159,314810,283728,12,0.406,0.152,0.011,353950,0.062,0.059,0.003,162.91,121454,464,0.180,0.200,0.000,1880277,1.02,21.34,0.000,0.009,0.002
340000,3386,1.336,0.026,9.37,291361,268895,3117,6,19351,570,1612720.2,87.3,0.581,0.112,0.132,0.088,0.087,540,5.63,3.87,0.05,0.61,0.06,1.01,0.02,0.42,5.50,3.57,0.00,0.04,0.004,0.050,374,0.107,0.883,0.001,0.000,0.117,274723,240449,17,0.420,0.007,0.006,292856,0.085,0.064,0.003,162.79,102643,1058,0.153,0.333,0.000,1863797,1.02,21.10,0.000,0.005,0.001
350000,3433,1.294,0.022,9.15,286197,263803,2602,31,19714,1507,1620358.0,277.1,0.525,0.130,0.152,0.097,0.095,545,5.23,3.38,0.04,0.59,0.04,0.77,0.02,0.42,5.13,3.16,0.00,0.02,0.002,0.041,331,0.112,0.864,0.001,0.000,0.135,269112,233248,10,0.516,0.052,0.004,161041,0.140,0.059,0.002,162.82,96527,1005,0.184,0.226,0.000,2344524,1.02,21.07,0.000,0.014,0.000
360000,3414,1.307,0.022,9.10,322336,297604,3048,21,21682,1328,1595321.1,212.0,0.621,0.105,0.122,0.077,0.075,575,5.60,4.17,0.04,0.53,0.09,1.23,0.04,0.72,5.43,3.81,0.00,0.00,0.006,0.067,392,0.095,0.839,0.001,0.000,0.160,307727,277830,9,0.580,0.001,0.008,237698,0.077,0.064,0.003,162.81,105595,638,0.160,0.381,0.000,2006110,1.02,20.87,0.000,0.018,0.000
370000,3421,1.321,0.022,9.06,320187,295449,3808,22,20901,1260,1601331.2,208.7,0.648,0.099,0.112,0.072,0.069,535,5.61,4.14,0.04,0.56,0.04,0.70,0.03,0.50,5.50,3.99,0.00,0.10,0.004,0.057,424,0.084,0.854,0.001,0.000,0.145,306055,278886,9,0.564,0.006,0.007,209647,0.066,0.060,0.003,162.73,108403,532,0.166,0.227,0.000,1547441,1.02,20.81,0.000,0.018,0.001
380000,3467,1.304,0.020,9.19,336265,311271,3326,81,21541,2587,1628566.5,460.7,0.655,0.097,0.114,0.065,0.069,532,5.35,3.55,0.06,0.70,0.08,1.17,0.00,0.09,5.21,3.25,0.00,0.11,0.005,0.057,366,0.185,0.838,0.000,0.000,0.161,322409,289653,9,0.635,0.025,0.001,145706,0.087,0.055,0.002,162.87,111842,442,0.178,0.370,0.000,2134213,1.03,20.94,0.000,0.025,0.001
390000,3453,1.301,0.028,9.10,301079,281519,2993,13,16568,1197,1628402.2,114.7,0.579,0.118,0.142,0.082,0.078,632,5.48,3.54,0.05,0.91,0.07,1.13,0.01,0.32,5.35,3.21,0.00,0.00,0.004,0.052,345,0.193,0.863,0.000,0.000,0.137,282117,253242,7,0.516,0.023,0.004,136526,0.120,0.059,0.002,162.85,92872,281,0.096,0.538,0.000,2011933,1.02,20.64,0.000,0.011,0.000
400000,3457,1.301,0.026,9.17,287493,268857,2867,9,15756,739,1626066.2,77.2,0.538,0.132,0.161,0.087,0.083,588,5.49,3.80,0.08,0.78,0.06,0.86,0.04,0.49,5.31,3.46,0.00,0.07,0.004,0.053,357,0.180,0.871,0.001,0.000,0.128,267497,237606,7,0.527,0.000,0.010,153100,0.100,0.059,0.002,162.84,87972,396,0.104,0.333,0.000,2087948,1.04,20.60,0.000,0.004,0.001
410000,3451,1.313,0.023,9.18,284415,266315,2968,21,15117,1726,1621839.5,306.1,0.544,0.132,0.161,0.083,0.079,603,5.54,4.29,0.11,0.87,0.05,0.71,0.04,0.54,5.33,3.95,0.00,0.00,0.004,0.045,424,0.149,0.865,0.006,0.000,0.128,266244,234143,9,0.429,0.040,0.012,237551,0.078,0.058,0.003,162.81,87190,545,0.177,0.095,0.000,2002026,1.05,20.83,0.000,0.027,0.000
420000,3486,1.303,0.024,9.39,293505,274305,3157,27,15981,1263,1636651.4,177.3,0.562,0.119,0.152,0.084,0.083,554,5.33,3.41,0.06,0.64,0.05,0.89,0.03,0.70,5.19,3.03,0.00,0.02,0.003,0.042,326,0.175,0.875,0.001,0.000,0.124,277486,243682,9,0.493,0.038,0.007,271479,0.057,0.055,0.002,162.90,96737,735,0.140,0.148,0.000,2014644,1.03,20.80,0.000,0.012,0.000
430000,3470,1.301,0.025,9.20,287523,268651,2788,11,16089,836,1628481.9,105.0,0.544,0.121,0.151,0.095,0.088,566,5.49,3.95,0.07,0.73,0.07,1.04,0.07,0.94,5.28,3.52,0.00,0.04,0.006,0.064,355,0.133,0.867,0.001,0.000,0.132,270332,235988,7,0.435,0.006,0.014,262781,0.072,0.065,0.002,162.84,95106,1069,0.126,0.182,0.000,1926545,1.03,20.83,0.000,0.008,0.001
440000,3413,1.314,0.022,9.22,307090,287021,3072,12,17042,1423,1629610.0,199.8,0.603,0.112,0.136,0.076,0.072,548,5.64,3.61,0.08,1.01,0.04,0.66,0.03,0.51,5.49,3.31,0.00,0.04,0.004,0.050,400,0.114,0.868,0.000,0.000,0.132,291374,257287,7,0.512,0.063,0.005,303752,0.064,0.055,0.002,162.76,101405,760,0.140,0.500,0.000,1725985,1.03,20.15,0.000,0.027,0.001
450000,3468,1.293,0.019,9.11,292092,273595,2737,30,15675,2167,1636121.0,434.4,0.556,0.128,0.150,0.082,0.085,569,5.43,3.39,0.07,0.77,0.07,0.91,0.06,0.71,5.22,2.92,0.00,0.03,0.005,0.055,382,0.127,0.859,0.001,0.000,0.140,276910,242877,9,0.468,0.007,0.017,191698,0.083,0.057,0.002,162.90,91740,414,0.200,0.433,0.000,2323203,1.03,20.54,0.000,0.012,0.001
460000,3428,1.322,0.022,8.95,301063,281889,3258,39,15917,3074,1608217.9,608.6,0.599,0.113,0.133,0.077,0.077,596,5.57,4.14,0.17,1.34,0.12,1.22,0.04,0.58,5.23,3.50,0.02,0.27,0.009,0.070,428,0.128,0.875,0.009,0.000,0.116,287350,256633,8,0.500,0.045,0.010,410228,0.047,0.060,0.003,162.90,95033,632,0.198,0.333,0.008,2038219,1.07,20.57,0.000,0.083,0.008
470000,3426,1.318,0.021,9.17,299626,280735,3015,88,15790,4342,1622147.6,847.1,0.585,0.124,0.147,0.074,0.070,584,5.57,3.58,0.09,1.07,0.07,1.19,0.03,0.49,5.38,3.07,0.00,0.05,0.004,0.052,358,0.153,0.847,0.001,0.000,0.151,283955,253460,8,0.615,0.017,0.008,303727,0.064,0.053,0.002,162.87,95478,638,0.195,0.284,0.000,1846149,1.04,20.18,0.000,0.034,0.001
480000,3441,1.343,0.024,9.03,286994,267884,3174,14,15907,1238,1576499.5,229.0,0.564,0.123,0.152,0.083,0.078,610,5.49,3.25,0.07,1.19,0.06,0.88,0.03,0.39,5.33,2.80,0.00,0.02,0.006,0.055,331,0.128,0.870,0.000,0.000,0.130,269702,239458,7,0.617,0.000,0.012,321233,0.048,0.060,0.002,162.91,94474,215,0.185,0.143,0.000,1747212,1.02,20.20,0.000,0.006,0.000
490000,3434,1.333,0.024,8.67,286141,267083,3123,31,15911,1247,1575813.8,214.4,0.564,0.123,0.150,0.088,0.076,632,5.38,3.24,0.03,0.45,0.03,0.41,0.02,0.38,5.29,3.09,0.00,0.04,0.003,0.041,327,0.212,0.881,0.002,0.000,0.117,266755,236598,7,0.393,0.209,0.006,186708,0.098,0.057,0.002,162.83,94466,613,0.172,0.226,0.000,1635755,1.01,20.42,0.000,0.018,0.001
500000,3462,1.286,0.025,8.77,280806,262980,2894,3,14901,1251,1617336.0,192.2,0.534,0.125,0.150,0.096,0.095,624,5.61,4.00,0.10,1.09,0.05,0.67,0.01,0.28,5.44,3.60,0.00,0.11,0.005,0.050,319,0.194,0.878,0.001,0.000,0.121,263227,231471,8,0.549,0.025,0.004,198554,0.133,0.055,0.001,162.83,82625,186,0.154,0.667,0.000,2231513,1.04,20.27,0.000,0.005,0.002
510000,3420,1.316,0.025,8.66,279659,262547,2722,16,14416,1156,1625604.0,185.1,0.513,0.124,0.151,0.110,0.103,650,5.54,3.11,0.05,0.52,0.06,0.83,0.02,0.40,5.41,2.83,0.00,0.00,0.005,0.055,288,0.126,0.871,0.001,0.000,0.128,262929,235399,7,0.423,0.117,0.004,168551,0.117,0.055,0.001,162.84,79148,1109,0.160,0.188,0.000,2106182,1.02,20.20,0.000,0.005,0.000
520000,3427,1.318,0.028,8.78,277174,259829,3059,45,14234,1523,1580424.6,246.2,0.535,0.112,0.139,0.110,0.104,694,5.39,3.58,0.04,0.58,0.05,0.74,0.04,0.58,5.26,3.36,0.00,0.03,0.006,0.057,336,0.159,0.898,0.001,0.000,0.102,260725,234115,9,0.542,0.000,0.010,196152,0.103,0.069,0.004,162.78,82103,897,0.162,0.311,0.000,2050859,1.01,20.51,0.000,0.017,0.000
530000,3407,1.346,0.025,8.49,271296,253916,2887,11,14502,983,1612813.6,118.1,0.528,0.116,0.141,0.112,0.102,724,5.68,3.53,0.09,1.04,0.11,1.39,0.03,0.39,5.45,2.93,0.00,0.06,0.006,0.061,353,0.103,0.875,0.001,0.000,0.124,254787,226911,8,0.448,0.019,0.015,431929,0.048,0.058,0.002,162.69,81386,846,0.120,0.273,0.000,1764427,1.04,20.40,0.000,0.009,0.001
540000,3350,1.301,0.025,9.08,267339,249320,2946,5,15125,382,1624656.2,34.2,0.521,0.116,0.142,0.114,0.107,685,5.75,3.14,0.06,0.65,0.05,0.69,0.02,0.62,5.62,2.72,0.00,0.03,0.004,0.043,300,0.141,0.887,0.001,0.000,0.113,250735,222409,7,0.515,0.016,0.006,286689,0.093,0.060,0.002,162.76,82232,1017,0.090,0.000,0.000,2004430,1.02,19.77,0.000,0.003,0.000
550000,3367,1.325,0.026,9.17,272779,254319,2616,4,15823,548,1634252.0,48.8,0.484,0.124,0.153,0.120,0.119,617,5.64,3.60,0.06,0.64,0.06,0.89,0.03,0.37,5.50,3.33,0.00,0.05,0.004,0.054,317,0.110,0.876,0.002,0.000,0.122,256256,227189,8,0.563,0.000,0.007,226270,0.126,0.057,0.002,162.96,85026,458,0.089,0.000,0.000,2712567,1.02,20.01,0.000,0.004,0.000
560000,3413,1.321,0.025,8.93,275916,257274,2875,9,15712,646,1593124.4,65.0,0.527,0.119,0.145,0.108,0.102,654,5.69,3.72,0.08,0.98,0.06,0.99,0.03,0.38,5.52,3.30,0.00,0.03,0.004,0.045,350,0.146,0.878,0.002,0.000,0.119,259473,230106,7,0.559,0.000,0.007,242222,0.084,0.058,0.002,162.88,86767,707,0.101,0.556,0.000,2003037,1.03,20.21,0.000,0.009,0.000
570000,3474,1.325,0.022,8.66,281273,263487,3047,15,14663,879,1593064.0,94.5,0.548,0.116,0.139,0.103,0.094,689,5.44,3.96,0.05,0.64,0.06,0.84,0.02,0.42,5.31,3.73,0.00,0.02,0.007,0.066,322,0.144,0.879,0.002,0.000,0.119,264900,237070,6,0.579,0.022,0.004,263984,0.097,0.060,0.003,162.79,86203,306,0.107,0.533,0.000,1737286,1.02,20.51,0.001,0.006,0.000
580000,3499,1.302,0.022,8.77,281734,263380,3228,20,15081,817,1599931.8,99.1,0.546,0.111,0.134,0.108,0.101,652,5.18,3.37,0.05,0.74,0.06,1.07,0.02,0.38,5.04,3.10,0.00,0.00,0.005,0.060,292,0.212,0.887,0.001,0.000,0.112,267442,238179,6,0.544,0.018,0.006,223390,0.097,0.061,0.003,162.73,88369,846,0.121,0.350,0.000,2030593,1.02,20.77,0.000,0.004,0.000
590000,3469,1.300,0.021,8.61,312616,292533,3616,51,16446,2210,1595037.1,415.0,0.644,0.085,0.100,0.085,0.086,635,5.21,3.67,0.06,0.80,0.08,0.96,0.03,0.63,5.04,3.22,0.00,0.08,0.007,0.068,278,0.300,0.868,0.001,0.000,0.131,301011,277340,6,0.688,0.009,0.006,276894,0.090,0.059,0.003,162.63,96734,490,0.188,0.412,0.000,1952386,1.02,20.77,0.000,0.005,0.001
