step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat
5000,3,1073,8.6,0.0,0.1,0.1,8.5,0.0,1.01,15.1,201,322,25.39,0.00
5000,1,863,9.0,0.3,0.3,0.2,8.3,0.0,1.08,16.4,172,310,23.12,0.02
5000,2,189,9.1,0.0,0.0,0.0,9.1,0.0,1.00,13.6,13,193,15.44,0.00
5000,4,139,16.2,0.0,0.1,0.0,16.0,0.0,1.01,11.9,32,185,19.63,0.00
5000,5,56,10.4,2.5,0.0,0.1,7.7,0.0,1.60,15.0,17,390,35.58,0.27
5000,6,43,9.4,0.0,0.0,0.5,8.9,0.0,1.00,15.3,11,227,17.48,0.00
6000,3,1079,7.7,0.0,0.1,0.1,7.6,0.0,1.01,16.8,208,494,38.68,0.00
6000,1,1057,8.9,0.4,0.3,0.2,8.0,0.0,1.11,16.5,245,381,28.56,0.01
6000,9,326,7.9,0.0,0.3,0.0,7.5,0.0,1.02,16.3,76,297,19.54,0.01
6000,2,137,8.6,0.0,0.1,0.0,8.5,0.0,1.00,14.2,20,220,15.57,0.00
6000,4,95,15.2,0.0,0.0,0.4,14.8,0.0,1.00,13.1,25,291,29.25,0.00
6000,6,62,9.2,0.0,0.0,1.4,7.8,0.0,1.00,16.5,15,212,16.21,0.00
6000,10,49,9.2,0.0,0.0,0.0,9.2,0.0,1.00,14.0,16,195,15.53,0.00
6000,5,41,8.3,1.8,0.0,0.0,6.6,0.0,1.49,16.4,13,992,82.93,0.34
7000,1,1265,8.8,0.2,0.3,0.3,8.0,0.0,1.07,16.6,245,434,32.18,0.01
7000,3,1007,7.2,0.0,0.1,0.1,7.1,0.0,1.00,17.6,184,699,51.87,0.01
7000,9,301,7.6,0.1,0.3,0.0,7.2,0.0,1.04,16.9,57,340,21.39,0.00
7000,2,100,9.7,0.0,0.0,0.0,9.7,0.0,1.00,12.7,11,176,13.75,0.00
7000,6,90,9.0,0.0,0.2,0.5,8.4,0.0,1.00,15.4,27,203,14.80,0.00
7000,4,55,15.6,0.0,0.0,0.1,15.4,0.0,1.00,11.9,19,166,15.31,0.00
7000,5,49,6.1,0.5,0.0,0.0,5.7,0.0,1.13,19.5,14,1082,73.93,0.01
7000,10,9,10.2,0.0,0.0,0.0,10.2,0.0,1.00,15.6,5,182,12.41,0.00
8000,1,1100,8.1,0.2,0.2,0.3,7.4,0.0,1.06,17.3,237,481,35.58,0.01
8000,3,909,7.1,0.0,0.1,0.1,7.0,0.0,1.01,17.8,177,773,55.92,0.00
8000,9,390,7.6,0.1,0.1,0.1,7.3,0.0,1.04,16.9,88,320,20.37,0.01
8000,2,148,10.6,0.0,0.0,0.0,10.6,0.0,1.00,12.3,17,171,13.53,0.00
8000,5,68,4.8,0.1,0.0,0.0,4.7,0.0,1.03,21.1,15,711,42.14,0.00
8000,6,65,8.5,0.0,0.0,0.4,8.0,0.0,1.00,15.3,16,212,14.84,0.00
8000,4,42,12.8,0.0,0.0,0.0,12.8,0.0,1.00,12.6,13,179,15.64,0.00
8000,10,8,6.0,0.0,0.0,0.0,6.0,0.0,1.00,18.0,3,241,15.70,0.00
8000,18,5,4.2,0.0,0.0,0.0,4.2,0.0,1.00,21.6,2,1173,67.01,0.00
9000,1,1245,7.9,0.2,0.2,0.3,7.2,0.0,1.06,17.5,263,499,37.11,0.01
9000,3,1049,7.0,0.0,0.1,0.1,6.8,0.0,1.00,18.4,174,679,49.10,0.01
9000,9,101,7.5,0.1,0.2,0.0,7.2,0.0,1.02,17.6,19,560,34.41,0.00
9000,6,75,8.4,0.0,0.1,0.1,8.1,0.0,1.00,14.7,23,246,16.83,0.00
9000,2,63,10.2,0.4,0.1,0.0,9.7,0.0,1.17,12.2,9,184,14.31,0.00
9000,5,44,4.9,0.1,0.2,0.0,4.7,0.0,1.02,21.0,10,1076,62.80,0.00
9000,18,18,4.7,0.0,0.2,0.0,4.5,0.0,1.00,21.8,4,590,33.36,0.00
9000,10,9,9.6,0.0,0.7,0.0,8.9,0.0,1.00,14.2,6,515,38.64,0.00
9000,4,7,9.7,0.0,0.0,1.0,8.7,0.0,1.00,15.1,3,145,9.76,0.00
10000,3,1257,6.3,0.1,0.1,0.1,6.0,0.0,1.01,19.1,187,601,44.91,0.05
10000,1,904,7.1,0.2,0.3,0.0,6.6,0.0,1.08,18.9,176,431,31.11,0.00
10000,9,97,6.5,0.0,0.0,0.0,6.4,0.0,1.01,19.0,15,423,25.41,0.00
10000,2,71,10.1,0.0,0.0,0.0,10.1,0.0,1.00,12.6,9,237,18.32,0.00
10000,6,50,7.6,0.0,0.0,0.0,7.5,0.0,1.00,16.4,16,273,17.80,0.00
10000,5,15,5.9,0.0,0.0,0.0,5.9,0.0,1.00,20.1,6,1247,68.63,0.00
10000,18,13,5.5,0.0,0.5,0.6,4.4,0.0,1.00,20.8,4,1094,62.19,0.00
10000,10,9,7.8,0.0,0.0,0.0,7.8,0.0,1.00,15.3,3,566,41.91,0.00
11000,3,1335,6.4,0.0,0.0,0.1,6.2,0.0,1.00,19.1,189,713,55.50,0.00
11000,1,782,6.7,0.1,0.2,0.0,6.4,0.0,1.05,19.3,150,549,41.55,0.00
11000,9,143,7.1,0.1,0.1,0.0,6.9,0.0,1.06,18.0,32,346,20.86,0.00
11000,2,74,11.2,0.0,0.0,0.2,10.9,0.0,1.00,11.9,8,179,14.65,0.00
11000,6,68,8.2,0.0,0.0,0.0,8.2,0.0,1.00,14.8,14,194,13.77,0.00
11000,18,21,6.0,0.0,1.2,0.0,4.8,0.0,1.00,19.8,9,459,27.06,0.00
11000,10,5,14.6,0.0,0.0,0.0,14.6,0.0,1.00,11.2,3,318,28.80,0.00
12000,3,1279,6.0,0.0,0.1,0.1,5.8,0.0,1.00,19.6,165,613,47.63,0.00
