step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
110000,3426,1.371,0.037,9.58,273004,251500,3034,3,18532,305,1493421.6,24.6,0.679,0.134,0.132,0.019,0.036,590,5.54,3.62,0.11,1.17,0.01,0.39,0.27,1.49,5.14,3.04,0.00,0.00,0.001,0.028,341,0.108,0.883,0.001,0.000,0.116,257244,228098,13,0.382,0.053,0.091,4025246,0.018,0.102,0.011,161.78,96704,569,0.081,0.000,0.000,992750,1.04,20.65,0.000,0.002,0.000
120000,3476,1.378,0.035,9.78,252524,233481,2749,9,16235,642,1517212.5,71.2,0.642,0.148,0.147,0.021,0.041,571,5.77,4.27,0.18,1.78,0.06,1.19,0.17,1.54,5.36,3.24,0.00,0.14,0.005,0.053,350,0.114,0.887,0.002,0.000,0.110,235135,201017,12,0.272,0.028,0.040,1535357,0.046,0.093,0.008,161.83,95465,585,0.111,0.222,0.000,1091188,1.06,20.41,0.001,0.005,0.001
130000,3434,1.375,0.034,9.96,252544,235142,2595,2,14847,433,1550279.2,35.0,0.616,0.157,0.159,0.022,0.046,579,5.83,3.78,0.11,1.37,0.06,0.88,0.17,1.71,5.48,2.94,0.00,0.09,0.004,0.049,356,0.159,0.877,0.000,0.000,0.122,234937,198265,11,0.218,0.059,0.043,1148316,0.049,0.089,0.008,162.12,97234,340,0.081,0.500,0.000,1132130,1.04,20.43,0.000,0.007,0.001
140000,3426,1.363,0.037,9.87,260841,242931,2883,1,15034,376,1559357.4,41.1,0.619,0.156,0.161,0.020,0.043,563,5.69,3.07,0.08,1.03,0.08,0.89,0.11,0.91,5.43,2.60,0.01,0.20,0.007,0.069,322,0.180,0.863,0.001,0.000,0.136,242929,208564,16,0.256,0.116,0.033,1450933,0.050,0.089,0.007,162.24,99813,1126,0.109,0.000,0.000,1027452,1.03,20.52,0.000,0.007,0.003
150000,3500,1.328,0.036,9.97,263224,244964,3263,8,14915,600,1548475.4,20.7,0.627,0.154,0.153,0.025,0.041,533,5.49,3.74,0.06,0.79,0.07,0.89,0.11,1.14,5.25,3.24,0.01,0.13,0.008,0.079,300,0.151,0.866,0.001,0.000,0.133,247535,212067,15,0.435,0.051,0.020,813834,0.066,0.099,0.010,162.18,95948,171,0.035,0.500,0.000,1247263,1.02,20.82,0.000,0.007,0.002
160000,3550,1.303,0.035,9.85,287689,267172,3797,3,16667,505,1460548.1,18.5,0.700,0.125,0.124,0.021,0.030,504,5.19,3.51,0.07,1.23,0.07,0.85,0.09,0.89,4.95,2.98,0.00,0.05,0.007,0.069,290,0.201,0.853,0.001,0.000,0.146,274655,245753,16,0.467,0.021,0.021,717597,0.067,0.100,0.010,161.90,105609,1096,0.037,0.333,0.000,1191092,1.02,21.20,0.000,0.005,0.001
170000,3635,1.302,0.030,9.53,297896,276867,3906,1,17037,517,1438297.9,27.3,0.712,0.120,0.118,0.021,0.029,495,4.86,3.32,0.02,0.46,0.05,0.68,0.08,1.01,4.72,2.99,0.00,0.03,0.005,0.063,256,0.316,0.857,0.001,0.000,0.143,284301,257977,13,0.548,0.014,0.015,766561,0.059,0.093,0.009,161.90,104458,2444,0.053,0.000,0.000,1162368,1.01,21.63,0.000,0.002,0.001
180000,3617,1.294,0.027,9.63,315187,292096,4362,0,18747,281,1387678.1,8.9,0.745,0.101,0.098,0.028,0.027,495,4.66,3.22,0.04,0.74,0.05,0.74,0.04,0.63,4.53,2.95,0.00,0.00,0.006,0.070,247,0.441,0.846,0.000,0.000,0.154,303488,280987,11,0.736,0.064,0.009,479530,0.084,0.092,0.009,161.82,105334,0,0.032,0.000,0.000,1488091,1.02,21.89,0.000,0.002,0.000
190000,3643,1.282,0.029,10.25,288163,264777,4396,1,18963,210,1404054.1,12.1,0.705,0.117,0.113,0.033,0.032,513,4.79,3.23,0.03,1.10,0.05,0.74,0.09,0.94,4.63,2.91,0.00,0.03,0.006,0.072,246,0.357,0.857,0.000,0.000,0.143,276207,248033,12,0.646,0.011,0.022,461437,0.102,0.091,0.008,161.76,95425,34,0.058,1.000,0.000,1775259,1.01,21.81,0.001,0.002,0.000
200000,3646,1.283,0.024,9.75,306754,283047,4494,1,19209,335,1397521.4,29.5,0.741,0.104,0.099,0.026,0.030,488,4.73,3.20,0.04,0.54,0.04,0.64,0.06,0.85,4.59,2.83,0.00,0.05,0.005,0.055,241,0.434,0.829,0.002,0.000,0.169,294991,271131,14,0.742,0.027,0.010,634810,0.062,0.083,0.007,161.67,103866,260,0.088,0.000,0.000,1341492,1.01,21.82,0.000,0.002,0.000
210000,3502,1.301,0.038,9.74,314264,292212,4299,4,17893,823,1492323.0,35.4,0.740,0.104,0.097,0.029,0.031,486,5.21,3.31,0.03,0.42,0.03,1.13,0.07,0.82,5.08,2.96,0.00,0.10,0.002,0.033,308,0.248,0.886,0.001,0.000,0.113,302164,278103,13,0.553,0.055,0.018,599834,0.065,0.105,0.012,161.77,108339,1598,0.043,0.000,0.000,1263327,1.02,21.21,0.001,0.002,0.001
220000,3516,1.330,0.037,9.59,265638,245651,3859,4,16110,512,1521923.1,28.6,0.649,0.143,0.138,0.032,0.038,606,5.11,2.85,0.05,0.79,0.05,0.93,0.08,0.84,4.92,2.47,0.00,0.13,0.005,0.060,321,0.193,0.888,0.002,0.000,0.110,252363,217399,13,0.408,0.123,0.023,736513,0.075,0.098,0.009,161.91,92700,962,0.056,0.250,0.000,1737296,1.02,21.22,0.000,0.001,0.001
230000,3508,1.317,0.033,9.53,283143,261783,3895,8,17465,636,1498270.4,92.8,0.674,0.129,0.124,0.036,0.037,567,5.23,3.14,0.06,0.79,0.04,1.13,0.08,0.78,5.05,2.64,0.00,0.04,0.003,0.048,311,0.146,0.852,0.002,0.000,0.146,271239,236383,13,0.465,0.212,0.018,647180,0.070,0.091,0.008,161.95,94091,1142,0.146,0.000,0.000,1781396,1.02,21.16,0.000,0.006,0.001
240000,3536,1.319,0.027,9.95,284030,262746,3554,0,17702,478,1512582.8,29.4,0.653,0.138,0.133,0.039,0.038,569,5.03,2.93,0.06,0.73,0.05,0.98,0.06,0.64,4.86,2.43,0.00,0.13,0.005,0.059,288,0.135,0.890,0.001,0.000,0.109,270848,235495,12,0.421,0.206,0.019,596311,0.080,0.075,0.004,162.09,95757,0,0.062,0.000,0.000,1889380,1.02,21.50,0.000,0.003,0.001
250000,3578,1.298,0.038,10.07,266283,246382,3601,7,16251,642,1528080.8,58.0,0.616,0.154,0.147,0.042,0.041,524,5.05,2.63,0.07,0.94,0.04,0.56,0.07,0.77,4.86,2.26,0.00,0.11,0.005,0.058,292,0.122,0.877,0.004,0.000,0.119,252355,214119,12,0.430,0.026,0.022,697320,0.068,0.098,0.009,162.19,92307,710,0.090,0.429,0.000,2009375,1.03,21.43,0.000,0.006,0.001
260000,3484,1.328,0.039,10.16,279856,259758,3499,1,16692,569,1574122.0,28.3,0.619,0.153,0.148,0.039,0.041,530,5.27,3.42,0.07,0.76,0.11,1.41,0.06,0.54,5.03,2.91,0.00,0.09,0.008,0.079,293,0.117,0.848,0.002,0.000,0.150,265747,231415,12,0.503,0.014,0.017,580303,0.075,0.101,0.010,162.20,96347,1402,0.050,0.000,0.000,2001078,1.02,21.17,0.000,0.006,0.001
270000,3519,1.328,0.036,10.22,294352,273958,3761,1,16597,1157,1565422.9,53.3,0.643,0.141,0.140,0.038,0.038,525,5.13,2.81,0.07,0.81,0.09,1.04,0.07,0.83,4.91,2.27,0.01,0.21,0.007,0.068,280,0.130,0.887,0.003,0.000,0.110,280838,248665,13,0.470,0.015,0.017,604275,0.062,0.091,0.008,162.17,103505,2817,0.046,0.000,0.000,1934935,1.03,21.21,0.000,0.003,0.002
280000,3523,1.318,0.040,9.99,273695,253578,3630,1,16482,708,1548800.4,53.0,0.620,0.148,0.145,0.043,0.045,536,5.10,3.00,0.04,0.60,0.04,0.72,0.08,0.75,4.94,2.69,0.00,0.05,0.004,0.054,308,0.115,0.875,0.001,0.000,0.124,259215,223211,12,0.234,0.134,0.021,592592,0.076,0.097,0.009,162.20,96027,5,0.075,1.000,0.000,2053759,1.02,21.12,0.000,0.006,0.000
290000,3463,1.320,0.044,9.87,293890,271682,3452,4,18812,1065,1558226.5,46.6,0.632,0.145,0.142,0.040,0.041,526,5.33,3.07,0.04,0.62,0.07,1.17,0.11,0.90,5.12,2.54,0.00,0.12,0.005,0.059,342,0.165,0.882,0.001,0.000,0.116,279249,246500,15,0.217,0.003,0.029,788849,0.086,0.102,0.010,162.20,102069,1736,0.044,0.250,0.000,2243490,1.02,20.87,0.000,0.005,0.001
300000,3489,1.335,0.044,9.87,276845,255659,3407,0,17753,454,1585271.5,16.2,0.585,0.168,0.167,0.033,0.046,516,5.27,2.82,0.04,0.79,0.06,0.75,0.12,0.85,5.04,2.47,0.00,0.02,0.006,0.066,322,0.148,0.868,0.001,0.000,0.132,260509,223661,12,0.321,0.030,0.039,1210071,0.067,0.104,0.011,162.32,97961,0,0.036,0.000,0.000,1727807,1.02,20.91,0.000,0.002,0.000
310000,3501,1.297,0.039,10.22,273829,253452,3144,12,17209,573,1599901.8,51.0,0.588,0.166,0.159,0.039,0.047,576,5.43,3.20,0.05,0.60,0.10,1.33,0.10,0.82,5.18,2.70,0.00,0.07,0.009,0.083,319,0.200,0.885,0.001,0.000,0.115,257341,220936,12,0.343,0.073,0.027,740720,0.097,0.093,0.008,162.33,93157,530,0.089,0.417,0.000,1841798,1.02,20.71,0.000,0.003,0.000
320000,3510,1.309,0.037,10.22,280693,260229,3293,4,17158,402,1561879.8,27.4,0.606,0.160,0.158,0.033,0.042,559,5.24,3.43,0.07,0.79,0.09,1.01,0.12,1.02,4.96,2.85,0.00,0.10,0.008,0.065,295,0.191,0.863,0.001,0.000,0.135,265871,228200,12,0.453,0.047,0.029,944635,0.082,0.104,0.011,162.30,95523,888,0.068,0.250,0.000,1802143,1.03,21.06,0.001,0.003,0.001
330000,3609,1.285,0.036,10.17,293622,272581,3818,41,17083,1341,1562529.4,182.0,0.663,0.140,0.137,0.026,0.034,519,5.27,3.37,0.03,0.58,0.12,1.34,0.17,1.37,4.96,2.73,0.00,0.07,0.011,0.090,339,0.173,0.884,0.000,0.000,0.116,281018,246255,15,0.249,0.006,0.038,1143938,0.063,0.091,0.008,162.09,102103,905,0.136,0.293,0.000,1489909,1.01,21.00,0.000,0.004,0.001
340000,3481,1.322,0.036,10.24,279184,258387,3652,0,17273,220,1555941.5,16.9,0.619,0.160,0.156,0.027,0.038,532,5.42,3.19,0.04,0.66,0.10,0.92,0.14,1.00,5.14,2.73,0.00,0.07,0.010,0.078,329,0.142,0.875,0.001,0.000,0.124,266425,231365,13,0.183,0.138,0.038,1159531,0.073,0.091,0.008,162.21,100573,0,0.077,0.000,0.000,1575515,1.01,20.93,0.000,0.001,0.001
350000,3513,1.303,0.031,9.92,280301,258588,3813,9,17859,328,1549773.1,39.9,0.625,0.158,0.152,0.029,0.036,505,4.94,2.75,0.02,0.46,0.07,0.85,0.10,0.63,4.75,2.55,0.00,0.03,0.008,0.077,287,0.198,0.884,0.000,0.000,0.116,268019,236493,13,0.178,0.075,0.037,1219643,0.062,0.092,0.008,162.13,97687,905,0.122,0.222,0.000,1671497,1.01,21.47,0.000,0.000,0.000
360000,3528,1.327,0.027,10.02,278332,257972,3620,1,16724,175,1564041.5,13.2,0.621,0.165,0.154,0.028,0.032,540,5.25,2.88,0.04,0.57,0.08,1.25,0.08,0.67,5.05,2.44,0.00,0.05,0.008,0.068,287,0.198,0.865,0.002,0.000,0.134,266341,228928,14,0.159,0.185,0.029,1296428,0.068,0.080,0.006,162.22,97118,114,0.075,0.000,0.000,1751740,1.01,21.00,0.000,0.000,0.001
370000,3535,1.287,0.024,10.14,294637,273097,3746,3,17784,563,1582902.4,45.4,0.661,0.146,0.144,0.022,0.027,516,5.22,3.04,0.07,0.93,0.14,1.25,0.09,1.25,4.91,2.39,0.00,0.08,0.018,0.110,330,0.243,0.843,0.002,0.000,0.155,284757,249296,11,0.352,0.003,0.024,1354246,0.075,0.080,0.006,162.21,105807,488,0.081,0.667,0.000,1612063,1.03,20.97,0.000,0.002,0.000
380000,3530,1.283,0.023,10.18,302354,280169,3979,7,18204,936,1614630.1,88.4,0.665,0.139,0.140,0.029,0.028,525,5.27,3.26,0.08,1.02,0.17,1.30,0.09,0.95,4.93,2.65,0.00,0.11,0.020,0.123,321,0.230,0.837,0.002,0.000,0.161,293016,256068,13,0.197,0.235,0.025,1192376,0.101,0.072,0.004,162.43,99447,507,0.094,0.286,0.000,1698161,1.03,21.02,0.000,0.004,0.001
390000,3566,1.272,0.025,9.97,312220,289479,4484,12,18209,1174,1602827.4,93.4,0.704,0.120,0.125,0.029,0.023,535,5.40,3.34,0.08,0.99,0.16,1.25,0.12,0.95,5.03,2.72,0.00,0.08,0.017,0.111,340,0.166,0.824,0.001,0.000,0.175,304764,272628,13,0.315,0.076,0.035,1062462,0.095,0.077,0.005,162.34,99976,839,0.080,0.250,0.000,1674886,1.03,21.03,0.000,0.005,0.001
400000,3403,1.341,0.027,10.34,295994,275226,3626,620,16685,16787,1580068.0,4301.0,0.667,0.135,0.138,0.032,0.027,499,5.80,3.55,0.08,0.92,0.13,1.08,0.14,1.12,5.45,2.98,0.00,0.10,0.014,0.102,344,0.136,0.871,0.001,0.000,0.128,287682,256100,11,0.230,0.210,0.039,1108385,0.100,0.071,0.003,162.06,99084,800,0.256,0.182,0.000,1804270,1.03,20.57,0.000,0.014,0.003
410000,3513,1.282,0.032,10.47,266371,247718,3232,6,15305,1493,1604108.2,115.1,0.592,0.159,0.167,0.044,0.038,573,5.16,2.75,0.08,1.10,0.10,0.94,0.08,0.77,4.91,2.23,0.00,0.07,0.012,0.093,265,0.202,0.870,0.001,0.000,0.129,256722,220419,9,0.485,0.030,0.017,1147567,0.106,0.087,0.007,162.52,88373,506,0.077,0.667,0.000,2077498,1.03,21.24,0.000,0.006,0.001
420000,3486,1.301,0.030,10.23,291932,271724,3236,12,16987,2390,1616516.4,197.9,0.626,0.145,0.155,0.040,0.033,485,5.40,2.86,0.12,0.91,0.10,0.99,0.07,0.63,5.12,2.45,0.00,0.06,0.011,0.086,307,0.137,0.872,0.002,0.000,0.127,282859,248075,11,0.393,0.012,0.021,702334,0.121,0.086,0.007,162.44,94857,404,0.083,0.417,0.000,2282264,1.05,20.98,0.000,0.031,0.001
430000,3529,1.273,0.027,10.47,281877,262018,3622,6,16188,2889,1605330.1,213.7,0.631,0.143,0.156,0.038,0.032,528,5.53,3.33,0.15,1.32,0.11,1.13,0.12,1.13,5.14,2.52,0.01,0.12,0.011,0.087,314,0.155,0.856,0.003,0.000,0.141,273854,234184,10,0.340,0.205,0.026,795058,0.124,0.077,0.005,162.54,95726,25,0.074,0.833,0.000,2518224,1.06,20.97,0.001,0.013,0.003
440000,3447,1.301,0.028,10.71,324230,302931,3586,10,17785,4066,1621450.0,155.0,0.681,0.120,0.135,0.037,0.028,461,5.76,3.29,0.15,1.35,0.13,1.41,0.13,0.89,5.36,2.49,0.00,0.11,0.014,0.097,371,0.149,0.836,0.002,0.000,0.162,316250,285430,10,0.292,0.211,0.039,826921,0.114,0.077,0.005,162.65,108142,537,0.038,0.500,0.000,2317024,1.06,20.69,0.000,0.021,0.001
450000,3471,1.277,0.027,10.92,268434,249071,3474,0,15865,1815,1592182.8,116.8,0.610,0.154,0.161,0.037,0.038,509,5.59,2.93,0.08,0.92,0.15,1.21,0.07,0.60,5.29,2.42,0.01,0.14,0.016,0.096,277,0.179,0.877,0.001,0.000,0.122,257258,219129,9,0.241,0.123,0.028,1021768,0.134,0.069,0.003,162.52,93135,0,0.064,0.000,0.000,1927934,1.03,20.95,0.000,0.005,0.003
460000,3421,1.323,0.035,11.09,272332,253753,2993,7,15629,1491,1602339.1,97.2,0.578,0.166,0.172,0.041,0.042,497,5.54,2.66,0.05,0.72,0.13,1.39,0.07,0.85,5.29,2.11,0.00,0.05,0.014,0.100,278,0.210,0.877,0.002,0.000,0.121,260880,222630,8,0.293,0.047,0.019,874576,0.126,0.078,0.004,162.70,95344,812,0.065,0.143,0.000,2252675,1.02,20.95,0.000,0.007,0.001
470000,3378,1.302,0.037,10.72,272952,254549,3154,0,15292,1315,1613219.6,84.4,0.584,0.163,0.171,0.040,0.041,517,5.53,2.93,0.07,0.86,0.15,1.31,0.07,0.83,5.23,2.44,0.00,0.08,0.015,0.105,275,0.232,0.869,0.001,0.000,0.130,259646,224965,8,0.423,0.002,0.017,858518,0.151,0.091,0.008,162.66,92542,0,0.064,0.000,0.000,2170222,1.03,21.04,0.000,0.020,0.001
480000,3432,1.283,0.029,10.54,304176,283448,3466,13,17195,2368,1615393.6,108.4,0.640,0.139,0.148,0.039,0.034,499,5.63,3.00,0.09,0.81,0.17,1.19,0.07,0.93,5.30,2.46,0.01,0.17,0.019,0.113,314,0.194,0.814,0.002,0.000,0.184,292488,259872,10,0.322,0.041,0.012,525392,0.134,0.079,0.005,162.65,100869,503,0.046,0.385,0.000,2216135,1.03,20.91,0.000,0.016,0.003
490000,3429,1.282,0.027,10.57,326802,304552,3510,8,18735,2260,1609607.8,161.3,0.664,0.129,0.137,0.038,0.031,474,5.73,3.30,0.15,1.45,0.16,1.28,0.05,0.55,5.37,2.59,0.01,0.20,0.014,0.096,309,0.167,0.838,0.002,0.000,0.160,316386,285924,11,0.282,0.006,0.013,485562,0.125,0.068,0.003,162.67,106574,1112,0.071,0.125,0.000,2358548,1.06,20.77,0.000,0.010,0.002
500000,3443,1.276,0.025,10.80,303897,283064,3541,7,17271,3273,1622842.0,158.0,0.632,0.141,0.153,0.040,0.034,451,5.57,3.31,0.11,1.39,0.15,1.51,0.07,0.87,5.23,2.61,0.00,0.09,0.014,0.102,322,0.152,0.855,0.002,0.000,0.143,293644,259948,9,0.288,0.211,0.019,457982,0.128,0.066,0.003,162.68,102281,208,0.048,0.429,0.000,2448829,1.04,20.97,0.000,0.023,0.001
510000,3426,1.300,0.028,10.83,298501,277369,3731,6,17412,2318,1628966.9,117.0,0.621,0.148,0.158,0.040,0.033,489,5.49,2.73,0.10,1.13,0.12,1.02,0.07,0.50,5.20,2.27,0.00,0.09,0.014,0.092,301,0.153,0.857,0.002,0.000,0.141,288301,248041,15,0.250,0.009,0.034,1361586,0.124,0.080,0.006,162.77,99521,340,0.050,0.500,0.000,2667504,1.04,20.96,0.000,0.017,0.002
520000,3506,1.289,0.023,11.00,302169,281127,3760,6,17196,2187,1632578.0,108.0,0.628,0.144,0.151,0.042,0.035,468,5.47,2.57,0.10,1.13,0.10,0.73,0.11,0.81,5.16,2.15,0.00,0.07,0.013,0.086,326,0.158,0.850,0.001,0.000,0.149,292040,255279,10,0.348,0.109,0.047,1500044,0.131,0.061,0.002,162.72,103349,604,0.049,0.500,0.000,2563286,1.04,20.97,0.000,0.026,0.001
530000,3415,1.299,0.029,10.89,313494,292119,3800,14,17652,3556,1618771.5,167.9,0.639,0.139,0.148,0.040,0.034,475,5.57,3.21,0.14,1.11,0.12,0.95,0.10,0.86,5.20,2.71,0.01,0.14,0.014,0.088,343,0.148,0.820,0.003,0.000,0.177,303368,270526,9,0.320,0.041,0.042,1682987,0.136,0.083,0.006,162.77,104923,718,0.047,0.429,0.000,2320644,1.06,20.84,0.000,0.032,0.004
540000,3486,1.310,0.027,11.63,316551,294517,3823,3,18137,3020,1620747.9,162.7,0.653,0.132,0.139,0.041,0.035,443,5.39,2.54,0.08,0.88,0.10,0.84,0.08,0.59,5.13,2.12,0.00,0.11,0.013,0.090,286,0.231,0.843,0.002,0.000,0.154,305446,275686,10,0.468,0.070,0.043,1418430,0.121,0.063,0.001,162.73,111040,1106,0.054,0.333,0.000,2028170,1.03,21.02,0.000,0.011,0.001
550000,3533,1.298,0.024,11.15,296855,274914,3995,5,17894,1973,1606776.1,105.8,0.625,0.140,0.144,0.049,0.041,423,5.22,2.65,0.09,0.98,0.12,0.92,0.04,0.68,4.97,2.13,0.01,0.14,0.015,0.097,283,0.161,0.875,0.001,0.000,0.124,285061,249580,8,0.301,0.016,0.014,1111033,0.127,0.067,0.003,162.69,105460,1095,0.054,0.200,0.001,2196132,1.03,21.25,0.000,0.016,0.003
560000,3457,1.314,0.030,11.19,292698,270572,4019,3,18180,2330,1582866.9,108.7,0.632,0.135,0.152,0.042,0.039,478,5.47,3.27,0.14,1.82,0.08,1.06,0.05,0.56,5.21,2.40,0.01,0.15,0.006,0.064,285,0.181,0.874,0.003,0.000,0.123,281035,246106,9,0.344,0.001,0.018,414376,0.139,0.078,0.005,162.70,102834,988,0.047,0.333,0.000,2646691,1.05,20.97,0.001,0.016,0.002
570000,3397,1.344,0.025,11.25,291332,269979,3819,9,17585,2342,1609893.9,118.6,0.631,0.133,0.148,0.045,0.043,479,5.64,3.22,0.15,1.64,0.08,0.84,0.10,0.93,5.31,2.50,0.00,0.11,0.009,0.072,323,0.164,0.849,0.004,0.000,0.147,278877,247125,8,0.352,0.050,0.028,1115829,0.165,0.067,0.003,162.64,103797,1029,0.051,0.333,0.000,2340172,1.06,20.59,0.000,0.014,0.001
580000,3449,1.308,0.028,11.79,283391,260724,3856,3,18756,1477,1594913.1,53.7,0.613,0.144,0.150,0.047,0.046,458,5.37,3.23,0.09,1.36,0.06,0.77,0.13,0.97,5.09,2.48,0.00,0.14,0.007,0.067,308,0.219,0.878,0.002,0.000,0.120,269447,236960,7,0.464,0.057,0.043,1299381,0.145,0.071,0.004,162.59,101986,593,0.036,0.333,0.000,2039262,1.04,21.12,0.000,0.009,0.001
590000,3463,1.295,0.034,11.76,294661,271020,3398,6,20223,1622,1587971.2,69.4,0.623,0.137,0.147,0.048,0.046,438,5.29,3.11,0.08,1.03,0.11,1.42,0.05,0.61,5.06,2.47,0.01,0.13,0.009,0.070,313,0.187,0.872,0.002,0.000,0.126,281414,246698,11,0.430,0.002,0.013,1116285,0.141,0.091,0.007,162.60,111579,218,0.043,0.833,0.000,2375820,1.03,21.09,0.000,0.010,0.003
