step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace
100000,3.19,25,0,0,0,2,0,1.00,14,0.000,2964,0.00,110.71,59.61,870,0,0,0,1.00,1.00,1.00,1,1,2,21.8,5.242,2,1.593,0.598,5,1.000,3,3.34,3.25,0,0.0000,0.126,0.0000,2964,1.0000
100000,2.93,25,0,1,0,1,0,1.00,12,0.341,2358,0.00,65.32,14.53,850,0,0,0,1.00,1.00,1.00,2,2,2,21.0,7.189,2,1.467,0.588,5,1.000,0,13.12,10.00,0,0.0000,0.182,0.0000,2358,1.0000
100000,7.75,25,0,3,0,2,0,1.00,8,0.387,2203,0.14,129.16,22.35,821,0,0,0,1.00,1.00,1.00,1,3,3,20.0,15.804,5,1.550,0.756,5,1.000,2,14.50,12.25,0,0.0000,0.151,0.0000,2203,1.0000
100000,9.84,25,0,6,0,1,0,1.00,6,0.610,2192,0.00,91.90,10.80,850,0,0,0,1.00,1.00,1.00,2,4,3,25.2,9.835,7,1.406,0.582,5,1.000,0,14.51,-2.75,0,0.0000,0.218,0.0000,2192,1.0000
100000,14.07,25,0,3,0,6,0,1.00,6,0.213,2156,0.00,72.98,18.63,871,2,0,0,1.00,1.00,1.00,2,2,5,43.8,33.468,9,1.563,0.715,5,1.000,0,17.89,9.75,0,0.0000,0.404,0.0000,2156,1.0000
100000,6.06,25,0,0,0,4,0,1.00,10,0.000,1918,0.46,95.79,11.73,850,0,0,0,1.00,1.00,1.00,1,4,1,23.9,6.642,4,1.515,0.508,5,1.000,2,6.91,6.75,0,0.0000,0.281,0.0000,1918,1.0000
100000,28.62,36,5,11,0,4,4,2.04,0,0.384,1915,0.00,78.97,71.17,325,2,0,4,2.83,1.33,2.00,6,6,6,40.6,28.475,20,1.145,0.668,6,1.000,1,30.30,-13.75,0,0.0153,0.000,0.0000,1915,1.0000
100000,15.91,25,2,5,0,2,2,2.00,6,0.314,1856,0.00,65.37,41.42,850,0,1,2,2.00,1.00,2.67,2,3,4,21.6,7.417,9,1.447,0.608,5,1.000,0,6.82,3.25,0,0.0000,0.229,0.0000,1856,1.0000
100000,11.70,25,1,4,0,1,0,1.17,8,0.342,1824,0.00,83.17,46.26,821,1,0,2,1.00,1.00,1.33,1,3,3,34.4,14.391,6,1.671,0.807,5,1.000,1,6.86,6.75,0,0.0000,0.179,0.0000,1824,1.0000
100000,18.02,25,2,1,0,7,0,1.50,4,0.055,1820,0.00,76.72,37.25,851,0,1,0,1.40,1.80,1.33,2,3,5,25.1,7.361,10,1.502,0.692,5,1.000,1,1.52,0.25,0,0.0000,0.000,0.0000,1820,1.0000
100000,14.98,36,0,0,0,11,0,1.00,10,0.000,1772,1.81,182.86,15.28,821,1,1,0,1.00,1.00,1.00,4,3,4,34.2,35.951,11,1.362,0.673,6,1.000,1,3.36,2.25,0,0.0000,0.122,0.0000,1772,1.0000
100000,5.41,25,0,0,0,4,0,1.00,10,0.000,1758,0.00,104.79,17.96,850,2,1,0,1.00,1.00,1.00,2,4,1,40.3,10.948,4,1.354,0.641,5,1.000,0,13.83,9.00,0,0.0000,0.254,0.0000,1758,1.0000
100000,27.27,25,0,7,0,11,0,1.00,2,0.257,1741,0.00,92.65,15.38,850,0,0,0,1.00,1.00,1.00,4,4,5,16.0,36.375,18,1.515,0.508,5,1.000,2,5.40,-1.25,0,0.0000,0.281,0.0000,1741,1.0000
100000,29.76,36,7,5,0,7,3,3.29,0,0.168,1740,1.14,53.83,52.58,325,1,1,3,3.50,1.67,4.00,4,6,6,36.6,22.715,19,1.145,0.668,6,1.000,0,1.35,-0.50,0,0.0153,0.000,0.0000,1740,1.0000
100000,8.31,25,0,0,0,5,0,1.00,8,0.000,1739,0.00,60.88,53.90,850,0,0,0,1.00,1.00,1.00,2,5,1,19.5,6.713,5,1.662,0.501,5,1.000,0,4.75,4.75,0,0.0000,0.334,0.0000,1739,1.0000
100000,20.57,25,1,2,0,10,2,1.25,4,0.097,1731,0.00,114.82,11.20,851,0,1,2,1.67,1.00,1.20,4,5,3,21.2,34.204,13,1.470,0.673,5,1.000,0,15.60,-1.75,0,0.0000,0.000,0.0000,1731,1.0000
100000,5.92,25,0,0,0,4,0,1.00,10,0.000,1723,1.61,65.98,8.76,850,0,0,0,1.00,1.00,1.00,2,4,1,23.3,10.486,4,1.480,0.535,5,1.000,0,9.40,-8.25,0,0.0000,0.281,0.0000,1723,1.0000
100000,13.38,25,0,4,0,6,0,1.00,2,0.299,1647,0.00,100.47,9.92,850,1,1,0,1.00,1.00,1.00,4,4,5,31.5,10.856,10,1.338,0.605,5,1.000,0,3.13,-2.75,0,0.0000,0.220,0.0000,1647,1.0000
100000,19.34,25,2,2,0,6,0,1.64,6,0.103,1638,0.00,38.52,26.52,821,0,0,1,1.00,2.67,1.50,4,4,3,7.1,6.915,10,1.612,0.662,5,1.000,0,18.74,13.50,0,0.0000,0.022,0.0000,1638,1.0000
100000,8.79,25,0,2,0,4,0,1.00,8,0.228,1619,0.40,57.79,18.70,865,1,1,0,1.00,1.00,1.00,2,4,2,28.6,7.969,6,1.465,0.754,5,1.000,0,4.03,4.00,0,0.0000,0.065,0.0000,1619,1.0000
100000,17.19,25,0,6,0,5,0,1.00,4,0.349,1605,3.20,94.81,13.00,871,0,0,0,1.00,1.00,1.00,4,4,4,24.3,24.151,11,1.563,0.715,5,1.000,2,9.92,-7.50,0,0.0000,0.404,0.0000,1605,1.0000
100000,20.53,36,3,2,0,8,0,2.06,8,0.097,1601,0.71,98.81,13.48,865,1,0,1,1.00,2.67,2.20,3,5,3,26.3,12.174,13,1.283,0.639,6,1.000,0,9.41,1.75,0,0.0000,0.109,0.0000,1601,1.0000
100000,4.77,36,0,0,0,3,0,1.00,16,0.000,1578,0.00,89.98,24.51,851,0,1,0,1.00,1.00,1.00,3,2,2,25.0,4.887,3,1.591,0.623,6,1.000,0,4.59,4.00,0,0.0010,0.000,0.0000,1578,1.0000
100000,22.11,36,7,1,0,4,1,3.39,6,0.045,1569,1.61,58.58,62.95,325,0,1,1,3.83,3.17,3.17,3,3,6,15.5,29.984,12,1.164,0.688,6,1.000,3,56.50,0.00,0,0.0151,0.000,0.0000,1569,1.0000
100000,24.04,36,8,1,0,4,1,4.39,6,0.042,1536,0.00,49.61,54.84,325,2,2,1,4.00,1.83,7.33,2,3,6,39.3,4.881,13,1.145,0.668,6,1.000,1,51.47,48.75,0,0.0153,0.000,0.0000,1536,1.0000
100000,26.79,25,0,7,0,9,0,1.00,0,0.261,1535,2.13,80.88,25.34,821,2,1,0,1.00,1.00,1.00,4,5,5,50.6,22.227,16,1.674,0.770,5,1.000,1,11.78,-3.50,0,0.0000,0.430,0.0000,1535,1.0000
100000,15.48,36,0,8,0,2,0,1.00,6,0.517,1510,0.00,68.08,44.50,847,1,1,0,1.00,1.00,1.00,3,6,3,28.3,9.085,10,1.548,0.643,6,1.000,0,27.75,5.25,0,0.0395,0.480,0.0000,1510,1.0000
100000,36.63,36,7,10,0,8,4,2.58,0,0.273,1503,1.62,56.21,46.46,325,1,0,4,3.67,1.83,2.42,3,6,6,27.7,25.305,25,1.145,0.668,6,1.000,2,10.36,-10.25,0,0.0153,0.000,0.0000,1503,1.0000
100000,8.55,36,0,3,0,4,0,1.00,8,0.351,1485,0.00,90.05,37.90,325,1,0,0,1.00,1.00,1.00,3,6,2,25.7,13.053,7,1.222,0.695,6,1.000,1,19.01,-14.75,0,0.0246,0.000,0.0000,1485,1.0000
100000,38.61,49,11,3,0,10,2,4.91,6,0.078,1479,0.00,80.71,56.77,325,1,0,2,4.71,2.43,7.25,4,4,7,28.2,12.669,24,1.103,0.648,7,1.000,0,45.66,11.25,0,0.0156,0.000,0.0000,1479,1.0000
100000,32.33,49,0,4,0,18,0,1.00,6,0.124,1465,4.06,119.35,17.74,870,0,0,0,1.00,1.00,1.00,4,7,4,20.5,42.086,22,1.470,0.421,7,1.000,1,4.92,-4.50,0,0.0000,0.143,0.0000,1465,1.0000
