step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,3014,1.524,2.418,23.98,159681,117572,0,39384,1151,2684946,1225411.4,1261789.8,0.064,0.801,0.087,0.048,62,33.62,23.10,0.46,2.18,7.81,7.20,0.60,3.04,7.82,10.03,0.02,0.18,0.253,0.172,2105,0.016,0.029,0.934,0.005,0.033,285214,208574,2,0.002,0.995,0.118,4098934,0.151,3.346,0.280,110.16,129886,201,0.470,0.220,0.408,18381123,1.17,2.89,0.293,0.645,0.014,8.0,30.0,58.0,199.6,50261,0.192,0.00,0.0052,0.079,797,0.588,0.000,0.553,0.454,3.14,4.21,4.19,0.06,0.035,1.15,1.19,1.18,0.622,0.00446,68.70,62.2987,2149.65,75598.3,140215.1,0.141,47.0271,260.386,0.000,1.000,0.000,82.0,98.488,113.193,5721,34965.4,24.57,113.333,5.86,27.792,1266.5,9.952,0.135,2.00,6.0689,18291.5,0.5973,0.3596,16.68,1.998,0.019,1.5299,0.0000,0.822,0.111,0.982,0.0000,4.92,1.00,4,15,28,100,87.0685,0.0020,0.4267,0.0000,0.0000,43.8684,100.00,58.4867,276.6613,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0034,0.0013,0.000006,3,0.1968,0.0096,0.0113,43,160,446,0.0000,0.0000,0.0214,0.044,9.6466,0.0137,3.8583,0.0153,0.2997,0.1284,0.0000,0.00015,0.080,0.0019,0.031,0.007,0.41,0.118,0.000,0.000,0.0000,0.000,0.000,0.0000,1.2437,0.0000,2.3794,0.00000,0.03940,1.0000,1.0000,1.0000,2.210,0.000,1.0000,11.7572,0.0000
20000,2588,1.090,2.392,31.92,47426,38374,0,9231,230,666387,480162.1,324314.6,0.041,0.806,0.132,0.021,72,28.93,11.85,0.01,0.23,6.24,3.59,1.76,2.65,7.32,6.12,0.00,0.10,0.224,0.120,1203,0.221,0.043,0.930,0.001,0.026,58465,39164,4,0.571,0.078,0.612,5927121,0.184,3.312,0.281,45.21,36932,255,0.487,0.292,0.148,4488993,1.00,1.11,0.574,0.398,0.002,14.0,30.0,40.0,116.0,39681,0.151,0.00,0.0025,0.100,653,0.384,0.000,0.308,0.250,3.19,4.02,4.01,0.01,0.002,1.00,1.00,1.00,0.407,0.00295,9.23,11.3526,669.45,61530.8,140215.1,0.770,13.7401,97.153,0.000,1.000,0.003,72.4,39.603,42.706,5783,36006.4,16.36,38.260,5.04,9.541,1231.1,2.526,0.135,2.00,13.5640,35103.7,1.0819,0.4165,15.33,2.000,0.001,0.4701,0.0000,0.620,0.115,0.896,0.0000,4.29,0.63,8,16,21,64,34.1544,0.0005,0.4780,0.0000,0.0000,12.2631,100.00,80.2337,224.4019,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0029,0.0012,0.000005,17,0.2807,0.1094,0.0188,40,155,572,0.0000,0.0000,0.0057,0.011,1.3887,0.0358,0.5781,0.0290,0.4622,0.0789,0.0000,0.00018,0.182,0.0057,0.003,0.001,1.59,0.612,0.000,0.000,0.0000,0.000,0.000,0.0000,1.3035,0.0000,2.0646,0.00000,0.06925,1.0000,1.0000,1.0000,2.276,0.000,1.0000,3.8374,0.0000
30000,3275,0.937,1.207,34.86,96687,84995,0,10070,310,631812,1242248.1,456715.4,0.061,0.772,0.160,0.007,61,31.69,13.11,0.03,0.47,5.28,3.50,0.68,1.53,10.16,5.19,0.00,0.10,0.164,0.084,1766,0.042,0.059,0.931,0.001,0.009,116109,77818,7,0.444,0.120,0.355,19479982,0.216,2.406,0.127,118.56,77339,367,0.723,0.292,0.040,18568516,1.01,0.78,0.516,0.471,0.001,16.0,31.0,50.0,162.0,52883,0.202,0.00,0.0037,0.078,847,0.562,0.000,0.263,0.234,3.04,4.15,4.13,0.00,0.002,1.01,1.00,1.01,0.570,0.00284,63.83,28.4657,1265.77,57482.6,140215.1,3.505,23.0685,260.191,0.000,1.000,0.004,99.9,114.784,125.555,3326,16671.5,20.21,101.964,4.28,19.695,305.4,8.408,0.135,2.00,17.6222,57712.8,1.3943,0.4629,16.15,2.000,0.000,1.5299,0.0000,0.684,0.167,0.847,0.0000,4.33,0.56,8,16,25,81,108.4906,0.0131,0.5102,0.0000,0.0000,45.0744,100.00,43.6351,316.8908,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0021,0.0009,0.000003,625,3.8837,0.2843,0.0572,55,196,877,0.0000,0.0000,0.0044,0.008,1.1172,0.6782,1.0696,0.0785,0.3560,0.0938,0.0000,-0.00027,0.481,0.0141,0.009,0.001,0.64,0.355,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0223,0.0000,1.6422,0.00000,0.03626,1.0000,1.0000,1.0000,1.111,0.000,1.0000,8.4995,0.0000
40000,2408,1.192,1.097,34.77,23616,23280,0,311,81,72960,520925.5,110736.5,0.132,0.638,0.223,0.007,99,37.01,13.67,0.02,0.43,6.03,3.20,1.51,2.55,11.67,5.27,0.01,0.13,0.160,0.075,1253,0.064,0.082,0.906,0.001,0.011,19256,12306,11,0.684,0.061,0.703,7987432,0.263,2.296,0.115,50.31,15985,563,1.518,0.267,0.041,3226081,1.01,0.72,0.538,0.448,0.002,18.0,40.0,49.0,128.0,46328,0.177,0.00,0.0019,0.098,633,0.333,0.000,0.149,0.084,3.48,4.51,4.49,0.01,0.003,1.01,1.01,1.01,0.336,0.00168,9.30,14.2877,962.12,59398.5,140215.1,1.477,9.0783,101.845,0.000,1.000,0.018,69.1,45.009,48.778,3076,15146.8,24.01,39.465,4.58,3.588,242.4,1.377,0.136,1.98,24.1365,58120.6,1.5188,0.4997,19.24,2.000,0.000,0.4701,0.0000,0.659,0.207,0.727,0.0000,4.68,0.56,10,21,25,64,42.3222,0.0173,0.4402,0.0000,0.0000,12.3431,100.00,80.1819,275.2203,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0016,0.0007,0.000001,811,3.0367,0.2583,0.1336,74,223,2292,0.0000,0.0000,0.0062,0.012,0.1462,0.6565,0.4671,0.0610,0.5654,0.0459,0.0000,-0.00006,0.871,0.0316,0.000,0.000,1.35,0.703,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8373,0.0000,0.8743,0.00000,0.04621,1.0000,1.0000,1.0000,1.023,0.000,1.0000,2.3280,0.0000
50000,3043,0.933,1.009,35.33,49704,45162,0,1187,227,207425,1206750.9,410337.9,0.072,0.747,0.176,0.006,76,33.82,14.70,0.02,0.34,5.72,3.30,0.99,2.41,10.66,5.23,0.00,0.10,0.166,0.081,1673,0.041,0.056,0.938,0.000,0.007,54322,35130,5,0.556,0.028,0.535,21962000,0.248,2.210,0.102,120.17,38059,407,1.978,0.197,0.036,13454616,1.01,1.11,0.479,0.514,0.003,12.0,31.0,50.0,98.0,52902,0.202,0.00,0.0037,0.092,836,0.481,0.000,0.256,0.182,3.26,4.31,4.30,0.01,0.004,1.01,1.01,1.01,0.484,0.00311,59.05,52.6320,2240.90,42384.1,140215.1,20.794,22.4366,251.737,0.000,1.000,0.000,89.5,102.460,143.604,2714,12517.9,27.28,94.616,4.67,6.433,145.8,4.096,0.132,2.00,25.0795,76316.9,1.8750,0.4178,17.38,2.000,0.000,1.5299,0.0000,0.630,0.198,0.653,0.0000,4.58,0.57,6,16,25,64,96.2285,0.0480,0.4893,0.0000,0.0000,44.2250,100.00,26.1552,287.6898,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0013,0.0006,0.000002,2493,10.4998,0.4075,0.1487,73,202,3290,0.0000,0.0000,0.0085,0.015,0.4181,2.5070,1.6205,0.1216,0.4389,0.0809,0.0000,0.00006,0.904,0.0344,0.000,0.000,0.87,0.535,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8091,0.0000,0.7739,0.00000,0.04111,1.0000,1.0000,1.0000,0.863,0.000,1.0000,4.5162,0.0000
60000,2281,1.180,1.008,35.40,18541,17700,0,237,77,53181,521714.6,134324.0,0.134,0.631,0.228,0.007,104,39.18,16.36,0.02,0.42,6.47,3.40,1.53,2.95,12.31,6.01,0.00,0.05,0.165,0.070,1237,0.068,0.079,0.904,0.002,0.015,15008,8611,4,0.369,0.284,0.744,9322547,0.257,2.183,0.105,50.95,12852,529,2.526,0.245,0.028,2968058,1.01,0.58,0.540,0.443,0.001,21.0,36.0,66.0,126.0,46373,0.177,0.00,0.0019,0.100,558,0.315,0.000,0.149,0.082,3.59,4.63,4.60,0.00,0.002,1.01,1.01,1.01,0.317,0.00195,9.79,20.8779,1103.86,52487.6,140215.1,1.655,11.4322,102.415,0.000,1.000,0.000,67.1,42.898,49.391,2868,13597.9,30.00,39.338,4.70,2.367,173.7,1.008,0.134,2.01,29.2295,66672.6,1.7274,0.4765,20.33,2.000,0.000,0.4701,0.0000,0.651,0.166,0.753,0.0000,4.76,0.74,12,19,34,81,39.9829,0.0307,0.4367,0.0000,0.0000,12.2495,100.00,76.4380,264.6908,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0012,0.0006,0.000001,1289,4.4180,0.3060,0.1979,73,229,3417,0.0000,0.0000,0.0089,0.015,0.0933,1.0376,0.6362,0.0728,0.5777,0.0502,0.0000,0.00002,0.950,0.0460,0.001,0.000,1.35,0.744,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8591,0.0000,0.8078,0.00000,0.05104,1.0000,1.0000,1.0000,0.930,0.000,1.0000,1.7700,0.0000
70000,2936,0.981,0.906,35.81,39624,35049,0,892,277,157637,1180226.0,421862.5,0.070,0.723,0.199,0.008,80,37.10,18.28,0.04,0.58,6.08,3.56,1.02,1.99,11.87,6.61,0.01,0.10,0.163,0.079,1761,0.028,0.048,0.943,0.001,0.009,44509,24508,8,0.551,0.024,0.585,21089375,0.248,2.097,0.087,117.33,31861,410,2.676,0.210,0.049,11398997,1.01,1.14,0.453,0.532,0.003,14.0,32.0,68.0,153.0,55819,0.213,0.00,0.0034,0.087,769,0.455,0.000,0.243,0.200,3.48,4.52,4.49,0.01,0.006,1.01,1.01,1.01,0.457,0.00340,58.07,58.8117,2362.62,39514.3,140215.1,26.486,24.4410,243.892,0.000,1.000,0.000,87.9,96.421,146.437,2576,10805.9,49.57,91.487,4.93,4.835,93.7,3.173,0.135,2.00,27.4867,80700.9,1.8775,0.3957,19.01,2.000,0.000,1.5299,0.0000,0.640,0.161,0.753,0.0000,4.79,0.81,7,16,35,79,89.9436,0.0494,0.4758,0.0000,0.0000,43.9541,100.00,22.7409,276.1453,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0011,0.0005,0.000002,2751,11.6433,0.4329,0.1865,71,208,3430,0.0000,0.0000,0.0099,0.020,0.3183,2.9365,1.6873,0.1322,0.4592,0.0809,0.0000,-0.00035,0.938,0.0494,0.000,0.000,0.93,0.585,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8038,0.0000,0.6884,0.00000,0.04572,1.0000,1.0000,1.0000,0.757,0.000,1.0000,3.5049,0.0000
80000,2118,1.238,0.964,35.85,15778,14998,0,200,81,47851,519571.6,144848.2,0.103,0.640,0.249,0.009,109,42.64,17.21,0.02,0.26,7.12,3.75,1.51,1.73,13.40,6.43,0.00,0.05,0.168,0.073,1213,0.077,0.070,0.920,0.001,0.009,12940,6847,11,0.666,0.069,0.776,9227852,0.251,2.116,0.098,50.95,11138,529,3.027,0.270,0.028,2731137,1.00,0.73,0.514,0.464,0.001,22.0,46.0,69.0,162.0,46705,0.178,0.00,0.0018,0.104,576,0.302,0.000,0.149,0.091,3.84,4.81,4.80,0.00,0.002,1.00,1.00,1.00,0.304,0.00229,10.08,23.5802,1167.74,48692.6,140215.1,1.826,12.2827,101.762,0.000,1.000,0.000,62.9,41.530,49.405,2822,12891.8,29.35,39.114,4.95,1.948,140.9,0.862,0.133,1.98,33.6314,71231.3,1.8357,0.4178,22.05,2.000,0.000,0.4701,0.0000,0.675,0.130,0.863,0.0000,4.99,0.76,12,24,35,81,38.3893,0.0278,0.4226,0.0000,0.0000,12.2159,100.00,75.4165,260.8864,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0011,0.0005,0.000001,1317,4.9679,0.3513,0.2277,72,237,3476,0.0000,0.0000,0.0100,0.022,0.0957,1.2973,0.7198,0.0675,0.5868,0.0536,0.0000,-0.00005,0.966,0.0578,0.000,0.000,1.45,0.776,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8424,0.0000,0.7388,0.00000,0.05682,1.0000,1.0000,1.0000,0.884,0.000,1.0000,1.4998,0.0000
90000,2773,1.030,0.858,35.86,33869,29200,0,788,261,151217,1152049.1,447136.6,0.044,0.740,0.207,0.010,91,39.40,17.47,0.03,0.35,6.54,3.57,1.25,2.04,12.48,6.37,0.01,0.14,0.165,0.080,1707,0.066,0.036,0.952,0.001,0.010,39901,21277,15,0.785,0.009,0.686,21991066,0.253,1.984,0.082,114.58,28084,381,2.957,0.217,0.057,10405806,1.01,1.24,0.432,0.550,0.003,14.0,44.0,61.0,128.0,56288,0.215,0.00,0.0033,0.088,752,0.433,0.000,0.253,0.232,3.63,4.67,4.66,0.01,0.003,1.01,1.00,1.01,0.435,0.00381,55.77,64.5746,2368.89,33898.6,140215.1,32.415,26.5152,236.906,0.000,1.000,0.000,84.7,90.393,150.167,2414,10041.9,22.58,89.093,5.05,3.803,78.2,2.582,0.133,2.01,31.4239,87138.5,2.0179,0.3617,20.30,2.000,0.000,1.5299,0.0000,0.685,0.115,0.898,0.0000,4.98,0.64,7,23,32,64,83.5724,0.0455,0.4522,0.0000,0.0000,44.0930,100.00,19.1961,262.9098,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0009,0.0004,0.000002,2965,12.3558,0.4663,0.2126,67,207,3492,0.0000,0.0000,0.0131,0.027,0.3361,3.1808,1.7985,0.1421,0.4769,0.0860,0.0000,0.00005,0.976,0.0633,0.000,0.000,1.15,0.686,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8158,0.0000,0.6453,0.00000,0.05175,1.0000,1.0000,1.0000,0.708,0.000,1.0000,2.9200,0.0000
100000,2159,1.250,0.927,35.59,15171,14006,0,237,106,53051,521028.4,163353.9,0.063,0.669,0.257,0.012,126,43.86,17.16,0.07,1.03,7.12,3.76,1.83,3.39,13.75,6.31,0.00,0.10,0.161,0.069,1234,0.097,0.073,0.920,0.000,0.006,13172,7071,8,0.792,0.007,0.782,9644754,0.251,2.096,0.093,51.15,11055,518,3.079,0.245,0.038,2716322,1.02,0.74,0.503,0.474,0.003,24.0,47.0,69.0,172.0,49166,0.188,0.00,0.0018,0.106,563,0.292,0.000,0.162,0.120,3.91,4.92,4.89,0.01,0.005,1.01,1.02,1.02,0.294,0.00238,10.46,26.1136,1379.95,48135.8,140215.1,1.502,13.0146,103.073,0.000,1.000,0.000,64.9,41.287,49.196,2706,12087.8,32.47,39.099,5.07,1.731,127.4,0.787,0.134,2.00,33.4605,72241.1,1.8014,0.4177,22.77,2.000,0.000,0.4701,0.0000,0.707,0.094,0.966,0.0000,5.09,0.72,13,24,36,81,38.0150,0.0202,0.4099,0.0000,0.0000,12.1774,100.00,74.0847,252.7814,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0010,0.0005,0.000001,1436,5.3085,0.3423,0.2381,69,228,3504,0.0000,0.0000,0.0104,0.021,0.1199,1.4058,0.7876,0.0787,0.5968,0.0536,0.0000,-0.00010,0.992,0.0650,0.000,0.000,1.59,0.782,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8297,0.0000,0.7014,0.00000,0.06186,1.0000,1.0000,1.0000,0.835,0.000,1.0000,1.4006,0.0000
