step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,2450,1.518,2.375,25.34,135099,89176,0,44408,547,2144469,1063479.1,1049002.4,0.091,0.755,0.102,0.052,71,33.30,20.53,0.38,2.05,6.68,7.13,0.14,1.10,9.18,9.74,0.01,0.18,0.213,0.177,1537,0.038,0.032,0.936,0.003,0.029,250165,196651,1,0.146,0.854,0.027,3570431,0.207,3.423,0.277,87.63,113537,184,0.489,0.225,0.364,12836597,1.15,2.74,0.355,0.613,0.004,10.0,32.0,50.0,234.8,40147,0.153,0.00,0.0047,0.000,55,0.550,0.001,0.444,0.471,3.11,4.15,4.25,0.11,0.042,1.12,1.18,1.17,0.587,0.00459,91.63,55.6907,1441.25,82521.0,140496.8,1.263,47.3961,214.665,0.000,1.000,0.014,66.3,81.801,90.113,5340,34192.9,21.31,95.389,6.03,33.314,2331.6,12.210,0.135,2.00,5.5698,13645.9,0.5719,0.3613,16.39,1.995,0.022,1.5414,0.0000,0.059,0.093,0.004,0.0000,4.89,1.00,5,16,25,100,72.4784,0.0075,0.4306,0.0000,0.0000,39.2908,100.00,63.1659,351.9139,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0032,0.0013,0.000007,0,0.2463,0.0082,0.0120,41,144,406,0.0000,0.0000,0.0174,0.046,8.4921,0.0285,3.3686,0.0188,0.3183,0.1386,0.0000,0.00049,0.056,0.0017,0.981,0.806,0.12,0.027,0.000,0.000,0.0000,0.000,0.000,0.0000,1.2431,0.0000,2.1621,0.00000,0.05781,1.0000,1.0000,0.3731,3.074,1.591,0.5065,3.6304,5.2872
20000,2416,1.215,2.014,30.93,55668,44312,0,11353,32,612077,412809.3,309995.4,0.013,0.882,0.047,0.057,76,31.05,16.59,0.11,1.04,6.82,6.37,0.02,0.34,8.48,8.15,0.00,0.06,0.223,0.164,1111,0.041,0.067,0.904,0.005,0.025,70411,47594,2,0.261,0.728,0.007,334250,0.112,3.220,0.231,37.64,46639,234,0.506,0.249,0.313,5932635,1.04,1.90,0.478,0.493,0.001,12.0,32.0,50.0,128.0,37269,0.142,0.00,0.0020,0.000,66,0.456,0.000,0.282,0.259,3.15,3.96,4.02,0.02,0.009,1.05,1.03,1.04,0.476,0.00236,11.18,10.9630,744.28,86724.9,140496.8,1.065,14.3845,87.711,0.000,1.000,0.144,69.8,36.445,35.913,4689,29355.6,16.37,33.562,4.49,12.765,1833.5,3.241,0.135,2.00,6.7341,16269.7,0.6306,0.4055,15.43,2.000,0.001,0.4586,0.0000,0.018,0.038,0.001,0.0000,4.47,0.81,5,16,25,64,32.4951,0.0000,0.4855,0.0000,0.0000,11.9735,100.00,78.5954,243.1944,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0032,0.0014,0.000005,5,0.1019,0.0161,0.0122,45,162,491,0.0000,0.0000,0.0009,0.002,1.2014,0.0077,0.4917,0.0095,0.4154,0.0792,0.0000,0.00063,0.017,0.0006,1.000,0.935,0.02,0.007,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0475,0.0000,1.8025,0.00000,0.05861,1.0000,1.0000,0.3613,2.739,1.358,0.4983,1.9786,2.4526
30000,2204,1.259,1.620,32.83,90077,75339,0,14629,160,959881,1014270.8,532616.8,0.002,0.873,0.044,0.080,64,41.52,20.82,0.04,0.64,8.30,5.95,0.04,0.49,12.37,9.74,0.00,0.00,0.204,0.123,1081,0.037,0.072,0.911,0.003,0.014,129901,94495,2,0.667,0.316,0.009,286150,0.152,2.935,0.182,88.28,87113,212,0.555,0.251,0.199,17784888,1.01,1.37,0.585,0.413,0.000,18.0,44.0,50.0,242.0,45715,0.174,0.00,0.0037,0.000,34,0.656,0.000,0.264,0.340,3.70,4.61,4.61,0.00,0.000,1.01,1.01,1.01,0.668,0.00350,78.41,27.6138,741.50,82811.5,140496.8,6.237,30.9305,210.241,0.000,1.000,0.159,83.1,93.598,98.332,3890,23275.8,17.44,82.405,4.99,36.641,1328.8,15.058,0.136,2.00,12.0033,26455.3,0.7595,0.3653,20.74,2.000,0.001,1.5414,0.0000,0.022,0.064,0.008,0.0000,4.95,0.95,9,22,25,121,87.8875,0.0024,0.5454,0.0000,0.0000,43.0554,100.00,57.6208,411.9197,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0026,0.0011,0.000005,161,1.8766,0.1270,0.0343,52,193,603,0.0000,0.0000,0.0011,0.002,1.4251,0.3728,0.7598,0.0390,0.2807,0.0864,0.0000,0.00039,0.014,0.0004,0.993,0.930,0.04,0.009,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8447,0.0000,1.7926,0.00000,0.04081,1.0000,1.0000,0.3736,2.208,1.068,0.5290,3.4060,4.1279
40000,1901,1.660,1.635,33.16,30838,27825,0,3117,53,297641,417584.5,157123.5,0.002,0.815,0.083,0.100,96,45.81,22.13,0.02,0.53,8.23,6.76,0.10,1.57,14.58,10.11,0.00,0.05,0.182,0.124,963,0.063,0.095,0.878,0.003,0.025,36265,26063,6,0.298,0.331,0.011,92180,0.171,2.946,0.184,39.00,26861,207,0.528,0.304,0.177,5174429,1.01,1.53,0.578,0.409,0.001,18.0,50.0,72.0,200.0,43599,0.166,0.00,0.0015,0.000,33,0.564,0.000,0.174,0.246,3.88,4.84,4.85,0.00,0.001,1.01,1.01,1.01,0.574,0.00198,11.76,9.1265,562.29,87370.3,140496.8,1.177,11.0944,83.881,0.000,0.999,0.189,66.8,38.774,37.389,3925,23632.7,15.24,33.398,5.33,10.410,1407.4,2.948,0.132,2.02,11.2399,21367.0,0.6451,0.3437,22.93,2.000,0.000,0.4586,0.0000,0.017,0.041,0.000,0.0000,5.23,1.11,9,25,36,100,36.2083,0.0009,0.4582,0.0000,0.0000,11.8344,100.00,80.5191,273.1805,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0026,0.0011,0.000003,146,0.9772,0.0826,0.0500,57,201,689,0.0000,0.0000,0.0013,0.005,0.4687,0.2101,0.2685,0.0168,0.3565,0.0432,0.0000,0.00012,0.019,0.0007,0.988,0.937,0.06,0.011,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7709,0.0000,1.5214,0.00000,0.06153,1.0000,1.0000,0.3687,2.322,1.044,0.5681,1.3065,1.4760
50000,2236,1.430,1.495,32.67,77294,67064,0,9493,102,820055,1023846.5,466735.6,0.002,0.860,0.053,0.086,70,43.56,19.57,0.03,0.77,8.23,5.87,0.07,1.06,13.46,8.93,0.00,0.00,0.193,0.117,1098,0.089,0.062,0.915,0.002,0.021,109967,78653,10,0.476,0.195,0.011,257419,0.176,2.821,0.167,90.85,76870,203,0.569,0.267,0.150,16519199,1.01,1.18,0.594,0.398,0.000,20.0,50.0,60.0,278.0,48721,0.186,0.00,0.0034,0.000,40,0.664,0.000,0.260,0.341,3.78,4.72,4.75,0.00,0.000,1.01,1.01,1.01,0.674,0.00314,79.23,27.7600,741.06,83241.5,140496.8,9.685,25.4203,210.300,0.000,1.000,0.112,80.1,94.992,104.903,3669,21411.9,17.71,82.867,5.24,29.979,1191.4,13.797,0.133,2.00,12.3167,27540.0,0.7457,0.3445,21.79,2.000,0.000,1.5414,0.0000,0.010,0.024,0.000,0.0000,5.03,0.85,10,25,30,139,89.9841,0.0007,0.4964,0.0000,0.0000,42.1978,100.00,59.0373,428.4516,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0025,0.0010,0.000005,300,2.5217,0.1386,0.0459,55,201,665,0.0000,0.0000,0.0008,0.002,1.1332,0.5422,0.6913,0.0376,0.2793,0.0687,0.0000,0.00003,0.019,0.0011,0.996,0.933,0.05,0.011,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7545,0.0000,1.6194,0.00000,0.04094,1.0000,1.0000,0.3714,2.235,0.870,0.5420,3.0978,3.6086
60000,1883,1.477,1.551,33.10,29133,26706,0,2584,40,264921,415303.1,141484.2,0.002,0.794,0.098,0.106,101,46.23,22.74,0.16,1.58,8.47,6.68,0.04,0.90,14.29,9.81,0.01,0.18,0.186,0.118,945,0.075,0.073,0.908,0.003,0.016,32860,24325,10,0.308,0.260,0.006,110344,0.181,2.865,0.173,39.11,24742,212,0.534,0.311,0.142,4991845,1.05,1.18,0.585,0.398,0.004,22.0,50.0,72.0,242.0,43260,0.165,0.00,0.0015,0.000,47,0.563,0.000,0.158,0.227,3.94,4.82,4.89,0.06,0.016,1.05,1.05,1.06,0.573,0.00183,11.74,8.6743,599.18,86570.5,140496.8,2.013,9.6918,83.312,0.000,1.000,0.157,70.1,38.613,38.744,3745,22213.5,13.45,33.011,5.27,8.865,1309.0,2.655,0.133,2.00,12.7010,23916.1,0.7245,0.3388,22.97,2.000,0.000,0.4586,0.0000,0.014,0.027,0.000,0.0000,5.15,1.01,11,25,36,121,36.3265,0.0011,0.5024,0.0000,0.0000,12.2107,100.00,81.2577,279.2244,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0025,0.0011,0.000003,156,1.0811,0.1057,0.0536,58,199,745,0.0000,0.0000,0.0015,0.004,0.3880,0.2279,0.2541,0.0218,0.3605,0.0401,0.0000,-0.00000,0.015,0.0005,0.994,0.920,0.02,0.006,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7614,0.0000,1.5915,0.00000,0.06273,1.0000,1.0000,0.3694,2.279,0.940,0.5236,1.2854,1.3852
70000,2291,1.280,1.449,33.35,76364,66874,0,8525,174,707982,1015659.1,420131.5,0.002,0.828,0.073,0.097,72,39.75,17.76,0.07,0.88,7.54,5.38,0.10,1.12,12.15,7.76,0.00,0.03,0.192,0.116,1086,0.067,0.058,0.920,0.002,0.019,104471,76552,18,0.200,0.158,0.014,294711,0.199,2.737,0.163,90.80,73717,199,0.593,0.284,0.115,16469987,1.03,1.03,0.601,0.385,0.001,20.0,36.0,50.0,248.0,45496,0.174,0.00,0.0036,0.000,32,0.667,0.000,0.228,0.318,3.69,4.50,4.53,0.01,0.006,1.02,1.03,1.03,0.676,0.00277,79.81,26.3751,721.94,82530.8,140496.8,13.044,23.3802,208.320,0.000,1.000,0.119,81.0,94.356,108.533,3679,20846.2,13.45,82.066,5.03,27.342,923.5,12.847,0.134,2.00,12.8252,29382.5,0.8597,0.3480,19.86,2.000,0.000,1.5414,0.0000,0.011,0.023,0.000,0.0000,4.77,0.80,10,18,25,124,89.9245,0.0017,0.5220,0.0000,0.0000,42.5539,100.00,58.7626,420.9070,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0024,0.0010,0.000004,383,2.7679,0.1554,0.0494,56,202,704,0.0000,0.0000,0.0012,0.004,0.9442,0.5919,0.6746,0.0388,0.2782,0.0644,0.0000,0.00011,0.010,0.0002,0.999,0.943,0.07,0.014,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7868,0.0000,1.8161,0.00000,0.04410,1.0000,1.0000,0.3678,2.069,0.930,0.5605,3.1446,3.5428
80000,1879,1.587,1.546,35.54,29667,27072,0,2668,95,231907,424927.9,133569.5,0.006,0.772,0.114,0.109,101,47.22,24.12,0.13,1.06,8.51,6.97,0.05,0.74,14.81,10.73,0.00,0.08,0.183,0.115,953,0.163,0.080,0.899,0.001,0.020,31985,23763,9,0.419,0.102,0.011,145398,0.182,2.875,0.173,40.07,24898,223,0.576,0.326,0.104,5412751,1.04,1.18,0.585,0.374,0.003,22.0,50.0,72.0,258.0,44157,0.168,0.00,0.0015,0.000,31,0.583,0.000,0.152,0.198,4.07,4.90,4.90,0.03,0.015,1.05,1.03,1.04,0.591,0.00174,12.89,9.0562,648.56,83333.8,140496.8,1.192,9.3445,84.786,0.000,1.000,0.150,68.4,39.017,38.654,3757,22159.2,29.09,33.834,5.01,8.214,1272.9,2.607,0.135,2.00,14.3766,27013.6,0.7964,0.3490,23.50,2.000,0.000,0.4586,0.0000,0.015,0.037,0.001,0.0000,5.19,1.15,11,25,36,129,36.7972,0.0035,0.4854,0.0000,0.0000,11.4827,100.00,80.6563,269.0683,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0024,0.0011,0.000003,244,1.3136,0.1128,0.0612,56,199,798,0.0000,0.0000,0.0019,0.004,0.2993,0.2805,0.2742,0.0309,0.3445,0.0399,0.0000,-0.00009,0.042,0.0009,0.997,0.893,0.03,0.011,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8280,0.0000,1.7734,0.00000,0.06171,1.0000,1.0000,0.3684,2.255,0.946,0.5609,1.3848,1.3224
90000,2409,1.286,1.283,35.90,74586,65486,0,7901,179,640447,1024596.6,394921.9,0.005,0.841,0.057,0.097,78,39.47,17.05,0.04,0.61,7.21,4.76,0.01,0.24,12.44,7.27,0.01,0.13,0.184,0.106,1149,0.143,0.068,0.912,0.004,0.016,98588,71379,15,0.363,0.276,0.003,161388,0.177,2.587,0.142,92.26,72650,188,0.617,0.311,0.100,17111323,1.01,1.02,0.592,0.398,0.002,18.0,40.0,50.0,160.0,47457,0.181,0.00,0.0034,0.000,40,0.672,0.000,0.238,0.297,3.67,4.48,4.51,0.02,0.007,1.02,1.01,1.02,0.680,0.00263,83.00,26.5699,755.08,80317.4,140496.8,13.469,20.9385,209.616,0.000,1.000,0.153,82.4,94.998,110.332,3328,18322.3,21.57,82.966,4.96,23.973,703.7,12.066,0.136,1.99,14.1457,34077.0,0.9615,0.3438,19.70,2.000,0.000,1.5414,0.0000,0.011,0.025,0.000,0.0000,4.75,0.76,9,20,25,80,90.4713,0.0025,0.5139,0.0000,0.0000,40.3050,100.00,57.6849,433.9855,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0023,0.0010,0.000004,490,3.2608,0.1773,0.0532,54,198,728,0.0000,0.0000,0.0014,0.003,0.8173,0.6943,0.7206,0.0411,0.2757,0.0603,0.0000,0.00004,0.159,0.0047,0.999,0.929,0.01,0.003,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7776,0.0000,1.6886,0.00000,0.03805,1.0000,1.0000,0.3616,1.844,0.826,0.5554,3.2346,3.3140
100000,2169,1.393,1.407,35.62,30185,27730,0,2310,52,203557,429219.1,129897.7,0.004,0.745,0.134,0.116,118,38.92,17.74,0.09,0.90,7.22,5.05,0.02,0.39,12.05,7.80,0.01,0.14,0.189,0.113,1035,0.110,0.081,0.896,0.002,0.020,31446,23360,17,0.095,0.460,0.005,94043,0.195,2.706,0.157,40.85,24924,208,0.638,0.355,0.089,5683842,1.03,0.87,0.602,0.385,0.002,20.0,32.0,50.0,242.0,42038,0.160,0.00,0.0016,0.000,33,0.585,0.000,0.137,0.174,3.65,4.45,4.48,0.03,0.011,1.04,1.03,1.04,0.592,0.00139,13.81,9.6959,539.67,84551.7,140496.8,1.477,8.6433,86.518,0.000,1.000,0.197,67.0,39.541,40.043,3581,20367.3,15.88,34.102,4.68,6.915,859.2,2.286,0.133,2.00,12.9619,28114.4,0.8776,0.3598,19.38,2.000,0.000,0.4586,0.0000,0.010,0.019,0.000,0.0000,4.68,0.80,10,16,25,121,37.5443,0.0047,0.4740,0.0000,0.0000,11.9306,100.00,80.7917,292.6322,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3798,0.0000,0.0000,0.0022,0.0010,0.000002,333,1.5801,0.1319,0.0673,57,200,880,0.0000,0.0000,0.0006,0.001,0.2180,0.3323,0.2829,0.0323,0.3452,0.0351,0.0000,0.00011,0.148,0.0041,0.996,0.928,0.02,0.005,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8510,0.0000,1.8287,0.00000,0.06114,1.0000,1.0000,0.3727,1.964,0.940,0.5643,1.4861,1.2869
