step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,1117,21.10,0.00,6.22,0.89,3.88,0.00,1.00,0.000,0.140,448943.8,474200.2,1,159,2.51,1.00,1.00,22.0478,659.38,22144.0,0.0405,38.2810,5462,31.7183,2478,10.0600,35008.6,160.59,3.5672,0.0,0.0000,1.000,0.7105,2.9731,3.8429
10000,1,1059,21.26,0.01,6.85,1.11,3.23,0.00,1.01,0.001,0.136,432446.4,448319.3,1,204,2.56,1.01,1.01,20.7455,636.58,21794.2,0.0306,36.8364,5461,31.7125,2407,9.5265,34148.8,80.07,15.7952,0.0,0.0000,1.000,0.1979,2.9270,3.6697
10000,2,870,21.97,0.01,6.70,0.88,3.84,0.00,1.00,0.000,0.114,374554.3,365039.1,1,219,2.63,1.00,1.00,16.7539,398.76,25294.9,0.0324,31.9159,5461,31.7125,2457,7.7549,26685.0,59.33,28.5153,0.0,0.0000,1.000,0.0179,3.0359,3.2135
20000,0,975,27.87,0.00,5.92,0.96,7.54,0.00,1.00,0.000,0.162,245330.9,164433.8,1,127,2.79,1.00,1.00,4.7884,127.54,10983.9,0.0926,22.6516,5462,14.1181,2163,7.2693,18461.1,160.59,1.7685,0.0,0.0000,1.000,0.7105,2.5749,2.4292
20000,1,806,27.23,0.01,5.59,1.36,7.33,0.00,1.00,0.000,0.131,133589.5,85481.6,1,185,2.85,1.00,1.00,2.3528,108.45,21695.1,0.0000,12.5677,5461,14.1155,2282,3.5127,7973.9,80.07,5.0796,0.0,0.0000,1.000,0.1979,2.7313,1.4089
20000,2,730,27.64,0.01,5.51,1.24,7.68,0.00,1.00,0.000,0.120,92309.8,59294.6,1,219,2.90,1.00,1.00,1.5807,139.81,34518.3,0.0000,8.4926,5461,14.1155,1994,2.2812,4954.5,59.33,7.3939,0.0,0.0000,1.000,0.0179,2.3740,0.9796
30000,0,1249,28.48,0.01,4.95,0.65,8.95,0.00,1.00,0.000,0.208,444070.0,191683.0,7,161,2.97,1.00,1.00,8.1514,152.48,18853.8,0.0482,40.2745,5462,39.5695,1887,12.2201,48354.5,160.59,3.8809,0.0,0.0000,1.000,0.7105,2.2324,4.4938
30000,1,1059,28.35,0.00,5.52,0.65,8.32,0.00,1.00,0.000,0.176,424069.7,182426.5,6,174,2.88,1.00,1.00,7.8669,128.06,21158.2,0.0015,38.2411,5461,39.5623,1789,11.6766,46304.8,80.07,17.0873,0.0,0.0000,1.000,0.1979,2.1140,4.2278
30000,2,771,28.56,0.00,5.64,0.58,8.34,0.00,1.00,0.000,0.128,361543.6,143235.5,7,202,2.87,1.00,1.00,6.0233,109.37,31133.2,0.0000,33.0621,5461,39.5623,1850,9.6041,35432.9,59.33,30.8236,0.0,0.0000,1.000,0.0179,2.2171,3.5760
40000,0,1156,28.37,0.00,5.08,0.32,8.95,0.00,1.00,0.000,0.190,258849.4,77629.4,15,138,3.10,1.00,1.00,3.6125,167.04,11656.8,0.0578,24.2582,5462,15.8302,1907,6.1298,18644.1,160.59,1.8181,0.0,0.0000,1.000,0.7105,2.2511,2.2287
40000,1,915,28.04,0.00,5.34,0.32,8.52,0.00,1.00,0.000,0.147,140292.0,34907.4,17,190,3.00,1.00,1.00,1.7540,144.60,23184.1,0.0000,13.4296,5461,15.8273,1816,2.7681,7696.6,80.07,5.0856,0.0,0.0000,1.000,0.1979,2.1724,1.1685
40000,2,762,28.28,0.00,5.35,0.35,8.61,0.00,1.00,0.000,0.125,98148.2,21693.6,15,219,3.10,1.00,1.00,1.2778,74.02,36559.3,0.0000,9.2919,5461,15.8273,1591,1.6887,4473.9,59.33,7.4947,0.0,0.0000,1.000,0.0179,1.8914,0.7779
50000,0,1203,28.42,0.02,5.53,0.34,8.47,0.00,1.01,0.001,0.197,454337.7,187579.8,28,172,2.66,1.00,1.01,7.7621,172.91,16680.8,0.0790,41.6017,5462,40.3872,1865,10.7992,46304.8,160.59,3.8732,0.0,0.0000,1.000,0.7105,2.2399,4.4727
50000,1,1049,28.15,0.01,5.62,0.25,8.30,0.00,1.00,0.000,0.170,430914.8,175336.1,26,199,2.69,1.00,1.00,7.5324,147.04,19803.4,0.0233,39.3935,5461,40.3798,1788,10.6784,45084.0,80.07,17.0162,0.0,0.0000,1.000,0.1979,2.1830,4.2262
50000,2,839,28.59,0.02,5.82,0.24,8.31,0.00,1.01,0.000,0.139,368084.4,137098.7,25,202,2.72,1.00,1.00,5.9059,126.31,30882.0,0.0000,33.8918,5461,40.3798,1517,8.5761,34305.4,59.33,30.6498,0.0,0.0000,1.000,0.0179,1.8551,3.4668
60000,0,1271,28.83,0.02,4.61,0.18,9.68,0.00,1.01,0.000,0.212,264515.1,60947.7,7,118,2.92,1.01,1.00,3.7457,175.20,10519.8,0.1545,24.6998,5462,15.7962,1596,5.5792,18034.9,160.59,1.7937,0.0,0.0000,1.000,0.7105,1.8082,2.0924
60000,1,1037,28.72,0.00,4.89,0.20,9.36,0.00,1.00,0.000,0.171,144333.7,30611.6,7,220,2.86,1.00,1.00,2.2443,159.48,22551.2,0.0000,13.6130,5461,15.7933,1583,2.6721,7656.3,80.07,5.1790,0.0,0.0000,1.000,0.1979,1.8155,1.1187
