step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,2,3109,24.36,0.04,7.29,0.50,4.62,0.00,1.02,0.000,0.159,984248.2,923736.2,1,0,2.65,1.02,1.01,44.8934,1770.58,69994.7,1.6421,83.1596,15253,76.8765,5639,35.9155,117364.0,101.28,45.0150,0.0,0.0000,1.000,0.3178,2.4159,8.0803
10000,0,82,29.50,0.11,9.83,0.44,4.71,0.00,1.03,0.000,0.069,13096.0,18840.2,1,74,2.98,1.04,1.02,0.9515,18.17,7348.3,0.0000,0.2017,1131,5.1095,131,0.0000,16.7,82.69,0.0742,0.0,0.0000,1.000,0.1874,0.8140,0.3849
20000,2,2661,24.72,0.01,5.59,0.23,6.65,0.00,1.00,0.000,0.136,435115.8,297937.0,1,0,2.40,1.00,1.00,8.7149,560.28,77053.2,1.2889,39.4374,15226,37.3711,4765,14.4984,37916.8,101.02,13.4798,0.0,0.0000,1.000,0.3160,2.1023,4.6798
20000,0,51,25.22,0.00,7.33,0.16,5.20,0.00,1.00,0.000,0.038,5341.1,5591.7,1,46,2.47,1.00,1.00,0.1470,8.40,8766.6,0.0000,0.2055,1158,3.0824,125,0.0000,7.1,86.63,0.0767,0.0,0.0000,1.000,0.2142,0.8189,0.1979
30000,2,2489,28.02,0.00,5.60,0.40,8.22,0.00,1.00,0.000,0.145,902285.2,503430.3,4,0,2.53,1.00,1.00,19.0670,398.51,70546.7,23.0439,78.5841,15206,80.9261,4858,46.6049,152168.8,101.12,45.8149,0.0,0.0000,1.000,0.3199,2.1307,9.7084
30000,0,46,26.39,0.00,6.93,0.00,6.26,0.00,1.00,0.000,0.032,7588.5,5490.1,3,44,2.70,1.00,1.00,0.2043,14.42,9989.8,0.0000,0.2915,1178,6.1840,119,0.0000,28.9,85.59,0.1693,0.0,0.0000,1.000,0.1664,0.6960,0.2783
40000,2,2359,28.39,0.00,5.08,0.54,8.84,0.00,1.00,0.000,0.142,452516.5,145761.0,3,0,2.55,1.00,1.00,6.6067,336.48,73246.1,1.7924,41.2691,15038,40.3124,4603,14.6152,42870.2,102.10,12.4429,0.0,0.0000,1.000,0.3211,2.0234,4.1885
40000,0,64,29.72,0.00,7.03,0.12,7.77,0.00,1.00,0.000,0.045,4748.5,1451.0,3,56,2.72,1.00,1.00,0.1375,12.89,9931.8,0.0000,0.1692,1346,3.0997,134,0.0000,6.9,76.59,0.0793,0.0,0.0000,1.000,0.1724,0.6529,0.1196
50000,2,2685,27.46,0.00,5.09,0.45,8.42,0.00,1.00,0.000,0.153,995137.8,408133.7,14,0,2.55,1.00,1.00,18.0965,440.53,74400.2,16.7765,87.7463,15310,90.4757,4353,36.6678,155219.3,101.14,44.9118,0.0,0.0000,1.000,0.3165,1.8580,9.8581
50000,0,56,28.59,0.00,7.14,0.12,7.09,0.00,1.00,0.000,0.045,7834.1,3348.1,5,56,2.57,1.00,1.00,0.2496,7.53,8131.3,0.0000,0.3141,1074,7.6217,83,0.0000,25.3,83.79,0.1320,0.0,0.0000,1.000,0.2002,0.5531,0.2742
60000,2,2420,27.82,0.00,5.35,0.44,8.34,0.00,1.00,0.000,0.141,459144.1,143431.7,9,0,2.49,1.00,1.00,6.5728,349.76,75996.2,2.1151,42.2895,15202,41.1987,4382,13.3928,41652.2,99.41,13.7009,0.0,0.0000,1.000,0.3100,1.8971,4.1856
60000,0,58,26.62,0.00,6.76,0.10,6.50,0.00,1.00,0.000,0.042,4784.3,1568.3,7,55,2.62,1.00,1.00,0.1427,15.15,8234.5,0.0000,0.1706,1182,3.0501,97,0.0000,6.1,107.59,0.0537,0.0,0.0000,1.000,0.2944,0.5735,0.1138
70000,2,2717,27.85,0.00,5.95,0.38,7.78,0.00,1.00,0.000,0.157,1001285.7,433802.9,11,0,2.54,1.00,1.00,17.8080,381.20,72203.5,14.0538,88.7240,15290,91.4345,4160,35.3686,149403.8,100.40,47.6250,0.0,0.0000,1.000,0.3145,1.8073,9.7833
70000,0,57,28.39,0.00,7.21,0.04,6.96,0.00,1.00,0.000,0.049,7568.9,3823.5,7,55,2.61,1.00,1.00,0.2525,16.21,9277.3,0.0000,0.2932,1094,6.8444,84,0.0000,23.6,94.44,0.1184,0.0,0.0000,1.000,0.2294,0.5283,0.2893
80000,2,2581,28.08,0.00,5.67,0.37,8.18,0.00,1.00,0.000,0.147,449093.2,148750.1,10,0,2.60,1.00,1.00,6.2069,377.75,78159.9,1.1708,41.4137,15596,40.5881,4201,12.4057,38417.1,100.18,14.2150,0.0,0.0000,1.000,0.3105,1.7761,3.8092
80000,0,40,27.10,0.00,6.60,0.15,6.88,0.00,1.00,0.000,0.046,4781.4,1883.8,7,39,2.62,1.00,1.00,0.1318,7.85,5559.2,0.0000,0.2012,788,2.6751,77,0.0000,6.8,96.44,0.0688,0.0,0.0000,1.000,0.2754,0.7275,0.1157
90000,2,2625,27.94,0.00,5.84,0.31,7.98,0.00,1.00,0.000,0.150,1004672.4,455512.1,12,0,2.59,1.00,1.00,18.2936,422.91,75509.3,12.8196,89.6620,15384,92.9308,4143,34.1868,147083.6,100.41,49.6156,0.0,0.0000,1.000,0.3134,1.7424,9.2008
90000,0,50,26.46,0.00,7.26,0.02,5.96,0.00,1.00,0.000,0.045,7375.7,4323.8,8,50,2.38,1.00,1.00,0.2345,15.29,7364.4,0.0000,0.2869,1000,6.1727,59,0.0000,24.1,93.63,0.1085,0.0,0.0000,1.000,0.2390,0.4039,0.2687
100000,2,2512,28.06,0.00,5.87,0.37,7.98,0.00,1.00,0.000,0.149,446926.1,151259.7,15,0,2.61,1.00,1.00,6.3863,403.62,73544.4,0.7607,41.3207,14995,40.0406,4099,11.8306,36922.6,100.54,14.6353,0.0,0.0000,1.000,0.3131,1.7731,3.7109
100000,0,79,28.95,0.00,6.25,0.29,8.08,0.00,1.00,0.000,0.051,4828.0,1955.9,11,65,2.54,1.00,1.00,0.1462,14.15,10694.3,0.0000,0.1703,1389,2.7923,107,0.0000,5.9,94.15,0.0503,0.0,0.0000,1.000,0.2628,0.5022,0.1197
