step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,1649,0.4876,12536.4,179,750,566,333,0,563,326,28137,28236,30659,0,0,0,1.000,1.000,1.000,603,110,8,0.4066,0.1419,0.6717,0.0532
2000,1699,0.4891,18102.7,269,605,650,444,0,641,439,29837,29174,33243,0,0,0,1.000,1.000,1.000,461,142,14,0.3067,0.2223,0.6051,0.0681
3000,1877,0.5067,20868.5,325,694,686,497,0,685,495,29082,29289,33010,0,0,0,1.000,1.000,1.000,544,176,14,0.2919,0.2180,0.5854,0.0698
4000,2154,0.4805,20685.8,287,777,750,627,0,749,622,28020,27646,31150,0,0,0,1.000,1.000,1.000,626,167,17,0.3241,0.1869,0.5836,0.0597
5000,2228,0.4731,20390.6,304,809,744,675,0,741,670,27185,26691,29990,0,0,0,1.000,1.000,1.000,675,169,19,0.3596,0.1789,0.6090,0.0596
6000,2257,0.5007,21109.2,311,847,804,606,0,798,606,27722,27905,30193,0,0,0,1.000,1.000,1.000,681,188,12,0.3344,0.1973,0.5939,0.0624
7000,2197,0.5599,20871.9,326,811,743,643,0,739,642,29295,29306,31252,0,0,0,1.000,1.000,1.000,625,156,15,0.3032,0.2147,0.5937,0.0649
8000,2469,0.4816,20139.6,276,913,808,748,0,807,745,29594,29711,30780,0,0,0,1.000,1.000,1.000,685,187,27,0.3008,0.2237,0.5937,0.0672
9000,2116,0.4858,16974.2,281,791,725,600,0,720,599,29097,30143,31405,0,0,0,1.000,1.000,1.000,645,204,15,0.3605,0.1910,0.6460,0.0559
10000,2122,0.4623,15902.6,258,895,608,619,0,606,618,30229,32018,31595,0,0,0,1.000,1.000,1.000,747,143,23,0.3458,0.1720,0.6539,0.0580
11000,1605,0.4430,11350.4,234,750,480,375,0,479,374,30956,33551,32902,0,0,0,1.000,1.000,1.000,623,148,14,0.3782,0.1641,0.6866,0.0539
12000,1330,0.5203,8895.7,259,654,354,322,0,350,322,31777,36131,35852,0,0,0,1.000,1.000,1.000,523,102,5,0.3301,0.2128,0.6982,0.0579
13000,818,0.5122,5824.3,313,396,236,186,0,236,185,32180,37930,38555,0,0,0,1.000,1.000,1.000,306,63,3,0.3022,0.2627,0.6979,0.0595
14000,718,0.5306,4871.5,319,479,174,65,0,172,63,32697,39671,40763,0,0,0,1.000,1.000,1.000,373,41,1,0.2088,0.2872,0.6566,0.0655
15000,436,0.5115,3364.8,397,315,85,36,0,85,36,33528,41586,43530,0,0,0,1.000,1.000,1.000,270,13,0,0.1487,0.3189,0.5529,0.0784
16000,552,0.4674,4751.3,316,452,71,29,0,71,29,33303,41620,44194,0,0,0,1.000,1.000,1.000,371,14,0,0.1354,0.4034,0.6302,0.0928
17000,593,0.4890,5857.7,371,342,158,93,0,155,92,32380,40952,43945,0,0,0,1.000,1.000,1.000,294,49,2,0.1973,0.2685,0.7444,0.0855
18000,990,0.4677,8756.1,325,533,261,196,0,261,191,31769,39230,42448,0,0,0,1.000,1.000,1.000,421,46,7,0.2154,0.3000,0.6869,0.0886
19000,1574,0.3958,11114.5,252,753,446,375,0,446,375,29925,36849,39297,0,0,0,1.000,1.000,1.000,597,101,13,0.2657,0.2476,0.6658,0.0745
20000,2043,0.4298,12335.3,227,902,542,599,0,540,599,28228,33835,35519,0,0,0,1.000,1.000,1.000,693,122,24,0.3523,0.1670,0.6757,0.0558
21000,2604,0.4654,15793.9,229,1073,774,757,0,771,753,27135,32170,31862,0,0,0,1.000,1.000,1.000,880,189,25,0.3451,0.1980,0.6407,0.0570
22000,2794,0.4771,18488.7,247,1116,829,849,0,820,845,27226,31290,28237,0,0,0,1.000,1.000,1.000,888,180,25,0.3712,0.1764,0.6295,0.0539
23000,3088,0.4288,19335.3,231,1256,949,883,0,946,882,26379,30694,25756,0,0,0,1.000,1.000,1.000,993,257,29,0.3866,0.1827,0.6516,0.0534
24000,2923,0.4619,19113.2,241,1033,900,990,0,891,990,26616,29859,24953,0,0,0,1.000,1.000,1.000,826,212,39,0.4164,0.1708,0.6614,0.0505
25000,3216,0.4347,18990.4,228,1187,1076,953,0,1074,952,27624,29809,23787,0,0,0,1.000,1.000,1.000,927,319,46,0.4081,0.1567,0.6653,0.0487
