step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,2,2087,40.00,0.62,8.94,0.35,12.77,0.08,1.17,0.028,0.192,1001974.8,552407.7,8,0,3.86,1.19,1.12,38.0823,741.68,85483.4,3.1588,81.8279,15419,83.3954,3651,30.1940,135234.8,100.23,46.7039,0.0,0.0000,1.000,0.3294,1.4919,6.2041
10000,0,35,37.83,1.00,9.80,1.11,10.29,0.11,1.19,0.029,0.053,14330.1,6759.2,4,33,4.03,1.03,1.35,0.8246,13.53,8358.4,0.0000,0.1145,965,6.5018,71,0.0000,15.3,96.28,0.0561,0.0,0.0000,1.000,0.3212,0.4846,0.2506
20000,2,2018,29.65,0.64,7.46,0.04,9.78,0.04,1.18,0.024,0.146,419276.1,224096.5,4,0,3.54,1.22,1.14,9.5129,976.56,89566.4,0.6230,39.3919,15442,35.9869,3797,9.0746,27976.5,99.84,13.7304,0.0,0.0000,1.000,0.3323,1.5345,3.4184
20000,0,25,33.82,0.12,11.72,0.00,6.32,0.00,1.03,0.000,0.030,3014.7,1905.5,2,25,4.04,1.06,1.00,0.1359,14.42,8015.7,0.0000,0.0755,942,2.6245,52,0.0000,3.6,102.62,0.0204,0.0,0.0000,1.000,0.2728,0.4142,0.1305
30000,2,2106,29.65,0.99,5.99,0.17,13.07,0.31,1.27,0.115,0.178,957836.0,679184.4,8,0,3.58,1.38,1.14,31.5849,545.19,87324.9,10.3730,87.2538,14983,79.5816,3032,27.5673,110398.8,100.89,51.7894,0.0,0.0000,1.000,0.3264,1.2179,8.9870
30000,0,39,30.91,0.41,8.10,0.31,12.03,0.26,1.08,0.077,0.035,5500.9,4400.0,6,35,3.56,1.13,1.00,0.2855,9.69,12396.6,0.0000,0.1409,1401,6.1185,32,0.0000,17.2,90.53,0.0444,0.0,0.0000,1.000,0.3562,0.1588,0.2967
40000,2,1773,36.31,0.72,8.72,0.05,12.14,0.04,1.22,0.023,0.157,435904.3,154671.4,8,0,3.83,1.22,1.21,7.1669,641.73,90007.4,0.8171,41.8850,15238,38.0881,3181,4.5138,19483.4,100.51,13.5639,0.0,0.0000,1.000,0.3266,1.2782,3.0926
40000,0,27,44.46,0.74,13.85,0.00,11.52,0.11,1.21,0.037,0.038,2431.6,651.6,4,27,4.22,1.26,1.25,0.0744,9.11,9632.9,0.0000,0.0398,1146,3.0240,24,0.0000,3.0,93.26,0.0103,0.0,0.0000,1.000,0.3604,0.1540,0.0810
50000,2,1899,44.07,1.17,8.41,0.07,11.26,0.08,1.38,0.036,0.163,916283.9,729751.6,3,0,3.48,1.36,1.31,31.3735,743.20,73232.3,9.9979,84.4720,15236,76.8285,5104,34.2476,128789.3,99.81,52.5590,0.0,0.0000,1.000,0.3283,2.2048,7.1992
50000,0,39,54.07,1.10,9.90,0.08,14.90,0.08,1.23,0.026,0.055,5519.0,7179.2,2,35,4.18,1.13,1.27,0.2932,19.16,9017.3,0.0000,0.1822,1148,5.3547,139,0.0000,20.6,102.55,0.0611,0.0,0.0000,1.000,0.3371,0.8356,0.2196
