step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,2697,0.4676,24432.0,136,935,908,854,20,11,22,26299,26694,28486,0,0,0,1.000,1.000,1.000,639,296,167,0.3203,0.1316,0.4358,0.0787
2000,1842,0.4859,19009.6,258,664,690,488,41,49,70,27910,27964,32422,0,0,0,1.000,1.000,1.000,489,283,61,0.4033,0.1154,0.5955,0.0536
3000,2483,0.4084,19195.3,220,889,868,726,102,93,135,25410,25025,30138,0,0,0,1.000,1.000,1.000,617,348,112,0.4640,0.1040,0.6375,0.0523
4000,3726,0.4125,23906.4,177,1219,1330,1177,117,99,135,21346,20137,25095,0,0,0,1.000,1.000,1.000,794,453,186,0.5079,0.0900,0.6216,0.0433
5000,4168,0.4199,25332.2,196,1384,1524,1260,138,127,156,22618,19990,24555,0,0,0,1.000,1.000,1.000,977,600,222,0.4832,0.1074,0.6169,0.0444
6000,4091,0.4163,25053.2,208,1436,1435,1220,149,129,152,20997,18072,21932,0,0,0,1.000,1.000,1.000,1018,550,185,0.5546,0.0843,0.6581,0.0374
7000,3585,0.3914,19714.3,185,1162,1423,1000,105,119,163,20007,16615,20747,0,0,0,1.000,1.000,1.000,829,544,173,0.6641,0.0613,0.7446,0.0316
8000,3452,0.4603,21944.1,223,1161,1300,991,73,122,102,22113,18669,23167,0,0,0,1.000,1.000,1.000,866,450,133,0.5711,0.0765,0.6716,0.0344
9000,3125,0.4931,20363.0,261,1107,1118,900,85,102,114,24933,20867,26563,0,0,0,1.000,1.000,1.000,813,462,167,0.5693,0.0763,0.6901,0.0355
10000,2738,0.4839,19132.0,284,1060,980,698,102,85,104,26044,24037,29509,0,0,0,1.000,1.000,1.000,785,334,100,0.5350,0.0806,0.6938,0.0393
11000,2204,0.4651,15616.0,268,854,708,642,53,81,107,27096,27719,33214,0,0,0,1.000,1.000,1.000,602,253,97,0.5126,0.0870,0.7126,0.0435
12000,1402,0.4772,11157.9,290,668,423,311,53,75,89,27954,33082,37584,0,0,0,1.000,1.000,1.000,488,161,43,0.4581,0.0955,0.7164,0.0497
13000,855,0.4807,7697.9,332,451,219,185,44,62,68,27686,37568,41714,0,0,0,1.000,1.000,1.000,349,87,37,0.3721,0.1484,0.7281,0.0558
14000,662,0.4834,5585.1,317,482,128,52,28,57,27,26770,41674,45652,0,0,0,1.000,1.000,1.000,381,44,6,0.1832,0.2526,0.6567,0.0689
15000,406,0.5000,3874.9,300,335,50,21,5,32,15,24895,44565,48692,0,0,0,1.000,1.000,1.000,259,18,0,0.1640,0.2218,0.5410,0.0759
16000,347,0.5591,3732.0,330,286,48,13,6,42,11,23477,45875,50594,0,0,0,1.000,1.000,1.000,193,14,3,0.1664,0.2321,0.6381,0.0825
17000,527,0.4042,6319.0,332,376,86,65,11,39,44,20934,43614,49431,0,0,0,1.000,1.000,1.000,299,35,11,0.3223,0.1455,0.8403,0.0714
18000,934,0.4475,10689.6,350,400,311,223,38,76,84,18957,40334,47504,0,0,0,1.000,1.000,1.000,277,117,38,0.3452,0.1257,0.7308,0.0677
19000,1402,0.4301,11846.3,269,597,482,323,68,84,105,17147,35548,43888,0,0,0,1.000,1.000,1.000,446,165,35,0.4829,0.0931,0.7357,0.0482
20000,2271,0.4161,15787.2,216,992,717,562,103,92,121,16366,31320,40326,0,0,0,1.000,1.000,1.000,756,270,113,0.4810,0.0890,0.6759,0.0467
21000,2566,0.4373,18013.6,217,1000,849,717,106,90,131,16463,28631,37616,0,0,0,1.000,1.000,1.000,711,311,116,0.4854,0.1009,0.6595,0.0443
22000,2885,0.4354,19413.8,215,1030,1028,827,98,128,139,16660,25979,34972,0,0,0,1.000,1.000,1.000,759,364,146,0.5220,0.0959,0.6640,0.0421
23000,3454,0.4247,22631.6,207,1230,1268,956,116,131,142,18438,24761,32704,0,0,0,1.000,1.000,1.000,878,461,164,0.4494,0.1128,0.6065,0.0485
24000,3466,0.4423,23452.7,221,1210,1183,1073,111,123,164,19542,22579,30742,0,0,0,1.000,1.000,1.000,878,429,180,0.4907,0.0967,0.6276,0.0430
25000,3534,0.4533,23309.8,220,1178,1331,1025,101,132,126,20504,22186,28917,0,0,0,1.000,1.000,1.000,828,528,136,0.5012,0.1009,0.6299,0.0426
26000,3404,0.4474,23141.8,219,1173,1291,940,119,110,117,21510,21640,28134,0,0,0,1.000,1.000,1.000,867,464,134,0.5082,0.0952,0.6464,0.0423
27000,3406,0.4595,24005.6,234,1103,1253,1050,120,113,157,22146,22541,28567,0,0,0,1.000,1.000,1.000,777,469,147,0.4796,0.0966,0.6143,0.0453
28000,3202,0.4257,21984.3,223,1187,1118,897,82,111,133,23466,23299,29067,0,0,0,1.000,1.000,1.000,843,384,159,0.4857,0.1001,0.6318,0.0451
29000,2851,0.4374,19523.0,233,1026,1076,749,98,102,138,25116,25448,30561,0,0,0,1.000,1.000,1.000,747,429,131,0.4860,0.0930,0.6540,0.0445
