step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,2321,1.336,1.495,13.51,79408,68727,0,8959,826,923908,1071627.6,580473.8,0.132,0.572,0.214,0.082,103,33.42,18.16,0.72,2.23,7.76,5.70,0.58,2.47,11.02,9.77,0.12,0.51,0.237,0.137,1824,0.008,0.042,0.941,0.002,0.014,167207,144836,5,0.239,0.639,0.089,2657593,0.247,2.822,0.170,87.61,59678,333,0.628,0.210,0.268,8900692,1.18,3.41,0.198,0.637,0.056,11.3,31.4,55.9,173.4,46603,0.178,0.00,0.0042,0.000,26,0.607,0.000,0.548,0.539,3.60,4.74,4.80,0.20,0.098,1.22,1.12,1.19,0.629,0.00262,101.79,39.7142,1006.46,93290.2,140215.1,2.629,27.4965,210.935,0.000,1.000,0.232,74.2,91.945,92.026,3631,21308.9,16.99,91.148,6.55,22.500,1074.1,11.025,0.136,1.99,7.6304,17710.3,0.5848,0.3778,20.08,1.671,0.280,1.5299,0.0000,0.572,0.113,0.717,0.0000,5.62,1.17,7,19,35,100,87.3630,0.0200,0.4735,0.0000,0.0000,35.7448,100.00,74.7812,393.7831,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0029,0.0013,0.000004,18,0.6126,0.0271,0.0311,58,196,598,0.0000,0.0000,0.0181,0.049,3.1161,0.0925,1.2400,0.0435,0.2983,0.0675,0.0000,0.00011,0.794,0.0271,0.044,0.003,0.45,0.089,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8596,0.0000,1.4203,0.00000,0.05857,1.0000,1.0000,0.3648,2.122,0.934,0.5623,3.0404,3.8323
20000,2202,1.451,1.126,14.42,39185,34801,0,4303,186,399282,462760.6,225049.9,0.056,0.686,0.197,0.061,137,31.31,17.96,0.52,1.85,8.47,6.77,0.06,0.60,10.59,9.54,0.02,0.20,0.264,0.163,1659,0.026,0.060,0.907,0.003,0.030,50941,38993,7,0.456,0.078,0.024,615591,0.186,2.439,0.124,43.41,23317,388,0.564,0.183,0.353,4544069,1.12,5.54,0.164,0.663,0.015,7.8,30.5,51.0,149.7,43253,0.165,0.00,0.0020,0.000,44,0.485,0.000,0.521,0.290,3.71,4.70,4.97,0.22,0.086,1.12,1.10,1.13,0.501,0.00216,18.15,9.5980,1119.08,101148.4,140215.1,0.133,7.1361,96.318,0.000,1.000,0.308,63.1,42.404,37.267,2821,15542.1,18.02,33.841,5.36,5.345,531.2,2.380,0.136,1.99,7.2568,15979.4,0.5916,0.4281,19.64,1.574,0.409,0.4701,0.0000,0.670,0.124,0.928,0.0000,6.22,1.32,5,19,34,65,39.1891,0.0109,0.3978,0.0000,0.0000,10.5346,100.00,101.0176,310.7600,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0027,0.0012,0.000004,14,0.2409,0.0304,0.0307,61,195,734,0.0000,0.0000,0.0105,0.025,1.5816,0.0274,0.7011,0.0477,0.3841,0.0649,0.0000,-0.00022,0.329,0.0048,0.211,0.016,0.05,0.024,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6961,0.0000,0.8988,0.00000,0.07790,1.0000,1.0000,0.3686,1.633,0.671,0.5781,1.8082,1.6719
30000,2701,0.983,1.077,18.91,126549,102451,0,22350,1246,1431465,1002072.6,780436.3,0.043,0.746,0.149,0.062,78,23.73,12.66,0.66,1.87,5.93,4.41,0.09,0.98,9.03,8.15,0.19,0.66,0.244,0.144,1810,0.046,0.055,0.920,0.006,0.019,196396,143339,4,0.432,0.386,0.015,619626,0.187,2.413,0.119,91.74,94903,270,0.545,0.205,0.291,16568148,1.16,7.11,0.168,0.639,0.086,8.0,23.7,36.3,134.6,42440,0.162,0.00,0.0041,0.000,30,0.604,0.000,0.670,0.376,3.33,4.15,4.56,0.27,0.120,1.17,1.11,1.17,0.626,0.00318,95.78,35.3679,651.36,99601.4,140215.1,4.063,25.1400,218.816,0.000,1.000,0.239,78.8,88.575,95.682,2711,15206.5,12.66,81.076,5.01,22.128,655.5,10.929,0.135,2.00,7.0170,18952.9,0.6525,0.4030,15.71,1.536,0.436,1.5299,0.0000,0.653,0.188,0.841,0.0000,6.13,1.94,6,15,27,81,82.0115,0.0097,0.4946,0.0000,0.0000,35.9412,100.00,80.3765,435.7625,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0031,0.0013,0.000006,3,0.2040,0.0255,0.0138,53,178,574,0.0000,0.0000,0.0130,0.028,6.6563,0.0181,2.9112,0.0526,0.2984,0.1103,0.0000,-0.00005,0.299,0.0090,0.279,0.022,0.07,0.015,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8858,0.0000,1.3855,0.00000,0.04526,1.0000,1.0000,0.3642,1.568,0.670,0.5768,4.8622,5.3829
40000,2458,1.071,1.020,21.07,47207,41993,0,4866,572,358846,464528.0,210197.3,0.031,0.727,0.146,0.095,115,24.91,13.51,0.50,2.10,6.86,5.05,0.14,1.23,8.87,7.45,0.13,0.55,0.270,0.146,1504,0.041,0.070,0.908,0.004,0.018,55493,39736,7,0.506,0.137,0.020,152541,0.210,2.295,0.110,44.33,26100,328,0.586,0.261,0.246,5967262,1.12,6.31,0.252,0.563,0.061,8.5,24.9,36.0,162.0,40242,0.154,0.00,0.0021,0.000,27,0.515,0.000,0.566,0.219,3.35,4.10,4.70,0.17,0.076,1.15,1.08,1.13,0.528,0.00161,19.02,8.2269,606.45,98196.7,140215.1,0.605,5.3204,97.992,0.000,1.000,0.287,68.2,43.006,37.919,2701,14337.0,13.86,33.181,4.72,4.141,426.0,1.997,0.134,2.01,8.7016,21388.5,0.7544,0.4460,16.37,1.533,0.453,0.4701,0.0000,0.663,0.141,0.931,0.0000,5.98,1.83,6,16,26,81,40.2922,0.0158,0.4471,0.0000,0.0000,10.1116,100.00,100.8456,322.2042,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0028,0.0013,0.000003,19,0.2831,0.0472,0.0266,58,175,708,0.0000,0.0000,0.0082,0.023,1.9158,0.0396,0.8710,0.0627,0.3650,0.0656,0.0000,0.00010,0.231,0.0027,0.402,0.064,0.10,0.020,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6923,0.0000,0.8618,0.00000,0.07374,1.0000,1.0000,0.3676,1.542,0.616,0.6115,2.2516,1.9477
50000,2849,0.922,1.128,36.18,78681,69001,0,8166,533,538834,1033380.7,381064.8,0.044,0.719,0.189,0.048,75,27.38,9.59,0.18,1.04,5.59,3.12,0.00,0.05,8.11,3.66,0.02,0.20,0.205,0.102,1431,0.045,0.068,0.926,0.001,0.005,101498,70630,19,0.157,0.472,0.001,251713,0.190,2.371,0.120,97.30,58347,247,0.707,0.294,0.041,17031996,1.06,1.70,0.484,0.478,0.015,12.0,32.0,32.0,106.0,39551,0.151,0.00,0.0045,0.000,35,0.652,0.000,0.426,0.266,3.05,3.87,3.91,0.07,0.037,1.07,1.04,1.06,0.661,0.00220,83.96,24.3460,1084.30,68646.5,140215.1,16.755,15.5936,212.545,0.000,1.000,0.067,79.0,92.618,117.127,3080,15601.2,23.78,83.411,4.25,13.870,335.8,7.466,0.135,1.99,17.1362,48821.0,1.4846,0.4302,13.88,1.938,0.229,1.5299,0.0000,0.714,0.175,0.895,0.0000,4.31,0.97,7,16,16,39,88.2731,0.0199,0.5104,0.0000,0.0000,38.7361,100.00,60.9572,440.7990,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0020,0.0009,0.000002,590,3.1624,0.2759,0.0542,62,200,859,0.0000,0.0000,0.0057,0.013,2.0965,0.5665,1.3934,0.0849,0.2711,0.0794,0.0000,0.00021,0.312,0.0073,0.299,0.093,0.00,0.001,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9669,0.0000,1.3852,0.00000,0.04737,1.0000,1.0000,0.3653,1.505,0.774,0.5756,3.4138,3.4863
60000,2475,1.022,0.867,23.95,32394,30213,0,1690,285,132239,468961.8,133322.2,0.035,0.731,0.182,0.052,123,24.89,11.80,0.34,1.30,5.82,3.88,0.08,0.86,8.90,5.45,0.05,0.32,0.237,0.129,1436,0.071,0.105,0.878,0.004,0.013,32651,23717,16,0.445,0.028,0.018,174133,0.153,2.034,0.090,45.04,19598,418,1.008,0.245,0.136,6304818,1.10,5.81,0.319,0.507,0.030,9.8,27.8,32.7,130.0,37470,0.143,0.00,0.0021,0.000,21,0.526,0.000,0.360,0.140,3.22,4.14,4.29,0.17,0.079,1.11,1.10,1.11,0.530,0.00127,15.81,11.5695,565.11,90962.4,140215.1,1.181,6.2115,96.879,0.000,1.000,0.260,62.0,43.648,41.676,2475,11917.3,14.01,34.986,4.20,2.593,230.6,1.266,0.135,2.01,12.6163,31225.5,1.0290,0.5005,15.14,1.621,0.426,0.4701,0.0000,0.716,0.151,0.942,0.0000,5.67,1.80,7,16,24,64,41.6137,0.0416,0.4420,0.0000,0.0000,11.3573,100.00,90.6430,303.9427,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0019,0.0009,0.000001,580,2.1620,0.0949,0.0937,66,201,1380,0.0000,0.0000,0.0057,0.014,0.4549,0.4185,0.5154,0.0764,0.3814,0.0516,0.0000,0.00038,0.091,0.0012,0.614,0.223,0.07,0.018,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7905,0.0000,1.0335,0.00000,0.05555,1.0000,1.0000,0.3616,1.318,0.535,0.6004,1.6042,1.4171
70000,2858,0.868,0.888,37.59,54836,49234,0,3538,178,254222,1034267.8,308266.6,0.018,0.783,0.181,0.018,84,27.71,8.95,0.14,0.95,5.16,2.42,0.00,0.00,8.41,3.29,0.00,0.08,0.186,0.083,1202,0.225,0.069,0.927,0.000,0.003,65361,44430,14,0.677,0.066,0.000,72829,0.198,2.067,0.091,99.51,45912,269,1.213,0.273,0.035,16862611,1.05,0.84,0.522,0.469,0.003,12.0,32.0,32.0,74.0,39193,0.150,0.00,0.0043,0.000,45,0.601,0.000,0.337,0.217,3.05,3.82,3.84,0.06,0.033,1.06,1.05,1.06,0.605,0.00235,73.72,32.2890,1361.29,62546.2,140215.1,26.666,14.9409,208.040,0.000,1.000,0.024,77.8,88.687,133.913,2474,11510.3,20.47,82.690,4.08,6.961,168.6,4.215,0.135,2.00,20.6349,58974.6,1.8002,0.4284,13.71,2.000,0.000,1.5299,0.0000,0.847,0.106,0.987,0.0000,4.04,0.19,6,16,16,36,84.4769,0.0425,0.5133,0.0000,0.0000,44.1329,100.00,47.7145,392.9914,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0015,0.0007,0.000002,1503,5.9513,0.3422,0.1108,72,209,1761,0.0000,0.0000,0.0039,0.011,0.5525,1.1240,1.0652,0.0882,0.3239,0.0812,0.0000,0.00014,0.057,0.0013,0.843,0.523,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9486,0.0000,1.1602,0.00000,0.04342,1.0000,1.0000,0.3708,1.182,0.567,0.5826,2.4980,2.4254
80000,2474,1.012,0.937,36.93,23491,22027,0,929,21,91943,453460.6,124772.0,0.010,0.804,0.171,0.015,117,29.15,9.40,0.20,1.19,5.26,2.63,0.00,0.00,8.91,4.13,0.00,0.04,0.182,0.083,992,0.244,0.101,0.890,0.002,0.006,23661,15610,9,0.514,0.281,0.000,1896,0.233,2.142,0.098,44.08,18791,280,1.357,0.241,0.048,6386676,1.07,0.61,0.559,0.411,0.002,18.0,32.0,32.0,124.0,35553,0.136,0.00,0.0021,0.000,29,0.504,0.000,0.280,0.139,3.10,3.90,3.93,0.08,0.039,1.07,1.07,1.08,0.507,0.00144,13.51,14.9431,578.99,78061.7,140215.1,3.791,8.1897,91.792,0.000,1.000,0.159,68.0,40.262,45.446,2692,13073.5,34.40,35.491,4.00,2.820,226.7,1.155,0.133,2.00,17.2941,42785.7,1.4134,0.4362,14.37,2.000,0.000,0.4701,0.0000,0.843,0.099,0.988,0.0000,4.07,0.33,9,16,16,62,38.1307,0.0153,0.4895,0.0000,0.0000,12.0175,100.00,82.9334,290.2267,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0015,0.0007,0.000001,898,3.0053,0.1791,0.1443,79,230,3074,0.0000,0.0000,0.0032,0.007,0.1099,0.6104,0.4766,0.0513,0.4082,0.0504,0.0000,0.00007,0.025,0.0006,0.945,0.563,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9378,0.0000,1.1670,0.00000,0.04669,1.0000,1.0000,0.3686,1.323,0.634,0.5740,1.1708,1.0319
90000,2989,0.897,0.779,37.00,50233,45579,0,2153,67,204729,1010234.9,308677.8,0.009,0.808,0.176,0.007,89,27.40,8.95,0.16,0.99,4.80,2.36,0.00,0.00,8.58,3.49,0.00,0.04,0.177,0.082,1317,0.222,0.081,0.913,0.001,0.004,58646,38895,18,0.391,0.333,0.000,2020,0.078,1.907,0.076,97.88,43244,232,1.508,0.253,0.039,16433903,1.06,0.80,0.502,0.476,0.002,14.0,32.0,32.0,78.0,40480,0.154,0.00,0.0039,0.000,35,0.569,0.000,0.308,0.205,3.08,3.83,3.83,0.07,0.034,1.06,1.05,1.06,0.571,0.00225,71.45,36.2982,1347.77,62854.0,140215.1,29.498,15.4922,204.876,0.000,1.000,0.064,79.7,86.150,136.511,2238,9840.4,20.84,80.443,3.98,5.287,111.1,3.354,0.132,2.00,20.1384,60193.8,1.8279,0.4034,13.54,2.000,0.000,1.5299,0.0000,0.845,0.090,0.991,0.0000,4.03,0.19,7,16,16,36,82.0747,0.0457,0.5012,0.0000,0.0000,45.6694,100.00,45.1774,402.9961,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0013,0.0006,0.000002,1919,6.7707,0.3376,0.1318,77,212,2849,0.0000,0.0000,0.0031,0.006,0.2718,1.2816,1.0296,0.0990,0.3573,0.0780,0.0000,-0.00010,0.022,0.0004,0.957,0.586,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9111,0.0000,1.0076,0.00000,0.04020,1.0000,1.0000,0.3698,1.044,0.483,0.5785,2.2923,2.2656
100000,2604,1.032,0.874,37.06,22744,21421,0,737,23,81748,448600.2,124699.9,0.008,0.803,0.180,0.008,120,28.53,8.33,0.23,1.19,4.88,2.48,0.00,0.00,8.92,3.61,0.00,0.07,0.174,0.084,1027,0.252,0.114,0.876,0.000,0.010,22457,14607,22,0.214,0.073,0.000,202,0.000,2.055,0.088,43.73,17973,317,1.525,0.198,0.039,5893531,1.09,0.63,0.566,0.409,0.004,16.0,32.0,32.0,88.0,36544,0.139,0.00,0.0019,0.000,46,0.469,0.000,0.268,0.132,3.14,3.86,3.88,0.10,0.048,1.11,1.07,1.09,0.471,0.00136,13.78,15.3357,737.41,75109.7,140215.1,3.451,7.9949,90.787,0.000,1.000,0.089,65.2,39.407,44.831,2517,11841.4,29.94,34.322,3.98,2.442,199.5,1.026,0.134,2.00,17.8757,46548.3,1.4867,0.4502,14.03,2.000,0.000,0.4701,0.0000,0.837,0.111,0.978,0.0000,4.03,0.19,8,16,16,44,37.3555,0.0189,0.4570,0.0000,0.0000,12.7658,100.00,84.2419,294.0002,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3773,0.0000,0.0000,0.0014,0.0007,0.000001,948,3.0755,0.1870,0.1491,80,227,3180,0.0000,0.0000,0.0026,0.004,0.1059,0.6069,0.4739,0.0557,0.4418,0.0479,0.0000,0.00004,0.025,0.0006,0.957,0.564,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8974,0.0000,1.0873,0.00000,0.04689,1.0000,1.0000,0.3646,1.323,0.526,0.5753,1.1473,0.9948
