step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,2,2395,33.35,0.39,6.59,0.15,9.27,0.01,1.15,0.004,0.161,1026076.1,1025239.1,1,0,3.11,1.12,1.18,54.6610,1416.01,75433.5,1.2633,87.4294,15311,77.2035,5244,33.3135,122079.6,100.65,39.2287,0.0,0.0000,1.000,0.3878,2.2485,8.5913
10000,0,55,30.93,0.02,10.29,0.00,5.15,0.05,1.00,0.018,0.048,13569.6,18553.4,1,50,3.04,1.01,1.00,1.0297,25.25,7087.5,0.0000,0.2024,1073,4.5977,96,0.0000,18.5,90.79,0.0622,0.0,0.0000,1.000,0.2656,0.6648,0.3263
20000,2,2350,31.04,0.11,6.71,0.02,8.57,0.00,1.04,0.001,0.147,410808.8,304950.7,2,0,3.14,1.05,1.03,10.8041,734.19,80700.9,1.0653,37.4913,15454,34.3682,4612,12.7653,32402.7,100.04,11.9308,0.0,0.0000,1.000,0.3819,1.9374,4.2799
20000,0,66,31.39,0.00,10.64,0.00,5.06,0.00,1.00,0.000,0.068,4727.4,4999.8,2,61,3.23,1.00,1.00,0.1589,10.09,6024.0,0.0000,0.1523,930,2.0765,77,0.0000,6.4,99.34,0.0426,0.0,0.0000,1.000,0.3441,0.5140,0.1513
30000,2,2170,41.49,0.04,8.28,0.04,12.37,0.00,1.01,0.000,0.182,986594.9,528183.8,2,0,3.70,1.01,1.01,27.3229,734.84,76000.2,6.2373,88.1475,15461,88.2495,3849,36.6412,150563.8,100.06,43.0092,0.0,0.0000,1.000,0.3821,1.5638,7.3398
30000,0,34,43.00,0.00,9.62,0.00,11.88,0.00,1.00,0.000,0.048,6089.0,4566.2,1,33,3.56,1.00,1.00,0.2909,6.66,6811.3,0.0000,0.1310,923,5.3483,41,0.0000,20.5,99.03,0.0462,0.0,0.0000,1.000,0.3413,0.3182,0.1941
40000,2,1868,45.72,0.02,8.17,0.10,14.60,0.00,1.01,0.001,0.174,415194.3,155356.9,6,0,3.88,1.01,1.01,8.9864,552.49,80605.6,1.1772,38.9451,15340,36.4409,3881,10.4096,29479.1,100.60,11.8160,0.0,0.0000,1.000,0.3852,1.5986,2.7121
40000,0,33,51.00,0.00,11.76,0.03,13.73,0.00,1.00,0.000,0.051,3323.4,1710.3,4,33,4.12,1.00,1.00,0.1400,9.80,6764.7,0.0000,0.0578,1044,2.3331,44,0.0000,3.9,91.13,0.0183,0.0,0.0000,1.000,0.2998,0.2896,0.0704
50000,2,2196,43.46,0.03,8.19,0.07,13.45,0.00,1.01,0.000,0.198,1002432.8,463091.0,10,0,3.78,1.01,1.01,27.4473,732.90,73402.6,9.6853,90.7617,15116,89.0319,3638,29.9791,137954.9,101.08,42.1731,0.0,0.0000,1.000,0.3828,1.4800,6.5415
50000,0,40,48.80,0.00,10.30,0.00,14.10,0.00,1.00,0.000,0.045,4480.6,3544.0,5,38,3.90,1.00,1.00,0.3127,8.17,9838.9,0.0000,0.0847,1268,5.9604,31,0.0000,14.6,87.13,0.0248,0.0,0.0000,1.000,0.3431,0.1472,0.1649
