step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin
10000,3191,1.323,2.541,17.52,121568,84652,0,34309,864,1908649,1025729.9,945522.2,0.114,0.759,0.074,0.053,75,24.49,13.51,0.05,0.63,7.35,5.95,0.50,2.03,4.62,4.08,0.00,0.02,0.280,0.142,1489,0.076,0.041,0.923,0.008,0.029,220495,174818,1,0.048,0.952,0.107,6442818,0.149,3.480,0.306,83.36,94697,214,0.495,0.216,0.474,12493676,1.02,2.85,0.333,0.624,0.000,8.0,24.0,46.0,123.2,39934,0.152,0.00,0.0070,0.000,82,0.547,0.001,0.505,0.461,2.66,3.54,3.77,0.01,0.004,1.02,1.01,1.02,0.580,0.00361,81.58,45.8449,1788.76,77342.9,140078.7,1.642,45.0250,210.157,0.000,1.000,0.076,69.1,81.986,88.744,5770,37081.1,16.79,90.163,5.73,35.915,2068.0,11.738,0.135,2.00,4.7805,15254.4,0.6086,0.3729,12.51,1.992,0.051,1.5122,0.0000,0.437,0.146,0.385,0.0000,4.37,0.55,4,12,24,64,72.6584,0.0053,0.3779,0.0000,0.0000,45.0892,100.00,68.8394,352.7969,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0032,0.0013,0.000005,1,0.1730,0.0050,0.0125,45,162,452,0.0000,0.0000,0.0299,0.098,5.3408,0.0177,2.0956,0.0163,0.3227,0.1030,0.0000,0.00018,0.028,0.0005,0.078,0.016,0.42,0.107,0.000,0.000,0.0000,0.000,0.000,0.0000,1.2824,0.0000,2.1448,0.00000,0.05636,1.0000,1.0000,0.3624,3.188,1.804,0.4779,3.3812,5.0840
20000,2712,1.168,2.154,25.56,61557,48777,0,13151,98,549982,436782.0,303575.3,0.183,0.709,0.094,0.013,80,24.73,9.81,0.01,0.22,5.62,4.31,0.23,1.21,6.62,4.82,0.00,0.00,0.223,0.143,912,0.094,0.125,0.859,0.004,0.011,74601,55139,1,0.226,0.774,0.048,1412511,0.212,3.319,0.253,39.64,48310,215,0.552,0.293,0.324,4828199,1.00,1.60,0.464,0.530,0.000,10.0,28.0,32.0,111.7,33840,0.129,0.00,0.0024,0.000,51,0.400,0.000,0.307,0.225,2.40,3.57,3.68,0.00,0.000,1.00,1.00,1.00,0.419,0.00202,11.82,8.8619,568.68,85819.8,140078.7,1.289,14.5354,95.081,0.000,0.999,0.207,66.6,40.454,38.328,4890,32027.6,15.56,35.457,4.00,14.498,1757.6,3.792,0.135,2.00,5.3099,14400.4,0.6144,0.4585,12.48,1.999,0.006,0.4878,0.0000,0.518,0.183,0.562,0.0000,4.02,0.19,5,15,16,56,36.5578,0.0010,0.4403,0.0000,0.0000,13.5565,100.00,88.0784,284.4161,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0031,0.0014,0.000003,10,0.1249,0.0114,0.0118,52,173,499,0.0000,0.0000,0.0023,0.005,0.7538,0.0091,0.4300,0.0114,0.4569,0.0722,0.0000,0.00018,0.035,0.0011,0.070,0.016,0.21,0.048,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1033,0.0000,1.7387,0.00000,0.05160,1.0000,1.0000,0.3665,2.831,1.537,0.5081,2.2948,2.5829
30000,2535,1.119,2.183,28.66,122238,99867,0,22459,48,872954,914851.2,508997.8,0.155,0.641,0.190,0.014,56,27.99,8.66,0.00,0.00,5.62,4.26,0.40,1.77,8.18,4.63,0.00,0.00,0.199,0.133,867,0.121,0.108,0.878,0.001,0.013,158395,116925,4,0.593,0.237,0.075,2408219,0.261,3.341,0.255,78.88,112299,212,0.583,0.285,0.175,12321356,1.00,0.84,0.629,0.364,0.000,16.0,32.0,32.0,127.7,35992,0.137,0.00,0.0044,0.000,46,0.546,0.000,0.227,0.262,2.53,3.82,3.87,0.00,0.000,1.00,1.00,1.00,0.562,0.00276,51.46,19.2713,412.93,80536.5,140078.7,23.044,37.8419,196.777,0.000,1.000,0.197,76.2,87.110,102.069,4977,32266.1,13.05,74.295,3.94,46.605,2133.8,15.220,0.135,2.00,7.6706,19445.1,0.6946,0.4381,14.20,2.000,0.004,1.5122,0.0000,0.473,0.188,0.463,0.0000,4.05,0.31,8,16,16,64,81.9502,0.0036,0.5101,0.0000,0.0000,45.9842,100.00,66.4683,408.2769,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0031,0.0013,0.000003,41,0.5229,0.0702,0.0152,61,191,485,0.0000,0.0000,0.0004,0.001,0.7466,0.0559,0.4972,0.0213,0.3560,0.0996,0.0000,-0.00013,0.020,0.0008,0.049,0.012,0.34,0.075,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9818,0.0000,1.7530,0.00000,0.03518,1.0000,1.0000,0.3679,2.861,1.543,0.5602,4.7079,5.2788
40000,2423,1.075,2.048,29.30,48524,43081,0,5450,4,251499,453913.6,147218.2,0.102,0.707,0.172,0.019,80,28.42,7.55,0.00,0.02,5.13,3.71,0.53,2.14,8.81,4.41,0.00,0.00,0.180,0.122,667,0.266,0.131,0.861,0.001,0.007,52073,37650,3,0.382,0.191,0.092,1116112,0.246,3.253,0.240,41.44,39448,176,0.585,0.360,0.127,4941663,1.00,0.66,0.667,0.332,0.000,18.0,32.0,32.0,128.0,35075,0.134,0.00,0.0021,0.000,64,0.441,0.000,0.172,0.166,2.56,3.83,3.89,0.00,0.000,1.00,1.00,1.00,0.450,0.00169,10.63,6.7443,349.37,83177.8,140078.7,1.792,12.9054,92.730,0.000,1.000,0.177,73.4,43.412,40.356,4737,30337.0,12.85,36.667,3.95,14.615,1903.9,4.288,0.134,2.00,7.9592,19285.1,0.6915,0.4194,14.48,2.000,0.002,0.4878,0.0000,0.405,0.163,0.226,0.0000,4.03,0.20,9,16,16,64,40.7194,0.0002,0.5089,0.0000,0.0000,12.5222,100.00,87.4986,326.4899,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0029,0.0013,0.000002,101,0.6825,0.0685,0.0293,75,197,557,0.0000,0.0000,0.0001,0.000,0.1760,0.1129,0.1832,0.0111,0.4480,0.0591,0.0000,-0.00008,0.002,0.0000,0.042,0.013,0.45,0.092,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9169,0.0000,1.4458,0.00000,0.04534,1.0000,1.0000,0.3651,2.756,1.425,0.5654,2.2279,2.0802
50000,2741,1.213,1.900,29.76,118099,101323,0,16261,7,691723,1014421.8,411520.0,0.114,0.669,0.201,0.016,62,27.48,7.95,0.00,0.00,5.13,3.67,0.44,1.70,8.39,4.09,0.00,0.00,0.184,0.120,843,0.267,0.124,0.867,0.002,0.007,146086,103151,14,0.280,0.472,0.090,2439008,0.269,3.153,0.221,88.06,106067,168,0.595,0.335,0.136,14074691,1.00,0.84,0.632,0.367,0.000,16.0,32.0,32.0,97.9,38274,0.146,0.00,0.0044,0.000,56,0.562,0.000,0.192,0.237,2.55,3.78,3.83,0.00,0.000,1.00,1.00,1.00,0.573,0.00233,58.71,18.3461,448.06,82531.4,140078.7,16.776,26.5662,212.885,0.000,1.000,0.122,74.7,98.097,108.999,4436,28014.8,22.55,81.314,3.93,36.668,1647.4,15.524,0.134,2.00,7.8459,21505.7,0.7215,0.4095,13.96,2.000,0.000,1.5122,0.0000,0.398,0.161,0.228,0.0000,4.02,0.16,8,16,16,49,93.5191,0.0004,0.4673,0.0000,0.0000,45.0437,100.00,69.3397,442.9752,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0029,0.0013,0.000003,190,1.2874,0.0773,0.0248,71,198,527,0.0000,0.0000,0.0002,0.000,0.4444,0.1895,0.4106,0.0204,0.3590,0.0811,0.0000,-0.00010,0.004,0.0001,0.032,0.009,0.41,0.090,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8614,0.0000,1.3753,0.00000,0.03413,1.0000,1.0000,0.3661,2.564,1.316,0.5600,5.0855,5.0468
60000,2478,1.078,1.924,30.54,48299,42994,0,5449,2,248331,460341.3,145006.6,0.094,0.725,0.162,0.018,82,27.79,7.10,0.00,0.00,5.38,3.60,0.43,1.76,8.29,3.79,0.00,0.00,0.191,0.118,705,0.304,0.144,0.843,0.002,0.011,50801,35284,9,0.237,0.247,0.089,1294412,0.232,3.170,0.225,42.46,39123,170,0.584,0.383,0.128,5146514,1.00,0.75,0.660,0.339,0.000,16.0,32.0,32.0,50.0,34965,0.133,0.00,0.0022,0.000,58,0.440,0.000,0.170,0.156,2.49,3.78,3.85,0.00,0.000,1.00,1.00,1.00,0.449,0.00168,10.83,6.7154,364.90,84230.6,140078.7,2.115,11.7740,94.217,0.000,1.000,0.155,71.6,44.249,42.494,4479,28483.5,11.06,36.954,3.94,13.393,1643.5,4.166,0.135,2.00,8.1532,20203.6,0.7165,0.4166,14.11,2.000,0.000,0.4878,0.0000,0.393,0.154,0.210,0.0000,4.00,0.06,8,16,16,25,41.4989,0.0001,0.4826,0.0000,0.0000,13.7546,100.00,89.7562,335.3399,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0028,0.0013,0.000002,117,0.7733,0.0666,0.0324,72,196,584,0.0000,0.0000,0.0001,0.000,0.1422,0.1257,0.1670,0.0133,0.4508,0.0587,0.0000,-0.00074,0.001,0.0000,0.051,0.012,0.38,0.089,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9031,0.0000,1.3669,0.00000,0.04565,1.0000,1.0000,0.3704,2.526,1.375,0.5545,2.2872,2.0122
70000,2774,1.048,1.836,31.03,119993,100726,0,18795,20,769840,1019210.1,437658.5,0.092,0.722,0.171,0.015,62,27.86,7.56,0.00,0.07,5.98,3.49,0.37,1.69,7.76,3.53,0.00,0.00,0.210,0.110,806,0.329,0.112,0.876,0.003,0.009,146520,99404,11,0.213,0.484,0.079,2459145,0.229,3.119,0.215,89.02,106321,161,0.569,0.331,0.179,15637422,1.00,0.80,0.639,0.360,0.000,16.0,32.0,32.0,88.0,39146,0.149,0.00,0.0047,0.000,57,0.572,0.000,0.200,0.230,2.55,3.79,3.85,0.00,0.001,1.00,1.00,1.00,0.584,0.00256,57.65,18.0605,397.41,81480.8,140078.7,14.054,25.8320,214.598,0.000,1.000,0.214,84.4,98.279,109.010,4244,27237.7,11.21,81.573,3.92,35.369,1477.9,14.943,0.134,2.00,8.6422,23973.5,0.7454,0.4056,14.11,2.000,0.000,1.5122,0.0000,0.376,0.168,0.193,0.0000,4.02,0.18,8,16,16,44,93.1316,0.0006,0.5054,0.0000,0.0000,47.7434,100.00,68.9662,430.8493,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0029,0.0012,0.000003,156,1.2983,0.0865,0.0259,63,190,535,0.0000,0.0000,0.0002,0.001,0.4452,0.1905,0.4094,0.0195,0.3460,0.0896,0.0000,0.00026,0.001,0.0000,0.077,0.021,0.32,0.079,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8904,0.0000,1.3760,0.00000,0.03574,1.0000,1.0000,0.3721,2.519,1.250,0.5090,4.8926,5.1800
80000,2621,1.060,1.838,31.80,45244,39249,0,6047,5,268625,450269.9,150647.5,0.071,0.812,0.103,0.013,88,28.07,8.28,0.00,0.10,5.69,3.71,0.36,1.68,8.16,4.32,0.00,0.00,0.199,0.119,809,0.273,0.119,0.869,0.002,0.010,47518,30714,10,0.314,0.100,0.080,1045831,0.175,3.112,0.214,41.61,36710,166,0.561,0.354,0.151,5888772,1.00,0.89,0.641,0.356,0.000,16.0,32.0,32.0,118.0,37243,0.142,0.00,0.0021,0.000,40,0.462,0.000,0.199,0.158,2.60,3.80,3.85,0.00,0.002,1.00,1.00,1.00,0.470,0.00178,10.37,6.3388,385.60,83719.1,140078.7,1.171,10.9812,92.350,0.000,1.000,0.124,78.8,43.263,41.371,4278,27258.1,11.25,36.157,3.95,12.406,1448.3,3.842,0.135,2.00,8.3642,21922.5,0.7260,0.4155,14.21,2.000,0.001,0.4878,0.0000,0.394,0.238,0.340,0.0000,4.05,0.26,8,16,16,59,40.1692,0.0002,0.4971,0.0000,0.0000,14.2838,100.00,88.0509,319.4057,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0026,0.0012,0.000002,96,0.7960,0.0671,0.0369,66,193,634,0.0000,0.0000,0.0007,0.002,0.1785,0.1203,0.1864,0.0168,0.4266,0.0622,0.0000,-0.00093,0.018,0.0006,0.189,0.052,0.31,0.080,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9530,0.0000,1.3937,0.00000,0.04864,1.0000,1.0000,0.3724,2.468,1.285,0.5380,1.9482,1.9767
90000,2675,1.035,1.773,32.43,115045,94695,0,20058,39,816008,1023519.1,459874.2,0.045,0.850,0.097,0.007,71,27.91,8.21,0.00,0.00,5.87,3.57,0.30,1.55,7.94,3.94,0.00,0.00,0.207,0.114,808,0.285,0.109,0.878,0.002,0.010,142681,90436,12,0.322,0.387,0.065,2454137,0.153,3.060,0.206,89.95,102579,155,0.564,0.310,0.169,19589632,1.00,0.89,0.621,0.378,0.000,16.0,32.0,32.0,98.0,37734,0.144,0.00,0.0048,0.000,50,0.606,0.000,0.240,0.240,2.59,3.79,3.86,0.00,0.000,1.00,1.00,1.00,0.616,0.00298,60.04,18.5281,438.20,82873.6,140078.7,12.820,24.9476,217.180,0.000,1.000,0.136,80.9,99.103,110.515,4202,26243.1,13.97,82.007,3.96,34.187,1405.5,14.711,0.136,1.99,8.9011,23810.3,0.7746,0.4050,14.11,2.000,0.000,1.5122,0.0000,0.349,0.213,0.253,0.0000,4.04,0.25,8,16,16,49,93.4195,0.0028,0.5114,0.0000,0.0000,49.7241,100.00,66.6798,433.0524,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0027,0.0011,0.000004,199,1.5088,0.1039,0.0285,60,188,579,0.0000,0.0000,0.0008,0.002,0.5914,0.2143,0.4952,0.0217,0.3169,0.1035,0.0000,-0.00101,0.010,0.0003,0.261,0.076,0.26,0.065,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9163,0.0000,1.4609,0.00000,0.03481,1.0000,1.0000,0.3749,2.533,1.137,0.5335,4.5844,4.8851
100000,2591,1.196,1.779,32.38,44387,38306,0,6036,18,276658,447772.9,153221.4,0.046,0.866,0.077,0.010,98,28.09,8.00,0.00,0.06,5.88,3.73,0.37,1.50,7.98,3.85,0.00,0.00,0.205,0.115,750,0.313,0.130,0.858,0.003,0.009,46738,29488,15,0.357,0.159,0.093,1147340,0.137,3.056,0.207,41.49,35904,164,0.554,0.329,0.151,6268521,1.00,0.86,0.643,0.355,0.000,16.0,32.0,32.0,72.0,36864,0.141,0.00,0.0022,0.000,79,0.465,0.000,0.209,0.161,2.60,3.80,3.86,0.00,0.000,1.00,1.00,1.00,0.474,0.00186,10.59,6.5325,417.76,84238.7,140078.7,0.761,10.6252,91.811,0.000,1.000,0.139,69.6,42.833,40.889,4206,26257.8,13.60,35.712,3.99,11.831,1446.1,3.693,0.134,1.99,8.5167,22066.7,0.7573,0.4085,14.23,2.000,0.000,0.4878,0.0000,0.425,0.205,0.357,0.0000,4.05,0.25,8,16,16,36,39.7228,0.0001,0.4438,0.0000,0.0000,14.6856,100.00,88.8837,298.6410,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0026,0.0012,0.000003,111,0.8316,0.0726,0.0380,67,190,653,0.0000,0.0000,0.0008,0.002,0.1983,0.1333,0.2004,0.0151,0.4261,0.0643,0.0000,-0.00058,0.007,0.0001,0.275,0.068,0.34,0.093,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9401,0.0000,1.3909,0.00000,0.04944,1.0000,1.0000,0.3672,2.507,1.177,0.5481,1.8640,1.9666
