step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,472,20.44,1.42,0.64,2.00,16.39,0.00,1.29,0.002,0.111,318462.5,82071.1,4,11,4.53,1.16,1.38,12.8744,485.74,91654.0,0.0816,3.3626,5462,21.9557,208,50.8083,242199.5
10000,1,420,15.93,0.36,0.88,1.13,13.57,0.01,1.08,0.002,0.076,295219.7,74844.6,3,18,4.00,1.03,1.11,11.5478,288.01,32866.0,1.4193,3.6293,5461,21.9516,207,49.9664,216870.8
10000,2,226,21.67,0.14,0.23,3.00,18.30,0.00,1.03,0.000,0.056,145210.1,33182.3,2,26,4.63,1.03,1.05,5.3882,134.77,4277.6,27.4782,3.3759,5461,21.9516,321,22.8425,69812.8
20000,0,488,15.04,0.75,0.33,1.60,12.35,0.00,1.18,0.000,0.084,379356.0,84909.9,5,34,3.86,1.12,1.15,12.5921,225.33,92764.9,0.0001,8.1811,5462,26.3544,107,44.0948,294890.4
20000,1,472,15.74,0.54,0.39,1.32,13.49,0.00,1.10,0.000,0.085,366089.2,73524.7,5,32,3.83,1.06,1.10,10.8808,320.79,34212.0,1.8771,8.9433,5461,26.3496,95,41.4056,274086.2
20000,2,211,15.83,0.22,0.04,0.12,15.45,0.00,1.06,0.000,0.038,131324.2,13272.9,3,24,3.77,1.02,1.07,1.9509,103.71,4419.2,31.4362,6.9653,5461,26.3496,196,13.5050,61367.9
30000,0,419,16.87,0.22,0.23,0.83,15.59,0.00,1.05,0.000,0.081,351484.2,81760.9,1,10,4.06,1.02,1.06,11.9469,382.40,92299.4,0.0001,9.5649,5462,24.7795,182,40.6264,255273.2
30000,1,431,16.34,0.47,0.22,1.30,14.35,0.00,1.08,0.000,0.081,316015.8,57401.5,1,23,4.26,1.03,1.12,8.5882,407.24,32890.2,3.1321,10.4919,5461,24.7749,155,36.4059,211540.7
30000,2,154,14.14,0.12,0.00,0.95,13.07,0.00,1.03,0.000,0.024,146736.4,12341.2,1,20,3.83,1.00,1.03,1.7556,46.30,2972.0,29.7466,9.5158,5461,24.7749,433,13.0287,53446.7
40000,0,583,13.02,0.36,0.25,0.49,11.92,0.00,1.10,0.000,0.088,374189.2,92024.1,2,19,3.69,1.08,1.09,13.3314,386.57,93507.0,0.0052,9.6283,5462,26.2456,64,40.9421,276094.4
40000,1,555,14.39,0.52,0.23,0.63,13.02,0.00,1.12,0.000,0.090,349515.5,68408.2,3,29,3.82,1.02,1.16,10.1220,347.86,33713.9,2.2794,11.3145,5461,26.2408,41,34.7931,234874.3
40000,2,196,13.26,0.18,0.15,0.28,12.64,0.00,1.04,0.000,0.030,145298.0,12716.7,1,36,3.75,1.00,1.06,1.7959,29.70,4980.2,30.9811,9.2632,5461,26.2408,212,12.8347,51740.7
50000,0,514,16.15,0.31,0.32,0.31,15.22,0.00,1.08,0.000,0.095,368412.2,77150.2,1,23,3.99,1.05,1.10,11.2255,329.52,94259.6,0.0000,12.5129,5462,26.2976,38,36.0736,240249.7
50000,1,504,13.17,0.09,0.18,0.13,12.77,0.00,1.02,0.002,0.076,342052.0,60590.3,1,25,3.65,1.01,1.02,8.6077,216.91,32813.8,2.3909,15.3364,5461,26.2928,98,27.0268,187220.8
50000,2,196,15.63,0.10,0.14,0.00,15.39,0.00,1.03,0.000,0.035,147963.0,11672.9,1,21,3.93,1.01,1.03,1.6922,50.68,4564.9,28.3309,10.6272,5461,26.2928,273,14.2174,42478.0
60000,0,582,14.79,0.55,0.79,0.22,13.22,0.00,1.12,0.000,0.098,395962.0,82538.7,1,19,3.86,1.05,1.18,12.3608,441.87,93254.7,0.0047,14.2127,5462,26.4059,29,34.6836,249629.0
