step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
100000,10,10,0,0,0,10,0,1.00,12,0.000,2936,1.92,173.36,2.39,39,0,0,0,1.00,1.00,1.00,3,2,8,17.6
100000,6,6,0,0,0,6,0,1.00,18,0.000,2912,1.57,171.21,19.63,39,0,1,0,1.00,1.00,1.00,2,1,6,22.6
100000,8,8,0,0,0,8,0,1.00,14,0.000,2906,2.37,168.94,3.07,39,0,0,0,1.00,1.00,1.00,3,1,8,14.5
100000,8,8,0,0,0,8,0,1.00,14,0.000,2869,0.42,180.22,1.85,39,0,0,0,1.00,1.00,1.00,3,1,8,12.9
100000,8,8,0,0,0,8,0,1.00,14,0.000,2521,0.47,144.87,1.74,39,1,0,0,1.00,1.00,1.00,3,1,8,38.8
100000,8,8,0,0,0,8,0,1.00,14,0.000,2507,1.13,144.00,1.81,39,2,1,0,1.00,1.00,1.00,3,1,8,41.4
100000,9,9,0,0,0,9,0,1.00,12,0.000,2497,1.85,146.92,0.70,279,1,1,0,1.00,1.00,1.00,3,2,8,31.5
100000,8,8,0,0,0,8,0,1.00,14,0.000,2403,0.99,131.03,1.48,39,2,2,0,1.00,1.00,1.00,3,1,8,53.7
100000,9,9,0,0,0,9,0,1.00,12,0.000,2332,0.50,134.94,0.74,279,2,1,0,1.00,1.00,1.00,3,2,8,40.2
100000,8,8,0,0,0,8,0,1.00,14,0.000,2287,2.36,125.34,1.94,39,1,0,0,1.00,1.00,1.00,3,1,8,29.4
100000,9,9,0,0,0,9,0,1.00,12,0.000,2274,2.88,132.81,0.58,39,0,0,0,1.00,1.00,1.00,3,2,8,11.1
100000,7,7,0,0,0,7,0,1.00,16,0.000,2259,1.11,122.79,1.76,279,1,2,0,1.00,1.00,1.00,3,1,8,39.7
100000,10,10,0,0,5,5,0,1.00,12,0.000,2148,1.75,171.79,3.99,279,1,2,0,1.00,1.00,1.00,3,2,8,38.9
100000,8,8,0,0,0,8,0,1.00,14,0.000,2066,1.15,119.49,1.34,39,2,0,0,1.00,1.00,1.00,3,1,8,41.8
100000,8,8,0,0,0,8,0,1.00,14,0.000,2041,2.44,150.53,11.70,279,0,1,0,1.00,1.00,1.00,3,1,8,19.5
