step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,465,18.23,1.07,1.09,1.67,14.40,0.00,1.30,0.000,0.096,328268.8,76879.0,4,32,3.91,1.36,1.31,12.6683,412.23,97775.3,0.0722,3.6114,5462,21.6924,184,50.1686,249647.4
10000,1,379,19.23,0.79,1.41,1.87,15.17,0.00,1.19,0.000,0.085,298289.0,66891.0,2,8,4.44,1.25,1.26,11.0605,382.65,26948.6,6.1180,3.9968,5461,21.6884,247,47.8180,216647.6
10000,2,139,25.12,0.12,0.41,1.71,22.88,0.00,1.03,0.000,0.040,129350.3,29771.4,2,18,4.08,1.05,1.04,4.9164,112.06,3171.0,30.0639,3.6260,5461,21.6884,346,17.3587,51460.0
20000,0,567,10.65,0.01,0.92,0.70,9.02,0.00,1.00,0.000,0.069,376489.8,73563.8,3,65,2.73,1.00,1.00,11.5421,225.18,106062.6,0.0000,7.7695,5462,28.3357,102,46.7558,297910.1
20000,1,661,8.41,0.01,0.36,0.11,7.93,0.00,1.00,0.000,0.064,334278.4,54295.2,3,53,2.53,1.01,1.01,8.1770,84.55,26248.6,4.2584,12.5738,5461,28.3305,60,34.2658,206837.2
20000,2,639,6.85,0.00,0.12,0.00,6.74,0.00,1.00,0.000,0.050,217983.7,6826.8,1,50,2.33,1.00,1.00,0.9681,3.76,91.8,20.3602,18.5056,5461,28.3305,3,6.1547,26817.4
30000,0,501,11.10,0.00,1.14,0.49,9.47,0.00,1.00,0.000,0.063,357450.2,53577.7,2,35,2.78,1.00,1.00,8.0698,289.93,101368.9,0.0222,15.8195,5462,29.7598,104,36.5378,196962.8
30000,1,489,9.74,0.00,0.77,0.22,8.75,0.00,1.00,0.000,0.055,313080.8,24023.5,2,61,2.68,1.00,1.00,3.4080,186.29,27069.0,4.0196,22.2212,5461,29.7544,219,17.1394,88593.0
30000,2,329,7.27,0.00,0.01,0.02,7.24,0.00,1.00,0.000,0.027,267287.4,3275.6,2,36,2.48,1.00,1.00,0.4070,4.90,1820.5,14.6661,25.3881,5461,29.7544,167,2.3212,11200.7
40000,0,546,11.72,0.04,0.46,1.24,9.98,0.00,1.01,0.000,0.073,359981.9,42677.6,4,44,2.95,1.01,1.02,6.4383,259.02,105412.2,0.0016,18.2715,5462,27.8358,165,27.5859,174807.4
40000,1,601,12.00,0.00,1.05,1.08,9.86,0.00,1.00,0.000,0.082,317526.0,28810.7,4,64,2.90,1.00,1.00,4.5911,177.51,24531.8,4.4464,19.8217,5461,27.8307,42,24.3603,115041.8
40000,2,436,9.66,0.00,0.86,0.07,8.73,0.00,1.00,0.000,0.049,207495.8,7342.2,2,51,2.80,1.00,1.00,1.0825,30.22,1920.2,18.3874,17.9538,5461,27.8307,93,10.5852,26665.1
50000,0,696,10.14,0.11,0.32,0.10,9.60,0.00,1.01,0.000,0.081,423439.9,75077.3,2,36,2.77,1.00,1.02,11.1931,306.07,99764.0,0.0000,16.2239,5462,30.7780,28,33.2491,257100.8
50000,1,542,12.11,0.00,0.87,0.20,11.05,0.00,1.00,0.000,0.075,336924.4,34589.4,2,50,3.00,1.00,1.00,5.1446,368.67,30256.8,4.5241,19.2659,5461,30.7723,132,20.7268,141591.7
50000,2,343,8.49,0.00,0.26,0.02,8.20,0.00,1.00,0.000,0.033,225875.2,6883.1,3,39,2.85,1.00,1.00,0.9427,13.42,2304.3,18.1462,20.2035,5461,30.7723,97,8.3023,23268.6
60000,0,639,10.52,0.08,0.86,0.08,9.50,0.00,1.01,0.000,0.076,409463.3,70242.3,2,31,3.01,1.01,1.02,9.8966,217.74,101208.3,0.0000,15.7400,5462,29.3144,19,32.2031,249894.5
60000,1,498,10.69,0.52,0.59,0.09,9.48,0.00,1.09,0.000,0.062,333775.8,46401.1,1,47,2.99,1.09,1.14,6.6907,134.37,28006.3,6.0338,13.7434,5461,29.3090,232,28.9368,195041.0
60000,2,254,10.33,0.14,0.26,0.01,9.91,0.00,1.03,0.000,0.030,191073.2,6087.0,1,27,3.18,1.03,1.05,0.8364,15.30,2517.8,25.5288,15.8494,5461,29.3090,145,7.4196,32494.8
70000,0,685,9.84,0.00,0.62,0.06,9.16,0.00,1.00,0.000,0.078,390785.8,75182.5,2,39,2.74,1.00,1.00,10.5765,235.26,103645.4,0.0055,14.0108,5462,28.2246,43,34.2495,248407.2
70000,1,495,10.66,0.00,1.52,0.02,9.12,0.00,1.00,0.000,0.059,314508.6,44978.3,2,54,3.11,1.00,1.00,6.4331,182.94,28270.5,7.1594,15.7044,5461,28.2194,134,26.5130,155770.8
70000,2,426,8.27,0.00,0.11,0.00,8.15,0.00,1.00,0.000,0.040,198154.6,7872.1,2,52,2.85,1.00,1.00,1.0690,7.84,765.0,21.8541,17.0611,5461,28.2194,75,7.7088,26818.0
80000,0,649,12.55,0.05,1.43,0.04,11.02,0.00,1.02,0.000,0.091,396432.5,66987.2,1,45,3.20,1.02,1.02,9.5952,376.01,103902.5,0.0000,13.8924,5462,27.8628,45,33.9858,254279.9
80000,1,520,12.82,0.00,0.95,0.06,11.80,0.00,1.00,0.000,0.078,321346.3,44993.5,2,26,3.27,1.00,1.00,6.4372,375.00,27867.6,5.1734,13.7330,5461,27.8577,30,31.6914,182883.4
