step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
10000,1069,1.987,0.434,4.76,102552,100024,44,7,2913,1521,941630.4,239942.0,0.112,0.595,0.147,0.146,142,18.88,10.34,0.66,3.36,0.81,3.83,0.94,2.97,16.47,8.63,0.00,0.04,0.028,0.113,199,0.103,0.076,0.885,0.001,0.038,221366,217626,2,0.997,0.000,0.252,3279983,0.128,2.060,0.033,10.81,45127,53,157.753,0.857,0.217,5429662,1.15,5.71,0.006,0.003,0.002,8,19,30,64,20188,0.077,0.00,0.0053,0.018,149,0.751,0.000,0.649,0.550,4.85,6.01,7.60,0.02,0.005,1.08,1.20,1.15,0.751,0.00273,1.13,37.5788,1212.62,130505.4,140221.5,33.024,61.0104,81.732,880.893,0.998,0.360,77.5,81.725,159.847,563,2317.9,44.54,31.111,118.876,3173.3,70.962,0.135,2.00
20000,1125,1.921,0.449,4.34,122346,118685,196,0,3409,730,901848.2,226178.1,0.056,0.616,0.143,0.185,184,17.84,7.34,0.72,1.94,0.46,3.07,0.70,2.89,15.95,6.02,0.00,0.00,0.018,0.100,164,0.308,0.068,0.900,0.000,0.031,251014,249797,1,1.000,0.000,0.267,2526234,0.094,2.047,0.037,10.18,38410,0,309.833,0.000,0.221,6536851,1.14,4.21,0.005,0.002,0.000,9,19,23,64,20066,0.077,0.00,0.0050,0.025,177,0.750,0.000,0.689,0.527,5.06,6.59,7.60,0.01,0.003,1.04,1.21,1.16,0.750,0.00264,1.07,33.6109,1043.11,130220.0,140221.3,40.380,42.6344,79.723,781.013,0.999,0.362,78.7,79.723,160.169,523,2648.5,48.19,11.192,112.205,3387.9,80.523,0.136,2.00
30000,1128,2.060,0.424,4.25,115569,113148,256,0,2162,1081,905134.4,244113.4,0.027,0.674,0.090,0.208,179,19.30,8.24,0.91,2.40,0.30,2.31,1.36,4.30,16.73,6.15,0.00,0.00,0.011,0.070,163,0.345,0.044,0.932,0.000,0.024,256756,256050,1,1.000,0.000,0.251,2267497,0.099,1.894,0.037,8.84,34849,0,225.822,0.000,0.230,7364828,1.17,3.85,0.003,0.004,0.000,9,19,28,64,21775,0.083,0.00,0.0048,0.017,191,0.799,0.000,0.549,0.562,5.68,7.32,7.41,0.03,0.010,1.05,1.27,1.18,0.800,0.00239,0.99,35.8019,1053.76,130438.0,140221.1,39.212,44.0467,79.609,766.296,0.999,0.373,82.1,79.608,160.675,526,2650.2,37.19,10.308,114.791,2998.0,82.133,0.134,2.00
40000,1165,2.010,0.426,4.32,115906,113817,314,2,1736,1541,913816.6,244283.2,0.025,0.685,0.074,0.216,182,19.11,9.13,1.08,2.74,0.49,2.70,0.82,3.55,16.71,7.36,0.00,0.15,0.020,0.101,191,0.394,0.049,0.923,0.000,0.028,256412,255880,1,1.000,0.000,0.148,1652599,0.107,2.032,0.036,8.84,33557,112,158.522,0.500,0.231,7677034,1.19,3.87,0.005,0.009,0.001,9,19,28,64,22258,0.085,0.00,0.0047,0.016,174,0.816,0.000,0.501,0.560,5.48,7.13,7.51,0.07,0.020,1.10,1.32,1.19,0.816,0.00221,1.02,35.5927,1174.40,130370.0,140220.6,39.889,42.2372,80.690,765.686,1.000,0.373,83.9,80.690,160.701,494,2319.0,35.11,9.975,114.093,3263.6,82.955,0.134,2.00
50000,1180,2.023,0.409,4.34,118255,115830,215,0,2195,1977,922221.8,249077.0,0.020,0.712,0.070,0.199,183,19.12,8.07,1.13,2.93,0.36,2.84,0.68,3.07,16.95,6.29,0.00,0.06,0.012,0.080,189,0.347,0.045,0.925,0.000,0.031,264241,263724,1,1.000,0.000,0.211,1730770,0.101,1.922,0.035,9.06,34187,0,125.987,0.000,0.253,8070136,1.20,3.15,0.006,0.011,0.001,12,19,24,64,22563,0.086,0.00,0.0046,0.033,190,0.817,0.000,0.544,0.563,5.39,7.30,7.53,0.06,0.015,1.08,1.33,1.20,0.817,0.00233,1.03,36.2753,1223.47,130602.1,140220.5,38.750,42.6382,81.443,778.399,0.999,0.369,85.0,81.443,160.657,474,2362.4,36.29,10.155,115.002,2844.9,83.747,0.134,2.00
60000,1150,1.930,0.448,4.29,117694,115329,259,0,2136,1882,915264.9,246352.8,0.022,0.698,0.070,0.210,181,18.45,8.27,1.17,3.14,0.37,2.83,0.79,3.95,16.11,5.99,0.00,0.00,0.011,0.068,181,0.499,0.056,0.913,0.000,0.031,262255,261795,1,0.956,0.044,0.160,1826031,0.104,1.927,0.038,8.86,33841,0,130.899,0.000,0.211,8007076,1.22,3.67,0.010,0.009,0.000,9,19,24,64,21215,0.081,0.00,0.0049,0.028,207,0.822,0.000,0.519,0.562,5.55,7.25,7.38,0.02,0.007,1.10,1.34,1.24,0.822,0.00226,1.01,35.7847,920.21,130154.7,140220.0,38.769,43.1022,80.912,780.264,0.999,0.361,82.1,80.912,160.736,557,2795.3,30.91,10.344,115.200,3305.1,83.206,0.135,2.00
70000,1133,1.985,0.412,4.27,116704,114641,203,0,1877,1727,911522.6,242165.3,0.023,0.706,0.064,0.207,181,18.57,7.26,1.03,2.03,0.24,1.11,0.50,2.28,16.80,5.85,0.00,0.00,0.011,0.052,143,0.471,0.052,0.929,0.000,0.019,255838,255470,1,1.000,0.000,0.139,1680749,0.117,1.879,0.036,8.91,34334,0,140.223,0.000,0.258,7819051,1.17,3.45,0.004,0.008,0.000,9,19,27,64,21038,0.080,0.00,0.0048,0.015,173,0.817,0.000,0.487,0.555,5.65,7.33,7.49,0.01,0.003,1.06,1.31,1.17,0.817,0.00235,1.01,35.1667,1038.80,130711.3,140219.8,39.140,43.0335,80.709,776.953,1.000,0.364,80.4,80.709,160.707,486,2508.0,46.70,10.387,114.773,2955.6,82.681,0.135,2.00
80000,1154,2.018,0.408,4.33,118806,116783,211,0,1791,1437,931539.0,253145.8,0.030,0.711,0.058,0.200,182,19.30,7.89,0.87,2.60,0.66,2.75,0.90,3.95,16.86,6.34,0.00,0.00,0.027,0.093,187,0.368,0.051,0.927,0.000,0.022,265039,264542,1,1.000,0.000,0.146,1509689,0.116,1.913,0.034,8.90,36484,0,176.163,0.000,0.240,8190374,1.15,3.66,0.003,0.010,0.000,11,19,26,64,22274,0.085,0.00,0.0048,0.019,163,0.820,0.000,0.511,0.562,5.88,7.27,7.45,0.04,0.010,1.05,1.25,1.15,0.821,0.00235,1.00,36.5782,1047.44,130674.6,140219.4,38.254,42.1615,82.420,780.743,1.000,0.364,83.6,82.420,160.777,489,2296.9,34.04,10.176,115.681,3074.4,84.739,0.133,2.01
90000,1104,1.974,0.433,4.30,118196,116065,248,0,1933,1676,925883.9,240450.5,0.026,0.699,0.061,0.214,182,17.85,6.92,1.01,2.80,0.34,1.47,0.69,3.01,15.82,5.60,0.00,0.00,0.018,0.079,159,0.429,0.041,0.935,0.000,0.024,254375,253913,1,1.000,0.000,0.149,1777472,0.101,2.057,0.035,9.01,37148,0,143.467,0.000,0.241,8046803,1.19,4.11,0.001,0.005,0.000,9,19,23,64,19707,0.075,0.00,0.0053,0.021,168,0.819,0.000,0.500,0.548,5.50,7.15,7.33,0.05,0.010,1.08,1.30,1.20,0.819,0.00243,1.01,34.8488,1188.92,130469.5,140218.9,39.088,41.4107,82.310,771.451,1.000,0.361,77.4,82.310,160.783,480,2419.0,41.15,10.307,114.727,3230.7,84.045,0.134,2.00
100000,1084,2.035,0.429,4.14,115852,113728,245,1,1898,1657,906561.0,234883.8,0.022,0.703,0.067,0.208,180,19.26,7.95,1.90,4.90,0.25,1.68,0.59,2.82,16.52,6.01,0.00,0.00,0.012,0.070,155,0.395,0.050,0.921,0.000,0.030,250546,250038,1,0.978,0.022,0.156,1753390,0.118,2.004,0.035,9.46,34019,118,141.752,0.000,0.232,7763037,1.39,2.96,0.006,0.008,0.000,11,19,26,64,20881,0.080,0.00,0.0051,0.027,165,0.811,0.000,0.508,0.551,5.72,7.32,7.55,0.02,0.007,1.23,1.58,1.38,0.811,0.00246,1.05,34.0975,1120.68,130486.1,140218.5,39.635,42.6384,80.517,757.324,1.000,0.375,78.6,80.517,160.620,481,2477.3,43.52,10.814,113.697,3164.6,81.657,0.134,2.00
