step,event,lineage,other,size
5000,birth,1,0,372
5000,birth,9,0,13
6000,split,15,1,102
8000,split,19,17,50
11000,split,22,1,22
11000,split,24,1,625
13000,split,35,15,8
13000,extinct,19,0,30
14000,extinct,15,0,95
15000,extinct,35,0,8
16000,split,39,1,30
16000,extinct,1,0,11
16000,extinct,22,0,23
17000,split,41,1,17
17000,split,43,38,44
17000,split,44,24,96
18000,split,45,24,28
19000,split,48,24,282
19000,split,49,24,26
19000,extinct,9,0,8
19000,extinct,39,0,24
19000,extinct,43,0,32
20000,split,52,39,44
20000,extinct,45,0,7
22000,split,56,24,23
22000,split,59,39,12
22000,split,60,45,188
24000,extinct,44,0,8
24000,extinct,59,0,10
25000,extinct,41,0,8
25000,extinct,49,0,13
25000,extinct,56,0,8
26000,split,64,24,21
27000,extinct,48,0,6
27000,extinct,52,0,19
28000,extinct,64,0,21
30000,extinct,60,0,15
31000,split,75,24,114
31000,split,78,24,88
32000,split,80,24,21
34000,split,89,24,30
35000,extinct,75,0,251
35000,extinct,78,0,26
37000,extinct,89,0,53
40000,split,110,24,10
41000,extinct,110,0,10
45000,extinct,80,0,18
46000,split,118,24,7
47000,split,121,24,12
48000,extinct,121,0,12
49000,extinct,118,0,7
51000,split,126,24,24
52000,split,129,24,11
52000,split,131,24,10
56000,extinct,126,0,22
57000,extinct,129,0,25
57000,extinct,131,0,14
59000,split,139,24,41
63000,split,143,24,78
64000,split,145,24,11
66000,extinct,143,0,28
68000,split,153,24,28
69000,extinct,145,0,11
72000,extinct,153,0,13
80000,extinct,139,0,15
87000,split,190,24,31
89000,split,192,24,32
89000,split,193,24,20
91000,extinct,190,0,21
91000,merge,192,24,37
94000,extinct,193,0,15
97000,split,205,24,93
97000,split,207,24,10
100000,split,210,24,11
100000,extinct,207,0,11
102000,split,214,24,19
107000,split,225,24,8
108000,extinct,214,0,36
109000,merge,225,233,5
110000,split,231,24,12
111000,extinct,231,0,12
116000,split,238,24,115
116000,split,242,24,20
116000,extinct,210,0,24
