step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
110000,1608,1.584,0.260,8.21,115877,110311,183,0,5431,110,928440.0,113531.4,0.089,0.496,0.332,0.083,207,11.17,8.10,0.34,2.17,0.08,1.35,0.87,2.55,9.88,6.24,0.00,0.00,0.004,0.049,230,0.308,0.147,0.828,0.000,0.024,165398,160872,3,0.837,0.022,0.164,1416912,0.199,1.599,0.018,48.04,58095,0,1032.103,0.000,0.118,4152158,1.08,12.86,0.002,0.001,0.000,6,9,19,64,17955,0.068,0.00,0.0058,0.052,269,0.369,0.000,0.448,0.381,3.28,2.25,7.42,0.01,0.002,1.09,1.07,1.08,0.369,0.00288,20.56,15.9129,681.38,132977.9,140227.1,31.118,23.5018,88.544,787.074,0.999,0.391,91.7,88.543,101.476,246,1068.1,48.04,4.817,64.123,1955.1,45.049,0.135,2.00
120000,1640,1.552,0.224,8.15,117272,111720,131,0,5389,241,912344.3,115462.6,0.099,0.481,0.301,0.119,205,10.64,7.41,0.38,2.57,0.21,2.11,0.50,2.97,9.56,5.01,0.00,0.05,0.007,0.064,188,0.388,0.165,0.810,0.000,0.024,168252,164841,1,0.959,0.041,0.055,1245360,0.195,1.552,0.014,42.35,59608,0,479.098,0.000,0.106,3851025,1.10,12.74,0.002,0.006,0.001,7,8,16,64,17454,0.067,0.00,0.0058,0.039,363,0.378,0.000,0.468,0.377,3.23,2.06,7.66,0.04,0.009,1.08,1.12,1.12,0.378,0.00264,17.48,16.7442,602.70,133574.6,140227.2,32.815,27.1610,86.443,773.785,0.945,0.400,91.8,86.443,110.625,151,659.4,30.78,6.204,71.194,1913.3,49.218,0.135,2.00
130000,1601,1.503,0.223,7.99,113538,107744,227,0,5606,201,958678.8,125416.3,0.084,0.484,0.320,0.112,212,10.32,6.72,0.24,1.61,0.08,0.70,0.31,2.20,9.69,5.50,0.00,0.00,0.002,0.024,172,0.309,0.169,0.816,0.000,0.014,169352,165380,1,1.000,0.000,0.041,1092859,0.197,1.423,0.015,48.68,57943,0,623.962,0.000,0.100,3775211,1.07,12.78,0.002,0.002,0.000,7,8,15,64,16529,0.063,0.00,0.0062,0.049,311,0.349,0.000,0.410,0.401,3.24,2.07,7.68,0.00,0.001,1.04,1.08,1.11,0.349,0.00296,21.76,17.9302,408.52,133749.4,140226.9,26.862,24.2827,90.956,727.241,0.934,0.400,89.1,90.956,98.115,212,948.8,32.96,4.668,66.544,1779.3,47.661,0.135,2.00
140000,1490,1.623,0.282,8.00,108569,103317,195,0,5168,265,935607.2,119861.8,0.099,0.484,0.320,0.097,207,11.19,6.72,0.28,1.71,0.22,1.77,0.71,2.81,9.97,5.04,0.00,0.00,0.008,0.063,189,0.177,0.177,0.809,0.000,0.013,164369,160178,1,0.965,0.035,0.099,1461251,0.196,1.695,0.019,47.37,54214,0,452.309,0.000,0.101,3626447,1.07,12.10,0.000,0.001,0.000,7,9,19,55,16666,0.064,0.00,0.0063,0.036,294,0.348,0.000,0.398,0.410,3.43,2.54,7.64,0.01,0.002,1.04,1.08,1.10,0.348,0.00307,21.14,17.6753,533.79,132776.1,140226.7,27.595,26.6886,88.320,715.654,0.996,0.394,85.0,88.320,100.231,284,1263.2,46.00,4.866,67.731,2301.6,46.647,0.134,2.00
150000,1656,1.516,0.193,8.00,118343,112419,192,0,5566,419,920979.6,121258.2,0.103,0.468,0.312,0.117,201,9.88,5.06,0.22,1.63,0.11,0.97,0.24,1.39,9.32,4.21,0.00,0.00,0.007,0.055,155,0.216,0.171,0.812,0.000,0.017,172348,167783,1,0.977,0.023,0.050,1183451,0.195,1.312,0.013,42.49,58946,0,289.399,0.000,0.088,3903918,1.05,12.85,0.000,0.005,0.000,7,9,14,58,16366,0.062,0.00,0.0060,0.044,348,0.383,0.000,0.455,0.381,3.26,2.02,7.71,0.02,0.008,1.03,1.07,1.05,0.383,0.00252,18.23,17.2552,405.43,134133.7,140226.5,30.183,28.3020,87.263,790.148,0.971,0.398,90.9,87.262,109.229,157,740.1,36.71,5.628,72.937,1476.8,49.834,0.135,2.00
160000,1545,1.551,0.296,8.17,115361,109869,150,0,5453,314,915942.4,108219.3,0.089,0.481,0.323,0.106,210,10.88,7.84,0.75,3.74,0.14,1.13,0.31,1.81,9.68,5.55,0.00,0.00,0.006,0.039,204,0.326,0.162,0.819,0.000,0.018,163301,159253,2,0.966,0.024,0.068,1090739,0.191,1.816,0.020,46.44,56573,0,344.647,0.000,0.102,3930830,1.18,12.39,0.008,0.003,0.000,7,9,17,64,16814,0.064,0.00,0.0061,0.036,306,0.362,0.000,0.427,0.371,3.37,2.60,7.52,0.01,0.003,1.11,1.25,1.19,0.362,0.00293,20.32,15.3255,563.62,132560.6,140226.3,31.241,24.8922,87.226,758.358,0.990,0.401,86.8,87.227,103.149,276,1234.3,47.86,5.016,65.841,2542.1,45.309,0.135,2.00
170000,1605,1.630,0.225,8.12,108375,103242,182,0,4891,96,928319.7,116580.3,0.102,0.475,0.319,0.103,207,11.45,7.68,0.29,1.96,0.11,1.20,0.54,2.66,10.51,6.47,0.00,0.00,0.005,0.055,223,0.308,0.169,0.807,0.000,0.024,158405,155348,3,0.915,0.065,0.082,1034236,0.200,1.546,0.014,47.30,54738,0,1214.378,0.000,0.110,3377366,1.09,12.24,0.001,0.001,0.000,7,9,21,64,18374,0.070,0.00,0.0055,0.039,356,0.333,0.000,0.392,0.393,3.42,2.61,7.43,0.00,0.001,1.05,1.10,1.12,0.333,0.00290,21.10,17.1336,725.60,133464.7,140226.0,28.775,26.6475,87.405,746.449,0.975,0.391,93.1,87.404,101.239,190,659.5,48.19,5.472,66.664,1726.5,45.538,0.135,2.00
180000,1407,1.618,0.358,8.18,109510,104204,175,1,5328,166,960102.2,128964.3,0.087,0.471,0.341,0.100,211,11.40,7.80,0.50,2.52,0.14,1.37,0.32,1.91,10.43,5.96,0.00,0.00,0.003,0.033,156,0.409,0.165,0.824,0.000,0.011,167902,164143,1,0.972,0.028,0.040,995928,0.204,1.855,0.026,49.95,56992,0,776.893,1.000,0.096,3468809,1.12,12.01,0.000,0.003,0.000,7,9,20,63,16036,0.061,0.00,0.0065,0.054,232,0.335,0.000,0.393,0.419,3.42,2.64,7.54,0.01,0.009,1.04,1.15,1.16,0.335,0.00339,22.86,18.7192,661.52,131680.0,140225.7,25.270,25.2316,90.296,706.407,0.971,0.398,80.8,90.298,96.095,421,1931.3,40.20,4.451,65.754,2715.4,46.236,0.135,2.00
190000,1677,1.504,0.236,8.18,102402,97147,253,1,4731,250,934897.9,122349.0,0.097,0.469,0.345,0.089,209,10.24,5.88,0.20,1.51,0.03,0.60,0.34,1.77,9.67,5.09,0.00,0.00,0.002,0.031,204,0.310,0.196,0.771,0.000,0.033,158316,155309,1,1.000,0.000,0.062,1199331,0.203,1.482,0.016,49.20,54089,38,489.396,1.000,0.114,3236806,1.07,12.89,0.001,0.000,0.000,7,9,15,64,17178,0.066,0.00,0.0058,0.043,317,0.316,0.000,0.372,0.426,3.29,2.15,7.65,0.00,0.001,1.05,1.07,1.09,0.316,0.00279,22.72,17.9376,535.81,133401.5,140225.5,26.311,27.0383,87.947,675.426,0.961,0.392,92.2,87.945,95.222,248,1031.9,34.47,4.216,65.614,1741.6,44.370,0.135,2.00
200000,1748,1.461,0.192,8.53,107474,101871,215,0,5317,274,950123.1,112762.4,0.093,0.469,0.349,0.089,211,9.19,4.94,0.34,1.86,0.06,0.57,0.33,2.21,8.46,3.47,0.00,0.00,0.002,0.027,173,0.285,0.182,0.800,0.000,0.018,153700,149952,1,0.957,0.043,0.035,973527,0.221,1.245,0.013,52.78,53211,0,411.542,0.000,0.090,3534158,1.10,13.77,0.000,0.002,0.000,7,8,14,57,16061,0.061,0.00,0.0064,0.055,395,0.325,0.000,0.354,0.389,3.11,1.84,7.68,0.03,0.010,1.07,1.11,1.13,0.325,0.00265,24.52,16.0691,387.38,134118.2,140225.2,25.937,22.7082,90.746,706.571,0.963,0.393,92.2,90.746,91.503,155,771.6,31.92,4.205,60.600,1461.8,42.709,0.136,2.00
210000,2035,1.433,0.169,8.57,111495,105072,280,0,5856,423,982021.6,105771.0,0.080,0.460,0.370,0.090,216,8.44,3.77,0.21,1.64,0.01,0.30,0.15,1.34,8.07,2.89,0.00,0.00,0.001,0.014,187,0.319,0.176,0.805,0.000,0.019,152985,149182,2,0.992,0.000,0.027,630133,0.221,1.193,0.011,56.83,54620,0,250.050,0.000,0.088,3550328,1.06,14.43,0.000,0.000,0.000,6,8,11,58,17180,0.066,0.00,0.0060,0.042,558,0.310,0.000,0.364,0.368,3.03,1.59,7.67,0.00,0.000,1.04,1.06,1.11,0.310,0.00233,27.00,14.6813,360.65,134094.0,140225.1,21.465,20.5233,94.854,657.863,0.944,0.396,104.1,94.853,84.419,124,487.5,29.40,3.166,58.544,1368.3,42.116,0.134,2.00
220000,1773,1.457,0.227,8.84,97234,92479,334,0,4683,199,1003107.8,83285.1,0.055,0.450,0.424,0.071,222,8.97,5.48,0.31,2.28,0.02,0.28,0.19,1.35,8.45,4.52,0.00,0.02,0.001,0.012,152,0.459,0.197,0.792,0.000,0.010,120118,116877,2,0.775,0.208,0.028,581410,0.214,1.472,0.016,69.52,45035,0,418.518,0.000,0.057,2779523,1.08,14.38,0.001,0.002,0.001,7,7,12,64,15896,0.061,0.00,0.0067,0.043,490,0.238,0.000,0.292,0.342,3.11,1.69,7.72,0.01,0.002,1.07,1.11,1.09,0.238,0.00294,34.33,11.4206,399.21,133510.1,140224.9,15.910,15.3723,98.169,559.465,0.864,0.395,93.2,98.170,63.784,203,877.7,30.43,2.473,44.076,1880.8,31.725,0.134,2.00
230000,1681,1.464,0.236,8.89,102884,97414,334,0,5228,160,1010716.2,102218.8,0.075,0.441,0.408,0.076,212,9.30,7.48,0.42,2.91,0.08,0.75,0.42,2.21,8.38,6.14,0.00,0.00,0.004,0.037,138,0.428,0.186,0.795,0.000,0.018,140814,137987,1,0.781,0.219,0.067,960719,0.204,1.539,0.016,63.38,51788,0,638.868,0.000,0.069,3185719,1.11,14.23,0.010,0.002,0.000,6,7,13,64,15627,0.060,0.00,0.0072,0.050,395,0.279,0.000,0.311,0.383,3.11,1.80,7.73,0.00,0.001,1.07,1.12,1.13,0.279,0.00276,31.21,14.7237,396.61,133501.3,140224.7,14.553,20.5727,97.500,575.611,0.893,0.397,88.7,97.500,71.757,202,961.2,43.44,2.544,54.696,1983.5,38.593,0.135,2.00
240000,1514,1.496,0.318,8.91,94697,89915,263,1,4685,304,900914.6,95372.1,0.092,0.449,0.366,0.093,201,10.39,8.73,0.30,2.08,0.38,2.63,0.71,2.51,8.99,5.42,0.01,0.18,0.010,0.068,154,0.439,0.194,0.787,0.000,0.018,130730,128038,3,0.814,0.145,0.084,1365890,0.194,1.771,0.025,51.32,48580,1001,313.724,0.000,0.050,3112944,1.08,13.79,0.003,0.002,0.005,6,7,18,64,15731,0.060,0.00,0.0066,0.079,343,0.321,0.000,0.353,0.380,3.21,1.98,7.70,0.01,0.005,1.09,1.08,1.08,0.321,0.00268,23.91,14.0693,314.91,132344.1,140224.6,25.320,28.1187,86.374,652.792,0.938,0.405,84.0,86.374,92.370,358,1571.1,32.92,4.191,63.287,2826.2,39.605,0.136,2.00
250000,1433,1.657,0.320,8.65,86524,82434,221,0,3950,70,873411.8,91614.3,0.087,0.457,0.366,0.089,199,11.67,9.92,0.49,2.69,0.16,1.44,1.42,4.36,9.60,6.71,0.00,0.00,0.006,0.059,220,0.352,0.154,0.824,0.000,0.022,116623,114538,2,0.908,0.090,0.140,1566059,0.196,1.847,0.021,48.90,42991,0,1308.776,0.000,0.113,2798534,1.14,13.54,0.003,0.001,0.000,6,7,25,64,16723,0.064,0.00,0.0063,0.049,230,0.311,0.000,0.339,0.372,3.33,2.33,7.51,0.01,0.004,1.09,1.14,1.21,0.311,0.00280,22.42,13.9478,646.26,132189.3,140224.5,28.673,29.2612,83.468,713.565,0.995,0.394,83.0,83.468,97.188,308,1462.4,47.25,4.564,63.844,2563.9,39.345,0.136,2.00
260000,1533,1.625,0.280,8.49,85179,80918,211,0,3950,117,869174.8,101439.1,0.088,0.456,0.366,0.090,195,11.98,10.46,0.43,2.68,0.19,1.32,1.00,3.48,10.35,8.05,0.00,0.08,0.006,0.037,218,0.366,0.165,0.813,0.000,0.022,122943,120782,2,0.898,0.082,0.136,1711783,0.197,1.654,0.019,47.41,43680,0,867.001,0.000,0.098,2719674,1.13,13.01,0.001,0.003,0.002,7,7,28,64,18363,0.070,0.00,0.0055,0.036,252,0.312,0.000,0.352,0.406,3.44,2.48,7.59,0.01,0.004,1.12,1.14,1.15,0.312,0.00252,21.52,16.0247,824.38,132690.9,140224.3,28.787,31.6109,81.975,716.278,0.997,0.398,89.6,81.974,99.964,252,1180.6,42.42,4.895,66.125,2047.8,40.411,0.134,2.00
270000,1702,1.508,0.270,8.89,96176,90525,204,0,5278,274,918947.4,111375.1,0.085,0.451,0.373,0.091,203,9.45,7.50,0.44,3.47,0.16,1.30,0.39,2.51,8.47,4.68,0.01,0.17,0.006,0.051,183,0.484,0.187,0.800,0.000,0.012,139199,137086,1,0.933,0.067,0.045,1122943,0.181,1.587,0.019,53.26,50256,0,406.478,0.000,0.097,3043200,1.11,14.61,0.004,0.001,0.004,6,7,14,64,16078,0.061,0.00,0.0064,0.036,390,0.304,0.000,0.356,0.407,3.12,1.80,7.56,0.01,0.005,1.11,1.12,1.11,0.304,0.00243,24.91,16.2025,520.40,132830.2,140224.3,22.983,27.9841,87.981,693.581,0.936,0.395,90.3,87.981,90.342,233,1170.7,33.89,3.877,62.694,2159.8,39.776,0.134,2.00
280000,1862,1.499,0.192,8.63,91446,86487,284,0,4515,61,940034.6,105144.4,0.071,0.449,0.403,0.077,206,9.52,7.37,0.23,1.50,0.16,2.05,0.21,2.06,8.91,5.65,0.00,0.02,0.003,0.038,178,0.470,0.193,0.786,0.000,0.021,129148,127513,1,0.959,0.041,0.024,736802,0.196,1.449,0.011,58.33,47487,0,1723.679,0.000,0.072,2809238,1.06,14.39,0.003,0.000,0.001,7,7,12,64,17718,0.068,0.00,0.0057,0.035,473,0.276,0.000,0.308,0.404,3.13,1.69,7.69,0.00,0.001,1.05,1.07,1.10,0.276,0.00231,28.12,15.3384,519.28,133835.7,140224.1,17.780,27.8390,90.205,587.763,0.973,0.394,99.4,90.204,79.376,146,581.3,51.33,2.951,59.613,1443.5,36.651,0.135,2.00
290000,1504,1.432,0.334,8.89,95682,90508,283,0,5249,61,930119.0,97604.5,0.069,0.446,0.398,0.086,212,8.44,5.47,0.25,2.63,0.08,0.82,0.13,1.11,7.98,4.37,0.00,0.00,0.007,0.045,120,0.491,0.173,0.812,0.000,0.015,131553,129366,2,0.965,0.029,0.021,843258,0.204,1.724,0.025,58.51,49171,0,1600.075,0.000,0.076,2766537,1.08,15.06,0.002,0.000,0.000,6,7,10,64,12687,0.048,0.00,0.0078,0.057,268,0.265,0.000,0.334,0.386,3.01,1.63,7.56,0.00,0.003,1.05,1.08,1.11,0.265,0.00298,28.10,14.2224,333.58,132267.1,140223.9,22.956,22.8371,89.787,643.100,0.863,0.397,77.2,89.789,79.669,397,1854.6,30.59,3.019,54.278,2702.2,35.777,0.134,2.00
300000,1735,1.504,0.242,9.03,95415,90004,387,1,4792,227,949490.5,102451.7,0.073,0.440,0.403,0.084,206,9.05,7.70,0.21,1.56,0.14,1.72,0.22,1.73,8.48,6.50,0.02,0.39,0.004,0.049,156,0.534,0.194,0.789,0.000,0.017,132099,129799,1,0.983,0.017,0.031,668379,0.195,1.467,0.017,59.22,50666,0,451.329,1.000,0.061,2684509,1.07,14.84,0.001,0.002,0.003,6,7,11,64,15704,0.060,0.00,0.0065,0.054,379,0.264,0.000,0.330,0.390,3.05,1.54,7.73,0.02,0.005,1.06,1.06,1.10,0.264,0.00253,28.73,14.5636,443.58,133247.8,140223.7,19.474,24.1498,91.586,626.854,0.893,0.406,90.9,91.585,78.173,251,1239.7,56.48,3.214,56.413,1687.7,36.656,0.135,2.00
310000,1544,1.478,0.328,8.93,85847,81222,376,0,4440,111,944694.7,93517.2,0.072,0.439,0.421,0.068,209,8.67,5.73,0.24,1.91,0.03,0.37,0.34,2.05,8.05,4.17,0.00,0.00,0.001,0.018,148,0.457,0.187,0.797,0.000,0.016,115094,113291,1,0.952,0.048,0.051,809757,0.204,1.835,0.024,61.38,45495,0,842.497,0.000,0.069,2430418,1.06,14.97,0.001,0.001,0.000,6,7,11,64,13381,0.051,0.00,0.0076,0.056,338,0.241,0.000,0.272,0.384,3.06,1.71,7.55,0.00,0.000,1.05,1.09,1.06,0.241,0.00282,30.38,13.7607,326.94,132218.1,140223.5,15.462,26.8629,91.029,537.751,0.835,0.387,79.8,91.031,72.163,346,1475.9,32.87,2.557,56.620,3017.4,34.029,0.134,2.00
