step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
10000,1074,1.815,0.497,8.76,100804,97696,9,2,3519,1900,854144.5,200546.2,0.130,0.584,0.176,0.110,138,16.98,11.81,0.88,4.41,0.18,1.34,0.80,3.65,15.12,10.05,0.00,0.03,0.008,0.055,310,0.050,0.118,0.847,0.000,0.034,191503,185771,6,0.430,0.153,0.097,1488749,0.184,2.174,0.036,12.58,67056,158,105.551,0.000,0.126,4462872,1.19,10.33,0.011,0.003,0.001,6,14,35,64,18236,0.070,0.00,0.0053,0.025,243,0.684,0.000,0.789,0.494,3.79,3.77,7.21,0.01,0.005,1.14,1.21,1.22,0.684,0.00335,1.03,31.9130,836.75,129692.3,140228.4,30.964,70.2186,74.600,845.732,0.998,0.391,73.3,74.593,159.259,691,2669.9,49.06,34.053,119.265,4008.8,60.376,0.135,2.00
20000,1034,1.912,0.479,8.59,136886,131000,28,4,5894,452,882994.9,178471.8,0.098,0.564,0.123,0.215,176,17.15,10.64,0.96,3.69,0.28,1.58,1.08,3.20,14.82,9.44,0.01,0.19,0.016,0.086,309,0.052,0.089,0.873,0.001,0.037,228139,223345,5,0.267,0.447,0.222,2100590,0.169,2.113,0.038,15.60,73131,110,394.849,0.750,0.169,5717822,1.23,8.99,0.008,0.005,0.001,6,15,30,64,17729,0.068,0.00,0.0058,0.036,136,0.664,0.000,0.846,0.424,3.91,4.43,7.29,0.02,0.007,1.20,1.25,1.26,0.664,0.00350,1.91,26.8524,805.55,129972.0,140228.4,37.700,44.5852,79.672,800.222,0.999,0.387,71.9,79.672,156.296,604,2537.4,51.90,16.170,108.632,4049.7,73.004,0.134,2.00
30000,1235,1.710,0.375,9.42,111100,106775,72,0,4052,376,859170.7,154723.9,0.085,0.562,0.125,0.227,182,13.76,8.59,0.90,3.68,0.23,1.38,0.78,3.24,11.84,6.75,0.00,0.03,0.014,0.064,320,0.112,0.127,0.824,0.000,0.049,189484,186340,2,0.449,0.277,0.123,2128208,0.156,1.920,0.025,22.81,62169,0,411.500,0.000,0.133,4902697,1.24,11.51,0.002,0.002,0.001,6,11,23,64,16989,0.065,0.00,0.0059,0.039,198,0.594,0.000,0.669,0.447,3.46,3.30,7.12,0.01,0.006,1.15,1.26,1.34,0.594,0.00326,6.79,23.9670,711.68,131552.2,140228.3,35.320,44.3400,77.548,659.941,0.949,0.396,76.3,77.547,138.954,437,1713.4,44.62,11.426,98.920,3102.6,63.141,0.135,2.00
40000,1443,1.618,0.321,9.71,125252,120341,109,4,4590,384,903493.2,139379.4,0.053,0.544,0.146,0.257,190,11.47,6.31,0.28,1.89,0.15,0.90,0.59,2.51,10.45,5.38,0.00,0.00,0.010,0.057,266,0.163,0.183,0.800,0.000,0.017,190732,185043,4,0.446,0.102,0.112,1729038,0.159,1.711,0.023,32.12,69639,170,362.967,0.500,0.104,5124935,1.09,12.70,0.000,0.001,0.000,7,11,19,63,16545,0.063,0.00,0.0060,0.033,316,0.522,0.000,0.640,0.394,3.31,2.57,7.22,0.00,0.000,1.06,1.08,1.13,0.522,0.00301,11.17,20.4817,453.59,132216.9,140228.4,34.723,34.1730,83.846,731.885,0.977,0.399,84.2,83.845,127.125,351,1485.5,29.21,8.493,85.829,2699.9,58.237,0.135,2.00
50000,1423,1.616,0.277,8.61,120425,115034,78,5,5328,272,933968.6,138973.3,0.051,0.540,0.210,0.199,201,12.01,10.37,0.55,3.29,0.16,1.28,1.09,3.71,10.21,7.86,0.01,0.15,0.009,0.071,265,0.327,0.143,0.829,0.000,0.029,182935,176446,4,0.717,0.165,0.161,1142891,0.160,1.683,0.018,41.29,67579,28,510.931,0.600,0.108,4963494,1.13,12.82,0.012,0.008,0.003,6,8,20,64,17090,0.065,0.00,0.0064,0.037,306,0.456,0.000,0.539,0.405,3.28,2.55,7.16,0.02,0.007,1.13,1.15,1.13,0.456,0.00330,16.18,20.2870,661.15,132972.9,140228.2,31.857,28.6133,87.266,691.670,0.953,0.397,83.2,87.266,111.369,267,1072.3,47.74,6.440,74.519,2265.8,52.293,0.134,2.00
60000,1428,1.654,0.293,8.44,122237,116352,79,0,5801,103,881098.2,128808.9,0.111,0.520,0.285,0.084,189,12.82,8.38,0.24,2.15,0.09,0.95,1.67,4.35,10.82,6.06,0.00,0.08,0.004,0.038,258,0.342,0.152,0.823,0.000,0.025,181802,177618,4,0.855,0.071,0.231,2768540,0.174,1.819,0.019,32.64,62888,0,1250.572,0.000,0.125,5096686,1.06,11.73,0.002,0.003,0.002,7,9,24,64,18311,0.070,0.00,0.0057,0.027,337,0.511,0.000,0.570,0.387,3.46,2.71,7.58,0.00,0.002,1.05,1.06,1.06,0.511,0.00255,11.37,18.9996,811.94,132615.7,140228.3,35.610,34.5271,82.302,760.031,0.940,0.403,85.7,82.302,126.838,207,806.7,37.80,7.929,84.229,2686.1,55.733,0.136,2.00
70000,1381,1.656,0.393,8.02,122530,116918,127,0,5532,139,902843.0,143243.2,0.138,0.522,0.279,0.062,193,12.67,8.89,0.31,2.28,0.03,0.34,1.47,4.07,10.87,7.32,0.00,0.00,0.001,0.020,263,0.261,0.121,0.844,0.001,0.034,190865,186302,5,0.918,0.047,0.219,2440152,0.173,1.918,0.029,32.88,64040,0,1030.527,0.000,0.167,5052708,1.07,11.94,0.001,0.001,0.000,6,9,24,64,17500,0.067,0.00,0.0060,0.034,197,0.508,0.000,0.540,0.411,3.54,2.91,7.29,0.00,0.000,1.06,1.07,1.08,0.508,0.00274,11.91,20.9553,662.32,131068.3,140227.9,36.049,31.8645,83.862,774.062,0.999,0.390,81.0,83.863,125.608,442,1892.1,35.43,7.048,83.005,3395.7,57.679,0.134,2.00
80000,1464,1.596,0.386,7.84,124452,118739,133,0,5497,337,905121.8,140247.0,0.139,0.523,0.282,0.055,189,11.96,8.39,0.48,2.85,0.09,0.93,1.18,3.62,10.20,6.10,0.00,0.00,0.003,0.028,238,0.342,0.158,0.812,0.000,0.029,190554,186311,1,0.939,0.061,0.178,2133447,0.177,1.855,0.030,32.35,61874,0,416.163,0.000,0.136,5043102,1.12,12.24,0.001,0.001,0.000,7,9,20,64,17506,0.067,0.00,0.0061,0.038,245,0.506,0.000,0.527,0.398,3.44,2.45,7.54,0.00,0.000,1.09,1.12,1.15,0.506,0.00264,11.88,20.7007,659.27,131137.1,140227.7,35.139,32.7742,84.056,805.253,0.995,0.384,84.7,84.055,126.462,443,2020.5,50.55,7.137,84.470,3086.1,58.374,0.134,2.00
90000,1419,1.555,0.334,8.29,118532,113123,119,0,5335,36,917581.6,125845.2,0.119,0.510,0.317,0.054,198,10.34,5.66,0.15,1.06,0.07,0.53,0.58,2.58,9.53,4.41,0.00,0.04,0.005,0.046,173,0.500,0.169,0.814,0.000,0.017,174863,170598,1,0.960,0.040,0.110,2241358,0.185,1.723,0.024,41.61,59125,0,3495.700,0.000,0.106,4642497,1.05,12.93,0.000,0.001,0.001,7,8,18,58,14669,0.056,0.00,0.0068,0.067,172,0.443,0.000,0.499,0.392,3.13,1.83,7.73,0.00,0.001,1.05,1.05,1.07,0.443,0.00297,16.74,18.2200,498.07,132179.5,140227.5,31.819,28.9105,86.476,762.806,0.988,0.392,78.5,86.476,112.237,376,1827.1,44.83,6.635,73.676,2487.8,50.454,0.135,2.00
100000,1656,1.421,0.203,8.24,106691,101651,117,1,4685,85,944582.0,116537.9,0.082,0.508,0.355,0.054,209,9.25,4.23,0.17,1.40,0.02,0.34,0.35,1.90,8.71,3.45,0.00,0.00,0.001,0.012,156,0.458,0.199,0.780,0.000,0.021,152442,147877,1,0.540,0.460,0.062,1373016,0.184,1.197,0.014,52.42,54928,20,1371.034,1.000,0.066,3847841,1.06,13.60,0.000,0.000,0.000,7,8,11,43,15314,0.058,0.00,0.0065,0.068,317,0.355,0.000,0.432,0.397,3.02,1.71,7.51,0.01,0.001,1.05,1.05,1.11,0.355,0.00291,22.59,16.8882,289.06,134154.4,140227.4,28.798,23.0977,89.552,738.036,0.994,0.398,88.3,89.551,95.213,221,1130.8,38.04,4.869,60.032,1291.2,42.288,0.133,2.00
