step,id,lineage,age,turns,mass,size,side,density,born_size,born_mass,born_hard,born_muscle,born_sensor,born_digestive,born_bite,hard,muscle,sensor,digestive,bite,bite_any,shell,speed,energy,fat,plant,meat,killed,scavenged,travel,path,worn,pace,place,born_place,temp,moist,height,cells
30000,49401,1,446,279,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,2.915,28.729,63.269,0.000,0.000,0.000,27.51,33.25,0,0.627,8,6,62.4,0.422,263,4444444444224442000242000004220002222200224222222
30000,49402,1,445,277,41.18,37,8,1.113,37,41.18,0,10,0,27,0,0,10,0,27,0,0,1.00,0.243,3.594,21.590,27.217,1.531,1.531,-0.000,8.66,17.75,0,0.623,4,4,63.4,0.417,797,4444444444400044440000044000000240000002440000024440022244442222
30000,49403,1,444,267,44.16,36,7,1.227,36,44.16,0,20,0,16,0,0,20,0,16,0,0,1.00,0.453,2.717,27.768,54.482,0.383,0.000,0.383,12.00,39.25,0,0.602,8,8,54.8,1.000,807,4444444222224422220242220004222000422200044420004
30000,49406,1,440,285,26.68,24,7,1.111,35,38.90,0,20,0,15,0,0,18,0,6,0,0,1.00,0.675,2.303,15.101,36.171,0.128,0.000,0.128,39.73,53.50,1,0.774,8,8,74.4,0.979,1159,0000000444000042000242000002200002222200224222222
30000,49407,1,434,261,44.16,36,7,1.227,36,44.16,0,20,0,16,0,0,20,0,16,0,0,1.00,0.453,0.000,9.596,28.927,0.000,0.000,0.000,34.82,37.00,0,0.602,8,8,42.7,0.888,128,4444444222224422220242220004222000422200044420004
30000,49408,1,429,269,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,1.000,18.651,35.785,21.702,19.342,2.360,37.75,41.25,0,0.627,8,7,79.0,0.722,262,4444444444224442000242000004220002222200224222222
30000,49409,2,427,312,29.83,36,7,0.865,36,29.83,0,14,3,19,0,0,14,3,19,0,0,1.00,0.469,0.171,31.416,33.190,0.867,0.594,0.273,4.60,37.50,0,0.732,4,4,12.0,0.311,237,4444442444422244432224430322440002240000224000002
30000,49410,1,425,335,12.33,11,7,1.121,32,35.86,0,16,0,16,0,0,3,0,8,0,0,1.00,0.243,0.000,0.119,25.979,0.000,0.000,0.000,16.76,21.00,0,1.000,7,7,16.6,0.736,392,4000000400000042000004000000420000042000004400000
30000,49413,1,420,285,34.61,28,7,1.236,28,34.61,0,17,0,11,0,0,17,0,11,0,0,1.00,0.491,3.311,25.080,45.531,0.041,0.000,0.041,49.25,49.25,0,0.680,8,7,55.3,1.000,1208,4444444222222422200042200004220000022000002420000
30000,49425,2,404,295,29.83,36,7,0.865,36,29.83,0,14,3,19,0,0,14,3,19,0,0,1.00,0.469,0.000,21.949,27.229,-0.000,0.000,-0.000,10.15,32.25,0,0.732,1,4,11.2,0.459,395,4444442444422244432224430322440002240000224000002
30000,49426,2,403,295,29.83,36,7,0.865,36,29.83,0,14,3,19,0,0,14,3,19,0,0,1.00,0.469,4.177,24.026,33.760,0.000,0.000,0.000,12.65,44.25,0,0.732,7,7,4.9,0.433,317,4444442444422244432224430322440002240000224000002
30000,49428,1,403,224,51.15,45,7,1.137,49,55.70,0,25,0,24,0,0,24,0,21,0,0,1.00,0.469,0.000,9.618,35.625,0.430,0.000,0.430,22.81,35.25,0,0.559,8,7,71.9,0.700,963,4444444444444402222240222224022222442222240422224
30000,49429,1,402,223,51.91,44,7,1.180,44,51.91,0,27,0,17,0,0,27,0,17,0,0,1.00,0.520,5.550,26.760,34.505,3.915,3.195,0.720,48.00,48.00,0,0.555,7,6,62.1,0.219,670,4444444442222442220244220022422002242222224422222
30000,49433,2,397,290,29.83,36,7,0.865,36,29.83,0,14,3,19,0,0,14,3,19,0,0,1.00,0.469,3.981,30.160,53.171,-0.000,0.000,-0.000,28.51,46.25,0,0.732,4,4,8.3,0.331,365,4444442444422244432224430322440002240000224000002
30000,49435,1,396,248,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,0.000,13.052,31.030,0.000,0.000,0.000,11.35,17.25,0,0.627,6,7,45.1,0.160,55,4444444444224442000242000004220002222200224222222
30000,49437,1,394,216,53.15,41,7,1.296,41,53.15,0,17,0,24,0,0,17,0,24,0,0,1.00,0.320,0.000,20.689,34.858,0.000,0.000,0.000,6.75,7.00,0,0.549,8,4,69.1,0.593,49,4444444440004444000244220024422222244222224444224
30000,49438,1,391,245,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,0.000,16.400,31.387,0.249,0.000,0.249,33.75,35.00,0,0.627,8,8,42.4,0.703,34,4444444444224442000242000004220002222200224222222
30000,49439,1,391,261,35.86,32,7,1.121,32,35.86,0,16,0,16,0,0,16,0,16,0,0,1.00,0.446,0.000,4.617,21.221,0.000,0.000,0.000,3.51,15.25,0,0.668,7,7,16.9,0.476,60,4440444440002442000044000002420000242222224422222
30000,49441,1,382,255,35.86,32,7,1.121,32,35.86,0,16,0,16,0,0,16,0,16,0,0,1.00,0.446,0.000,21.707,28.015,1.035,1.035,0.000,36.75,36.75,0,0.668,6,6,41.5,0.050,45,4440444440002442000044000002420000242222224422222
30000,49442,2,379,317,22.75,29,7,0.858,39,31.33,0,9,5,25,0,0,7,5,17,0,0,1.00,0.308,0.562,13.649,21.627,-0.000,0.000,-0.000,11.43,20.75,0,0.839,2,1,9.2,0.594,258,0004400444442044434204433322040002204000320400004
30000,49443,1,378,208,52.34,45,7,1.163,45,52.34,0,41,0,4,0,0,41,0,4,0,0,1.00,0.783,0.000,1.929,11.188,1.365,1.365,0.000,4.98,15.25,0,0.553,8,8,80.1,0.485,221,4444222222222222202222220022222022222222222222222
30000,49445,1,375,221,45.96,36,7,1.277,36,45.96,0,16,0,20,0,0,16,0,20,0,0,1.00,0.348,0.000,16.683,17.680,0.000,0.000,0.000,4.61,6.50,0,0.590,8,7,41.2,0.706,53,4444444244224422220242220004222000442200044440004
30000,49448,2,371,271,29.83,36,7,0.865,36,29.83,0,14,3,19,0,0,14,3,19,0,0,1.00,0.469,0.444,11.153,26.564,0.341,0.087,0.255,12.97,26.75,0,0.732,1,1,13.1,0.567,380,4444442444422244432224430322440002240000224000002
30000,49450,1,369,219,45.18,47,7,0.961,47,45.18,0,28,0,19,0,0,28,0,19,0,0,1.00,0.620,2.907,27.594,38.242,0.003,0.000,0.003,18.80,33.25,0,0.595,7,7,39.3,0.632,1167,2244444222244422222442222044222204422222442222444
30000,49451,1,368,202,52.75,43,7,1.227,43,52.75,0,23,0,20,0,0,23,0,20,0,0,1.00,0.436,5.602,23.836,46.342,0.000,0.000,0.000,16.81,28.50,0,0.551,8,8,71.2,0.484,817,4444444444444444200244220024222002222222224222222
30000,49452,1,368,235,38.39,34,7,1.129,36,40.65,0,20,0,16,0,0,20,0,14,0,0,1.00,0.521,0.000,2.298,15.553,2.761,1.500,1.261,26.95,39.75,0,0.646,3,6,44.8,0.159,44,0444444044224442000242000004220002222200224222222
30000,49455,1,365,264,30.39,29,7,1.048,29,30.39,0,10,0,19,0,0,10,0,19,0,0,1.00,0.329,1.954,9.885,26.894,0.348,0.000,0.348,10.06,14.00,0,0.726,8,8,82.5,0.424,741,4444444444004440000042000004200000422000244222224
30000,49462,1,362,221,42.91,38,7,1.129,38,42.91,0,23,0,15,0,0,23,0,15,0,0,1.00,0.536,0.000,9.886,18.471,0.252,0.000,0.252,30.50,31.00,0,0.611,8,7,42.5,0.653,37,4444444444224442000242000022220002222202224222222
30000,49463,1,362,241,35.86,32,7,1.121,32,35.86,0,16,0,16,0,0,16,0,16,0,0,1.00,0.446,0.000,8.772,18.980,0.000,0.000,0.000,12.03,16.00,0,0.668,8,7,12.5,0.968,42,4440444440002442000044000002420000242222224422222
30000,49464,1,361,217,44.16,36,7,1.227,36,44.16,0,20,0,16,0,0,20,0,16,0,0,1.00,0.453,2.605,8.932,16.375,9.428,8.391,1.037,18.79,26.00,0,0.602,8,8,70.8,0.706,1027,4444444222224422220242220004222000422200044420004
30000,49466,1,357,223,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,0.000,8.590,21.395,0.000,0.000,0.000,27.94,31.50,0,0.627,3,7,55.0,0.312,14,4444444444224442000242000004220002222200224222222
30000,49468,1,355,180,61.61,49,7,1.257,49,61.61,0,28,0,21,0,0,28,0,21,0,0,1.00,0.455,4.976,23.400,33.283,-0.000,0.000,-0.000,13.25,13.25,0,0.510,3,4,61.5,0.247,294,4442244442222444222224422222442222244422224444222
30000,49469,1,353,264,25.97,23,7,1.129,36,40.65,0,20,0,16,0,0,13,0,10,0,0,1.00,0.501,0.607,19.984,36.102,0.005,0.000,0.005,19.63,42.75,0,0.785,8,7,54.2,0.916,786,4444400444220042000002000000220000022200004222200
30000,49470,1,353,183,59.25,49,7,1.209,49,59.25,0,25,0,24,0,0,25,0,24,0,0,1.00,0.422,6.209,17.948,28.469,0.000,0.000,0.000,14.68,20.75,0,0.520,8,8,63.1,0.909,1288,2222444222244422224442222444222244422244442244444
30000,49471,1,350,219,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,0.000,10.507,17.825,1.361,1.361,0.000,10.64,14.00,0,0.627,8,8,81.7,0.445,17,4444444444224442000242000004220002222200224222222
30000,49473,1,349,210,44.16,36,7,1.227,36,44.16,0,20,0,16,0,0,20,0,16,0,0,1.00,0.453,5.798,16.602,34.430,0.000,0.000,0.000,23.86,26.00,0,0.602,5,8,53.2,0.762,57,4444444222224422220242220004222000422200044420004
30000,49476,1,347,217,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,0.000,19.905,34.285,0.067,0.000,0.067,14.71,19.50,0,0.627,8,8,47.0,0.352,39,4444444444224442000242000004220002222200224222222
30000,49477,1,344,207,44.16,36,7,1.227,36,44.16,0,20,0,16,0,0,20,0,16,0,0,1.00,0.453,0.000,4.817,20.628,4.582,4.303,0.279,8.87,17.00,0,0.602,7,8,71.6,0.426,637,4444444222224422220242220004222000422200044420004
30000,49479,1,339,224,23.71,21,7,1.129,36,40.65,0,20,0,16,0,0,13,0,8,0,0,1.00,0.548,0.000,7.899,23.971,0.000,0.000,0.000,30.00,30.00,0,0.821,8,8,70.6,0.477,628,4440000444000042000002000000220000022200004222222
30000,49480,2,338,247,29.83,36,7,0.865,36,29.83,0,14,3,19,0,0,14,3,19,0,0,1.00,0.469,2.265,25.688,36.005,-0.000,0.000,-0.000,16.52,36.75,0,0.732,2,4,6.6,0.637,204,4444442444422244432224430322440002240000224000002
30000,49482,1,336,227,33.87,30,7,1.129,36,40.65,0,20,0,16,0,0,18,0,12,0,0,1.00,0.531,0.000,9.676,17.839,1.227,1.139,0.089,12.37,14.00,0,0.687,8,8,78.6,0.481,126,4444440444224042000202000000220002022200204222222
30000,49484,1,331,207,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,5.917,20.536,34.013,0.000,0.000,0.000,39.25,39.25,0,0.627,8,6,52.2,0.337,169,4444444444224442000242000004220002222200224222222
30000,49486,1,328,201,38.03,31,7,1.227,43,52.75,0,23,0,20,0,0,17,0,14,0,0,1.00,0.447,0.000,10.674,18.095,8.559,6.257,2.302,5.15,6.25,0,0.649,8,8,63.9,0.477,353,4400044440004444000244200024220002222000224222222
30000,49487,2,328,237,28.76,36,7,0.858,39,31.33,0,9,5,25,0,0,8,5,23,0,0,1.00,0.278,0.000,7.988,15.969,0.000,0.000,0.000,9.96,16.50,0,0.746,2,1,7.7,0.623,254,4444400444440244434224433322440002244000324400004
30000,49488,1,328,197,44.16,36,7,1.227,36,44.16,0,20,0,16,0,0,20,0,16,0,0,1.00,0.453,2.627,20.488,37.773,0.176,0.176,0.000,2.92,12.50,0,0.602,8,7,42.8,0.586,58,4444444222224422220242220004222000422200044420004
30000,49489,2,327,239,29.83,36,7,0.865,36,29.83,0,14,3,19,0,0,14,3,19,0,0,1.00,0.469,0.000,3.207,20.008,0.000,0.000,0.000,2.02,21.75,0,0.732,4,4,8.6,0.284,280,4444442444422244432224430322440002240000224000002
30000,49491,1,325,253,7.90,7,7,1.129,36,40.65,0,20,0,16,0,0,6,0,1,0,0,1.00,0.759,0.000,1.652,22.024,0.220,0.000,0.220,21.27,39.25,0,1.000,8,7,63.0,0.903,1117,0000000000000000000000000000000000000000004222222
30000,49493,1,324,178,52.75,43,7,1.227,43,52.75,0,23,0,20,0,0,23,0,20,0,0,1.00,0.436,1.552,21.004,24.315,8.147,7.696,0.451,11.29,18.25,0,0.551,8,8,70.6,0.470,588,4444444444444444200244220024222002222222224222222
30000,49494,1,322,172,55.70,49,7,1.137,49,55.70,0,25,0,24,0,0,25,0,24,0,0,1.00,0.449,0.778,20.183,19.720,9.478,9.478,0.000,26.25,26.25,0,0.536,8,7,76.9,0.258,280,4444444444444442222244222224222222442222244422224
30000,49495,1,321,189,45.96,36,7,1.277,36,45.96,0,16,0,20,0,0,16,0,20,0,0,1.00,0.348,0.000,4.666,10.929,2.534,1.716,0.817,1.75,1.75,0,0.590,8,8,40.8,0.589,35,4444444244224422220242220004222000442200044440004
30000,49496,1,320,213,35.86,32,7,1.121,32,35.86,0,16,0,16,0,0,16,0,16,0,0,1.00,0.446,0.000,0.498,9.690,0.000,0.000,0.000,11.39,16.00,0,0.668,7,7,22.0,0.438,58,4440444440002442000044000002420000242222224422222
30000,49497,1,320,320,15.61,15,8,1.041,15,15.61,0,8,0,7,0,0,8,0,7,0,0,1.00,0.512,2.254,14.664,25.487,0.771,0.234,0.538,7.50,36.00,0,1.000,8,8,78.1,0.594,1158,4444400044000000200000002000000020000000200000002000000022200000
30000,49502,1,317,215,34.61,28,7,1.236,28,34.61,0,17,0,11,0,0,17,0,11,0,0,1.00,0.491,0.000,16.218,16.098,0.000,0.000,0.000,26.00,26.00,0,0.680,5,7,51.9,0.857,28,4444444222222422200042200004220000022000002420000
30000,49503,1,317,211,35.86,32,7,1.121,32,35.86,0,16,0,16,0,0,16,0,16,0,0,1.00,0.446,0.000,0.557,9.295,0.000,0.000,0.000,6.83,12.00,0,0.668,6,7,16.6,0.428,8,4440444440002442000044000002420000242222224422222
30000,49505,1,315,214,34.61,28,7,1.236,28,34.61,0,17,0,11,0,0,17,0,11,0,0,1.00,0.491,0.000,13.865,8.135,6.438,5.230,1.208,29.25,29.25,0,0.680,7,7,46.2,0.752,244,4444444222222422200042200004220000022000002420000
30000,49508,2,313,236,28.10,36,7,0.865,36,28.10,0,10,7,19,0,0,10,7,19,0,0,1.00,0.356,1.902,20.778,30.501,0.000,0.000,0.000,7.52,21.25,0,0.755,7,8,21.0,0.453,142,4444442444422244432224430322440003240000334000003
30000,49509,1,313,196,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,1.525,20.384,29.470,1.616,1.616,0.000,28.57,32.50,0,0.627,8,8,55.2,0.354,447,4444444444224442000242000004220002222200224222222
30000,49510,1,313,188,44.16,36,7,1.227,36,44.16,0,20,0,16,0,0,20,0,16,0,0,1.00,0.453,0.000,0.243,9.406,1.932,1.930,0.003,24.00,24.00,0,0.602,7,8,53.6,0.590,671,4444444222224422220242220004222000422200044420004
30000,49513,1,311,225,30.39,29,7,1.048,29,30.39,0,10,0,19,0,0,10,0,19,0,0,1.00,0.329,0.000,6.840,13.305,0.001,0.000,0.001,23.75,23.75,0,0.726,8,8,78.0,0.457,779,4444444444004440000042000004200000422000244222224
30000,49514,1,311,192,41.76,38,8,1.099,38,41.76,0,20,0,18,0,0,20,0,18,0,0,1.00,0.479,0.000,6.854,16.337,-0.000,0.000,-0.000,31.25,31.25,0,0.619,1,1,37.5,0.512,174,4440044444000044440000044200000240000002420000224222222242222222
30000,49515,1,310,216,30.90,25,7,1.236,28,34.61,0,17,0,11,0,0,17,0,8,0,0,1.00,0.550,4.747,17.352,27.975,0.860,0.000,0.860,43.25,43.25,0,0.720,8,7,60.2,0.950,1226,0004444222222422200042200004220000022000002420000
30000,49516,1,310,198,38.90,35,7,1.111,35,38.90,0,20,0,15,0,0,20,0,15,0,0,1.00,0.514,1.899,19.542,16.980,29.222,28.112,1.109,31.08,33.25,0,0.641,8,8,70.9,0.718,1460,4444444444224442000242000002220000222200224222222
30000,49517,1,310,167,55.01,45,8,1.146,45,55.01,3,20,0,22,2,3,20,0,22,0,2,1.12,0.364,0.000,12.883,17.536,4.195,4.195,-0.000,20.50,20.50,0,0.539,5,4,58.7,0.522,577,4444444444444444442000444100002410000022100000222220022222222222
30000,49518,1,310,184,42.13,33,7,1.277,36,45.96,0,16,0,20,0,0,16,0,17,0,0,1.00,0.380,0.000,8.350,11.002,0.000,0.000,0.000,1.77,2.00,1,0.616,8,8,41.3,0.599,25,4444444244224422220242220004222000042200004440000
30000,49519,1,309,260,20.36,19,8,1.072,21,22.50,0,10,0,11,0,0,10,0,9,0,0,1.00,0.491,0.000,9.451,15.407,0.000,0.000,0.000,6.29,35.00,0,0.887,8,8,80.1,0.568,1113,4444440044400000220000002000000020000000200000002200000022200000
30000,49521,2,309,226,29.83,36,7,0.865,36,29.83,0,14,3,19,0,0,14,3,19,0,0,1.00,0.469,0.425,22.373,34.441,-0.000,0.000,-0.000,14.16,34.00,0,0.732,1,4,3.1,0.402,395,4444442444422244432224430322440002240000224000002
30000,49522,1,308,185,44.22,46,7,0.961,46,44.22,0,28,0,18,0,0,28,0,18,0,0,1.00,0.633,4.648,22.940,37.219,0.000,0.000,0.000,18.36,26.25,0,0.602,7,7,33.5,0.743,849,2444444222444422224442222044222200422222242222224
30000,49523,1,305,221,30.39,29,7,1.048,29,30.39,0,10,0,19,0,0,10,0,19,0,0,1.00,0.329,0.000,9.118,17.330,0.000,0.000,0.000,15.23,20.75,0,0.726,8,8,84.6,0.403,393,4444444444004440000042000004200000422000244222224
30000,49524,1,304,228,24.65,22,7,1.121,31,34.74,0,16,0,15,0,0,12,0,10,0,0,1.00,0.487,0.000,8.610,19.850,0.040,0.000,0.040,15.57,17.00,0,0.806,4,7,64.4,0.355,893,4440000440000040000004000000400002042222204222222
30000,49525,1,303,205,34.74,31,7,1.121,31,34.74,0,16,0,15,0,0,16,0,15,0,0,1.00,0.461,3.385,19.270,27.989,0.000,0.000,0.000,28.66,33.00,0,0.679,6,7,63.5,0.112,275,4440444440002440000044000002400002242222224222222
30000,49526,1,302,179,45.18,47,7,0.961,47,45.18,0,28,0,19,0,0,28,0,19,0,0,1.00,0.620,5.004,22.554,33.669,0.000,0.000,0.000,17.02,17.75,0,0.595,6,7,17.4,0.362,722,2244444222244422222442222044222204422222442222444
30000,49528,1,302,166,52.75,43,7,1.227,43,52.75,0,23,0,20,0,0,23,0,20,0,0,1.00,0.436,4.158,19.588,43.101,0.000,0.000,0.000,7.36,16.50,0,0.551,7,8,64.4,0.354,229,4444444444444444200244220024222002222222224222222
30000,49530,2,300,171,49.05,64,8,0.892,64,49.05,0,20,18,26,0,0,20,18,26,0,0,1.00,0.408,0.000,1.673,20.188,0.441,0.372,0.069,4.50,4.50,0,0.571,7,7,26.4,0.369,11,4444444444444222444322224433222244332222443332224433332244333333
30000,49531,1,300,188,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,0.000,8.667,19.173,-0.000,0.000,-0.000,23.58,31.50,0,0.627,3,8,46.6,0.160,139,4444444444224442000242000004220002222200224222222
30000,49534,1,299,185,41.76,38,8,1.099,38,41.76,0,20,0,18,0,0,20,0,18,0,0,1.00,0.479,0.000,12.644,18.333,0.590,0.590,0.000,28.00,28.50,0,0.619,6,7,81.6,0.270,30,4440044444000044440000044200000240000002420000224222222242222222
30000,49535,1,296,185,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,0.000,11.725,32.731,5.990,5.951,0.039,12.95,15.00,0,0.627,8,8,78.1,0.459,81,4444444444224442000242000004220002222200224222222
30000,49536,1,295,209,27.48,25,8,1.099,38,41.76,0,20,0,18,0,0,16,0,9,0,0,1.00,0.582,4.269,15.167,28.014,0.000,0.000,0.000,18.63,26.00,0,0.763,5,1,58.2,0.569,556,0000000044000000440000004200000040000000420000204222222042222222
30000,49537,1,295,189,38.90,35,7,1.111,35,38.90,0,20,0,15,0,0,20,0,15,0,0,1.00,0.514,1.737,19.278,27.720,-0.000,0.000,-0.000,38.50,38.50,0,0.641,4,8,62.0,0.311,149,4444444444224442000242000002200002222200224222222
30000,49538,1,292,195,35.86,32,7,1.121,32,35.86,0,16,0,16,0,0,16,0,16,0,0,1.00,0.446,0.004,4.370,8.577,0.533,0.000,0.533,2.46,3.75,0,0.668,7,6,45.2,0.225,41,4440444440002442000044000002420000242222224422222
30000,49539,1,288,193,35.25,32,7,1.101,35,38.55,0,23,0,12,0,0,22,0,10,0,0,1.00,0.624,0.051,17.755,22.520,0.427,0.000,0.427,45.75,47.75,0,0.674,6,6,46.8,0.065,93,0044444444422422000222200002220000222000222222220
30000,49541,1,284,155,53.52,44,7,1.216,44,53.52,0,26,0,18,0,0,26,0,18,0,0,1.00,0.486,0.169,11.247,15.832,0.167,0.000,0.167,14.62,23.00,0,0.547,8,8,49.1,1.000,792,4444444222224422222242222024222200422220044442244
30000,49542,2,284,207,29.83,36,7,0.865,36,29.83,0,14,3,19,0,0,14,3,19,0,0,1.00,0.469,0.000,12.492,16.532,0.364,0.000,0.364,12.99,20.75,0,0.732,4,4,8.9,0.372,391,4444442444422244432224430322440002240000224000002
30000,49544,1,282,155,52.75,43,7,1.227,43,52.75,0,23,0,20,0,0,23,0,20,0,0,1.00,0.436,5.416,18.290,38.569,-0.000,0.000,-0.000,1.77,20.50,0,0.551,8,8,63.0,0.454,524,4444444444444444200244220024222002222222224222222
30000,49550,2,274,200,29.83,36,7,0.865,36,29.83,0,14,3,19,0,0,14,3,19,0,0,1.00,0.469,0.000,4.270,21.688,0.000,0.000,0.000,8.55,17.50,0,0.732,2,1,12.2,0.587,468,4444442444422244432224430322440002240000224000002
30000,49552,1,273,182,35.86,32,7,1.121,32,35.86,0,16,0,16,0,0,16,0,16,0,0,1.00,0.446,0.136,17.472,18.180,-0.000,0.000,-0.000,17.02,23.75,0,0.668,7,7,24.2,0.631,290,4440444440002442000044000002420000242222224422222
30000,49553,1,273,164,44.16,36,7,1.227,36,44.16,0,20,0,16,0,0,20,0,16,0,0,1.00,0.453,3.470,17.056,30.809,1.576,1.052,0.525,13.24,19.00,0,0.602,8,8,44.3,1.000,347,4444444222224422220242220004222000422200044420004
30000,49556,1,270,169,40.65,36,7,1.129,36,40.65,0,21,0,15,0,0,21,0,15,0,0,1.00,0.517,0.000,1.171,11.022,0.006,0.000,0.006,37.25,37.25,0,0.627,2,5,37.4,0.917,453,4444444444224442000242200002220000222200224222222
30000,49559,1,269,168,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,5.335,9.017,19.671,-0.000,0.000,-0.000,28.75,28.75,0,0.627,4,7,42.6,0.269,123,4444444444224442000242000004220002222200224222222
30000,49567,1,263,175,35.86,32,7,1.121,32,35.86,0,16,0,16,0,0,16,0,16,0,0,1.00,0.446,0.000,8.231,16.530,0.000,0.000,0.000,24.58,26.50,0,0.668,6,7,45.7,0.394,185,4440444440002442000044000002420000242222224422222
30000,49569,1,262,190,30.39,29,7,1.048,29,30.39,0,10,0,19,0,0,10,0,19,0,0,1.00,0.329,0.320,12.612,16.992,1.304,1.304,0.000,17.24,22.00,0,0.726,8,8,84.0,0.403,350,4444444444004440000042000004200000422000244222224
30000,49571,1,259,162,40.65,36,7,1.129,36,40.65,0,20,0,16,0,0,20,0,16,0,0,1.00,0.492,0.000,16.611,28.969,0.099,0.000,0.099,4.45,19.75,0,0.627,8,8,81.9,0.498,170,4444444444224442000242000004220002222200224222222
30000,49573,1,254,127,63.21,48,8,1.129,48,63.21,8,10,0,30,5,8,10,0,30,0,5,2.78,0.158,0.000,6.709,8.035,0.027,0.000,0.027,3.05,4.25,0,0.503,7,7,74.1,0.345,782,0444444414444444110004441000044410000444100024441022224412222244
30000,49574,1,254,145,48.47,48,7,1.010,48,48.47,0,13,0,35,0,0,13,0,35,0,0,1.00,0.268,1.704,18.285,23.595,-0.000,0.000,-0.000,11.00,11.50,0,0.575,8,8,83.9,0.425,454,4444444444444444422444420224442222444422244444244
30000,49575,1,253,168,35.86,32,7,1.121,32,35.86,0,16,0,16,0,0,16,0,16,0,0,1.00,0.446,0.000,3.387,9.255,0.549,0.000,0.549,0.50,0.50,0,0.668,7,8,37.8,0.577,1,4440444440002442000044000002420000242222224422222
30000,49576,2,253,185,29.83,36,7,0.865,36,29.83,0,14,3,19,0,0,14,3,19,0,0,1.00,0.469,0.000,5.083,13.181,0.790,0.000,0.790,4.37,12.25,0,0.732,1,1,15.4,0.471,354,4444442444422244432224430322440002240000224000002
30000,49579,1,248,159,38.55,35,7,1.101,35,38.55,0,14,0,21,0,0,14,0,21,0,0,1.00,0.363,0.195,11.314,9.582,3.819,2.616,1.203,16.25,16.25,0,0.644,6,7,73.2,0.267,245,4444444444444444000244200002420000242000224222222
30000,49581,1,245,169,28.23,25,7,1.129,36,40.65,0,20,0,16,0,0,17,0,8,0,0,1.00,0.602,0.000,4.919,10.757,-0.000,0.000,-0.000,5.75,9.75,0,0.753,8,8,54.6,0.475,404,0000444000024400000240000004220002222200224222222
30000,49582,1,244,211,21.19,20,7,1.060,33,34.97,0,22,0,11,0,0,17,0,3,0,0,1.00,0.802,0.000,5.104,11.428,0.020,0.000,0.020,10.01,60.00,0,0.869,8,8,78.8,0.710,482,0000044000222400000220000002000000202000222222222
30000,49583,1,244,151,41.76,38,8,1.099,38,41.76,0,20,0,18,0,0,20,0,18,0,0,1.00,0.479,0.000,9.118,17.530,-0.000,0.000,-0.000,22.95,25.75,0,0.619,2,1,38.3,0.925,346,4440044444000044440000044200000240000002420000224222222242222222
30000,49585,1,241,153,39.57,36,8,1.099,36,39.57,0,31,0,5,0,0,31,0,5,0,0,1.00,0.783,0.000,8.631,10.540,-0.000,0.000,-0.000,5.22,8.00,0,0.636,2,1,55.9,0.562,406,4200024422000024220000042200000220000002220000022222222222222222
30000,49586,1,241,169,16.04,11,8,1.146,45,55.01,3,20,0,22,2,3,8,0,0,1,1,1.92,0.499,0.000,3.352,8.779,7.237,7.237,0.000,11.52,13.25,0,0.999,5,4,63.4,0.464,675,0000000000000000000000000100000010000000100000000220000000222222
30000,49587,1,240,133,51.97,43,7,1.209,43,51.97,0,27,0,16,0,0,27,0,16,0,0,1.00,0.520,0.000,13.097,20.036,0.001,0.000,0.001,20.00,21.50,0,0.555,8,8,56.4,0.365,530,4444444444444442200242220022222002222222222222222
30000,49588,1,240,226,17.97,15,7,1.198,15,17.97,0,0,0,15,0,0,0,0,15,0,0,1.00,0.000,0.000,0.026,3.072,3.580,3.580,-0.000,0.00,0.00,0,0.943,8,8,55.3,0.464,399,4444444444004440000040000004000000000000000000000
30000,49590,2,236,134,49.05,64,8,0.892,64,49.05,0,20,18,26,0,0,20,18,26,0,0,1.00,0.408,0.021,13.176,23.818,0.145,0.000,0.145,2.75,6.25,0,0.571,7,7,26.9,0.401,59,4444444444444222444322224433222244332222443332224433332244333333
30000,49591,1,234,140,44.16,36,7,1.227,36,44.16,0,20,0,16,0,0,20,0,16,0,0,1.00,0.453,3.851,14.560,22.536,0.042,0.000,0.042,10.36,18.75,0,0.602,8,8,51.9,0.961,918,4444444222224422220242220004222000422200044420004
