step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,1,1251,61.33,3.31,13.69,2.28,31.79,0.69,0.110,657,47.74,13.30,687
5000,32,207,56.75,3.37,13.75,0.02,28.15,0.16,0.039,772,58.33,20.24,143
5000,97,100,42.59,1.99,10.05,2.79,22.24,1.09,0.290,956,68.38,14.45,76
5000,134,91,32.60,2.48,11.97,0.00,16.36,0.59,0.132,331,19.46,3.67,47
5000,20,11,29.18,2.45,13.64,0.00,18.55,0.27,0.091,637,37.24,10.22,11
6000,1,2242,52.04,2.53,13.81,2.63,27.58,0.65,0.106,435,30.89,8.86,1251
6000,32,122,62.20,4.74,19.21,0.11,27.16,0.33,0.066,714,47.48,10.29,70
6000,97,40,50.19,0.33,8.18,2.15,37.48,0.00,0.000,167,14.96,2.15,19
7000,1,3413,43.64,1.19,11.77,2.62,23.04,0.17,0.040,339,23.68,7.16,1849
7000,640,411,50.86,3.18,9.91,16.62,21.84,0.36,0.090,534,38.37,6.31,266
7000,639,262,64.93,0.72,18.25,3.34,28.84,0.28,0.069,551,37.62,12.38,182
7000,32,38,50.86,0.00,25.58,0.00,20.03,0.00,0.000,501,36.38,6.58,24
7000,642,36,58.54,9.47,9.08,1.86,20.47,1.72,0.528,1771,95.38,14.24,32
7000,97,26,66.49,0.35,26.38,0.00,32.81,0.00,0.000,470,58.66,3.07,6
7000,645,7,120.33,22.14,17.86,0.57,20.71,1.86,0.857,2803,101.03,20.81,6
7000,641,7,70.54,0.00,36.14,3.57,19.71,0.00,0.000,1344,79.48,11.09,5
8000,1,2592,43.47,1.94,10.41,3.46,23.00,0.20,0.058,499,34.08,9.93,1428
8000,639,80,83.09,0.10,22.74,1.91,37.81,0.06,0.013,1321,75.70,26.72,67
8000,642,29,67.20,16.90,8.93,0.62,13.03,2.90,0.862,2007,86.30,8.80,24
8000,32,25,46.36,0.00,20.68,0.00,18.76,0.00,0.000,837,51.46,13.30,21
8000,97,18,64.66,0.50,25.06,0.00,31.78,0.00,0.000,1276,102.00,8.67,10
8000,645,6,111.63,22.67,14.67,0.50,17.00,1.83,0.667,3712,126.30,29.32,6
8000,647,5,52.42,0.00,15.40,0.00,40.00,0.00,0.000,1628,104.37,23.64,5
9000,1,2214,43.74,1.28,12.79,1.74,21.92,0.14,0.042,455,28.49,9.09,1379
9000,639,225,87.12,0.88,14.02,4.03,48.23,0.08,0.022,442,59.77,9.55,132
9000,642,27,68.70,18.74,8.70,0.59,11.04,2.93,0.889,2163,88.71,14.37,24
9000,32,13,68.61,0.00,45.77,0.00,16.23,0.00,0.000,857,58.42,8.73,9
9000,656,12,32.88,0.00,17.25,0.00,13.42,0.00,0.000,1237,63.75,16.65,9
9000,97,9,56.91,0.00,23.89,0.00,26.44,0.00,0.000,2257,145.05,26.22,9
9000,654,5,73.40,12.80,17.80,0.00,27.00,3.40,0.800,2546,163.37,12.59,5
10000,1,2028,40.14,0.88,11.06,1.81,20.60,0.11,0.035,403,23.62,7.65,1164
10000,639,204,88.42,1.43,13.96,3.69,48.33,0.18,0.054,1168,128.08,21.57,138
10000,139,106,77.70,0.51,17.61,0.00,44.91,0.01,0.000,687,49.87,17.01,69
10000,656,42,38.33,0.10,15.45,0.00,19.95,0.05,0.024,390,22.57,6.14,33
10000,642,13,66.76,19.46,7.46,0.31,8.92,2.85,0.923,3205,117.76,16.85,13
10000,645,8,75.78,13.75,14.75,0.25,11.62,1.00,0.375,3542,114.46,30.95,8
11000,1,2743,39.19,0.70,11.41,1.54,18.62,0.13,0.040,391,21.88,7.98,1622
11000,639,76,98.63,3.09,10.67,4.38,55.20,0.18,0.066,1929,171.72,20.96,66
11000,677,41,59.93,1.29,31.46,0.00,25.49,0.95,0.171,566,36.97,5.52,24
11000,139,26,85.98,0.00,24.58,0.00,44.31,0.00,0.000,1389,92.26,26.45,24
11000,656,10,67.96,4.10,35.00,0.00,14.60,2.40,0.400,785,43.26,7.22,10
11000,642,5,61.17,17.80,5.00,0.00,9.40,2.40,0.800,4337,137.79,21.65,5
12000,1,1359,34.13,0.18,10.55,0.86,12.83,0.05,0.015,355,15.90,8.63,862
12000,686,857,64.31,0.20,16.28,0.38,28.07,0.10,0.020,615,32.17,11.92,491
12000,639,61,83.87,2.39,13.08,3.85,46.93,0.03,0.016,1474,119.90,13.76,47
13000,686,785,62.55,0.11,18.11,0.06,25.68,0.07,0.014,707,36.70,12.64,472
13000,1,636,33.96,0.25,10.65,0.31,11.65,0.07,0.022,405,15.52,9.77,440
13000,639,31,82.28,0.35,18.81,6.10,40.39,0.16,0.065,2144,170.27,21.42,30
13000,690,10,52.03,3.00,9.60,8.20,26.30,0.30,0.100,1007,61.15,8.47,10
14000,1,1731,32.92,0.12,10.27,0.31,11.74,0.06,0.020,302,13.81,8.17,1099
14000,686,582,62.93,0.12,18.72,0.06,25.03,0.01,0.005,714,36.95,12.02,366
14000,639,46,103.80,0.00,24.52,10.98,54.61,0.00,0.000,1754,141.89,17.03,41
14000,690,10,57.53,0.00,12.30,7.50,36.10,0.00,0.000,592,43.82,7.35,9
15000,686,602,60.54,0.23,17.94,0.20,24.46,0.05,0.015,646,34.63,11.04,373
15000,1,283,25.69,0.01,7.75,0.19,7.04,0.01,0.007,343,9.93,11.14,193
15000,639,45,81.74,0.00,21.33,4.69,35.18,0.00,0.000,1635,118.13,21.90,33
16000,705,556,42.53,1.33,14.43,0.49,19.81,0.35,0.103,491,29.75,9.04,331
16000,1,403,27.44,0.05,7.03,0.16,8.47,0.01,0.005,343,12.28,8.73,264
16000,686,337,58.52,0.32,18.63,0.06,21.53,0.18,0.042,825,41.61,13.87,251
16000,639,44,72.21,0.00,13.07,6.23,36.52,0.00,0.000,1016,68.19,16.95,29
17000,705,924,38.12,0.48,12.04,0.82,19.36,0.18,0.051,343,22.14,6.63,478
17000,1,342,34.39,0.01,7.93,0.05,11.42,0.01,0.003,422,15.21,10.82,231
17000,686,258,63.75,1.16,16.06,0.16,26.41,0.66,0.128,665,39.08,6.23,166
17000,711,38,48.67,0.13,11.16,0.03,17.55,0.21,0.053,639,28.79,4.73,27
17000,639,26,87.99,0.19,20.15,6.00,39.65,0.00,0.000,1283,74.59,18.29,20
18000,705,469,41.11,0.55,12.61,0.15,16.78,0.21,0.068,375,19.13,8.33,273
18000,686,403,58.50,0.72,13.29,0.16,26.97,0.28,0.062,528,32.34,6.79,261
18000,1,152,34.39,0.05,7.53,0.11,11.21,0.02,0.007,320,14.50,6.60,107
18000,711,19,58.01,1.26,8.63,0.00,23.21,2.16,0.526,1037,42.37,6.34,13
18000,639,7,69.51,0.00,22.86,5.71,26.86,0.00,0.000,373,30.44,1.82,5
19000,725,928,40.14,0.32,9.27,0.45,13.69,0.10,0.030,432,18.79,8.10,617
19000,705,675,39.22,0.64,13.14,0.61,20.21,0.08,0.021,328,21.82,6.79,404
19000,724,168,31.73,0.08,8.08,0.14,10.61,0.03,0.012,432,18.42,9.32,122
19000,1,138,34.55,0.04,9.88,0.03,8.49,0.00,0.000,324,9.75,11.27,101
19000,727,104,43.23,0.33,12.03,0.36,11.60,0.03,0.010,508,19.16,10.53,84
