step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall
46000,282,194,633,660,247,25,2,699,1,2,1053,27692,14672.801,825.422,0.3647,441.350,0.042,0.830,0.087,0.041,0.330,0.381,17,0.3115,0.6881,0.179,26.8,35.1,42.2,34.06,0.33,13.98,1.12,18.62,7.39,1.044,0.407,0.018,0.018,20.809,0.511,0.0026,283,1243,255,167,124,3,0.379,128,14,31,237,72,146,64,36.29,116.34,26334,26.8516,62492,36511,174883,107.8,0.0,875250,14.428,2674865.198,1.04e-15,0.00105,16.52,185,1.443,1.061,0.381,0.000,1.443
47000,449,222,659,680,181,18,3,490,1,1,1193,19261,14843.522,881.363,0.3922,413.437,0.029,0.817,0.119,0.034,0.287,0.402,13,0.1827,0.6871,0.164,24.7,35.5,45.8,32.52,0.09,15.71,0.96,15.76,7.40,1.076,0.458,0.007,0.007,17.908,0.390,0.0021,263,1347,291,99,118,3,0.412,173,8,38,403,113,194,142,27.72,110.47,28957,31.6409,62214,37923,172646,117.7,0.0,872564,11.369,2674865.198,1.03e-14,0.00136,12.20,190,1.391,1.071,0.320,0.000,1.391
48000,325,252,706,737,249,29,2,820,8,2,1904,32362,18525.006,1558.605,0.5051,596.929,0.058,0.808,0.094,0.039,0.251,0.415,46,0.4017,0.7073,0.197,24.3,35.4,42.3,31.33,0.28,15.42,1.00,14.63,7.35,1.097,0.458,0.028,0.028,22.844,0.554,0.0023,265,1052,326,291,183,3,0.517,154,35,43,247,113,121,91,35.13,109.62,26857,29.9212,62176,37827,168938,135.7,-0.0,879367,18.091,2674865.198,2.26e-15,0.00010,35.52,215,1.564,1.075,0.489,0.000,1.564
49000,268,176,349,354,96,3,2,403,1,2,401,13520,10469.425,529.646,0.4964,330.590,0.028,0.814,0.124,0.033,0.336,0.372,2,0.2576,0.6882,0.204,25.6,40.0,45.5,33.29,0.77,16.53,0.31,15.68,7.62,1.132,0.437,0.075,0.075,20.370,0.511,0.0019,463,1933,290,34,122,3,0.560,128,51,51,166,68,99,101,29.62,129.92,31075,29.1159,61994,38524,167253,81.0,-0.0,879068,11.650,2674865.198,2.89e-14,0.00025,12.67,113,1.285,1.021,0.264,0.000,1.285
50000,333,204,483,491,114,6,2,416,0,2,648,13191,12389.973,664.030,0.4291,385.965,0.023,0.809,0.142,0.026,0.269,0.410,51,0.2219,0.6728,0.153,27.2,38.2,46.2,32.32,0.50,16.47,0.53,14.82,7.43,1.118,0.457,0.045,0.048,18.466,0.492,0.0020,297,1935,318,122,177,3,0.508,141,32,39,262,119,108,106,30.27,112.79,31614,28.8667,61632,39109,169226,131.3,-0.0,876039,10.451,2674865.198,8.01e-15,0.00038,27.47,144,1.268,1.020,0.247,0.000,1.269
51000,313,231,614,631,177,12,5,625,6,3,889,19399,14948.771,843.840,0.4533,440.836,0.038,0.826,0.110,0.026,0.246,0.408,6,0.3496,0.7046,0.166,21.7,29.8,40.0,28.78,0.06,15.34,0.40,12.99,7.47,1.127,0.466,0.019,0.029,20.070,0.604,0.0022,250,1369,291,179,152,3,0.776,129,3,31,279,63,113,137,32.96,110.81,26318,24.1092,61387,39174,170438,148.8,0.0,880457,13.838,2674865.198,1.08e-14,0.00229,29.17,190,1.437,1.093,0.344,0.000,1.437
52000,190,121,201,205,36,1,3,319,1,4,310,6807,7103.980,418.493,0.4048,292.999,0.023,0.845,0.109,0.022,0.296,0.373,8,0.3231,0.7088,0.169,25.2,38.2,40.6,30.58,0.15,16.96,0.23,13.24,7.23,1.156,0.481,0.016,0.021,19.894,0.463,0.0020,584,2020,257,75,132,3,0.837,80,4,20,166,51,76,63,38.40,146.53,29444,24.1200,61132,40571,170844,82.6,-0.0,879732,8.817,2674865.198,1.50e-14,0.00117,11.84,69,1.192,1.026,0.166,0.000,1.192
53000,352,184,424,430,72,4,2,259,0,3,292,6085,11025.784,308.639,0.3140,216.959,0.015,0.853,0.118,0.014,0.236,0.417,2,0.1910,0.6918,0.138,23.9,35.1,40.1,29.70,0.12,15.70,0.38,13.50,7.29,1.140,0.461,0.006,0.006,18.807,0.347,0.0016,275,2278,177,57,75,3,0.844,121,16,49,287,73,173,106,29.75,109.20,33367,31.0088,60866,39929,171843,57.3,-0.0,871838,7.245,2674865.198,1.39e-15,0.00054,35.70,130,1.222,1.034,0.188,0.000,1.222
54000,329,259,554,563,155,5,4,572,3,2,817,19794,15627.188,781.694,0.5434,337.734,0.017,0.875,0.092,0.017,0.262,0.407,5,0.3681,0.7274,0.154,17.1,29.8,40.0,28.60,0.10,14.74,0.64,13.12,7.22,1.123,0.458,0.003,0.003,22.501,0.596,0.0018,254,980,230,199,84,3,0.836,151,24,53,252,100,119,110,37.71,123.62,32127,30.4866,60618,39022,171279,104.4,-0.0,873397,14.317,2674865.198,2.39e-14,0.00014,11.91,194,1.373,1.054,0.318,0.001,1.373
55000,240,175,320,338,81,15,3,406,1,2,416,12492,9948.453,444.098,0.3649,292.293,0.030,0.872,0.077,0.022,0.325,0.370,1,0.3309,0.7313,0.158,18.3,29.8,41.2,28.35,0.00,14.37,0.71,13.27,7.21,1.128,0.457,0.000,0.004,21.425,0.487,0.0019,420,2053,258,67,146,3,0.829,120,37,35,168,74,86,80,42.11,146.83,37001,32.1084,60297,37981,172249,77.6,-0.0,870139,11.343,2674865.198,2.79e-15,0.00073,18.47,98,1.235,0.988,0.246,0.000,1.235
56000,494,253,1066,1101,493,34,1,804,8,0,2493,46120,18301.536,1117.986,0.2538,485.246,0.056,0.834,0.067,0.044,0.342,0.379,32,0.2058,0.7463,0.193,20.3,28.6,41.2,29.76,0.10,14.01,1.64,14.01,7.35,1.048,0.456,0.008,0.008,15.410,0.423,0.0026,199,902,266,290,127,3,0.595,196,140,79,275,114,221,159,33.38,109.69,31409,30.4459,59926,36197,175158,127.3,-0.0,870101,14.276,2674865.198,1.60e-14,0.00047,25.84,285,1.506,0.987,0.518,0.000,1.506
57000,289,228,626,637,167,5,6,823,6,2,1057,26451,16411.998,826.508,0.4175,385.239,0.060,0.849,0.060,0.032,0.294,0.400,18,0.4488,0.7547,0.174,14.8,28.6,41.2,27.18,0.03,13.36,0.89,12.89,7.41,1.091,0.451,0.000,0.000,19.023,0.626,0.0023,301,1185,264,135,135,2,0.782,133,16,30,243,84,121,84,36.47,120.90,25272,23.6910,59616,36465,174426,87.0,-0.0,880036,18.118,2674865.198,1.04e-15,0.00049,6.93,197,1.524,1.070,0.454,0.000,1.524
58000,291,202,571,602,219,30,1,565,2,2,763,22781,12802.428,641.370,0.4221,319.300,0.044,0.866,0.061,0.029,0.302,0.405,8,0.3171,0.7714,0.197,15.1,28.6,40.8,27.34,0.01,11.56,1.42,14.35,7.35,1.068,0.412,0.000,0.000,18.466,0.540,0.0021,305,1687,203,167,76,2,0.729,135,6,30,255,75,146,70,34.87,114.96,25301,25.4727,59427,36814,172403,64.3,-0.0,882290,12.289,2674865.198,1.06e-14,0.00011,30.20,178,1.319,0.975,0.344,0.000,1.319
59000,362,195,565,597,194,21,11,490,1,3,733,24140,12166.547,701.514,0.4340,383.395,0.045,0.832,0.083,0.039,0.330,0.384,14,0.2186,0.7790,0.183,19.2,28.6,37.5,26.07,0.16,12.48,0.92,12.51,7.44,1.088,0.452,0.006,0.000,16.862,0.467,0.0021,245,1457,251,128,135,2,0.815,150,6,29,327,80,185,97,26.75,121.88,29341,29.9052,59208,37429,169677,101.4,-0.0,880262,10.470,2674865.198,2.09e-15,0.00010,16.19,189,1.408,1.053,0.355,0.000,1.408
60000,404,280,774,781,178,5,2,728,3,1,1036,32344,17978.605,913.261,0.4300,467.819,0.029,0.860,0.084,0.027,0.256,0.421,22,0.3442,0.7802,0.177,18.0,28.1,38.3,26.20,0.07,12.44,1.16,12.53,7.43,1.086,0.445,0.002,0.000,18.270,0.520,0.0020,264,1129,278,214,179,2,0.780,170,52,63,289,109,148,147,32.50,109.20,27770,30.8104,58969,38612,166842,125.8,-0.0,883634,15.473,2674865.198,2.44e-15,0.00011,15.16,251,1.487,1.054,0.433,0.000,1.488
61000,282,201,477,487,134,5,5,598,1,0,688,21368,13098.006,702.778,0.4674,381.207,0.034,0.855,0.073,0.038,0.300,0.395,7,0.3730,0.7758,0.199,19.0,28.6,38.2,26.82,0.01,12.48,1.53,12.80,7.39,1.069,0.447,0.000,0.000,19.979,0.528,0.0021,366,1524,273,97,111,2,0.713,122,32,32,218,101,84,97,35.36,136.50,27491,26.5213,58826,38140,164474,120.0,-0.0,888356,14.038,2674865.198,8.70e-16,0.00023,36.46,151,1.502,1.100,0.402,0.000,1.503
62000,248,163,327,332,66,1,4,357,1,3,312,12604,9382.506,433.902,0.4246,301.427,0.014,0.879,0.075,0.033,0.305,0.397,3,0.3063,0.7938,0.212,16.0,25.2,29.8,22.76,0.00,11.14,0.54,11.08,7.46,1.109,0.438,0.000,0.000,19.628,0.492,0.0017,369,2194,255,86,140,2,0.879,115,16,26,206,86,88,74,42.26,145.58,28702,24.6951,58489,39063,164718,87.7,-0.0,888106,9.452,2674865.198,5.22e-16,0.00024,13.00,101,1.250,1.010,0.240,0.000,1.250
63000,376,213,591,615,215,19,5,458,2,3,839,20172,12409.564,781.778,0.4266,423.842,0.009,0.876,0.100,0.015,0.273,0.415,5,0.2615,0.8173,0.159,16.0,24.8,29.8,23.24,0.00,11.11,0.52,11.61,7.40,1.109,0.439,0.000,0.000,15.684,0.500,0.0017,226,1772,272,155,154,2,0.886,132,5,35,336,69,173,134,36.55,120.17,25947,23.7461,58169,39806,165650,114.0,-0.0,888923,10.196,2674865.198,2.09e-15,0.00097,29.99,184,1.303,1.020,0.283,0.000,1.303
64000,248,175,334,340,78,4,2,459,0,3,395,22871,9971.735,559.353,0.4928,364.707,0.020,0.884,0.075,0.021,0.336,0.376,34,0.3549,0.8136,0.150,13.1,27.4,29.8,24.88,0.00,11.34,1.11,12.43,7.38,1.061,0.443,0.000,0.000,15.971,0.605,0.0019,381,1447,221,116,158,2,0.702,115,8,28,212,82,101,65,40.23,141.97,25858,22.5876,57974,39877,164592,67.2,-0.0,892441,11.387,2674865.198,1.83e-14,0.00137,25.46,99,1.238,0.971,0.267,0.000,1.238
65000,313,168,427,442,100,9,6,360,0,2,328,10672,9839.700,360.024,0.4256,220.432,0.016,0.868,0.098,0.018,0.289,0.399,3,0.2305,0.7960,0.180,18.5,28.3,30.1,25.28,0.07,11.93,0.89,12.39,7.49,1.090,0.442,0.003,0.003,16.294,0.380,0.0019,328,2299,192,48,89,2,0.805,110,12,34,267,52,151,110,33.22,116.11,29199,27.1865,57582,40474,164005,67.9,-0.0,888660,7.809,2674865.198,1.43e-14,0.00017,11.33,110,1.231,1.027,0.204,0.000,1.231
66000,349,230,599,618,182,12,7,560,1,2,586,22923,14195.279,559.716,0.4471,297.737,0.017,0.874,0.088,0.021,0.292,0.403,8,0.3166,0.7926,0.203,17.1,25.6,28.6,23.19,0.03,11.29,0.59,11.28,7.47,1.117,0.440,0.000,0.000,16.815,0.481,0.0019,266,1153,194,102,95,2,0.914,138,25,47,277,91,98,160,37.12,112.63,29617,29.1607,57341,38724,162549,69.0,-0.0,889213,12.739,2674865.198,8.70e-16,0.00018,33.72,186,1.367,1.042,0.325,0.000,1.367
67000,286,166,425,441,130,11,5,486,0,2,673,18921,10094.606,615.511,0.5289,259.539,0.022,0.877,0.078,0.022,0.295,0.400,7,0.3070,0.7983,0.210,17.6,26.3,37.2,25.73,0.00,12.08,0.75,12.90,7.40,1.080,0.443,0.000,0.000,15.738,0.483,0.0020,301,1634,158,121,101,2,0.745,130,73,75,138,55,118,113,41.31,133.59,33583,29.9418,57104,37424,163210,62.9,-0.0,886229,10.754,2674865.198,2.96e-15,0.00005,9.25,147,1.347,1.099,0.248,0.000,1.347
68000,489,236,943,948,250,2,3,730,8,2,1539,32918,16698.157,777.656,0.3006,315.013,0.060,0.850,0.066,0.024,0.292,0.394,11,0.2395,0.7823,0.205,16.0,25.6,38.6,26.47,0.34,12.13,1.48,12.52,7.32,1.045,0.452,0.008,0.008,13.387,0.481,0.0023,210,1090,185,239,107,2,0.589,172,153,44,292,118,233,138,33.92,106.69,28609,27.7886,56736,36709,165498,195.4,-0.0,886850,13.405,2674865.198,2.98e-14,0.00003,20.48,250,1.418,1.025,0.393,0.000,1.418
69000,223,161,461,471,134,7,3,719,4,4,809,21655,11691.062,775.452,0.4752,390.991,0.063,0.833,0.074,0.029,0.281,0.415,16,0.4564,0.8020,0.216,14.6,26.3,37.4,24.10,0.04,10.88,1.27,11.91,7.35,1.089,0.425,0.004,0.004,17.688,0.534,0.0025,310,1154,261,149,136,2,0.740,99,5,14,204,55,85,83,38.36,134.83,27318,23.8553,56494,36005,165625,70.4,-0.0,891396,13.683,2674865.198,1.88e-14,0.00000,23.82,137,1.410,1.057,0.352,0.000,1.410
70000,326,170,498,510,169,10,2,390,2,3,597,18543,11097.674,494.073,0.4513,224.648,0.038,0.861,0.063,0.038,0.273,0.434,1,0.2193,0.7818,0.200,19.4,28.1,38.8,28.32,0.10,11.48,2.37,14.37,7.32,1.043,0.406,0.003,0.000,16.376,0.399,0.0019,272,1925,171,110,105,2,0.632,126,4,15,307,65,173,88,31.35,104.25,28887,26.9011,56183,37177,165394,75.7,-0.0,888707,8.810,2674865.198,7.31e-15,0.00022,7.77,142,1.412,1.082,0.330,0.000,1.413
71000,416,255,766,793,285,24,3,670,6,0,1573,33718,16956.148,817.227,0.3017,342.652,0.028,0.864,0.072,0.036,0.291,0.407,13,0.2841,0.7698,0.197,19.4,28.6,37.6,28.23,0.00,12.60,2.51,13.11,7.49,1.057,0.444,0.000,0.000,16.621,0.555,0.0021,247,1039,175,278,55,2,0.683,173,24,56,336,106,205,105,32.06,106.65,26451,28.3440,55978,37615,163021,98.2,-0.0,892092,14.650,2674865.198,3.48e-14,0.00006,33.11,243,1.557,1.055,0.502,0.000,1.557
72000,286,199,421,440,119,12,7,548,2,1,602,23864,12429.904,620.858,0.4402,355.840,0.032,0.851,0.074,0.044,0.304,0.404,118,0.3178,0.7794,0.213,18.3,27.2,34.1,24.94,0.00,11.18,1.64,12.12,7.34,1.079,0.435,0.000,0.000,21.178,0.437,0.0021,346,1562,268,100,170,2,0.773,114,9,29,248,94,83,109,32.00,129.29,28769,28.4461,55722,38080,159853,103.7,-0.0,894214,12.587,2674865.198,1.39e-15,0.00034,16.62,148,1.423,0.990,0.433,0.000,1.423
73000,411,258,544,554,139,6,4,415,2,2,500,17317,13627.432,622.357,0.5323,356.225,0.017,0.858,0.096,0.029,0.236,0.438,52,0.2541,0.8005,0.214,16.0,26.3,32.0,24.48,0.00,10.78,1.42,12.28,7.51,1.086,0.427,0.000,0.000,18.792,0.477,0.0015,254,1812,265,135,107,2,0.798,142,71,56,284,140,138,133,32.50,113.45,27838,27.3169,55457,38961,159278,90.5,-0.0,894195,11.035,2674865.198,8.88e-15,0.00006,18.56,170,1.383,1.025,0.358,0.000,1.383
74000,263,182,394,401,104,4,3,536,3,3,401,22552,11430.088,734.917,0.5527,513.281,0.017,0.882,0.072,0.029,0.340,0.381,25,0.3600,0.7968,0.182,18.3,28.1,34.3,26.80,0.03,11.57,1.86,13.33,7.45,1.051,0.435,0.004,0.004,19.296,0.517,0.0019,403,1584,353,123,185,2,0.688,129,20,26,217,102,82,79,35.50,136.48,26026,22.9214,55285,38611,159348,128.5,-0.0,898920,13.180,2674865.198,4.87e-15,0.00025,35.96,130,1.378,1.006,0.371,0.000,1.378
75000,204,148,357,364,112,6,1,414,0,2,549,16535,9185.838,612.594,0.3930,396.843,0.027,0.860,0.083,0.030,0.324,0.394,5,0.3331,0.7911,0.189,18.3,28.1,28.6,25.16,0.00,10.99,1.48,12.69,7.59,1.072,0.426,0.000,0.000,20.819,0.608,0.0020,306,2167,297,89,166,2,0.779,84,6,31,167,29,96,79,38.25,126.16,25689,21.6491,54897,39923,160155,89.6,-0.0,899841,9.173,2674865.198,3.48e-15,0.00000,12.11,122,1.283,0.983,0.299,0.000,1.283
76000,291,147,409,422,96,6,7,314,3,5,265,10128,8943.333,364.145,0.3282,277.175,0.012,0.878,0.092,0.018,0.296,0.404,22,0.2237,0.7978,0.141,16.0,27.7,28.6,23.33,0.08,10.79,0.53,11.93,7.69,1.105,0.417,0.000,0.000,16.511,0.395,0.0017,327,2141,223,47,125,2,0.924,98,6,23,262,49,125,117,39.50,111.43,28159,25.0833,54547,40337,160972,71.5,-0.0,896108,7.334,2674865.198,6.96e-15,0.00045,31.62,129,1.277,1.072,0.205,0.000,1.278
77000,310,211,551,564,141,7,6,529,1,2,523,26105,13404.252,456.206,0.4608,215.202,0.015,0.907,0.059,0.019,0.285,0.412,4,0.3349,0.7843,0.153,19.4,28.5,33.8,27.06,0.00,12.04,1.55,13.47,7.67,1.070,0.435,0.000,0.000,18.315,0.532,0.0019,247,1082,133,78,69,2,0.774,104,11,64,235,78,150,82,39.56,111.29,27006,26.0018,54326,39683,159930,65.1,-0.0,897692,12.061,2674865.198,3.48e-16,0.00003,20.50,166,1.379,1.050,0.329,0.000,1.379
78000,252,160,317,322,76,5,0,374,0,1,327,18116,9755.240,378.895,0.4296,238.419,0.017,0.909,0.049,0.025,0.346,0.377,15,0.2901,0.7771,0.155,16.6,28.1,28.6,25.71,0.01,11.12,1.62,12.96,7.61,1.065,0.427,0.004,0.004,18.613,0.492,0.0018,407,1789,237,55,108,2,0.746,91,14,45,193,68,116,68,39.26,138.08,30478,27.4398,53935,39193,158441,62.2,-0.0,897152,10.179,2674865.198,1.86e-14,0.00008,11.73,82,1.346,1.038,0.307,0.000,1.346
79000,409,237,638,650,186,8,4,479,1,1,761,23953,13310.858,633.076,0.4107,320.509,0.023,0.876,0.066,0.035,0.317,0.405,16,0.2007,0.7818,0.186,19.5,28.1,37.4,27.43,0.15,10.86,2.10,14.32,7.47,1.041,0.407,0.005,0.005,16.147,0.494,0.0019,218,1846,244,108,129,2,0.677,150,147,83,179,60,176,173,23.44,91.02,31312,30.1228,53528,37054,159427,70.4,-0.0,893544,10.367,2674865.198,7.83e-15,0.00045,31.48,175,1.464,1.061,0.403,0.000,1.464
80000,345,244,608,626,183,9,9,667,4,1,896,32316,14978.531,740.983,0.4402,346.529,0.021,0.870,0.079,0.030,0.280,0.418,11,0.3417,0.7878,0.202,19.2,27.4,29.9,25.63,0.01,11.64,1.60,12.38,7.41,1.063,0.442,0.000,0.000,17.190,0.496,0.0020,288,1154,198,221,100,2,0.751,133,51,44,250,98,130,117,34.75,106.49,26084,24.0630,53122,36376,160214,91.4,-0.0,899173,15.042,2674865.198,5.22e-15,0.00023,7.81,201,1.564,1.097,0.467,0.000,1.566
81000,207,147,244,250,52,3,3,379,2,1,305,18483,9407.675,435.792,0.4951,284.788,0.019,0.883,0.065,0.034,0.320,0.395,2,0.3666,0.7978,0.166,17.1,28.1,38.6,27.51,0.00,10.91,2.25,14.36,7.32,1.038,0.408,0.000,0.000,21.010,0.469,0.0017,545,1905,242,64,103,2,0.652,104,4,12,191,59,72,76,32.08,142.61,26638,22.8039,52773,36577,159622,73.5,-0.0,901307,10.514,2674865.198,3.48e-15,0.00194,22.95,65,1.280,0.960,0.320,0.000,1.280
82000,278,171,421,433,118,7,5,347,0,3,392,13777,10281.443,501.889,0.4717,316.995,0.017,0.867,0.078,0.038,0.281,0.427,6,0.2430,0.7901,0.182,16.0,28.1,41.2,25.71,0.05,10.87,1.49,13.31,7.41,1.071,0.407,0.004,0.004,20.653,0.439,0.0018,212,2204,276,73,156,2,0.773,114,7,41,230,47,135,96,28.25,114.75,29482,27.2135,52492,36714,159219,104.9,-0.0,897564,7.944,2674865.198,3.17e-14,0.00127,22.90,131,1.309,1.018,0.292,0.000,1.309
83000,378,243,492,504,126,6,6,388,3,1,599,17154,13279.846,806.127,0.4194,554.931,0.020,0.864,0.078,0.038,0.212,0.471,6,0.2500,0.7827,0.169,18.3,26.8,41.2,26.22,0.07,11.63,1.36,13.16,7.40,1.083,0.414,0.000,0.000,19.340,0.434,0.0015,273,1420,298,154,177,2,0.783,137,18,52,308,103,180,95,29.90,98.82,30520,29.6188,52190,38132,158374,90.5,-0.0,895982,10.421,2674865.198,6.62e-15,0.00010,9.34,137,1.356,1.000,0.356,0.000,1.356
84000,314,232,448,456,106,4,4,501,4,7,631,23793,14047.289,771.068,0.4740,471.979,0.022,0.866,0.080,0.032,0.282,0.424,58,0.3266,0.7745,0.184,19.4,27.4,41.2,27.31,0.00,12.10,1.84,13.37,7.31,1.067,0.421,0.000,0.000,22.179,0.548,0.0017,336,1391,295,157,137,2,0.707,118,21,53,240,111,100,103,38.36,113.14,29592,28.0803,51927,38095,156554,126.1,-0.0,899477,13.487,2674865.198,2.21e-14,0.00050,36.11,134,1.469,1.039,0.429,0.000,1.469
85000,276,181,323,328,72,2,3,355,3,3,350,12764,9852.475,593.177,0.5977,383.980,0.016,0.876,0.079,0.029,0.307,0.412,17,0.2685,0.7887,0.159,16.0,25.1,38.8,24.13,0.00,10.67,1.08,12.39,7.36,1.099,0.411,0.000,0.000,21.553,0.540,0.0016,396,1996,268,91,130,2,0.830,119,25,33,218,109,75,92,38.36,138.77,30548,25.8687,51583,38476,156488,112.5,-0.0,900020,10.071,2674865.198,6.44e-15,0.00006,16.98,103,1.361,1.057,0.304,0.000,1.361
86000,242,160,338,344,65,2,4,369,0,3,204,12318,9637.093,543.117,0.5583,429.225,0.007,0.865,0.106,0.023,0.305,0.400,5,0.3104,0.8085,0.182,16.0,22.4,41.2,24.38,0.00,11.60,0.93,11.86,7.16,1.113,0.433,0.000,0.000,23.362,0.417,0.0017,316,2301,408,60,191,2,0.851,99,22,33,187,106,63,73,35.11,141.55,29758,24.0014,51194,39481,158540,126.9,-0.0,899386,8.835,2674865.198,5.57e-15,0.00020,21.43,110,1.281,1.032,0.249,0.000,1.281
87000,264,186,443,458,151,13,2,414,4,3,687,17898,11348.521,907.488,0.5314,542.441,0.013,0.826,0.134,0.027,0.286,0.402,14,0.3359,0.7862,0.188,13.7,27.4,41.2,25.58,0.03,12.12,1.33,12.11,7.17,1.103,0.446,0.004,0.004,19.943,0.545,0.0017,310,1624,370,208,233,2,0.799,125,4,22,238,58,120,86,32.35,130.33,26656,22.2322,50845,39409,159854,145.5,-0.0,901915,10.433,2674865.198,9.57e-15,0.00069,34.08,137,1.306,1.008,0.297,0.000,1.306
88000,236,158,373,388,130,13,2,395,2,4,495,15563,9334.237,505.742,0.3310,341.875,0.018,0.829,0.126,0.027,0.336,0.378,8,0.2795,0.7831,0.156,16.0,21.7,41.2,24.38,0.00,11.45,1.14,11.78,7.17,1.105,0.438,0.000,0.000,20.669,0.508,0.0020,288,1839,214,46,142,2,0.843,76,2,19,215,36,92,108,27.45,120.48,27369,23.4653,50399,40527,159173,106.9,-0.0,902725,8.762,2674865.198,6.09e-15,0.00198,10.34,121,1.226,0.960,0.266,0.000,1.226
89000,288,208,473,482,141,4,5,413,4,4,530,20331,11720.159,725.630,0.5458,436.349,0.011,0.843,0.123,0.023,0.275,0.413,7,0.3209,0.8226,0.149,16.0,21.7,34.0,23.18,0.00,10.67,1.13,11.39,7.16,1.101,0.434,0.000,0.000,19.177,0.458,0.0016,286,1620,223,127,173,2,0.830,95,7,61,220,60,130,98,30.62,110.54,28265,26.5059,50113,39883,157789,85.2,-0.0,902811,9.891,2674865.198,5.92e-15,0.00044,32.05,133,1.281,0.993,0.288,0.000,1.281
90000,289,202,356,364,98,4,4,350,4,1,483,14654,10456.692,539.556,0.4579,318.406,0.011,0.859,0.116,0.014,0.257,0.428,27,0.3126,0.8257,0.170,13.7,21.7,41.2,22.07,0.09,10.18,0.62,11.18,7.19,1.117,0.426,0.007,0.007,17.614,0.453,0.0014,358,1717,236,106,152,2,0.910,119,31,32,226,84,123,82,33.99,132.63,31427,28.5376,49873,38393,156753,150.9,-0.0,901233,9.943,2674865.198,2.25e-14,0.00013,15.85,111,1.262,0.998,0.263,0.000,1.263
91000,401,211,576,595,215,12,7,459,2,3,698,21449,12627.061,664.064,0.4327,362.074,0.015,0.862,0.094,0.029,0.271,0.434,16,0.2342,0.8215,0.175,16.0,28.1,37.5,29.14,0.03,10.22,3.81,15.08,7.08,0.996,0.394,0.002,0.002,14.923,0.486,0.0017,223,1845,263,77,159,2,0.546,147,172,59,170,67,183,151,34.22,120.17,30785,27.9745,49468,37536,157843,121.4,-0.0,900131,10.619,2674865.198,2.40e-14,0.00029,12.95,186,1.339,0.997,0.341,0.000,1.339
92000,333,226,615,625,190,7,3,679,3,1,857,33928,15237.120,705.248,0.3768,382.332,0.039,0.848,0.077,0.036,0.296,0.420,32,0.3124,0.8019,0.214,18.3,21.7,37.5,24.96,0.00,10.77,1.77,12.42,7.08,1.067,0.431,0.000,0.000,19.716,0.517,0.0021,282,1388,233,122,124,2,0.730,111,76,56,201,66,111,156,27.83,114.08,25272,23.6151,49151,36049,158223,88.7,-0.0,905201,13.960,2674865.198,6.09e-15,0.00014,29.72,167,1.581,1.014,0.567,0.000,1.581
93000,200,160,258,260,63,2,0,389,1,1,326,19662,8940.469,495.318,0.4891,335.859,0.013,0.850,0.115,0.022,0.288,0.398,2,0.4179,0.8383,0.203,13.7,21.7,32.0,22.16,0.02,10.13,1.49,10.53,7.17,1.074,0.441,0.005,0.005,24.835,0.435,0.0017,409,1844,257,46,175,2,0.800,85,9,12,179,42,90,68,35.25,148.88,26184,22.4979,48878,36472,157530,73.1,-0.0,907018,9.725,2674865.198,2.49e-14,0.00071,7.39,80,1.214,0.947,0.267,0.000,1.214
94000,366,208,491,515,192,18,6,319,3,3,493,21383,11479.013,817.876,0.5920,526.036,0.013,0.826,0.129,0.032,0.296,0.390,19,0.2414,0.8588,0.177,14.5,21.7,32.4,24.72,0.02,10.02,2.37,12.31,7.29,1.026,0.440,0.000,0.000,17.479,0.486,0.0013,251,1908,299,62,196,2,0.672,147,12,36,318,88,170,108,31.22,126.76,27808,26.8095,48574,37284,156680,138.0,-0.0,904812,8.696,2674865.198,1.72e-14,0.00059,25.94,145,1.387,1.058,0.329,0.000,1.387
95000,345,209,557,587,213,26,4,569,3,6,619,32853,13223.476,873.079,0.5402,538.678,0.017,0.842,0.104,0.038,0.318,0.380,9,0.3158,0.8526,0.195,14.3,21.7,34.3,24.50,0.04,10.63,1.85,11.99,7.21,1.045,0.437,0.000,0.000,18.604,0.481,0.0019,244,1514,335,105,221,2,0.701,133,16,36,293,81,153,111,31.90,121.71,28650,28.1382,48257,37576,154462,109.3,0.0,906535,12.003,2674865.198,2.26e-15,0.00037,22.75,174,1.511,1.096,0.415,0.000,1.512
96000,330,226,428,444,96,4,12,440,2,1,375,22714,12464.701,630.304,0.6693,379.326,0.016,0.840,0.115,0.028,0.262,0.418,24,0.3172,0.8419,0.197,13.7,21.7,32.0,23.13,0.00,9.81,1.84,11.48,7.25,1.056,0.436,0.000,0.000,20.892,0.518,0.0016,306,1561,271,110,174,2,0.748,120,31,64,235,112,99,119,33.30,130.57,28938,27.2971,47915,38717,152729,92.6,-0.0,907938,11.210,2674865.198,1.50e-14,0.00019,11.79,116,1.445,1.080,0.365,0.000,1.445
