step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall
11000,3831,1907,8919,18953,16834,9996,38,7855,601,0,92203,1169579,8472.898,3105.326,0.3147,1291.574,0.080,0.778,0.054,0.088,0.647,0.257,478,0.0599,0.6260,0.102,21.3,44.3,71.0,36.67,0.95,12.84,1.51,21.37,6.70,1.262,0.289,0.050,0.055,12.261,0.514,0.0033,259,951,715,1923,101,7,0.719,2395,59,656,3116,573,1821,1437,3.50,13.22,11994,15.4629,66800,37598,250940,142.6,-0.0,763267,7.142,2624779.075,7.10e-15,0.00055,16.93,5762,5.590,1.193,4.347,0.050,5.590
12000,3784,1820,9381,18554,15825,9132,41,8782,643,3,105002,1205658,8430.572,3301.232,0.3249,1168.793,0.075,0.796,0.042,0.087,0.622,0.272,473,0.0727,0.6405,0.109,19.5,41.0,72.5,34.66,0.70,12.67,1.29,20.00,6.57,1.306,0.290,0.035,0.040,11.617,0.504,0.0035,260,884,674,2424,102,6,0.362,2326,215,641,2928,709,1342,1733,5.15,15.63,14044,16.9391,67021,37595,234674,126.9,-0.0,777451,7.316,2624779.075,3.02e-15,0.00041,31.67,5685,5.815,1.196,4.574,0.046,5.815
13000,3447,1852,9679,19147,16363,9430,38,9203,811,2,104626,1222472,8611.578,3362.670,0.3208,1264.731,0.070,0.793,0.041,0.096,0.614,0.276,426,0.0875,0.6460,0.099,20.2,42.7,70.2,33.91,0.55,13.36,1.07,18.92,6.53,1.340,0.300,0.033,0.039,12.263,0.543,0.0034,265,831,687,2488,131,5,0.228,2139,362,489,2596,1046,1234,1167,4.83,16.77,14976,16.7806,67069,38574,221571,102.8,-0.0,789804,7.457,2624779.075,1.63e-14,0.00007,10.33,5982,5.705,1.182,4.479,0.044,5.705
14000,5216,2694,11501,46783,43273,34627,655,8869,860,3,113206,1182095,13392.233,5241.074,0.3302,2905.101,0.117,0.659,0.095,0.129,0.602,0.286,486,0.0579,0.6838,0.128,11.8,39.5,67.3,31.76,0.49,10.32,0.82,20.13,6.68,1.288,0.244,0.020,0.022,12.162,0.538,0.0028,267,869,734,2502,124,5,0.336,2923,630,1206,3380,1094,2009,2113,1.75,11.99,9782,14.5953,67106,38715,211337,217.7,-0.0,803456,7.567,2624779.075,1.60e-15,0.00010,33.24,11854,6.748,1.215,5.431,0.102,6.749
15000,2911,1631,8825,17317,14280,8456,36,9931,1198,1,123923,1095066,7137.462,3833.280,0.3456,1156.173,0.077,0.760,0.060,0.104,0.581,0.297,428,0.1140,0.6650,0.128,17.6,42.5,69.1,32.15,0.43,13.22,0.60,17.91,6.28,1.422,0.303,0.025,0.030,11.641,0.547,0.0035,281,940,635,2581,72,4,0.207,1931,28,338,2545,579,1359,973,6.01,17.75,8353,10.1259,67119,38990,202160,79.5,-0.0,816334,8.019,2624779.075,9.58e-15,0.00033,23.67,6371,5.183,1.126,4.010,0.047,5.183
16000,3234,1480,7009,12705,10242,5678,18,6032,652,2,79717,729938,5927.139,2467.673,0.3492,728.099,0.065,0.812,0.039,0.084,0.562,0.314,265,0.0762,0.6513,0.112,16.6,39.8,65.9,28.13,0.52,11.84,0.47,15.30,6.02,1.497,0.290,0.045,0.058,10.276,0.432,0.0031,274,1053,569,1859,181,4,0.174,2166,15,364,2855,448,1541,1245,6.54,20.01,8506,10.3043,67034,40443,194422,117.5,-0.0,823916,4.948,2624779.075,1.93e-14,0.00001,15.34,4871,3.940,1.123,2.756,0.061,3.940
17000,3652,1567,8658,16289,13286,7601,30,7274,960,6,97922,1028912,6782.300,3254.773,0.3737,967.615,0.049,0.829,0.036,0.086,0.574,0.313,213,0.0776,0.6770,0.110,18.4,40.6,65.5,28.09,0.45,11.01,0.47,16.15,5.97,1.515,0.269,0.040,0.052,9.871,0.429,0.0030,261,859,422,2826,67,5,0.254,2323,65,458,3129,560,1794,1298,7.29,19.51,9611,12.3451,67123,39908,186084,138.6,-0.0,830742,5.408,2624779.075,1.12e-14,0.00004,36.12,6423,4.376,1.093,3.210,0.072,4.376
18000,4108,1926,9649,19005,15753,9324,32,8229,964,0,110963,1108759,7942.337,3592.515,0.3510,1158.201,0.055,0.832,0.037,0.075,0.570,0.314,394,0.0781,0.6579,0.087,19.2,42.4,64.8,27.85,0.46,11.02,0.57,15.80,5.90,1.550,0.266,0.038,0.043,9.989,0.477,0.0031,259,839,461,2884,76,5,0.115,2595,380,919,2809,713,1598,1797,5.76,18.11,10686,14.0479,67105,39622,176937,141.9,-0.0,838472,6.279,2624779.075,3.73e-15,0.00024,9.52,7255,5.066,1.125,3.838,0.103,5.067
19000,4464,1901,10832,20317,16464,9417,68,9363,1111,2,119365,1260858,8211.369,3898.371,0.3584,1224.746,0.056,0.842,0.034,0.069,0.566,0.323,382,0.0782,0.6678,0.093,16.8,40.2,58.4,25.77,0.44,10.14,0.57,14.62,5.79,1.566,0.258,0.030,0.034,9.055,0.464,0.0031,272,867,481,3248,78,9,0.211,2876,973,647,2844,870,1739,1855,7.35,18.92,12124,15.3567,67072,38389,168788,136.7,-0.0,845238,6.939,2624779.075,1.37e-14,0.00002,24.64,8251,5.683,1.136,4.415,0.133,5.683
20000,5143,2694,11083,37209,33722,25882,244,9473,927,4,101739,1240806,11596.409,4807.087,0.3606,2514.425,0.067,0.766,0.071,0.096,0.566,0.327,311,0.0633,0.6755,0.131,12.6,40.5,60.6,28.49,0.30,8.05,0.65,19.49,6.14,1.477,0.203,0.015,0.017,10.890,0.501,0.0029,275,862,476,2797,91,9,0.286,2818,886,589,3668,1419,2144,1580,2.80,13.28,9055,14.2042,67078,36536,162470,295.8,-0.0,853340,7.228,2624779.075,3.57e-14,0.00002,20.54,11049,5.865,1.193,4.530,0.142,5.875
21000,4270,2117,10035,21631,18289,11507,89,9802,1102,4,109229,1305126,8379.157,3958.457,0.3716,1421.773,0.061,0.793,0.057,0.089,0.550,0.342,263,0.0799,0.6789,0.131,15.9,39.8,58.9,24.29,0.31,9.65,0.45,13.88,5.68,1.642,0.246,0.017,0.021,9.493,0.482,0.0030,307,930,474,3502,86,10,0.248,2823,47,316,3907,778,2034,1458,5.80,17.50,7684,11.2155,66963,36549,156385,127.4,-0.0,862140,7.955,2624779.075,3.55e-16,0.00083,8.53,8490,5.708,1.202,4.367,0.138,5.708
22000,3355,1710,8343,14779,11966,6402,34,8303,954,1,83452,1057386,6508.267,2941.778,0.3901,907.126,0.058,0.827,0.034,0.081,0.536,0.351,248,0.0906,0.6726,0.118,19.7,40.8,60.3,24.92,0.44,10.56,0.30,13.62,5.61,1.670,0.252,0.024,0.031,10.045,0.476,0.0031,294,941,405,2674,39,12,0.241,2217,21,340,2994,619,1507,1229,7.56,19.40,8552,11.2858,67024,36392,149915,78.1,-0.0,868192,6.144,2624779.075,2.00e-14,0.00240,31.86,6400,4.645,1.204,3.350,0.091,4.645
23000,4389,2244,10177,19771,16254,9506,88,8063,1080,0,104306,1242841,7952.526,3814.937,0.3952,1238.551,0.062,0.814,0.035,0.089,0.558,0.338,193,0.0687,0.6710,0.115,16.7,40.0,60.1,22.99,0.36,9.39,0.31,12.93,5.53,1.729,0.234,0.022,0.027,9.654,0.485,0.0028,271,886,430,3263,78,13,0.328,3036,21,495,3873,802,2048,1539,6.05,17.04,9876,13.8326,67112,37266,144099,119.9,-0.0,871878,6.059,2624779.075,1.61e-14,0.00002,11.13,8944,5.329,1.175,3.986,0.168,5.329
24000,5023,2472,12524,25563,21463,12984,55,10468,1421,1,131080,1464561,9630.087,4907.167,0.3946,1674.805,0.058,0.798,0.035,0.109,0.542,0.351,361,0.0726,0.6696,0.116,18.4,41.1,60.1,24.84,0.32,9.60,0.87,14.04,5.63,1.696,0.234,0.025,0.028,9.707,0.482,0.0030,278,844,524,3757,63,13,0.225,3155,274,628,4121,1311,1792,1920,5.94,16.53,10126,14.9925,67199,38376,138206,172.9,-0.0,876892,7.421,2624779.075,4.26e-15,0.00024,20.30,10545,6.430,1.215,5.009,0.206,6.430
25000,3959,2175,9524,17923,14504,8340,59,9455,1131,2,102728,1187524,7915.252,3708.028,0.3945,1175.015,0.060,0.799,0.039,0.102,0.534,0.357,218,0.0850,0.6612,0.117,19.9,42.5,61.6,24.85,0.32,9.66,0.68,14.19,5.61,1.748,0.234,0.022,0.026,10.187,0.521,0.0030,299,950,616,2786,112,13,0.150,2640,300,518,3141,990,1650,1319,6.72,18.60,10872,13.8234,67369,38017,132944,117.4,-0.0,881983,7.382,2624779.075,1.14e-14,0.00028,32.07,8151,5.795,1.191,4.448,0.156,5.795
26000,4176,1980,9327,16246,12564,6894,25,8141,966,3,99177,1037455,7031.668,3456.937,0.3959,1002.934,0.051,0.823,0.032,0.093,0.516,0.371,202,0.0747,0.6582,0.099,19.2,41.4,59.2,23.05,0.21,9.53,0.38,12.93,5.42,1.797,0.235,0.018,0.024,9.201,0.458,0.0029,291,1052,568,2424,121,13,0.232,2769,360,607,3209,1378,1307,1491,7.46,18.82,11351,13.1445,67318,39026,129828,103.5,-0.0,884736,6.106,2624779.075,4.97e-15,0.00158,11.77,7675,5.108,1.131,3.799,0.178,5.108
27000,3440,1780,7806,16045,13175,8194,45,7741,799,2,79916,914363,6654.764,3002.811,0.4089,960.598,0.046,0.814,0.033,0.108,0.517,0.371,150,0.0823,0.6624,0.113,19.8,40.8,58.8,26.46,0.27,9.30,2.40,14.49,5.73,1.677,0.226,0.018,0.020,10.614,0.478,0.0030,304,957,427,1876,85,17,0.188,2206,35,326,3079,733,1587,1120,6.73,19.69,10787,11.7298,67304,39298,128187,186.2,-0.0,887081,5.730,2624779.075,2.22e-14,0.00158,35.39,6947,4.844,1.183,3.550,0.111,4.844
28000,4073,1827,8009,24320,21675,16123,188,6640,734,2,68780,912758,7962.054,3395.021,0.4074,1643.506,0.063,0.741,0.037,0.159,0.546,0.356,122,0.0551,0.6729,0.123,19.0,40.8,57.9,24.10,0.29,8.25,1.08,14.48,5.52,1.751,0.208,0.014,0.017,9.492,0.465,0.0026,308,1015,485,1528,82,16,0.160,2547,46,490,3537,529,2160,1384,5.30,17.92,9281,11.2373,67299,39824,125990,93.2,-0.0,890612,5.987,2624779.075,4.97e-15,0.00100,20.43,8600,5.375,1.159,4.044,0.172,5.375
29000,4151,1894,9396,18079,14432,8628,55,8275,1038,5,93797,1107995,7220.500,3577.132,0.4178,1127.862,0.062,0.799,0.030,0.109,0.532,0.360,214,0.0717,0.6753,0.113,16.0,37.9,54.3,21.93,0.22,8.78,0.88,12.05,5.27,1.798,0.234,0.018,0.025,9.353,0.462,0.0029,285,916,502,2136,82,17,0.147,2570,70,507,3574,701,2025,1425,6.79,19.10,9648,12.2416,67248,40674,123347,148.0,-0.0,892904,6.062,2624779.075,1.30e-14,0.00001,15.85,8369,5.359,1.180,4.012,0.168,5.359
30000,4922,2277,10648,21715,18083,11014,53,8787,1089,1,92952,1237764,8660.268,3863.808,0.4341,1341.789,0.068,0.792,0.031,0.109,0.542,0.351,233,0.0672,0.6874,0.143,15.9,39.9,58.7,23.53,0.24,8.79,1.38,13.12,5.44,1.780,0.228,0.016,0.019,9.498,0.448,0.0027,280,904,465,2274,47,20,0.178,3027,402,1097,3423,937,2161,1824,5.70,17.85,10575,14.5655,67334,39088,119885,150.1,-0.0,894667,6.487,2624779.075,2.66e-15,0.00012,32.73,9968,5.712,1.069,4.395,0.248,5.721
31000,6658,2913,15370,29443,24012,13995,78,11684,1941,9,155554,1652082,11076.052,5619.993,0.4081,1651.998,0.060,0.782,0.042,0.116,0.539,0.351,343,0.0661,0.6927,0.126,14.0,36.8,53.1,21.15,0.22,8.57,0.89,11.46,5.24,1.803,0.236,0.014,0.016,8.737,0.454,0.0028,257,850,582,3642,48,22,0.105,3985,1766,674,4218,1358,2499,2801,5.75,17.37,9612,15.3028,67251,38079,116779,216.5,-0.0,897838,8.310,2624779.075,9.05e-15,0.00014,7.71,13787,8.615,1.208,6.914,0.494,8.615
32000,4602,2348,11673,21743,17156,10027,43,12042,1686,1,120440,1485516,8601.612,4731.941,0.4469,1367.936,0.068,0.779,0.043,0.110,0.535,0.354,365,0.0912,0.6974,0.120,17.3,37.7,53.2,22.06,0.26,8.72,0.89,12.20,5.17,1.823,0.231,0.019,0.023,9.592,0.503,0.0030,294,921,608,2333,125,23,0.272,2719,806,586,3210,1308,1624,1670,7.25,20.45,8882,12.3999,67176,36840,114177,123.8,-0.0,902510,8.470,2624779.075,6.03e-15,0.00022,26.07,10204,6.688,1.151,5.299,0.238,6.688
33000,4946,2220,11006,18952,14801,7896,50,9406,1255,1,96753,1174916,7873.774,3756.755,0.4458,1060.685,0.069,0.774,0.044,0.113,0.501,0.382,233,0.0743,0.6973,0.135,16.0,35.4,53.1,20.99,0.21,8.39,0.92,11.48,5.06,1.837,0.230,0.013,0.016,8.646,0.446,0.0028,285,976,587,2012,86,22,0.230,2903,18,385,4543,942,2479,1525,6.88,21.20,8938,12.3902,67169,35998,112208,136.3,-0.0,904394,6.819,2624779.075,9.93e-15,0.00064,17.88,9289,6.103,1.156,4.637,0.309,6.103
34000,4149,2240,10995,23412,18869,12312,105,10231,1554,7,112117,1275631,8320.394,4735.747,0.4494,1586.926,0.078,0.757,0.057,0.108,0.513,0.373,339,0.0894,0.6988,0.126,15.9,32.0,56.9,21.02,0.27,8.50,0.83,11.42,5.10,1.845,0.232,0.017,0.017,9.475,0.493,0.0029,281,893,540,2306,68,23,0.216,2537,13,418,3718,625,1935,1589,6.15,19.78,8434,11.9888,67109,36985,109960,84.8,-0.0,907651,7.124,2624779.075,3.73e-15,0.00038,10.03,11440,6.541,1.081,5.227,0.233,6.541
35000,6508,2521,13418,22892,17384,9435,39,9071,1985,3,129387,1336381,8786.422,4822.751,0.4444,1229.367,0.073,0.796,0.040,0.092,0.498,0.381,331,0.0636,0.7075,0.119,13.9,32.0,51.9,19.39,0.31,7.90,0.67,10.50,4.91,1.882,0.226,0.018,0.019,7.834,0.430,0.0026,250,896,493,2210,80,21,0.281,3659,56,1067,5385,1069,2923,2516,7.27,20.33,9848,14.9218,67270,37189,107435,170.4,-0.0,907377,6.456,2624779.075,1.74e-14,0.00020,33.64,11729,6.879,1.067,5.282,0.530,6.879
36000,6381,2728,15079,25453,19792,10286,88,12927,2277,2,148272,1667221,9691.576,5548.486,0.4467,1408.567,0.070,0.789,0.046,0.094,0.509,0.373,489,0.0778,0.7109,0.115,15.0,32.0,54.6,20.43,0.39,8.12,0.82,11.09,4.98,1.870,0.225,0.020,0.022,8.165,0.438,0.0030,259,810,529,2402,33,21,0.322,3504,406,1058,4917,1779,2568,2034,6.91,19.76,10608,15.6373,67362,38073,104755,181.2,-0.0,909145,8.291,2624779.075,5.32e-15,0.00004,11.63,12783,7.889,1.126,6.219,0.545,7.890
37000,5524,2697,14341,26211,20358,11816,54,12808,2389,1,154980,1594521,9815.047,5841.325,0.4424,1556.172,0.077,0.790,0.040,0.093,0.506,0.376,487,0.0893,0.7066,0.125,15.9,32.0,62.5,22.03,0.54,8.75,0.86,11.89,5.08,1.863,0.235,0.026,0.029,9.117,0.479,0.0030,271,841,501,2722,32,18,0.295,3173,953,715,3856,1418,2089,2017,6.49,19.88,10272,14.8018,67397,38742,102608,167.3,-0.0,911879,8.414,2624779.075,1.08e-14,0.00003,24.14,13075,7.977,1.128,6.466,0.382,7.977
38000,4782,2354,11369,20428,15939,9033,26,10428,1679,4,113178,1358723,8114.696,4329.046,0.4448,1183.046,0.074,0.803,0.033,0.089,0.526,0.363,288,0.0822,0.7007,0.102,14.8,32.0,60.0,20.50,0.61,8.79,0.68,10.42,4.93,1.877,0.239,0.036,0.038,9.335,0.468,0.0029,286,942,531,2003,34,15,0.299,2782,412,691,3679,1409,1750,1623,6.79,21.17,9880,12.7753,67468,38417,101232,130.8,-0.0,914063,7.362,2624779.075,7.10e-16,0.00061,31.31,10241,6.506,1.057,5.158,0.291,6.506
39000,4508,2130,11301,19196,14705,7875,20,9674,1895,6,111304,1267454,7400.508,4229.340,0.4526,1081.117,0.073,0.813,0.033,0.081,0.516,0.369,381,0.0851,0.7109,0.101,16.0,32.0,68.0,20.80,0.62,8.80,0.59,10.79,4.94,1.902,0.233,0.035,0.037,9.075,0.456,0.0029,257,939,528,1380,57,11,0.307,2621,34,419,4055,797,2376,1335,6.77,20.45,9262,11.5757,67359,39799,100867,110.8,-0.0,915425,6.577,2624779.075,7.45e-15,0.00001,12.25,9699,6.123,1.046,4.798,0.278,6.123
40000,4522,2332,10350,19392,15324,9014,28,8902,1431,3,102358,1182932,7798.198,4008.971,0.4513,1121.841,0.085,0.799,0.031,0.085,0.515,0.374,262,0.0776,0.6963,0.102,16.0,32.0,68.0,20.86,0.52,8.76,0.45,11.12,5.00,1.900,0.229,0.028,0.029,10.006,0.483,0.0027,272,919,495,1665,53,11,0.194,2635,17,705,3800,651,2026,1845,6.02,19.77,8652,11.6460,67366,39981,100235,107.7,-0.0,916394,6.238,2624779.075,3.37e-15,0.00008,36.36,9967,6.162,1.055,4.831,0.276,6.174
41000,5654,2387,12241,21293,16473,9023,29,9337,1767,5,110353,1246045,8009.361,4274.684,0.4575,1118.950,0.089,0.798,0.034,0.079,0.508,0.380,229,0.0665,0.7100,0.111,14.0,32.0,56.2,19.66,1.06,7.79,0.50,10.32,4.85,1.847,0.228,0.061,0.065,8.454,0.441,0.0027,250,952,506,1725,52,15,0.387,3028,147,781,4726,1225,2957,1472,6.56,19.01,9358,13.3034,67376,40011,99024,172.3,-0.0,916503,6.524,2624779.075,8.52e-15,0.00034,15.95,10525,6.514,1.077,5.046,0.391,6.514
42000,5700,2629,14538,25437,19784,10837,62,12252,2238,2,134156,1678986,9333.023,5216.626,0.4434,1499.191,0.076,0.804,0.036,0.084,0.539,0.356,345,0.0757,0.7133,0.107,16.0,32.0,59.0,19.55,0.80,7.96,0.22,10.57,4.83,1.908,0.222,0.042,0.045,8.503,0.466,0.0029,253,808,548,1985,54,16,0.326,3139,445,842,4413,1264,2255,2181,6.13,17.99,9917,14.6677,67320,39696,97239,129.0,-0.0,917774,7.974,2624779.075,7.10e-16,0.00024,16.82,12994,7.825,1.073,6.287,0.464,7.825
43000,6405,3065,15951,29387,23547,13356,80,13087,2155,4,137633,1708862,10817.261,5545.532,0.4345,1807.964,0.093,0.779,0.042,0.086,0.518,0.374,385,0.0727,0.7062,0.137,16.0,32.0,60.4,21.73,1.21,7.93,0.27,12.31,5.06,1.815,0.216,0.065,0.071,8.902,0.471,0.0029,263,820,700,2355,89,18,0.246,3454,1659,945,3801,1280,2892,2233,5.13,17.33,9695,15.6410,67353,37481,95892,170.7,-0.0,918579,8.527,2624779.075,9.23e-15,0.00017,28.99,14597,8.931,1.112,7.281,0.539,8.932
44000,5420,2765,14420,26982,21420,12472,90,13043,2359,3,130335,1767370,9654.295,5282.441,0.4429,1674.431,0.082,0.797,0.038,0.084,0.541,0.356,429,0.0814,0.7090,0.136,16.0,32.0,56.3,19.82,0.99,7.74,0.22,10.88,4.88,1.862,0.216,0.055,0.059,9.250,0.492,0.0029,266,841,647,2021,77,22,0.356,3080,1132,686,3602,1289,2148,1983,5.06,18.60,8386,12.8610,67227,36734,94843,134.0,-0.0,921719,8.721,2624779.075,1.49e-14,0.00001,6.88,13743,8.562,1.117,7.026,0.420,8.563
45000,4762,2279,11990,20399,15833,8304,105,10842,1802,4,102651,1389083,7662.351,4166.200,0.4634,1193.369,0.075,0.794,0.039,0.092,0.515,0.375,446,0.0830,0.7155,0.131,15.8,32.0,55.9,19.21,0.98,7.43,0.19,10.61,4.78,1.892,0.213,0.053,0.060,8.858,0.488,0.0029,268,934,665,1678,84,24,0.390,2626,51,465,4246,774,2373,1615,6.25,20.80,8570,12.0067,67174,36318,93928,99.0,-0.0,923107,7.196,2624779.075,2.57e-14,0.00001,27.80,10634,7.206,1.124,5.747,0.335,7.207
46000,5236,2384,13236,22260,16999,8922,102,10924,1835,3,114230,1446142,8221.375,4524.790,0.4534,1287.473,0.069,0.801,0.040,0.089,0.502,0.381,270,0.0831,0.7208,0.160,14.0,32.0,50.0,17.95,0.89,7.25,0.09,9.72,4.67,1.900,0.220,0.045,0.050,8.463,0.460,0.0029,249,854,668,1952,90,24,0.300,2713,37,660,4539,937,2693,1606,6.79,21.38,8976,12.9396,67228,36510,92851,110.9,-0.0,923533,6.932,2624779.075,3.73e-15,0.00010,16.52,11662,7.948,1.167,6.390,0.391,7.949
