step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall
47000,5420,2533,14192,24486,18823,10231,63,11831,2174,3,122093,1599051,8843.402,4921.514,0.4645,1376.647,0.071,0.802,0.038,0.089,0.513,0.374,419,0.0837,0.7314,0.175,14.0,32.0,50.0,18.19,0.99,7.28,0.14,9.77,4.67,1.883,0.223,0.056,0.060,8.736,0.451,0.0029,242,794,694,1971,142,24,0.256,2781,170,804,4446,1143,2671,1606,6.54,20.40,10014,14.6144,67254,37923,91465,134.2,-0.0,923602,7.335,2624779.075,1.51e-14,0.00009,12.20,12621,8.212,1.121,6.665,0.426,8.213
48000,6498,2934,17016,30468,23336,13361,91,13342,2593,3,144146,1857829,10414.768,5853.269,0.4540,1762.929,0.073,0.809,0.035,0.083,0.521,0.368,514,0.0793,0.7320,0.162,14.0,32.0,50.0,17.63,0.67,7.01,0.21,9.75,4.59,1.914,0.218,0.038,0.044,8.362,0.455,0.0028,242,786,648,2211,112,23,0.225,3163,553,1102,4843,1213,2508,2777,6.49,20.88,10627,16.2316,67437,37827,89875,160.8,-0.0,923798,8.287,2624779.075,2.27e-14,0.00001,35.52,16238,10.038,1.118,8.244,0.676,10.038
49000,5458,2614,16176,28575,21576,12283,116,14684,2522,10,139168,1851293,9713.184,5724.630,0.4585,1736.272,0.070,0.814,0.038,0.078,0.518,0.369,454,0.1002,0.7373,0.170,14.0,32.0,50.0,17.41,0.65,7.11,0.16,9.50,4.59,1.909,0.222,0.034,0.038,8.680,0.486,0.0030,252,806,754,2389,68,21,0.228,2778,469,700,4289,1918,1955,1585,7.52,22.70,10181,14.4340,67452,38524,88540,121.3,-0.0,926217,8.848,2624779.075,4.61e-15,0.00030,12.67,15282,10.151,1.155,8.509,0.488,10.152
50000,5444,2376,13056,22147,16533,9010,81,11401,1666,3,101593,1499054,8255.334,4198.404,0.4637,1254.412,0.064,0.822,0.039,0.075,0.525,0.366,233,0.0807,0.7350,0.169,14.0,32.0,50.0,17.55,0.66,6.74,0.25,9.91,4.60,1.916,0.207,0.033,0.037,8.181,0.463,0.0029,264,901,690,1681,109,24,0.134,2756,588,793,4063,1522,1971,1951,6.80,22.26,10278,13.6621,67405,39109,88069,126.7,-0.0,926732,7.283,2624779.075,1.37e-14,0.00086,27.47,11986,7.954,1.107,6.322,0.525,7.966
51000,5180,2229,14965,26764,20241,11704,95,12982,2241,6,128324,1709814,8931.093,5180.067,0.4433,1624.648,0.064,0.817,0.036,0.082,0.524,0.369,404,0.0894,0.7351,0.187,14.0,32.0,50.0,17.46,0.60,7.20,0.17,9.47,4.61,1.929,0.220,0.031,0.034,7.836,0.470,0.0030,255,777,735,1951,109,23,0.111,2746,49,444,4687,1014,2698,1468,7.95,22.90,8675,11.9682,67424,39174,88117,132.4,-0.0,928539,7.841,2624779.075,1.81e-14,0.00006,29.17,14533,9.072,1.098,7.472,0.502,9.073
52000,4305,1865,11233,18559,13710,7245,81,10530,1569,9,90278,1288455,6844.686,3645.966,0.4588,1057.488,0.062,0.825,0.039,0.073,0.499,0.385,285,0.0956,0.7357,0.144,14.0,32.0,50.0,17.19,0.62,6.84,0.26,9.47,4.54,1.936,0.214,0.032,0.035,7.655,0.443,0.0030,270,867,637,1552,110,25,0.138,2212,41,570,3694,821,2142,1342,8.25,23.70,9388,11.9470,67327,40571,88052,85.3,-0.0,928622,6.528,2624779.075,1.01e-14,0.00011,11.84,10214,7.287,1.115,5.823,0.349,7.288
53000,6398,2570,15546,28400,21931,12714,140,11664,1783,6,108521,1566648,9599.467,4670.104,0.4406,1681.973,0.068,0.804,0.043,0.084,0.512,0.380,238,0.0684,0.7336,0.162,15.5,32.0,50.0,17.00,0.32,6.25,0.22,10.22,4.50,1.949,0.198,0.018,0.022,7.481,0.449,0.0028,250,726,551,1749,94,22,0.091,2935,136,1029,5233,1251,3100,2047,5.84,20.27,9678,14.7456,67378,39929,87720,154.0,-0.0,927307,7.035,2624779.075,1.69e-14,0.00000,35.70,15752,10.098,1.090,8.160,0.848,10.098
54000,6162,2636,17455,32306,24682,14722,129,15005,2679,7,138243,1987793,10205.013,5862.010,0.4524,1953.135,0.066,0.815,0.042,0.077,0.527,0.368,318,0.0846,0.7438,0.186,14.0,32.0,49.7,16.30,0.38,6.17,0.28,9.47,4.42,1.955,0.203,0.019,0.024,7.733,0.481,0.0030,248,732,573,2197,119,21,0.130,2754,735,965,4462,1298,2786,2078,6.75,21.42,9539,14.7817,67351,39022,86556,137.7,-0.0,928749,8.710,2624779.075,8.87e-15,0.00018,11.91,18182,11.625,1.106,9.747,0.773,11.626
55000,6169,2939,16870,32652,25543,15646,136,14653,2207,3,125306,2011373,10371.839,5582.480,0.4405,2132.263,0.066,0.810,0.050,0.073,0.543,0.360,238,0.0763,0.7356,0.141,14.1,32.0,50.0,17.38,0.39,6.13,0.34,10.52,4.58,1.936,0.195,0.015,0.018,7.765,0.503,0.0030,260,782,533,2228,62,20,0.129,3096,1689,858,3622,1323,2260,2586,4.74,17.84,9719,15.4593,67249,37981,85844,145.3,-0.0,929342,8.763,2624779.075,4.97e-15,0.00011,18.47,18675,11.772,1.098,9.843,0.832,11.773
56000,5404,2483,14785,26786,20853,11790,211,13694,1854,2,103187,1686767,9239.646,4470.092,0.4363,1656.035,0.064,0.779,0.066,0.091,0.520,0.378,250,0.0795,0.7312,0.165,15.5,32.0,50.0,17.19,0.32,6.03,0.35,10.50,4.57,1.962,0.192,0.013,0.015,7.981,0.495,0.0031,272,804,477,1815,32,20,0.108,2533,589,644,4171,1318,2410,1676,6.43,21.94,9354,13.6119,67242,36197,85458,98.4,-0.0,930504,8.322,2624779.075,1.58e-14,0.00004,25.84,15384,10.851,1.104,9.125,0.622,10.851
57000,5795,2510,15369,27661,21103,12125,167,13029,1945,4,109020,1706345,9286.670,4701.814,0.4506,1631.384,0.061,0.805,0.055,0.079,0.515,0.382,279,0.0750,0.7334,0.165,14.0,32.0,50.0,17.15,0.30,6.09,0.24,10.51,4.55,1.961,0.194,0.011,0.013,8.040,0.466,0.0030,254,789,574,1828,62,25,0.109,2827,55,719,5021,1013,2774,2008,5.81,21.48,8209,12.5960,67127,36465,85101,136.5,-0.0,931789,7.647,2624779.075,2.75e-14,0.00031,6.93,16253,10.961,1.104,9.095,0.761,10.961
58000,4543,2026,12244,23047,17839,10658,145,11733,1760,3,86677,1429456,7546.691,3994.008,0.4685,1455.932,0.062,0.798,0.061,0.080,0.512,0.383,299,0.0847,0.7364,0.179,14.0,32.0,50.0,18.13,0.38,6.23,0.21,11.32,4.62,1.933,0.191,0.014,0.016,8.488,0.451,0.0031,265,824,618,1403,63,21,0.108,2115,61,530,3952,903,2300,1340,6.71,23.78,9531,13.2113,67167,36813,84303,122.9,0.0,931853,6.971,2624779.075,1.79e-14,0.00038,30.20,13200,9.355,1.120,7.772,0.464,9.356
59000,7068,2965,17842,32622,25492,14551,229,12869,2445,3,119390,1833239,10554.264,5199.745,0.4385,1927.559,0.056,0.796,0.064,0.084,0.525,0.376,410,0.0620,0.7340,0.151,14.0,32.0,50.0,17.07,0.31,5.88,0.16,10.73,4.54,1.950,0.188,0.013,0.015,7.817,0.463,0.0028,231,690,685,1955,86,20,0.164,3242,133,1057,5878,1288,3393,2387,5.25,20.83,10063,16.0832,67293,37430,83441,192.4,-0.0,930659,7.684,2624779.075,1.77e-14,0.00006,16.19,18937,12.466,1.110,10.297,1.058,12.466
60000,6569,2818,18076,31390,23824,13089,225,15799,2771,5,134094,1974156,10287.413,5636.265,0.4440,1915.273,0.058,0.795,0.058,0.088,0.517,0.377,371,0.0802,0.7329,0.145,16.0,32.0,50.0,17.25,0.31,6.20,0.09,10.65,4.48,1.952,0.196,0.013,0.015,7.677,0.467,0.0031,248,749,738,2069,109,24,0.170,2745,571,978,5020,1754,2697,2118,7.08,24.41,10640,16.0600,67335,38612,82436,146.9,-0.0,931473,9.210,2624779.075,1.21e-14,0.00002,15.16,18196,12.579,1.101,10.563,0.915,12.591
61000,6098,2636,17737,32677,24549,14671,269,15487,2717,4,132331,1942568,10212.017,5639.652,0.4419,1985.105,0.052,0.798,0.062,0.088,0.521,0.374,478,0.0839,0.7387,0.166,12.0,32.0,50.0,16.15,0.24,6.70,0.08,9.14,4.48,1.963,0.216,0.011,0.012,7.975,0.480,0.0031,247,739,675,2112,63,19,0.249,2674,681,918,4499,1602,2159,2337,7.50,27.96,10411,15.3066,67459,38140,81821,144.7,-0.0,932411,8.900,2624779.075,2.34e-14,0.00004,36.46,19414,13.482,1.115,11.562,0.804,13.482
62000,5284,2337,13201,23653,17932,10219,233,12218,1792,5,89677,1562166,8230.285,3925.283,0.4457,1426.956,0.059,0.802,0.060,0.079,0.524,0.371,288,0.0795,0.7383,0.200,14.0,32.0,49.9,16.58,0.34,6.20,0.14,9.90,4.47,1.960,0.199,0.017,0.017,8.372,0.476,0.0030,255,793,835,1603,116,18,0.283,2298,345,565,4374,1633,1843,1808,8.14,29.65,10337,13.3728,67387,39063,82068,128.6,0.0,932683,7.441,2624779.075,5.14e-15,0.00033,13.00,14130,10.209,1.101,8.518,0.590,10.209
63000,5313,2180,13708,25181,19536,11241,232,11980,1694,5,85694,1577255,8389.198,3913.967,0.4354,1582.256,0.063,0.787,0.066,0.084,0.544,0.360,353,0.0712,0.7395,0.154,16.0,32.0,48.0,16.14,0.28,6.10,0.06,9.70,4.39,1.961,0.200,0.015,0.016,7.845,0.466,0.0030,254,809,876,1341,130,20,0.278,2193,39,518,4756,754,2676,1883,8.27,28.90,9981,13.1257,67327,39806,82820,124.0,-0.0,932498,7.391,2624779.075,9.40e-15,0.00048,29.99,15072,10.489,1.090,8.762,0.637,10.489
64000,5469,2365,15060,26939,20460,11572,307,13016,1878,10,96018,1660697,8818.732,4250.681,0.4300,1670.304,0.060,0.784,0.067,0.088,0.535,0.370,300,0.0715,0.7429,0.123,14.0,32.0,50.0,16.65,0.35,6.15,0.10,10.04,4.46,1.960,0.196,0.023,0.023,7.803,0.469,0.0031,248,739,812,1684,88,19,0.293,2329,42,441,4986,1218,2494,1757,7.50,26.60,9533,13.1581,67356,39877,83127,119.0,-0.0,932503,7.539,2624779.075,9.05e-15,0.00013,25.46,16479,11.649,1.101,9.880,0.668,11.650
65000,5686,2198,14616,26704,20564,11798,290,12535,1856,8,93781,1618364,8797.408,4130.122,0.4212,1661.629,0.060,0.789,0.065,0.086,0.531,0.371,271,0.0692,0.7384,0.163,16.0,32.0,48.0,16.13,0.28,5.75,0.12,9.98,4.40,1.964,0.190,0.015,0.015,7.665,0.426,0.0030,254,758,837,1665,95,17,0.334,2326,137,1158,4391,925,2717,2044,7.98,27.85,11029,15.3404,67285,40474,83169,169.7,-0.0,930863,7.413,2624779.075,4.44e-15,0.00000,11.33,16272,11.569,1.107,9.745,0.717,11.569
66000,7806,3215,21216,41986,33118,20340,430,16260,2822,14,131963,2341665,12511.302,6251.075,0.4320,2688.231,0.060,0.784,0.072,0.085,0.554,0.355,461,0.0621,0.7481,0.161,14.0,32.0,46.4,15.82,0.42,5.69,0.11,9.60,4.37,1.966,0.189,0.021,0.021,7.699,0.461,0.0029,240,660,909,2337,137,20,0.290,2979,1162,1496,5148,1391,3414,3001,6.05,22.23,10403,17.2957,67324,38724,82866,193.0,-0.0,930485,9.367,2624779.075,1.42e-15,0.00003,33.72,25360,17.163,1.107,14.626,1.431,17.164
67000,6837,3242,18727,35670,28376,16616,327,17144,2542,10,117342,2342157,11079.136,5583.300,0.4475,2301.757,0.061,0.784,0.074,0.082,0.557,0.353,298,0.0722,0.7555,0.156,14.0,32.0,48.0,15.96,0.41,5.58,0.19,9.79,4.33,1.961,0.187,0.019,0.019,7.847,0.519,0.0031,253,750,969,1750,106,17,0.189,2610,1511,517,4809,1979,2536,2322,5.25,22.43,10079,15.9263,67237,37424,82401,147.8,-0.0,931961,10.089,2624779.075,2.48e-15,0.00023,9.25,21265,14.489,1.112,12.339,1.037,14.489
68000,6362,2729,16836,29167,22483,12083,248,15247,2052,12,100045,2000606,10240.787,4470.420,0.4407,1714.753,0.059,0.786,0.071,0.084,0.543,0.365,319,0.0687,0.7463,0.156,15.0,32.0,48.0,16.39,0.54,5.49,0.12,10.25,4.39,1.959,0.182,0.022,0.022,8.183,0.490,0.0031,262,787,993,1479,104,21,0.197,2374,1300,717,4345,1311,2554,2497,6.37,23.95,9461,14.5504,67121,36709,82400,120.8,-0.0,932832,8.986,2624779.075,2.84e-15,0.00005,20.48,17474,12.922,1.107,10.845,0.969,12.922
69000,6122,2708,15342,25389,19263,9794,253,14036,1535,11,79615,1881000,9530.832,3588.444,0.4256,1470.534,0.053,0.796,0.069,0.083,0.538,0.373,258,0.0655,0.7435,0.146,16.0,32.0,48.0,16.48,0.45,5.53,0.11,10.39,4.38,1.963,0.184,0.022,0.022,8.399,0.472,0.0030,262,783,957,1183,91,22,0.176,2423,51,634,5437,903,2963,2256,7.02,24.75,9442,14.2710,67143,36004,82330,127.0,-0.0,932912,8.535,2624779.075,7.98e-15,0.00019,23.82,15793,12.059,1.109,10.000,0.950,12.059
70000,6560,2857,15958,28147,21940,11917,272,13791,1713,16,86544,1984201,10034.724,4117.981,0.4427,1723.160,0.055,0.778,0.076,0.090,0.557,0.359,295,0.0581,0.7457,0.180,16.0,32.0,48.2,16.49,0.51,5.35,0.12,10.51,4.43,1.958,0.174,0.023,0.024,8.472,0.495,0.0029,261,764,1162,1280,168,20,0.149,2554,43,817,5700,1307,3000,2253,5.76,22.62,9426,14.7510,67113,37176,81893,133.0,-0.0,933113,8.488,2624779.075,1.92e-14,0.00002,7.77,16996,12.447,1.110,10.280,1.056,12.459
71000,7165,3213,17307,28329,20879,10746,276,14990,1695,17,95715,2052764,10600.502,4276.046,0.4343,1677.921,0.052,0.785,0.076,0.087,0.534,0.376,291,0.0612,0.7395,0.162,14.0,32.0,48.0,15.88,0.34,5.65,0.09,9.81,4.35,1.975,0.188,0.015,0.015,8.262,0.489,0.0029,260,752,1283,1502,164,24,0.155,2811,331,997,5837,1730,3136,2299,6.33,22.52,10411,16.6007,67250,37614,81015,123.9,-0.0,932569,9.127,2624779.075,2.32e-14,0.00002,33.11,17595,13.543,1.119,11.135,1.289,13.544
72000,6557,2998,15801,26791,20140,10736,254,14858,1535,16,88043,1997248,10646.270,3972.488,0.4336,1586.335,0.049,0.799,0.074,0.078,0.527,0.379,276,0.0701,0.7394,0.167,16.0,32.0,50.0,18.44,1.01,5.86,0.16,11.41,4.54,1.896,0.185,0.050,0.052,9.217,0.480,0.0030,269,798,1504,1608,231,23,0.145,2542,428,1123,5006,1483,2761,2313,8.00,25.45,11213,16.8826,67354,38080,80194,148.1,-0.0,932423,9.273,2624779.075,1.05e-14,0.00005,16.62,15441,12.380,1.120,10.332,0.928,12.380
73000,6688,3069,15207,27172,20957,11665,300,13736,1321,19,77359,2002506,10462.129,3832.143,0.4393,1707.963,0.045,0.800,0.071,0.084,0.550,0.363,264,0.0617,0.7324,0.138,16.0,32.0,50.0,16.77,0.61,5.59,0.07,10.50,4.43,1.959,0.178,0.032,0.033,8.927,0.478,0.0028,274,879,1655,1167,342,23,0.140,2570,614,1015,5059,1818,2543,2327,6.95,23.90,10809,15.6761,67330,38961,80102,132.4,-0.0,933021,9.240,2624779.075,6.92e-15,0.00019,18.56,16854,13.338,1.114,11.116,1.108,13.338
74000,5363,2933,13789,22784,16677,8763,232,13674,1415,25,77743,1843062,9464.491,3486.762,0.4378,1359.723,0.050,0.797,0.074,0.080,0.532,0.376,294,0.0774,0.7339,0.165,16.0,32.0,50.0,17.09,0.66,6.30,0.18,9.96,4.42,1.950,0.201,0.034,0.037,9.932,0.536,0.0029,271,870,1373,1330,219,25,0.133,2156,670,810,3883,1908,1773,1682,7.50,24.25,9213,12.8699,67383,38610,80084,87.2,-0.0,935235,8.951,2624779.075,7.81e-15,0.00036,35.96,13910,12.260,1.177,10.405,0.677,12.260
75000,4948,2301,10350,16092,11957,5575,167,9971,778,16,48868,1247489,7452.390,2241.677,0.4397,898.661,0.053,0.783,0.081,0.083,0.509,0.394,234,0.0657,0.7267,0.222,16.0,32.0,50.0,17.55,1.03,5.81,0.06,10.64,4.46,1.928,0.181,0.050,0.053,9.486,0.464,0.0028,289,1057,1420,668,211,27,0.131,1960,42,485,4421,888,2281,1779,8.39,26.97,9034,11.8093,67278,39924,80489,96.9,-0.0,935473,7.009,2624779.075,5.32e-15,0.00000,12.11,9890,8.791,1.110,7.068,0.613,8.791
76000,5635,2780,12660,21682,16440,8796,226,10850,1101,22,63038,1564206,8765.310,3021.858,0.4363,1303.076,0.054,0.778,0.082,0.087,0.538,0.374,196,0.0587,0.7337,0.226,16.0,32.0,50.0,16.64,0.66,6.04,0.01,9.92,4.39,1.957,0.191,0.034,0.035,9.206,0.480,0.0027,265,816,1538,1027,166,26,0.123,2311,59,626,4950,813,2926,1896,6.75,24.16,8996,13.2401,67256,40338,80715,105.3,-0.0,934916,7.382,2624779.075,1.86e-14,0.00007,31.62,13351,10.640,1.113,8.767,0.760,10.640
77000,5859,2922,13508,22727,16934,8959,260,12011,1253,20,70134,1702198,9531.620,3262.504,0.4358,1352.027,0.050,0.784,0.087,0.079,0.531,0.379,193,0.0643,0.7308,0.165,16.0,32.0,50.0,17.95,1.19,6.20,0.06,10.51,4.50,1.923,0.190,0.061,0.063,9.700,0.488,0.0027,269,840,1757,974,231,26,0.102,2331,336,1075,4448,1227,2882,1750,7.46,24.96,8948,13.9356,67295,39684,80120,137.1,-0.0,935107,8.065,2624779.075,6.92e-15,0.00020,20.50,13992,11.541,1.119,9.636,0.786,11.541
78000,6403,2888,12964,22162,16882,8960,238,11306,1088,26,63465,1639741,9592.610,3062.400,0.4251,1376.283,0.051,0.791,0.078,0.080,0.527,0.384,247,0.0567,0.7198,0.127,18.0,32.0,50.0,18.04,0.91,5.73,0.02,11.38,4.51,1.944,0.171,0.042,0.044,9.394,0.459,0.0027,277,939,1738,790,283,28,0.079,2503,1137,987,4279,1249,2592,2562,7.38,25.75,9988,15.4157,67198,39193,79351,163.2,-0.0,934550,8.125,2624779.075,2.38e-14,0.00024,11.73,13765,12.288,1.154,10.126,1.008,12.288
79000,7027,3511,16588,29258,22042,12334,336,14365,1563,36,91114,2006371,11418.672,4265.765,0.4287,1824.317,0.055,0.778,0.080,0.087,0.528,0.385,276,0.0607,0.7235,0.168,16.0,32.0,50.0,17.80,0.93,6.22,0.03,10.62,4.53,1.934,0.189,0.046,0.047,9.666,0.500,0.0028,261,793,1720,1454,250,36,0.126,2811,1714,894,4419,1657,2756,2614,7.27,24.37,9188,15.5508,67196,37053,79074,150.3,-0.0,935131,9.548,2624779.075,5.50e-15,0.00001,31.48,18289,14.778,1.110,12.528,1.140,14.778
80000,5412,2864,12276,20138,14820,7606,256,12612,1254,25,69555,1668915,8938.019,3189.374,0.4409,1272.852,0.053,0.792,0.082,0.074,0.515,0.389,294,0.0763,0.7223,0.210,16.0,32.0,50.0,17.36,0.82,6.40,0.03,10.11,4.45,1.941,0.198,0.041,0.042,10.335,0.495,0.0028,286,969,1762,1015,233,34,0.166,2136,910,519,3983,1417,2082,1913,8.71,29.47,8386,12.4524,67085,36375,78768,93.2,-0.0,937375,8.885,2624779.075,8.87e-15,0.00008,7.81,12442,11.007,1.126,9.223,0.657,11.018
81000,5296,2509,11763,20274,15174,8285,226,10660,1196,23,61835,1457299,8305.108,2902.387,0.4178,1287.864,0.054,0.789,0.076,0.081,0.514,0.391,163,0.0670,0.7302,0.136,16.0,32.0,50.0,17.12,0.63,6.11,0.07,10.32,4.45,1.941,0.191,0.030,0.032,10.053,0.453,0.0027,268,962,1963,857,336,31,0.173,2103,38,499,4759,818,2528,1950,9.17,32.42,8427,12.5424,67016,36575,78499,119.4,-0.0,937780,7.427,2624779.075,1.08e-14,0.00028,22.95,12899,10.538,1.100,8.802,0.637,10.539
82000,5483,2797,12123,21450,16530,9120,207,10754,1149,33,61785,1521013,8986.288,2945.898,0.4099,1363.057,0.055,0.783,0.080,0.082,0.515,0.389,230,0.0664,0.7278,0.207,17.4,32.0,50.0,17.88,0.56,6.17,0.06,11.09,4.48,1.948,0.188,0.031,0.033,10.796,0.461,0.0027,259,860,2105,913,328,30,0.156,2077,62,844,4577,982,2645,1856,8.67,29.22,8888,13.7292,67124,36713,77818,125.5,0.0,937447,7.476,2624779.075,3.05e-14,0.00008,22.90,13224,10.802,1.103,9.020,0.679,10.802
83000,6170,3291,14579,25061,18768,10208,274,12470,1397,25,78268,1864771,10551.830,3565.607,0.4116,1552.223,0.055,0.783,0.079,0.083,0.533,0.378,276,0.0642,0.7244,0.175,16.0,32.0,50.0,17.94,0.69,6.42,0.28,10.55,4.50,1.936,0.197,0.036,0.038,10.751,0.499,0.0026,256,814,2138,1163,352,27,0.215,2321,209,896,5065,1518,2934,1718,7.78,27.52,8611,14.6186,67158,38131,76603,110.0,-0.0,938480,8.829,2624779.075,1.60e-14,0.00003,9.34,15396,12.547,1.094,10.636,0.817,12.547
84000,6019,3161,13410,21088,15168,7452,226,12253,1278,30,74499,1751435,9854.891,3158.782,0.4067,1264.942,0.051,0.800,0.073,0.076,0.522,0.382,189,0.0704,0.7225,0.150,18.0,32.0,50.0,17.75,0.56,6.80,0.19,10.21,4.47,1.948,0.204,0.032,0.033,10.977,0.492,0.0027,265,931,2357,867,390,28,0.230,2257,403,815,4801,1616,2359,2044,8.53,29.22,8569,14.0935,67298,38095,75125,85.1,-0.0,939923,8.831,2624779.075,4.61e-15,0.00001,36.11,13009,11.280,1.092,9.406,0.781,11.280
85000,4782,2787,10575,15534,11069,4827,132,10853,922,37,53531,1448487,8281.496,2303.602,0.4166,909.834,0.049,0.807,0.068,0.075,0.501,0.399,185,0.0822,0.7172,0.154,20.0,32.0,50.0,17.68,0.56,6.77,0.32,10.02,4.43,1.940,0.204,0.031,0.031,11.973,0.520,0.0027,276,1028,2257,649,344,23,0.241,1755,468,826,3488,1542,1720,1520,9.50,32.05,8210,12.0860,67318,38476,74197,79.0,-0.0,941946,8.198,2624779.075,5.32e-16,0.00006,16.98,9660,9.034,1.095,7.449,0.491,9.035
86000,4123,2391,8540,13668,10165,4984,144,8554,608,37,38977,1142209,7055.963,1886.173,0.4037,902.682,0.051,0.806,0.064,0.079,0.493,0.405,228,0.0800,0.7205,0.161,19.8,32.0,50.0,17.82,0.58,6.47,0.10,10.68,4.46,1.948,0.195,0.033,0.034,11.839,0.525,0.0026,289,1206,2292,431,385,21,0.258,1569,362,556,3205,1320,1408,1395,9.50,34.07,7844,10.6889,67236,39482,74123,82.0,-0.0,943060,6.796,2624779.075,1.06e-14,0.00014,21.43,8260,7.604,1.084,6.147,0.373,7.604
87000,4778,2466,9214,14025,10229,4638,173,7951,565,43,37222,1138332,7145.745,1736.291,0.3862,837.770,0.054,0.799,0.073,0.074,0.505,0.399,150,0.0613,0.7203,0.174,18.0,32.0,50.0,17.41,0.49,6.09,0.11,10.72,4.42,1.956,0.185,0.031,0.032,10.764,0.509,0.0025,272,1022,2308,447,428,21,0.244,1861,39,434,4305,955,2332,1491,8.19,31.40,7642,10.8562,67270,39410,74350,79.0,-0.0,942723,6.140,2624779.075,1.35e-14,0.00033,34.08,8708,7.764,1.074,6.165,0.526,7.764
88000,4976,2514,10886,18165,13579,7058,221,9684,964,40,55601,1318003,7938.882,2577.956,0.4045,1172.397,0.049,0.786,0.074,0.090,0.512,0.396,269,0.0634,0.7261,0.171,16.0,32.0,50.0,18.04,0.41,6.22,0.39,11.02,4.54,1.936,0.186,0.026,0.028,10.547,0.496,0.0027,266,911,2242,876,458,22,0.264,1890,56,800,4120,796,2616,1564,8.31,28.92,7120,11.1044,67188,40529,74253,99.5,-0.0,943303,6.858,2624779.075,8.87e-16,0.00006,10.34,11265,9.431,1.085,7.773,0.573,9.432
89000,4973,2683,10145,16596,12180,6264,187,9297,807,44,50290,1282132,7897.979,2308.025,0.4045,1036.652,0.053,0.795,0.070,0.081,0.500,0.405,166,0.0650,0.7210,0.137,18.0,32.0,50.0,17.71,0.34,6.21,0.20,10.97,4.46,1.958,0.185,0.024,0.026,10.886,0.496,0.0026,268,937,2031,743,326,22,0.235,1904,286,930,3757,876,2603,1494,7.75,28.47,8088,12.6290,67202,39885,73589,89.3,-0.0,942870,6.902,2624779.075,3.90e-15,0.00000,32.05,10374,9.221,1.096,7.570,0.555,9.221
90000,6580,3013,12966,20362,15055,7139,257,10578,748,33,51940,1517555,9409.643,2450.990,0.3905,1183.432,0.056,0.785,0.074,0.085,0.511,0.398,156,0.0532,0.7258,0.177,16.0,32.0,50.0,17.10,0.22,5.53,0.23,11.12,4.49,1.965,0.170,0.016,0.016,9.712,0.461,0.0026,263,876,2066,812,372,27,0.197,2529,1107,1127,4346,1295,2820,2465,7.75,27.69,8770,14.4415,67187,38394,73090,119.1,-0.0,941799,7.639,2624779.075,8.34e-15,0.00005,15.85,12608,10.880,1.086,8.745,1.049,10.893
91000,5475,2938,13681,24753,18823,10757,315,13232,1516,38,76153,1794889,9849.978,3627.423,0.4248,1605.638,0.052,0.787,0.075,0.086,0.519,0.391,338,0.0734,0.7335,0.158,16.0,32.0,50.0,17.26,0.32,6.46,0.35,10.12,4.44,1.943,0.201,0.026,0.028,10.937,0.513,0.0028,269,833,2218,1241,356,27,0.204,2080,1551,684,3240,1150,2157,2168,8.68,28.94,7653,12.8126,67052,37536,72639,101.8,-0.0,943997,9.013,2624779.075,1.22e-14,0.00003,12.95,14913,12.058,1.095,10.339,0.625,12.059
92000,4800,2667,9736,14987,10664,5131,120,9540,841,30,48066,1266198,7538.890,2157.283,0.4097,926.435,0.050,0.801,0.069,0.081,0.480,0.415,194,0.0768,0.7270,0.162,18.0,32.0,50.0,16.97,0.35,6.35,0.10,10.16,4.39,1.959,0.196,0.021,0.023,10.955,0.508,0.0026,273,1076,2089,687,368,27,0.171,1851,879,477,3444,1101,1985,1714,9.17,32.60,7905,11.6750,67043,36049,72445,87.5,-0.0,944445,7.253,2624779.075,1.06e-14,0.00015,29.72,9433,8.623,1.092,7.015,0.516,8.624
93000,5072,2631,11371,18420,13459,6850,199,9994,1058,47,55665,1408356,8262.387,2554.683,0.4142,1113.659,0.050,0.793,0.073,0.084,0.504,0.400,384,0.0692,0.7330,0.180,16.0,32.0,50.0,16.66,0.38,6.23,0.13,9.92,4.37,1.961,0.194,0.021,0.021,10.724,0.497,0.0026,265,940,2181,668,367,27,0.191,1894,43,497,4532,801,2348,1923,9.17,31.68,7548,11.7372,66966,36471,72263,96.9,-0.0,944927,7.212,2624779.075,3.03e-14,0.00004,7.39,11346,9.858,1.092,8.193,0.572,9.858
