step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin,fouled,foul_mean,foul_p90,foul_free,covered,plant_std
10000,3235,1.512,2.001,16.58,117818,93364,0,22051,631,1676370,946535.7,809607.5,0.074,0.622,0.078,0.226,84,32.39,16.06,0.54,2.19,7.73,6.26,0.21,1.12,10.63,9.91,0.08,0.51,0.244,0.165,2227,0.023,0.026,0.950,0.006,0.019,223803,178672,13,0.088,0.637,0.056,2210061,0.229,3.111,0.230,79.35,94334,244,0.483,0.218,0.336,10225158,1.17,2.21,0.299,0.580,0.032,11.9,32.0,50.0,136.4,61826,0.236,0.00,0.0028,0.052,826,0.568,0.000,0.555,0.485,3.57,4.55,4.59,0.16,0.070,1.17,1.14,1.19,0.607,0.00231,75.85,44.9944,1407.69,80120.0,140135.6,0.156,38.7015,184.239,0.000,1.000,0.000,70.0,72.457,110.853,4910,29192.4,21.16,84.519,5.77,23.800,972.2,7.177,0.134,2.00,6.2369,20176.3,0.5230,0.3534,19.11,1.748,0.349,1.5488,0.0000,0.434,0.137,0.262,0.0000,5.12,1.09,7,16,35,78,66.1463,0.0044,0.4297,0.0000,0.0000,43.9229,100.00,60.4636,227.4778,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0037,0.0014,0.000003,0,0.1258,0.0130,0.0099,53,214,587,0.0000,0.0000,0.0222,0.070,5.3954,0.0086,2.3193,0.0185,0.3065,0.0760,0.0000,0.00007,0.470,0.0180,0.318,0.080,0.19,0.056,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1693,0.0000,2.1552,0.00000,0.05298,0.7487,0.7472,1.0000,1.856,0.000,1.0000,9.3364,0.0000,30.6793,0.7050,1.7719,0.3217,0.4943,2.9958
20000,2540,1.508,1.640,16.98,35829,32387,0,4116,12,455811,390481.6,214261.4,0.096,0.667,0.105,0.133,116,34.45,15.91,0.51,2.08,9.48,6.59,0.76,2.07,11.34,9.10,0.24,0.89,0.274,0.146,1845,0.035,0.065,0.919,0.005,0.011,47001,33904,15,0.379,0.194,0.196,1904910,0.207,2.859,0.186,37.19,23855,346,0.470,0.258,0.319,3589370,1.16,2.06,0.300,0.604,0.077,13.0,32.2,50.0,127.9,56091,0.214,0.00,0.0014,0.065,649,0.479,0.000,0.432,0.297,3.87,4.89,4.90,0.26,0.088,1.22,1.06,1.19,0.502,0.00157,12.23,8.2184,914.80,87260.9,140135.6,0.281,7.4940,80.687,0.000,1.000,0.116,51.6,34.955,41.710,4178,24090.9,22.36,30.189,5.64,4.544,558.0,1.337,0.136,2.00,8.0226,20377.4,0.5412,0.3826,22.08,1.627,0.380,0.4512,0.0000,0.286,0.164,0.100,0.0000,5.41,1.06,8,22,36,64,31.9751,0.0022,0.4102,0.0000,0.0000,12.2554,100.00,86.6645,178.4325,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0031,0.0013,0.000002,9,0.1592,0.0390,0.0221,69,262,848,0.0000,0.0000,0.0033,0.007,1.2191,0.0157,0.4799,0.0256,0.3858,0.0455,0.0000,0.00020,0.817,0.0272,0.751,0.364,0.70,0.196,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8054,0.0000,1.2746,0.00000,0.06923,0.7095,0.7085,1.0000,1.550,0.000,1.0000,3.2387,0.0000,7.4324,0.6305,1.5613,0.3326,0.4553,2.7818
30000,2951,1.125,1.503,15.45,94967,83505,0,10960,83,1158485,930862.4,600237.3,0.090,0.717,0.059,0.134,78,30.44,12.48,2.70,3.26,7.00,5.43,0.13,0.83,10.60,7.85,1.41,1.64,0.224,0.146,2616,0.004,0.034,0.950,0.003,0.014,145353,104139,18,0.295,0.508,0.045,1512862,0.177,2.706,0.168,88.21,74258,346,0.518,0.241,0.238,13784099,1.87,1.60,0.209,0.738,0.491,14.7,30.0,47.2,84.0,60325,0.230,0.00,0.0030,0.064,787,0.616,0.000,0.561,0.371,3.80,4.86,4.84,1.44,0.501,2.16,1.23,2.11,0.636,0.00229,75.33,25.5134,750.51,86942.9,140135.6,0.045,20.7253,195.981,0.000,1.000,0.004,71.4,82.200,121.034,4027,21952.0,18.84,76.983,5.01,14.749,516.8,5.880,0.134,2.00,7.9236,23382.6,0.5756,0.4043,20.44,1.393,0.339,1.5488,0.0000,0.257,0.150,0.082,0.0000,5.25,0.77,9,20,34,77,76.8582,0.0024,0.4853,0.0000,0.0000,44.9656,100.00,63.0382,247.6848,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0029,0.0012,0.000002,8,0.2808,0.0403,0.0206,70,266,855,0.0000,0.0000,0.0069,0.017,4.3890,0.0264,1.8144,0.0383,0.2966,0.0738,0.0000,0.00042,0.955,0.0431,0.304,0.128,0.13,0.045,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9906,0.0000,1.8715,0.00000,0.03978,0.7544,0.7534,1.0000,1.426,0.000,1.0000,8.3505,0.0000,30.4484,0.7071,1.7043,0.3558,0.5027,2.6465
40000,2548,1.329,1.494,17.49,31664,30340,0,1697,13,354266,390860.6,174387.3,0.037,0.780,0.026,0.158,117,32.04,13.47,1.98,3.61,7.56,5.77,0.15,0.88,11.29,7.45,1.10,1.68,0.231,0.142,1868,0.114,0.059,0.925,0.002,0.014,37540,27341,13,0.316,0.077,0.048,433270,0.157,2.707,0.168,37.91,17682,452,0.492,0.207,0.232,4797147,1.58,1.59,0.293,0.615,0.352,15.2,32.0,50.0,127.3,53440,0.204,0.00,0.0014,0.075,660,0.530,0.000,0.491,0.236,3.91,4.84,4.85,1.11,0.355,1.81,1.17,1.72,0.543,0.00133,12.39,6.5118,553.67,88125.2,140135.6,0.691,5.4925,81.924,0.000,1.000,0.169,55.8,36.192,42.414,3953,21964.3,20.42,29.818,5.32,3.652,496.4,1.157,0.134,1.99,8.8152,22461.1,0.6267,0.3933,20.97,1.503,0.390,0.4512,0.0000,0.223,0.172,0.053,0.0000,5.24,0.99,9,18,36,81,33.7570,0.0009,0.4246,0.0000,0.0000,12.2363,100.00,88.3011,199.5511,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0028,0.0013,0.000002,17,0.2098,0.0314,0.0352,93,291,1037,0.0000,0.0000,0.0067,0.015,1.9895,0.0250,0.7213,0.0306,0.3696,0.0408,0.0000,0.00025,0.923,0.0315,0.383,0.163,0.14,0.048,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7692,0.0000,1.1234,0.00000,0.05464,0.7365,0.7356,1.0000,1.430,0.000,1.0000,3.0340,0.0000,7.0440,0.5977,1.5079,0.3036,0.4586,2.6557
50000,2951,1.165,1.822,18.71,86519,74773,0,10954,115,990314,970299.6,547809.9,0.065,0.796,0.041,0.098,82,28.99,13.28,3.15,4.13,7.87,7.03,0.20,1.62,8.00,7.24,1.43,1.88,0.254,0.175,2168,0.075,0.026,0.955,0.003,0.016,117650,89267,3,0.525,0.067,0.054,761593,0.166,2.975,0.208,92.63,59260,537,0.553,0.246,0.307,16928330,2.06,2.11,0.235,0.700,0.422,12.0,30.0,45.7,128.1,56716,0.216,0.00,0.0041,0.081,761,0.628,0.000,0.493,0.300,3.74,4.58,4.65,1.45,0.424,2.27,1.25,2.51,0.641,0.00239,71.85,25.9285,1430.30,81131.1,140135.6,2.222,18.6778,201.026,0.000,1.000,0.002,67.0,83.927,129.591,4598,26493.6,26.44,78.295,4.40,10.671,625.3,4.685,0.136,2.00,8.1124,23939.7,0.7138,0.4233,19.22,1.488,0.464,1.5488,0.0000,0.245,0.204,0.053,0.0000,5.15,1.07,7,16,36,81,78.3439,0.0053,0.4656,0.0000,0.0000,45.3576,100.00,51.3828,271.8649,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0024,0.0010,0.000002,274,1.5987,0.0478,0.0426,67,251,1009,0.0000,0.0000,0.0078,0.014,5.0233,0.2417,1.9273,0.0332,0.2942,0.0782,0.0000,0.00020,0.899,0.0271,0.449,0.193,0.15,0.054,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0107,0.0000,1.7008,0.00000,0.03901,0.7624,0.7615,1.0000,1.696,0.000,1.0000,7.4773,0.0000,31.0170,0.6784,1.6430,0.3427,0.4836,2.8701
60000,2862,1.264,1.632,18.68,36522,32804,0,3739,35,488621,384498.2,219814.4,0.062,0.781,0.037,0.120,104,30.13,11.66,2.90,4.08,7.57,6.24,0.24,1.44,9.45,6.44,1.16,1.68,0.235,0.158,1876,0.118,0.059,0.919,0.005,0.017,43525,32118,3,0.489,0.046,0.059,657023,0.147,2.817,0.187,36.86,21096,466,0.450,0.239,0.234,4850863,1.93,1.60,0.289,0.618,0.369,14.0,32.0,44.6,113.0,57700,0.220,0.00,0.0014,0.076,725,0.512,0.000,0.474,0.232,3.84,4.67,4.78,1.17,0.373,2.15,1.22,2.29,0.530,0.00135,11.77,7.7244,738.03,83821.7,140135.6,0.579,7.3438,81.112,0.000,1.000,0.105,65.3,34.372,42.611,4250,24099.5,26.67,30.083,5.06,4.585,557.2,1.319,0.135,1.99,8.4455,24171.0,0.6549,0.3745,20.16,1.505,0.477,0.4512,0.0000,0.242,0.206,0.074,0.0000,5.13,1.08,8,16,36,79,31.4649,0.0007,0.4427,0.0000,0.0000,12.2709,100.00,84.9107,195.1916,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0029,0.0013,0.000002,33,0.1921,0.0314,0.0273,76,258,895,0.0000,0.0000,0.0095,0.024,2.5939,0.0230,0.8490,0.0245,0.3803,0.0403,0.0000,0.00036,0.869,0.0267,0.497,0.195,0.21,0.059,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9530,0.0000,1.4975,0.00000,0.05506,0.7451,0.7441,1.0000,1.553,0.000,1.0000,3.2804,0.0000,7.8641,0.6380,1.5827,0.3096,0.4847,2.7605
70000,2880,1.291,1.676,14.91,93788,82384,0,11226,116,1342383,934604.4,647405.9,0.051,0.792,0.041,0.117,86,30.69,13.38,4.02,4.29,8.16,6.91,0.19,1.28,9.22,7.07,1.45,1.63,0.250,0.176,2137,0.039,0.036,0.947,0.003,0.015,136645,105538,4,0.682,0.048,0.052,1188364,0.151,2.859,0.191,88.87,58385,450,0.482,0.225,0.304,15617882,2.33,2.17,0.217,0.717,0.505,13.1,30.5,45.4,96.0,62193,0.237,0.00,0.0035,0.072,844,0.623,0.000,0.559,0.340,3.98,4.86,5.04,1.46,0.507,2.57,1.34,2.90,0.641,0.00236,77.04,25.5926,1091.17,84894.8,140135.6,0.017,19.1402,198.726,0.000,1.000,0.000,66.4,81.304,123.338,4364,24523.2,26.05,75.769,4.84,11.466,548.0,4.800,0.134,2.00,7.7161,22222.4,0.5967,0.3887,21.59,1.355,0.441,1.5488,0.0000,0.303,0.192,0.053,0.0000,5.49,1.05,8,19,36,81,75.7135,0.0007,0.4403,0.0000,0.0000,44.4515,100.00,62.3003,250.5648,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0029,0.0012,0.000002,44,0.4495,0.0292,0.0253,73,257,875,0.0000,0.0000,0.0083,0.022,6.2697,0.0484,2.0491,0.0295,0.2992,0.0732,0.0000,0.00007,0.942,0.0283,0.330,0.145,0.16,0.052,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0073,0.0000,1.6613,0.00000,0.04014,0.7597,0.7587,1.0000,1.576,0.000,1.0000,8.2384,0.0000,31.9051,0.7262,1.7188,0.3683,0.5051,2.7668
80000,2574,1.488,1.634,13.38,32959,30857,0,2378,15,523452,377078.6,219658.5,0.037,0.782,0.030,0.151,108,32.37,13.55,3.77,4.54,8.22,6.70,0.37,1.52,11.67,8.28,1.35,1.62,0.243,0.165,2023,0.039,0.049,0.936,0.003,0.012,41867,33878,3,0.773,0.018,0.094,903991,0.137,2.823,0.185,36.34,16543,417,0.420,0.204,0.256,4559492,2.19,2.08,0.260,0.670,0.481,14.4,32.0,47.4,101.7,61845,0.236,0.00,0.0013,0.065,703,0.534,0.000,0.521,0.272,4.25,5.16,5.23,1.37,0.484,2.49,1.30,2.63,0.553,0.00147,12.45,7.7739,897.31,88475.4,140135.6,0.215,7.1660,79.776,0.000,1.000,0.149,55.2,34.105,41.920,4259,23995.7,20.31,29.422,5.58,4.575,572.9,1.303,0.132,2.00,7.5106,19332.4,0.4950,0.3459,24.03,1.285,0.396,0.4512,0.0000,0.332,0.170,0.084,0.0000,5.71,0.98,9,24,36,81,31.1653,0.0040,0.3862,0.0000,0.0000,12.2978,100.00,86.0628,174.4694,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0031,0.0013,0.000001,15,0.1502,0.0237,0.0280,86,278,901,0.0000,0.0000,0.0052,0.017,2.9785,0.0180,0.8759,0.0319,0.3555,0.0416,0.0000,0.00024,0.925,0.0246,0.265,0.109,0.34,0.094,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9105,0.0000,1.3588,0.00000,0.06465,0.7269,0.7259,1.0000,1.545,0.000,1.0000,3.0857,0.0000,8.0580,0.6860,1.6858,0.3300,0.4892,2.7594
90000,2770,1.240,1.630,15.54,86773,77711,0,8780,65,1332633,910548.2,619584.2,0.041,0.789,0.035,0.135,96,31.59,12.81,4.09,4.38,8.29,6.53,0.21,1.32,9.41,6.58,1.45,1.60,0.248,0.164,1992,0.067,0.036,0.947,0.004,0.013,131422,104716,3,0.658,0.122,0.056,1476434,0.141,2.808,0.185,86.66,53087,435,0.465,0.218,0.288,14414099,2.32,1.83,0.249,0.691,0.505,14.6,32.0,46.4,110.0,60960,0.233,0.00,0.0035,0.061,699,0.627,0.000,0.577,0.364,4.08,4.87,5.09,1.46,0.506,2.59,1.32,2.86,0.645,0.00232,79.44,25.0832,811.43,86567.5,140135.6,0.013,18.9866,193.119,0.000,1.000,0.000,66.6,79.409,120.626,4284,24063.2,15.85,74.022,5.18,11.930,544.1,4.889,0.136,2.00,7.8032,21614.9,0.5638,0.3697,22.01,1.377,0.452,1.5488,0.0000,0.301,0.203,0.114,0.0000,5.44,1.04,8,20,36,80,74.1474,0.0023,0.4653,0.0000,0.0000,43.9671,100.00,64.9685,244.4948,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0029,0.0012,0.000002,21,0.3217,0.0231,0.0245,81,272,870,0.0000,0.0000,0.0057,0.013,6.4231,0.0280,2.0214,0.0332,0.2966,0.0686,0.0000,0.00014,0.931,0.0274,0.349,0.139,0.18,0.056,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9657,0.0000,1.5699,0.00000,0.04111,0.7452,0.7442,1.0000,1.547,0.000,1.0000,7.7711,0.0000,31.7419,0.7135,1.7254,0.3637,0.5013,2.7487
100000,2479,1.537,1.550,12.72,33480,31122,0,2614,27,540282,378746.6,225911.1,0.041,0.791,0.030,0.138,119,34.02,14.77,3.51,4.36,8.83,7.00,0.19,1.09,12.11,9.32,1.32,1.68,0.250,0.167,1921,0.028,0.042,0.940,0.003,0.015,42384,33437,5,0.786,0.017,0.054,699330,0.151,2.764,0.176,36.49,16791,408,0.418,0.229,0.291,4621190,2.11,2.04,0.267,0.670,0.435,14.5,32.4,50.2,114.4,61059,0.233,0.00,0.0013,0.070,719,0.530,0.000,0.523,0.269,4.30,5.21,5.31,1.34,0.439,2.35,1.28,2.55,0.550,0.00156,12.71,7.9683,834.20,89768.1,140135.6,0.209,6.9032,80.259,0.000,1.000,0.127,52.2,34.125,41.601,4015,22689.0,18.58,29.158,5.61,4.217,507.2,1.256,0.133,2.00,7.8333,19418.7,0.5033,0.3442,24.63,1.312,0.370,0.4512,0.0000,0.381,0.188,0.212,0.0000,5.77,0.97,9,24,36,81,31.1405,0.0005,0.3925,0.0000,0.0000,12.1708,100.00,86.8625,176.9384,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0031,0.0013,0.000002,8,0.1476,0.0202,0.0267,84,274,903,0.0000,0.0000,0.0059,0.028,3.1069,0.0221,0.9073,0.0246,0.3599,0.0438,0.0000,0.00032,0.918,0.0228,0.472,0.145,0.17,0.054,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8602,0.0000,1.2733,0.00000,0.06424,0.7257,0.7247,1.0000,1.468,0.000,1.0000,3.1122,0.0000,8.1303,0.6953,1.6565,0.3715,0.4886,2.6981
