step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin,fouled,foul_mean,foul_p90,foul_free,covered,plant_std
10000,2753,1.386,2.080,13.70,104852,87100,0,15466,998,1474055,920605.4,711352.6,0.099,0.703,0.098,0.100,95,32.80,14.91,0.80,3.22,7.67,5.74,0.53,1.82,9.80,9.04,0.10,0.53,0.243,0.154,1945,0.009,0.040,0.939,0.002,0.019,202033,165234,4,0.338,0.490,0.136,3174898,0.163,3.174,0.242,76.83,72472,270,0.483,0.160,0.341,11248104,1.22,1.93,0.295,0.589,0.045,13.4,31.7,49.5,137.1,51776,0.198,0.00,0.0034,0.089,746,0.604,0.000,0.539,0.494,3.40,4.49,4.56,0.17,0.066,1.25,1.17,1.23,0.634,0.00244,75.84,40.0311,881.71,82322.2,140221.4,0.186,31.1331,181.650,0.000,1.000,0.000,60.7,73.661,111.515,5030,30925.3,16.63,80.199,5.90,19.736,1041.4,6.707,0.136,2.00,6.5868,18133.6,0.5478,0.3386,18.81,1.825,0.355,1.5308,0.0000,0.693,0.149,0.902,0.0000,5.01,0.92,7,16,31,67,68.0641,0.0060,0.4413,0.0000,0.0000,49.7225,100.00,67.6172,212.6437,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0037,0.0015,0.000003,1,0.1373,0.0138,0.0121,64,225,608,0.0000,0.0000,0.0182,0.057,6.2861,0.0105,2.2543,0.0280,0.2915,0.0790,0.0000,-0.00015,0.460,0.0138,0.392,0.105,0.47,0.136,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0034,0.0000,1.8787,0.00000,0.04576,0.7474,0.7461,1.0000,1.963,0.000,1.0000,8.7100,0.0000,28.4948,0.6281,1.6131,0.3158,0.4263,3.0914
20000,2153,1.238,1.041,8.67,33789,31383,0,2980,15,335239,402657.3,170368.7,0.083,0.658,0.116,0.143,121,35.48,13.62,2.69,4.52,8.83,5.96,0.41,2.19,20.09,13.56,0.76,1.42,0.257,0.157,1486,0.040,0.071,0.914,0.005,0.011,42740,33014,9,0.616,0.005,0.088,1139003,0.196,2.254,0.108,37.38,17759,359,0.508,0.214,0.190,3295642,1.42,1.31,0.319,0.643,0.248,17.9,35.0,51.0,130.8,68917,0.263,0.00,0.0009,0.085,554,0.460,0.000,0.339,0.274,5.08,5.84,5.74,1.15,0.370,1.53,1.18,1.49,0.479,0.00153,14.34,7.2456,533.16,94967.4,140221.4,0.000,6.7009,82.090,0.000,1.000,0.002,62.7,36.478,40.720,2983,14772.8,19.52,30.413,5.86,4.535,274.1,1.273,0.136,2.00,11.1176,23936.2,0.5016,0.3922,32.01,1.263,0.545,0.4692,0.0000,0.686,0.194,0.947,0.0000,6.12,1.48,11,33,49,76,34.2309,0.0147,0.4738,0.0000,0.0000,13.8394,100.00,91.8181,153.5567,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0031,0.0014,0.000002,11,0.2687,0.0762,0.0262,76,264,841,0.0000,0.0000,0.0048,0.016,1.2452,0.0457,0.4413,0.0251,0.4144,0.0478,0.0000,-0.00019,0.689,0.0177,0.160,0.064,0.31,0.088,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7020,0.0000,1.1860,0.00000,0.07663,0.7121,0.7111,1.0000,0.992,0.000,1.0000,3.1383,0.0000,6.7757,0.7603,1.8336,0.3640,0.5222,2.2041
30000,2273,1.194,0.953,10.14,55757,52619,0,2988,16,756524,843514.9,413753.3,0.054,0.628,0.082,0.236,120,33.76,14.05,2.83,4.81,7.99,5.42,0.14,1.71,19.18,14.22,0.77,1.32,0.244,0.139,1651,0.027,0.042,0.941,0.006,0.012,98266,75994,11,0.630,0.167,0.011,728464,0.197,2.139,0.096,81.25,31819,490,0.547,0.177,0.235,7963171,1.49,1.82,0.279,0.700,0.280,15.0,32.0,49.8,106.8,68507,0.261,0.00,0.0019,0.080,551,0.582,0.000,0.579,0.455,4.88,5.69,5.59,1.13,0.399,1.62,1.27,1.53,0.603,0.00205,87.81,21.9062,609.18,97419.8,140221.4,0.000,12.2170,175.890,0.000,1.000,0.000,62.2,76.860,111.477,2708,13178.9,11.34,65.974,6.56,7.584,245.5,3.901,0.133,2.01,10.0613,22869.3,0.5177,0.3715,30.14,1.270,0.557,1.5308,0.0000,0.697,0.209,0.945,0.0000,6.10,1.50,9,28,49,81,73.5750,0.0039,0.4751,0.0000,0.0000,47.3509,100.00,77.3556,213.6379,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0026,0.0011,0.000003,14,0.5176,0.0708,0.0425,90,307,1136,0.0000,0.0000,0.0016,0.004,5.0492,0.0802,1.3654,0.0264,0.3219,0.0630,0.0000,-0.00011,0.670,0.0180,0.138,0.049,0.07,0.011,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6313,0.0000,1.0542,0.00000,0.06283,0.7166,0.7158,1.0000,0.901,0.000,1.0000,5.2619,0.0000,26.8173,0.7915,1.8299,0.4174,0.5268,2.0877
40000,2203,1.415,0.985,9.49,22329,21532,0,851,4,256594,385743.3,130865.6,0.065,0.629,0.106,0.199,147,35.90,16.25,2.37,4.89,9.34,6.36,0.55,2.79,20.14,15.56,0.55,1.18,0.268,0.154,1553,0.030,0.071,0.914,0.005,0.010,28754,22337,4,0.655,0.065,0.070,318627,0.321,2.175,0.101,37.83,10187,653,0.510,0.208,0.259,2445512,1.42,1.93,0.331,0.654,0.200,15.0,36.0,54.7,266.0,71390,0.272,0.00,0.0009,0.082,569,0.453,0.000,0.425,0.301,5.06,5.85,5.83,0.88,0.301,1.56,1.25,1.44,0.469,0.00131,17.10,6.3456,809.47,96703.0,140221.4,0.000,3.7818,78.827,0.000,1.000,0.050,56.9,35.774,38.747,2798,13546.9,14.05,26.637,6.82,1.798,227.2,0.716,0.135,2.00,10.2731,22631.7,0.4805,0.3691,32.41,1.250,0.540,0.4692,0.0000,0.675,0.198,0.959,0.0000,6.32,1.46,10,32,58,81,33.9506,0.0044,0.4399,0.0000,0.0000,13.3866,100.00,98.7375,153.1470,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0027,0.0012,0.000002,12,0.4052,0.0853,0.0568,92,291,1217,0.0000,0.0000,0.0006,0.001,1.6227,0.0677,0.4382,0.0340,0.4154,0.0368,0.0000,0.00005,0.804,0.0254,0.074,0.015,0.40,0.070,0.000,0.000,0.0000,0.000,0.000,0.0000,0.5009,0.0000,0.7616,0.00000,0.08922,0.6870,0.6863,1.0000,0.921,0.000,1.0000,2.1532,0.0000,6.7606,0.7800,1.8589,0.3910,0.5295,2.1092
50000,2219,1.165,0.893,8.95,65111,60134,0,4947,8,1010957,854058.0,512245.2,0.045,0.666,0.092,0.197,108,35.03,14.83,2.74,4.81,8.26,5.57,0.35,2.40,20.44,13.54,0.84,1.36,0.243,0.130,1671,0.026,0.053,0.934,0.005,0.008,115629,86118,15,0.730,0.071,0.055,909906,0.219,2.069,0.091,82.15,41809,450,0.507,0.176,0.205,9154542,1.45,1.81,0.293,0.689,0.305,16.0,35.9,50.0,197.6,70524,0.269,0.00,0.0019,0.076,618,0.586,0.000,0.572,0.458,5.11,5.89,5.80,1.03,0.370,1.67,1.20,1.48,0.612,0.00242,84.46,26.3089,424.91,97106.8,140221.4,0.000,14.8127,179.278,0.000,1.000,0.000,66.0,75.538,113.908,2593,12515.9,13.99,67.160,6.46,8.156,191.7,4.058,0.134,2.00,10.9428,24282.2,0.5213,0.3529,31.78,1.192,0.498,1.5308,0.0000,0.660,0.191,0.967,0.0000,6.30,1.24,10,33,49,81,71.5492,0.0056,0.5061,0.0000,0.0000,47.9512,100.00,78.2348,218.3158,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0028,0.0012,0.000003,6,0.3675,0.0640,0.0336,80,285,988,0.0000,0.0000,0.0010,0.004,6.8300,0.0433,1.8589,0.0365,0.3127,0.0774,0.0000,-0.00006,0.818,0.0221,0.068,0.020,0.22,0.055,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6578,0.0000,1.1079,0.00000,0.05776,0.7316,0.7307,1.0000,0.855,0.000,1.0000,6.0134,0.0000,28.0830,0.8082,1.8566,0.4217,0.5413,2.0333
60000,2332,1.380,1.292,14.29,26474,24760,0,1582,8,320363,385615.2,163507.0,0.060,0.664,0.115,0.161,136,32.88,15.89,2.17,4.69,7.84,5.70,0.39,2.08,16.27,13.14,0.51,1.12,0.246,0.145,1622,0.028,0.065,0.916,0.006,0.014,34762,25438,4,0.535,0.322,0.098,848346,0.227,2.548,0.141,38.21,14114,500,0.510,0.241,0.249,2971728,1.36,1.99,0.310,0.648,0.186,12.5,32.0,48.4,196.0,62161,0.237,0.00,0.0010,0.081,661,0.460,0.000,0.440,0.303,4.39,5.32,5.26,0.68,0.238,1.47,1.22,1.37,0.479,0.00140,15.82,6.8832,661.35,93412.0,140221.4,0.000,4.3990,80.344,0.000,1.000,0.004,56.5,35.794,40.287,3449,18713.1,15.04,27.252,6.36,2.357,404.2,0.875,0.135,1.99,8.9361,20838.9,0.5453,0.3887,26.66,1.407,0.558,0.4692,0.0000,0.733,0.213,0.966,0.0000,5.79,1.44,8,21,49,98,33.6065,0.0018,0.4232,0.0000,0.0000,13.6763,100.00,97.9350,152.4905,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0027,0.0012,0.000002,11,0.2873,0.0377,0.0447,83,279,1147,0.0000,0.0000,0.0013,0.003,1.7080,0.0440,0.5013,0.0232,0.4049,0.0428,0.0000,0.00007,0.584,0.0163,0.079,0.036,0.30,0.098,0.000,0.000,0.0000,0.000,0.000,0.0000,0.5498,0.0000,0.8268,0.00000,0.08387,0.7138,0.7129,1.0000,1.227,0.000,1.0000,2.4760,0.0000,6.8119,0.6850,1.7285,0.3300,0.4792,2.4916
70000,2435,1.326,1.020,12.66,63126,58376,0,4590,40,908386,854028.4,477653.5,0.046,0.653,0.111,0.189,104,35.01,15.42,2.26,4.40,8.34,5.88,0.22,1.48,18.66,13.82,0.61,1.24,0.245,0.138,1859,0.046,0.049,0.933,0.002,0.015,110840,82709,4,0.620,0.268,0.048,1206395,0.220,2.244,0.106,82.00,42110,426,0.526,0.217,0.242,9092897,1.37,1.91,0.263,0.680,0.217,16.0,35.9,50.0,192.0,71761,0.274,0.00,0.0019,0.077,668,0.605,0.000,0.581,0.452,4.81,5.66,5.62,0.71,0.248,1.52,1.20,1.39,0.627,0.00206,85.97,23.8346,745.57,95414.5,140221.4,0.000,13.0531,179.349,0.000,1.000,0.000,62.8,76.834,112.888,2833,14255.9,20.88,66.803,6.38,7.684,257.3,3.953,0.136,2.00,9.4891,23105.9,0.5128,0.3670,29.47,1.306,0.530,1.5308,0.0000,0.701,0.217,0.957,0.0000,6.12,1.21,10,28,49,96,73.1104,0.0051,0.4456,0.0000,0.0000,47.6619,100.00,77.9259,216.6364,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0028,0.0012,0.000003,17,0.4228,0.0439,0.0365,78,283,1024,0.0000,0.0000,0.0007,0.002,5.1042,0.0521,1.4969,0.0275,0.2996,0.0650,0.0000,-0.00014,0.575,0.0138,0.099,0.036,0.19,0.048,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6334,0.0000,1.0685,0.00000,0.05930,0.7327,0.7318,1.0000,0.958,0.000,1.0000,5.8376,0.0000,27.4847,0.7999,1.8616,0.3887,0.5421,2.1835
80000,2393,1.442,1.631,17.99,25837,24042,0,1824,2,351104,380618.4,171545.8,0.048,0.652,0.128,0.171,134,34.35,17.41,1.43,3.90,8.72,6.72,0.88,3.11,13.39,12.29,0.26,0.85,0.260,0.157,1762,0.016,0.044,0.926,0.005,0.025,34109,24095,4,0.466,0.028,0.139,1245419,0.300,2.854,0.182,38.01,14527,554,0.489,0.175,0.308,2915862,1.30,2.28,0.235,0.644,0.099,12.6,34.0,50.0,204.0,58432,0.223,0.00,0.0012,0.092,592,0.470,0.000,0.418,0.308,4.21,5.14,5.15,0.42,0.153,1.35,1.26,1.31,0.490,0.00151,15.46,7.1668,892.05,89445.4,140221.4,0.000,4.8669,79.182,0.000,1.000,0.000,53.8,35.037,40.434,4121,23793.7,16.40,26.822,6.26,2.486,631.9,0.880,0.138,1.99,7.8995,18903.5,0.5239,0.3795,24.42,1.525,0.517,0.4692,0.0000,0.770,0.240,0.835,0.0000,5.71,1.08,8,22,47,81,32.5774,0.0059,0.4162,0.0000,0.0000,13.7493,100.00,97.6327,153.2155,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0027,0.0012,0.000002,11,0.2932,0.0238,0.0467,84,283,1163,0.0000,0.0000,0.0008,0.001,1.5170,0.0381,0.4889,0.0209,0.3905,0.0416,0.0000,0.00017,0.287,0.0067,0.426,0.152,0.70,0.139,0.000,0.000,0.0000,0.000,0.000,0.0000,0.5819,0.0000,0.9351,0.00000,0.09284,0.7028,0.7020,1.0000,1.538,0.000,1.0000,2.4042,0.0000,7.1658,0.6505,1.6817,0.2945,0.4546,2.7822
90000,2556,1.122,1.067,14.59,74456,68060,0,6194,23,1088291,882620.8,532772.2,0.034,0.694,0.099,0.174,90,31.19,12.49,1.24,3.50,8.39,5.45,0.55,2.52,16.02,13.08,0.40,1.05,0.275,0.153,1750,0.056,0.036,0.946,0.004,0.014,127840,90602,7,0.631,0.097,0.111,3250050,0.255,2.286,0.111,83.99,54073,437,0.490,0.168,0.286,11184981,1.22,1.80,0.330,0.639,0.147,14.0,32.0,43.3,126.3,66964,0.255,0.00,0.0022,0.079,703,0.621,0.000,0.541,0.440,4.28,5.28,5.27,0.48,0.173,1.29,1.10,1.24,0.643,0.00240,77.94,27.3291,690.31,96147.2,140221.4,0.000,16.5913,185.450,0.000,1.000,0.001,71.9,78.237,118.147,2965,14985.2,13.62,70.801,5.95,10.173,307.8,4.763,0.134,2.00,8.6301,22058.5,0.5183,0.3419,26.20,1.346,0.510,1.5308,0.0000,0.704,0.228,0.892,0.0000,5.73,1.29,10,24,49,81,73.6681,0.0132,0.4883,0.0000,0.0000,49.8605,100.00,74.7097,219.3327,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0029,0.0012,0.000004,16,0.3645,0.0485,0.0280,77,274,925,0.0000,0.0000,0.0009,0.001,5.4625,0.0527,1.8679,0.0254,0.2825,0.0758,0.0000,-0.00013,0.416,0.0087,0.302,0.123,0.42,0.111,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7350,0.0000,1.2594,0.00000,0.05430,0.7433,0.7423,1.0000,1.006,0.000,1.0000,6.8060,0.0000,28.8467,0.7657,1.7874,0.4091,0.5078,2.2260
100000,2665,1.307,1.474,20.48,29233,27005,0,2090,4,358615,392774.0,167985.0,0.047,0.615,0.160,0.178,127,30.84,13.35,0.56,2.64,8.62,5.73,0.42,2.00,11.59,10.35,0.08,0.47,0.279,0.147,1649,0.087,0.055,0.919,0.003,0.024,37152,25665,6,0.469,0.073,0.076,1444253,0.287,2.713,0.163,38.73,17093,501,0.468,0.206,0.322,2983701,1.11,1.86,0.377,0.570,0.033,12.2,32.0,46.0,186.0,56474,0.215,0.00,0.0013,0.102,750,0.457,0.000,0.366,0.284,3.66,4.73,4.74,0.15,0.066,1.13,1.09,1.12,0.478,0.00144,13.95,7.1222,695.61,88022.9,140221.4,0.000,5.0375,80.836,0.000,1.000,0.003,60.7,35.794,41.647,3819,21474.4,17.21,27.967,5.87,2.918,549.0,1.049,0.135,2.01,8.5799,22865.4,0.6185,0.3596,21.19,1.582,0.475,0.4692,0.0000,0.785,0.242,0.820,0.0000,5.20,1.12,8,16,36,93,33.2267,0.0047,0.4281,0.0000,0.0000,13.9188,100.00,97.0145,157.7408,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3182,0.0000,0.0000,0.0028,0.0012,0.000002,25,0.3192,0.0405,0.0415,78,266,1038,0.0000,0.0000,0.0006,0.001,1.2904,0.0440,0.4979,0.0206,0.3869,0.0445,0.0000,0.00041,0.093,0.0018,0.468,0.209,0.34,0.076,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6434,0.0000,0.9753,0.00000,0.09784,0.7315,0.7306,1.0000,1.398,0.000,1.0000,2.7005,0.0000,7.3590,0.6375,1.5952,0.3360,0.4525,2.6522
