step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,614,0.6710,6478.1,679,205,235,174,4,6,1,21560,21255,24751,0,0,0,1.000,1.000,1.000,166,91,13,0.7730,0.0394,0.8265,0.0234
2000,1841,0.4807,19246.5,420,607,739,495,25,27,27,26555,23943,27145,0,0,0,1.000,1.000,1.000,504,304,22,0.4709,0.0861,0.5925,0.0444
3000,2811,0.5012,31886.8,457,831,1156,824,45,35,50,24983,20645,25119,0,0,0,1.000,1.000,1.000,668,419,31,0.3583,0.1368,0.4772,0.0536
4000,3052,0.4564,36080.2,520,994,1181,877,54,66,77,22993,17002,23072,0,0,0,1.000,1.000,1.000,795,408,31,0.3966,0.1211,0.5079,0.0484
5000,3602,0.4456,35268.2,474,1143,1384,1075,77,83,98,24861,16478,20996,0,0,0,1.000,1.000,1.000,927,483,26,0.4082,0.1172,0.5355,0.0511
6000,3693,0.4693,29654.0,402,1220,1300,1173,98,111,102,24099,15365,19303,0,0,0,1.000,1.000,1.000,959,431,35,0.5143,0.0913,0.6162,0.0388
7000,3822,0.4872,31036.3,434,1328,1307,1187,80,81,86,25097,16793,19845,0,0,0,1.000,1.000,1.000,1074,460,38,0.4500,0.0963,0.5642,0.0414
8000,4036,0.4395,30237.4,397,1429,1389,1218,106,103,116,25179,17478,21109,0,0,0,1.000,1.000,1.000,1190,507,43,0.4551,0.1132,0.5767,0.0419
9000,3724,0.4366,27475.2,401,1309,1325,1090,108,94,121,24432,18114,21964,0,0,0,1.000,1.000,1.000,1066,501,33,0.4995,0.0883,0.6277,0.0380
10000,3435,0.4469,23623.8,388,1393,1187,855,113,107,122,24356,19638,23726,0,0,0,1.000,1.000,1.000,1085,451,60,0.5521,0.0767,0.6779,0.0356
11000,2760,0.4681,19846.4,416,1121,924,715,83,74,123,24217,23461,28279,0,0,0,1.000,1.000,1.000,895,320,30,0.5312,0.0816,0.6949,0.0373
12000,1929,0.4728,15099.5,456,861,579,489,75,81,79,24934,28522,33160,0,0,0,1.000,1.000,1.000,680,215,23,0.5203,0.0940,0.7217,0.0402
13000,1512,0.5007,12429.6,493,793,386,333,55,82,99,26445,33801,38199,0,0,0,1.000,1.000,1.000,669,112,9,0.3753,0.1456,0.7226,0.0517
14000,1135,0.4511,9136.5,477,792,225,118,33,72,56,24822,36217,41193,0,0,0,1.000,1.000,1.000,644,95,5,0.2911,0.1772,0.7205,0.0509
15000,821,0.5250,7871.6,553,584,189,48,29,81,28,24926,40283,45457,0,0,0,1.000,1.000,1.000,475,61,0,0.1873,0.2250,0.6168,0.0664
16000,883,0.4394,7600.8,473,702,146,35,16,84,26,22459,40638,46672,0,0,0,1.000,1.000,1.000,592,52,0,0.2228,0.1893,0.6727,0.0636
17000,1143,0.4304,9746.5,469,834,223,86,20,100,62,19440,38687,45829,0,0,0,1.000,1.000,1.000,712,116,1,0.3876,0.1603,0.8106,0.0560
