step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin,fouled,foul_mean,foul_p90,foul_free,covered,plant_std
10000,3352,1.813,2.842,19.92,165811,126284,0,34439,3197,1826554,1089651.8,983605.1,0.075,0.683,0.080,0.162,69,34.53,18.39,0.22,1.51,9.62,7.62,0.00,0.09,7.94,8.06,0.03,0.26,0.278,0.166,2210,0.017,0.024,0.955,0.003,0.018,277385,221307,3,0.229,0.765,0.002,1671889,0.216,3.485,0.339,94.81,123858,231,0.539,0.219,0.408,14389437,1.08,2.89,0.297,0.580,0.014,10.0,32.0,50.0,140.4,59612,0.227,0.00,0.0041,0.062,889,0.546,0.000,0.623,0.413,3.38,4.46,4.43,0.07,0.029,1.09,1.10,1.08,0.581,0.00234,94.01,52.4600,2161.17,65439.5,140135.6,0.160,39.3223,223.953,0.000,1.000,0.000,58.7,86.009,100.600,6674,41789.0,21.69,96.985,6.19,23.973,1536.3,9.619,0.135,2.00,5.8740,19689.5,0.5482,0.3991,17.78,1.929,0.190,1.5488,0.0000,0.508,0.169,0.541,0.0000,5.17,1.08,5,17,25,80,79.2256,0.0019,0.3669,0.0000,0.0000,40.7981,100.00,56.8608,266.9537,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0037,0.0014,0.000003,2,0.1513,0.0075,0.0084,48,185,550,0.0000,0.0000,0.0593,0.221,14.0281,0.0185,5.2596,0.0209,0.3386,0.1001,0.0000,0.00050,0.908,0.0469,0.503,0.148,0.00,0.002,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1497,0.0000,2.2276,0.00000,0.04444,0.8056,0.8042,1.0000,2.616,0.000,1.0000,12.6284,0.0000,0.0000,0.0000,0.0000,0.0000,0.4898,3.3448
20000,3034,1.472,1.644,20.09,49416,41171,0,8522,37,696840,447824.6,322081.6,0.045,0.655,0.057,0.243,100,32.89,16.83,0.34,1.51,9.41,7.32,0.01,0.21,9.81,8.10,0.06,0.39,0.279,0.157,2172,0.018,0.057,0.926,0.002,0.015,66582,47985,6,0.428,0.358,0.001,84167,0.228,2.837,0.183,41.17,38627,315,0.462,0.228,0.354,3954575,1.10,2.21,0.317,0.635,0.027,10.0,32.0,50.0,145.8,59353,0.226,0.00,0.0015,0.075,795,0.431,0.000,0.452,0.307,3.58,4.67,4.61,0.11,0.045,1.14,1.10,1.10,0.461,0.00185,13.81,12.0020,1253.37,83980.1,140135.6,0.781,11.2783,92.117,0.000,1.000,0.081,63.9,37.905,38.694,4272,23710.7,24.97,34.362,5.21,6.160,533.2,1.689,0.137,2.00,7.4823,22701.3,0.5618,0.3861,19.56,1.676,0.418,0.4512,0.0000,0.308,0.148,0.102,0.0000,5.19,0.66,6,21,30,73,33.7006,0.0015,0.3985,0.0000,0.0000,12.0109,100.00,81.5092,180.9681,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0032,0.0013,0.000003,4,0.1365,0.0221,0.0166,57,227,733,0.0000,0.0000,0.0179,0.046,1.6170,0.0127,0.6885,0.0198,0.4136,0.0527,0.0000,0.00004,0.364,0.0078,0.490,0.135,0.01,0.001,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9276,0.0000,1.3263,0.00000,0.07745,0.7246,0.7234,1.0000,1.534,0.000,1.0000,4.1171,0.0000,0.0000,0.0000,0.0000,0.0000,0.4971,2.7355
30000,3420,1.215,1.882,21.95,123547,95713,0,27286,161,1896442,1067923.6,940014.7,0.039,0.671,0.072,0.217,66,32.16,16.16,0.81,2.44,9.58,7.68,0.02,0.36,9.27,8.15,0.21,0.82,0.279,0.150,2112,0.095,0.046,0.939,0.002,0.013,218940,153257,12,0.252,0.166,0.004,258132,0.188,2.981,0.215,102.60,122409,314,0.496,0.198,0.297,14409444,1.20,1.65,0.379,0.566,0.087,13.1,32.0,50.0,236.0,67324,0.257,0.00,0.0034,0.078,934,0.589,0.000,0.563,0.450,3.65,4.63,4.60,0.24,0.103,1.25,1.13,1.21,0.621,0.00290,89.38,43.7092,1034.90,66107.9,140135.6,0.397,33.9436,222.051,0.000,1.000,0.000,76.5,86.298,107.992,4919,27744.9,32.46,91.346,5.05,19.432,721.2,7.635,0.136,2.00,10.7462,36752.0,0.7469,0.3910,19.69,1.624,0.436,1.5488,0.0000,0.239,0.190,0.107,0.0000,5.03,0.92,8,16,34,118,78.2022,0.0023,0.4716,0.0000,0.0000,41.9494,100.00,54.5430,288.8339,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0029,0.0012,0.000003,1,0.2462,0.0544,0.0152,58,231,730,0.0000,0.0000,0.0147,0.036,5.6279,0.0242,2.4072,0.0170,0.3000,0.0866,0.0000,0.00015,0.244,0.0041,0.841,0.339,0.01,0.004,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1762,0.0000,1.8898,0.00000,0.04505,0.7577,0.7565,1.0000,1.775,0.000,1.0000,9.5713,0.0000,0.0000,0.0000,0.0000,0.0000,0.5389,2.8952
40000,2862,1.440,1.318,16.86,33581,30708,0,3352,18,382525,444191.0,197032.5,0.036,0.679,0.086,0.199,120,35.14,18.87,1.52,3.49,9.29,8.17,0.20,1.38,13.52,9.39,0.43,1.33,0.252,0.158,2240,0.013,0.068,0.919,0.003,0.010,42865,31204,11,0.422,0.137,0.028,182178,0.208,2.534,0.143,42.16,22047,539,0.515,0.210,0.245,4296319,1.34,1.96,0.254,0.621,0.119,13.0,32.2,59.0,162.0,70173,0.268,0.00,0.0011,0.058,744,0.486,0.000,0.478,0.285,4.28,5.25,5.28,0.58,0.157,1.42,1.20,1.39,0.502,0.00155,14.85,8.7193,1045.89,84097.8,140135.6,1.395,6.7639,91.983,0.000,1.000,0.174,65.0,40.873,39.793,3613,18713.6,19.32,32.879,5.29,3.677,379.3,1.284,0.132,2.01,9.8691,28245.4,0.5720,0.4016,24.52,1.398,0.418,0.4512,0.0000,0.298,0.158,0.065,0.0000,5.75,0.97,9,24,37,81,37.9334,0.0036,0.4249,0.0000,0.0000,11.8414,100.00,84.3054,228.0678,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0025,0.0011,0.000002,61,0.5791,0.0486,0.0469,79,267,1119,0.0000,0.0000,0.0169,0.057,1.5614,0.0961,0.6138,0.0321,0.3884,0.0448,0.0000,0.00011,0.524,0.0095,0.906,0.370,0.16,0.028,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8052,0.0000,1.0805,0.00000,0.06639,0.7333,0.7325,1.0000,1.231,0.000,1.0000,3.0708,0.0000,0.0000,0.0000,0.0000,0.0000,0.5620,2.4439
50000,2958,1.642,1.843,16.13,81788,68761,0,12765,136,1494783,1010539.7,748624.4,0.031,0.701,0.060,0.208,86,41.15,21.07,3.24,5.15,11.60,9.61,0.02,0.28,13.02,10.84,1.41,2.13,0.274,0.171,2525,0.008,0.024,0.958,0.001,0.017,155742,114541,14,0.456,0.210,0.005,240739,0.193,2.987,0.210,96.77,69580,505,0.501,0.132,0.300,13263531,1.82,2.92,0.209,0.736,0.335,13.4,41.2,67.8,158.0,82466,0.315,0.00,0.0026,0.057,743,0.649,0.000,0.628,0.489,4.61,5.62,5.55,1.54,0.350,2.14,1.23,2.01,0.672,0.00248,100.08,41.7577,1810.56,75354.9,140135.6,0.738,30.1231,205.868,0.000,1.000,0.000,74.0,81.798,103.429,4757,26701.1,23.79,84.357,5.64,16.030,601.8,7.268,0.136,2.00,9.2006,27215.4,0.5465,0.3707,27.88,1.441,0.425,1.5488,0.0000,0.338,0.202,0.298,0.0000,6.31,1.06,9,25,49,79,75.7533,0.0064,0.4513,0.0000,0.0000,40.1358,100.00,54.7657,288.4973,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0026,0.0010,0.000002,30,0.4443,0.0355,0.0292,87,306,970,0.0000,0.0000,0.0201,0.047,10.1566,0.0568,2.8330,0.0392,0.2694,0.0612,0.0000,0.00000,0.605,0.0123,0.928,0.317,0.02,0.005,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9756,0.0000,1.5712,0.00000,0.04194,0.7022,0.7013,1.0000,1.696,0.000,1.0000,6.8761,0.0000,0.0000,0.0000,0.0000,0.0000,0.6078,2.8515
60000,2599,1.882,1.435,14.43,26211,24082,0,2460,13,453429,426385.7,211623.0,0.033,0.743,0.031,0.193,129,47.59,21.58,2.34,4.68,12.02,8.43,0.11,1.32,19.11,12.99,1.01,1.87,0.256,0.148,2072,0.010,0.061,0.927,0.001,0.011,37520,27972,10,0.559,0.051,0.016,146383,0.192,2.654,0.159,40.64,16213,617,0.467,0.111,0.193,4176756,1.54,1.62,0.308,0.667,0.253,20.0,48.2,72.3,268.0,87280,0.333,0.00,0.0009,0.068,667,0.558,0.000,0.573,0.352,5.19,6.09,6.05,1.13,0.272,1.74,1.16,1.65,0.576,0.00170,16.93,9.9813,1007.22,77611.6,140135.6,0.823,7.8908,86.143,0.000,1.000,0.035,56.6,37.100,37.969,3895,20704.2,21.51,32.089,6.33,4.124,484.3,1.506,0.135,2.00,12.1535,31586.9,0.5321,0.3617,33.58,1.423,0.400,0.4512,0.0000,0.353,0.175,0.236,0.0000,6.48,1.13,14,33,54,134,33.9556,0.0028,0.4032,0.0000,0.0000,11.4154,100.00,85.1393,212.2774,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0026,0.0011,0.000002,15,0.2211,0.0523,0.0392,106,350,1176,0.0000,0.0000,0.0145,0.039,2.9984,0.0279,0.7884,0.0258,0.3314,0.0363,0.0000,0.00028,0.644,0.0139,0.845,0.240,0.08,0.016,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7184,0.0000,1.0230,0.00000,0.06708,0.6381,0.6374,1.0000,1.344,0.000,1.0000,2.4082,0.0000,0.0000,0.0000,0.0000,0.0000,0.6132,2.5660
70000,3122,1.675,1.906,22.44,68506,57301,0,10490,88,1310895,986355.8,711591.9,0.015,0.739,0.014,0.233,83,42.46,20.08,3.06,5.27,10.84,8.44,0.03,0.39,11.67,9.47,1.17,1.89,0.251,0.151,2653,0.009,0.029,0.955,0.001,0.015,133599,93942,6,0.361,0.217,0.008,130639,0.161,3.015,0.217,94.21,64123,634,0.543,0.122,0.267,13662227,1.81,2.32,0.268,0.706,0.310,14.9,44.0,67.8,152.0,79923,0.305,0.00,0.0027,0.067,824,0.675,0.000,0.643,0.500,4.32,5.34,5.31,1.34,0.313,2.10,1.23,2.01,0.695,0.00222,101.30,40.9801,1680.46,67967.7,140135.6,3.129,30.3387,199.197,0.000,1.000,0.000,66.9,78.751,104.307,4947,27578.1,49.48,82.788,5.68,15.845,665.6,7.504,0.136,2.00,10.5689,32996.1,0.6764,0.4040,25.60,1.654,0.444,1.5488,0.0000,0.295,0.210,0.250,0.0000,5.91,1.11,8,25,47,76,73.0531,0.0030,0.4391,0.0000,0.0000,39.2701,100.00,45.7958,293.4491,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0023,0.0009,0.000002,104,0.7945,0.0468,0.0418,93,342,1173,0.0000,0.0000,0.0123,0.038,7.9065,0.1194,2.1816,0.0397,0.2529,0.0502,0.0000,0.00016,0.359,0.0069,0.824,0.344,0.03,0.008,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9805,0.0000,1.5480,0.00000,0.03745,0.6576,0.6569,1.0000,1.763,0.000,1.0000,5.7301,0.0000,0.0000,0.0000,0.0000,0.0000,0.5965,2.8712
80000,2368,1.967,1.675,9.75,26281,24409,0,2585,24,514265,415777.3,240610.1,0.026,0.783,0.014,0.177,114,48.03,20.86,3.90,5.89,12.84,9.73,0.18,1.08,19.31,13.08,1.49,1.99,0.267,0.169,1999,0.010,0.041,0.951,0.000,0.008,39069,28338,4,0.850,0.033,0.046,172407,0.150,2.866,0.190,39.70,15815,758,0.468,0.084,0.225,4732707,1.93,2.36,0.243,0.723,0.406,20.0,49.6,75.0,152.0,85812,0.327,0.00,0.0009,0.069,614,0.596,0.000,0.624,0.367,5.54,6.40,6.38,1.78,0.432,2.26,1.29,2.15,0.614,0.00185,16.69,11.1697,1174.42,80709.9,140135.6,0.881,9.6552,85.806,0.000,1.000,0.122,59.9,36.430,38.161,4376,24500.1,21.01,32.235,6.40,5.108,597.3,1.654,0.133,2.00,10.5503,24983.1,0.4512,0.3711,36.24,1.264,0.320,0.4512,0.0000,0.456,0.111,0.362,0.0000,6.98,1.01,14,36,59,81,33.1673,0.0047,0.4291,0.0000,0.0000,11.5440,100.00,81.5628,205.9056,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0026,0.0011,0.000002,17,0.2033,0.0372,0.0416,113,373,1204,0.0000,0.0000,0.0136,0.059,3.8289,0.0277,0.9620,0.0359,0.3004,0.0396,0.0000,0.00008,0.739,0.0146,0.827,0.183,0.17,0.046,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8460,0.0000,1.2826,0.00000,0.06221,0.6354,0.6347,1.0000,1.567,0.000,1.0000,2.4409,0.0000,0.0000,0.0000,0.0000,0.0000,0.5999,2.7732
90000,2672,1.630,1.790,12.16,59988,53196,0,6439,43,1402225,946617.4,680891.2,0.029,0.766,0.015,0.189,102,45.72,20.87,4.60,5.92,11.39,8.47,0.06,0.66,16.05,11.14,1.66,1.86,0.247,0.152,2261,0.009,0.032,0.957,0.000,0.010,129681,101051,7,0.619,0.198,0.013,425676,0.144,2.952,0.204,88.95,46143,587,0.486,0.083,0.227,12724367,2.15,2.14,0.238,0.722,0.498,19.4,46.4,71.3,186.0,85767,0.327,0.00,0.0022,0.071,731,0.713,0.000,0.691,0.547,5.05,6.02,6.03,2.01,0.508,2.56,1.30,2.43,0.734,0.00229,109.43,39.3595,1220.62,76057.5,140135.6,0.206,29.3854,190.187,0.000,1.000,0.000,69.7,76.283,95.724,4627,26249.7,19.84,78.883,6.45,17.188,682.2,8.112,0.134,2.01,10.4381,27890.5,0.5001,0.3536,32.10,1.351,0.372,1.5488,0.0000,0.434,0.135,0.345,0.0000,6.56,1.18,12,32,49,93,71.1550,0.0022,0.4779,0.0000,0.0000,37.9834,100.00,56.2476,275.2009,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0025,0.0010,0.000002,6,0.2890,0.0374,0.0348,115,393,1120,0.0000,0.0000,0.0111,0.051,10.3945,0.0368,2.6296,0.0397,0.2185,0.0487,0.0000,0.00023,0.582,0.0113,0.757,0.169,0.05,0.013,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9012,0.0000,1.5264,0.00000,0.03986,0.6453,0.6445,1.0000,1.673,0.000,1.0000,5.3196,0.0000,0.0000,0.0000,0.0000,0.0000,0.6102,2.8543
100000,2337,1.740,1.445,6.72,25048,23757,0,1586,34,482294,420442.7,212962.7,0.045,0.781,0.017,0.157,143,45.49,19.18,5.13,5.71,12.31,7.64,0.05,0.49,18.42,11.71,1.66,1.67,0.274,0.140,1804,0.047,0.044,0.947,0.000,0.009,36019,27463,4,0.913,0.053,0.020,134756,0.144,2.668,0.160,40.12,12210,661,0.442,0.090,0.225,4349517,2.32,3.30,0.185,0.720,0.539,20.8,45.4,67.6,242.0,83918,0.320,0.00,0.0010,0.075,587,0.580,0.000,0.642,0.352,5.45,6.10,6.80,2.23,0.546,2.61,1.33,2.81,0.597,0.00180,17.60,9.1556,951.79,85655.3,140135.6,0.641,7.6679,86.449,0.000,1.000,0.083,63.1,37.576,37.607,3876,20911.4,17.28,31.785,6.45,4.166,419.8,1.482,0.135,2.00,10.5057,24551.8,0.4280,0.3548,35.91,1.137,0.198,0.4512,0.0000,0.455,0.080,0.299,0.0000,7.27,0.77,16,36,52,121,34.4946,0.0007,0.4459,0.0000,0.0000,11.4056,100.00,84.6037,193.6734,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3458,0.0000,0.0000,0.0027,0.0011,0.000002,6,0.1724,0.0334,0.0422,119,376,1246,0.0000,0.0000,0.0044,0.015,2.1516,0.0204,0.5961,0.0295,0.3153,0.0377,0.0000,0.00025,0.753,0.0075,0.899,0.173,0.05,0.020,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7422,0.0000,0.9794,0.00000,0.06643,0.6247,0.6240,1.0000,1.361,0.000,1.0000,2.3757,0.0000,0.0000,0.0000,0.0000,0.0000,0.5943,2.5842
