step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,772,0.4987,6232.3,429,367,271,134,16,11,8,26528,27524,28573,0,0,0,1.000,1.000,1.000,308,77,0,0.7112,0.0523,0.8354,0.0297
2000,1764,0.5164,15570.3,386,705,594,465,50,41,66,29203,30062,30761,0,0,0,1.000,1.000,1.000,535,133,1,0.4510,0.1006,0.6428,0.0461
3000,3010,0.4598,20613.3,300,1166,1060,784,117,115,109,27494,28281,29778,0,0,0,1.000,1.000,1.000,870,276,5,0.4040,0.1362,0.5983,0.0506
4000,3406,0.4331,20205.2,256,1253,1294,859,126,135,125,25597,25994,28109,0,0,0,1.000,1.000,1.000,932,280,9,0.4572,0.1099,0.6125,0.0458
5000,3592,0.4084,21640.2,269,1310,1277,1005,129,128,127,24258,25069,27118,0,0,0,1.000,1.000,1.000,1023,288,13,0.4328,0.1061,0.5958,0.0478
6000,3858,0.3847,22472.5,254,1399,1268,1191,171,134,142,23927,24184,26366,0,0,0,1.000,1.000,1.000,1077,287,11,0.4441,0.1086,0.6170,0.0449
7000,3783,0.3666,21940.1,255,1340,1277,1166,149,154,177,23815,24551,26419,0,0,0,1.000,1.000,1.000,1004,290,11,0.4555,0.1107,0.6335,0.0447
8000,3477,0.3460,19693.0,257,1121,1158,1198,139,155,211,23867,24045,25324,0,0,0,1.000,1.000,1.000,840,285,9,0.5385,0.0928,0.6985,0.0394
9000,3126,0.3746,18890.2,288,1137,1172,817,112,164,146,25608,25590,26289,0,0,0,1.000,1.000,1.000,855,257,7,0.5067,0.0902,0.6974,0.0420
10000,2753,0.4413,18133.6,343,1070,937,746,115,130,142,25690,28036,28596,0,0,0,1.000,1.000,1.000,816,169,8,0.4932,0.0923,0.6906,0.0419
11000,2354,0.4460,14022.3,330,982,832,540,88,157,141,26976,30334,30927,0,0,0,1.000,1.000,1.000,763,218,5,0.5240,0.0894,0.7406,0.0416
12000,1879,0.4396,12413.7,350,954,534,391,71,112,113,27785,32182,32728,0,0,0,1.000,1.000,1.000,755,112,2,0.4792,0.0990,0.7305,0.0445
13000,1282,0.5437,10383.0,489,649,421,212,58,101,64,30051,36655,37530,0,0,0,1.000,1.000,1.000,512,106,0,0.3368,0.1338,0.7443,0.0574
14000,965,0.5244,9269.0,557,613,254,98,42,61,29,31249,39961,40936,0,0,0,1.000,1.000,1.000,490,67,1,0.1494,0.2441,0.7365,0.0777
15000,610,0.5230,7165.7,695,492,85,33,21,35,12,31267,41642,43144,0,0,0,1.000,1.000,1.000,417,28,0,0.1332,0.2532,0.7140,0.0839
16000,565,0.5009,7566.4,776,439,89,37,13,39,11,30645,42052,44020,0,0,0,1.000,1.000,1.000,356,22,0,0.1294,0.2626,0.7722,0.0900
17000,699,0.5379,10294.7,748,470,150,79,17,60,19,28695,40027,42622,0,0,0,1.000,1.000,1.000,389,35,0,0.2300,0.2144,0.7824,0.0778
18000,1228,0.4528,16423.6,617,622,381,225,42,78,40,26405,37229,39965,0,0,0,1.000,1.000,1.000,504,104,4,0.2480,0.1687,0.6816,0.0766
19000,1729,0.4719,20871.5,619,749,598,382,63,85,79,25741,35527,38992,0,0,0,1.000,1.000,1.000,593,139,0,0.2071,0.2028,0.6019,0.0862
20000,2153,0.4738,23936.2,580,841,758,554,86,98,99,25356,33240,36371,0,0,0,1.000,1.000,1.000,661,179,4,0.2326,0.1703,0.5571,0.0804
21000,2487,0.4704,25418.6,561,916,857,714,97,96,94,25444,31898,34919,0,0,0,1.000,1.000,1.000,718,204,3,0.2241,0.1756,0.5326,0.0800
22000,2764,0.4555,26511.2,523,1066,981,717,108,102,97,24858,30043,32627,0,0,0,1.000,1.000,1.000,812,201,5,0.2722,0.1782,0.5292,0.0685
23000,3110,0.4646,28662.3,486,1175,1100,835,106,118,126,25467,28776,31385,0,0,0,1.000,1.000,1.000,908,244,6,0.2639,0.1550,0.5046,0.0711
24000,2974,0.5050,28151.7,509,1024,1041,909,97,83,138,25747,29076,30450,0,0,0,1.000,1.000,1.000,785,212,9,0.2722,0.1904,0.5110,0.0686
25000,3000,0.4810,30791.0,538,1042,1119,839,109,94,112,25545,28806,30036,0,0,0,1.000,1.000,1.000,789,230,8,0.2238,0.2061,0.4716,0.0771
26000,2853,0.5086,32362.7,612,997,1021,835,89,85,111,25962,28523,29891,0,0,0,1.000,1.000,1.000,767,227,5,0.2151,0.2038,0.4651,0.0782
27000,2730,0.4930,32288.0,635,988,988,754,89,81,100,26384,28627,29897,0,0,0,1.000,1.000,1.000,766,218,7,0.2143,0.2171,0.4664,0.0816
28000,2684,0.5145,30430.3,640,979,967,738,77,99,88,27693,29820,30938,0,0,0,1.000,1.000,1.000,763,215,4,0.1933,0.2122,0.4696,0.0853
29000,2563,0.4569,26412.0,594,1038,895,630,103,94,101,28590,30903,32260,0,0,0,1.000,1.000,1.000,773,222,6,0.2202,0.1881,0.5356,0.0811
30000,2273,0.4751,22869.3,584,936,786,551,83,98,85,29792,33024,34604,0,0,0,1.000,1.000,1.000,713,182,4,0.2029,0.2130,0.5627,0.0871
31000,1818,0.5160,18821.0,580,768,600,450,66,71,85,31065,35141,36358,0,0,0,1.000,1.000,1.000,603,135,2,0.2088,0.1969,0.6056,0.0861
32000,1376,0.5167,14418.8,635,691,374,311,64,73,74,32247,37527,39069,0,0,0,1.000,1.000,1.000,582,93,1,0.1896,0.1974,0.6816,0.0919
33000,1053,0.5385,12160.8,700,579,295,179,51,61,63,32927,39515,41063,0,0,0,1.000,1.000,1.000,467,84,2,0.1468,0.2708,0.7123,0.1044
34000,694,0.4784,8200.3,774,448,152,94,28,53,41,33707,42338,43978,0,0,0,1.000,1.000,1.000,348,51,2,0.0692,0.3651,0.7441,0.1241
35000,518,0.5193,7351.3,848,401,85,32,15,42,22,33042,43481,45539,0,0,0,1.000,1.000,1.000,330,27,0,0.0724,0.3665,0.7015,0.1361
36000,534,0.5131,8377.4,833,434,92,8,16,50,8,32043,43453,45849,0,0,0,1.000,1.000,1.000,354,26,0,0.0648,0.3603,0.7723,0.1394
37000,677,0.4948,11297.9,817,475,164,38,18,77,20,29888,40988,43827,0,0,0,1.000,1.000,1.000,402,42,2,0.1404,0.2290,0.7562,0.1034
38000,1210,0.4868,17509.3,674,556,356,298,32,78,57,28151,38645,41835,0,0,0,1.000,1.000,1.000,439,86,2,0.1237,0.2659,0.6270,0.1153
39000,1523,0.4432,21561.2,690,674,486,363,58,83,78,26893,36109,39132,0,0,0,1.000,1.000,1.000,521,123,6,0.1521,0.2004,0.5964,0.1010
40000,2203,0.4399,22631.7,565,851,783,569,81,100,100,25768,33942,36993,0,0,0,1.000,1.000,1.000,691,185,4,0.2039,0.1938,0.5606,0.0860
41000,2653,0.4700,23408.4,475,996,920,737,101,116,98,25600,32615,34750,0,0,0,1.000,1.000,1.000,772,198,10,0.2418,0.1827,0.5496,0.0755
42000,2921,0.4673,23782.5,447,1081,971,869,133,117,134,25086,30363,32592,0,0,0,1.000,1.000,1.000,809,204,12,0.3094,0.1622,0.5740,0.0630
43000,3127,0.4803,25578.0,436,1135,1076,916,129,104,122,24989,29649,31313,0,0,0,1.000,1.000,1.000,878,258,14,0.2968,0.1685,0.5425,0.0655
