step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
5000,6,836,21.3,0.7,7.2,1.7,7.5,0.0,1.18,5.2,623,271,10.56,7.93,225,388,223,0.1,1.17,1.22,1.17,3.80,5.42,4.80,31.8,1.274,0.609,6.41
5000,8,384,31.0,0.7,10.9,1.5,11.8,0.1,1.15,2.4,308,336,14.19,11.24,30,170,184,0.1,1.23,1.06,1.17,4.25,5.20,5.32,38.3,1.257,0.521,5.85
5000,1,370,35.5,0.4,6.0,0.4,23.9,0.1,1.12,6.0,260,602,31.76,8.02,182,86,102,0.1,1.14,1.12,1.11,4.91,6.20,6.10,25.7,1.142,0.494,7.64
5000,11,216,70.4,6.0,14.7,0.0,28.9,0.6,1.69,1.9,186,1268,66.61,15.25,129,64,23,0.8,1.87,1.42,1.73,7.01,7.72,7.33,25.2,1.263,0.534,8.01
5000,5,194,34.4,0.6,9.8,0.4,15.1,0.0,1.15,8.1,149,713,30.16,13.89,143,46,5,0.0,1.20,1.08,1.16,4.70,6.69,5.37,23.1,1.310,0.742,8.06
5000,4,109,67.9,3.2,20.5,0.3,26.3,0.7,1.49,1.8,97,1393,76.64,15.01,98,11,0,3.0,1.85,1.08,1.53,7.62,7.84,8.01,15.4,1.268,0.442,8.37
5000,2,65,30.3,3.7,9.1,1.2,17.6,1.6,2.00,2.6,56,393,23.88,4.61,0,4,61,1.7,2.16,1.86,1.99,5.05,6.25,5.77,46.3,0.883,0.522,6.65
5000,3,48,32.2,3.2,8.6,0.4,17.5,0.0,1.76,5.3,47,538,29.02,11.10,28,19,1,1.2,1.78,1.63,1.82,4.90,5.77,6.48,25.8,0.975,0.517,7.46
6000,6,1262,25.8,0.7,9.6,2.5,4.3,0.0,1.18,5.8,959,270,6.72,12.21,555,422,285,0.2,1.14,1.25,1.16,3.88,5.63,5.37,29.2,1.550,0.553,6.95
6000,11,172,62.1,7.2,12.1,0.1,22.2,0.9,2.20,4.0,162,1597,75.82,19.19,113,50,9,1.1,2.49,1.75,2.30,6.17,7.06,6.99,23.7,1.280,0.542,8.02
6000,1,151,36.8,0.7,5.6,0.3,24.8,0.0,1.21,6.4,135,368,23.47,6.00,58,42,51,0.1,1.16,1.27,1.20,4.77,6.13,6.03,30.0,1.154,0.476,7.68
6000,8,81,33.8,0.4,8.2,0.4,16.5,0.0,1.11,2.3,69,181,13.62,3.82,10,54,17,0.0,1.14,1.03,1.14,4.26,5.32,5.40,32.9,1.312,0.533,5.94
6000,14,66,44.9,1.6,15.8,0.0,11.9,0.3,1.43,4.9,61,400,15.15,22.67,15,14,37,0.6,1.41,1.47,1.44,5.48,7.74,7.33,36.0,1.456,0.369,8.77
6000,4,51,47.4,4.5,10.3,0.3,17.2,0.9,1.92,7.5,49,1472,78.33,15.85,51,0,0,1.6,2.49,1.40,1.98,5.29,6.57,6.69,12.0,1.278,0.471,8.49
