step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,1239,24.69,0.31,6.74,0.13,5.01,0.03,1.14,0.016,0.173,325360.2,292032.5,1,142,2.75,1.16,1.09,15.7574,663.94,23824.8,0.0602,27.3318,5462,23.7631,2301,7.9878,26966.2,147.65,3.0721,0.0,0.0000,1.000,0.6946,2.7939,2.9957
10000,1,1165,22.37,0.22,6.77,0.14,3.96,0.01,1.10,0.007,0.148,328444.8,288357.1,1,129,2.72,1.11,1.10,16.2201,611.79,23715.7,0.0595,27.3004,5461,23.7587,2187,8.5338,29532.6,90.55,10.9676,0.0,0.0000,1.000,0.3296,2.5945,3.0131
10000,2,944,23.46,0.31,7.18,0.17,4.01,0.01,1.14,0.004,0.126,278469.5,229468.0,2,186,2.81,1.17,1.13,12.6477,344.90,26057.2,0.0591,23.0950,5461,23.7587,1891,6.3241,20117.9,61.79,26.5128,0.0,0.0000,1.000,0.1150,2.2936,2.6954
20000,0,1143,28.74,0.92,5.30,0.08,7.43,0.02,1.34,0.013,0.179,186483.4,130780.5,7,94,2.99,1.40,1.29,4.8310,382.42,12968.0,0.4626,17.6572,5462,10.6223,2344,5.5216,11687.1,147.65,1.5278,0.0,0.0000,1.000,0.6946,2.7912,1.9076
20000,1,1100,30.31,0.74,5.76,0.22,8.57,0.03,1.29,0.021,0.195,105794.4,78669.9,8,109,3.13,1.33,1.25,2.6031,454.32,25390.3,0.0000,10.1262,5461,10.6204,2181,2.7690,5201.9,90.55,3.2134,0.0,0.0000,1.000,0.3296,2.5958,1.1333
20000,2,879,29.38,0.53,5.80,0.06,8.38,0.03,1.20,0.011,0.146,76973.3,55107.7,4,139,3.09,1.23,1.19,1.7933,311.41,31417.9,0.0000,7.5863,5461,10.6204,2139,1.9757,3432.6,61.79,7.1964,0.0,0.0000,1.000,0.1150,2.5825,0.8363
30000,0,1258,32.25,0.35,6.33,0.03,9.08,0.05,1.11,0.022,0.229,331673.4,232893.2,7,85,3.05,1.17,1.07,10.1321,265.07,20548.5,0.0712,29.9447,5462,27.4423,2102,11.5888,35830.9,147.65,3.3846,0.0,0.0000,1.000,0.6946,2.4643,3.6976
30000,1,1138,33.88,0.47,5.62,0.01,10.39,0.03,1.17,0.014,0.214,333069.4,233197.4,11,110,3.12,1.21,1.11,10.3452,163.42,20131.7,0.0000,29.8501,5461,27.4373,1940,12.3300,38111.8,90.55,11.9824,0.0,0.0000,1.000,0.3296,2.2865,3.6462
30000,2,881,34.35,0.32,6.16,0.05,10.39,0.03,1.09,0.011,0.170,271956.2,183739.9,13,138,3.21,1.11,1.08,7.9482,110.54,25337.9,0.0000,24.9568,5461,27.4373,2000,9.3400,25876.9,61.79,29.0944,0.0,0.0000,1.000,0.1150,2.3745,3.2053
40000,0,1063,46.70,0.40,9.03,0.00,13.56,0.03,1.13,0.012,0.279,192730.8,60538.6,14,87,3.99,1.19,1.11,3.3825,341.68,11172.1,1.2078,17.9843,5462,11.6679,1778,4.7713,12474.1,147.65,1.5049,0.0,0.0000,1.000,0.6946,1.9484,1.4798
