step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,1255,32.07,0.56,6.87,0.23,11.30,0.10,1.17,0.038,0.272,347016.7,299573.8,10,83,3.56,1.17,1.16,16.6343,522.54,23908.1,0.0495,28.7657,5462,24.1554,1607,9.1426,28348.2,149.79,2.5991,0.0,0.0000,1.000,0.7360,1.8000,3.5332
10000,1,1154,32.56,0.48,8.10,0.18,10.15,0.09,1.15,0.033,0.250,337246.7,294428.2,10,84,3.53,1.17,1.08,16.2125,619.92,25698.0,0.0552,28.0425,5461,24.1510,1861,8.9260,27087.1,94.51,11.6749,0.0,0.0000,1.000,0.2913,2.1033,3.1996
10000,2,826,32.65,0.62,8.54,0.21,10.26,0.05,1.18,0.021,0.185,273256.6,222527.1,10,101,3.64,1.18,1.20,12.1476,265.23,30513.9,0.0514,22.5385,5461,24.1510,1442,5.7317,16339.6,55.70,29.6490,0.0,0.0000,1.000,0.0101,1.6636,2.6036
20000,0,1042,34.66,0.68,8.54,0.37,11.29,0.35,1.21,0.107,0.249,193537.4,116084.9,14,82,3.69,1.29,1.06,4.5228,350.12,17114.0,0.2813,18.5314,5462,11.6530,1407,2.4519,7806.8,149.79,1.0766,0.0,0.0000,1.000,0.7360,1.5084,1.6649
20000,1,849,34.13,0.40,9.87,0.79,10.95,0.20,1.13,0.068,0.214,115315.5,60284.3,10,83,3.87,1.17,1.06,2.4159,344.35,31624.5,0.0000,11.0071,5461,11.6508,1527,1.3120,3588.7,94.51,3.3648,0.0,0.0000,1.000,0.2913,1.7130,0.9262
20000,2,649,34.53,0.38,10.47,1.34,11.91,0.12,1.12,0.040,0.179,79345.4,37985.0,9,119,4.16,1.17,1.04,1.2796,220.33,38522.4,0.0000,7.6525,5461,11.6508,1244,0.7797,1975.7,55.70,7.8139,0.0,0.0000,1.000,0.0101,1.4280,0.6476
30000,0,1120,30.14,2.52,6.80,0.09,10.55,1.46,1.82,0.516,0.257,335676.7,216298.8,12,89,3.71,2.11,1.22,9.2720,304.95,24220.9,0.0451,31.6097,5462,27.4033,1375,5.3782,22302.4,149.79,2.5740,0.0,0.0000,1.000,0.7360,1.4807,2.9161
30000,1,1044,30.53,2.63,7.03,0.15,10.89,1.37,1.86,0.492,0.245,333835.6,221230.7,15,101,3.85,2.13,1.23,9.4860,225.95,27818.3,0.0003,31.2418,5461,27.3983,1317,5.5106,22201.0,94.51,11.8234,0.0,0.0000,1.000,0.2913,1.3726,3.0081
30000,2,787,30.76,3.06,7.26,0.17,10.30,1.38,1.96,0.454,0.188,264957.8,165390.7,14,97,3.85,2.26,1.23,6.7554,219.62,34903.7,0.0000,25.3560,5461,27.3983,1335,3.8605,14294.4,55.70,30.5682,0.0,0.0000,1.000,0.0101,1.4233,2.4263
40000,0,985,32.24,1.53,7.17,0.08,11.50,0.85,1.45,0.284,0.228,193713.1,84763.5,13,81,3.81,1.65,1.11,3.2339,172.18,15678.1,0.6914,18.7662,5462,12.0655,1367,1.9439,6682.4,149.79,1.0640,0.0,0.0000,1.000,0.7360,1.4687,1.4831
40000,1,903,31.38,2.17,7.74,0.13,10.73,1.19,1.66,0.380,0.214,115312.3,56347.9,11,109,3.90,1.92,1.22,2.0778,236.95,32316.9,0.0000,11.3138,5461,12.0633,1350,1.0163,3075.8,94.51,3.3257,0.0,0.0000,1.000,0.2913,1.4574,0.9260
40000,2,660,32.65,2.38,7.91,0.29,11.73,1.34,1.67,0.415,0.169,79976.1,33335.9,10,99,4.06,1.92,1.20,1.2001,144.55,40130.2,0.0000,7.8342,5461,12.0633,1236,0.6919,1816.6,55.70,7.8466,0.0,0.0000,1.000,0.0101,1.3628,0.6249
50000,0,1214,28.30,2.77,7.69,0.20,7.35,1.21,1.96,0.345,0.249,352817.3,171684.1,3,124,3.64,2.14,1.27,9.2059,694.05,19215.3,2.1744,33.6513,5462,27.9790,1563,3.6170,17082.7,149.79,2.6634,0.0,0.0000,1.000,0.7360,1.6903,2.4492
50000,1,976,28.87,3.14,7.77,0.22,8.10,1.46,2.06,0.440,0.217,344860.3,208460.1,3,115,3.71,2.26,1.25,9.6944,503.21,27965.5,0.0471,32.7578,5461,27.9739,1524,4.0229,17846.4,94.51,11.8546,0.0,0.0000,1.000,0.2913,1.6578,2.7372
50000,2,761,30.24,3.77,8.27,0.17,8.92,1.73,2.20,0.523,0.183,271265.8,168921.3,3,125,3.95,2.50,1.23,7.0283,233.04,33950.3,0.0001,26.2239,5461,27.9739,1511,3.0311,11917.9,55.70,30.8396,0.0,0.0000,1.000,0.0101,1.7413,2.2909
60000,0,1063,30.04,2.93,7.13,0.24,9.29,1.10,1.96,0.363,0.239,189009.6,112486.9,3,100,3.76,2.19,1.26,4.0248,234.00,15472.8,0.5787,18.2290,5462,11.4586,1529,2.4634,7514.6,149.79,1.0822,0.0,0.0000,1.000,0.7360,1.7041,1.6034
60000,1,1074,29.59,2.52,7.51,0.15,9.12,1.05,1.82,0.331,0.236,114184.6,63755.1,3,117,3.75,2.01,1.19,2.2370,276.54,30191.0,0.0000,11.0177,5461,11.4565,1390,1.3275,3661.3,94.51,3.3583,0.0,0.0000,1.000,0.2913,1.5015,0.9841
60000,2,725,31.09,3.40,8.29,0.39,10.18,1.38,2.05,0.434,0.186,79210.4,43689.8,3,120,4.07,2.30,1.22,1.4627,227.50,38157.9,0.0000,7.6142,5461,11.4565,1331,0.7946,2015.6,55.70,7.8304,0.0,0.0000,1.000,0.0101,1.4525,0.6929
70000,0,1050,31.37,4.28,8.14,0.27,10.03,1.50,2.42,0.534,0.272,335128.8,241296.2,4,97,4.09,2.68,1.37,9.7570,439.39,25206.0,0.0165,31.7409,5462,27.1048,1508,4.3108,18286.6,149.79,2.5504,0.0,0.0000,1.000,0.7360,1.6065,2.9847
70000,1,986,30.36,3.95,8.08,0.17,8.66,1.46,2.33,0.499,0.238,332755.9,228788.6,3,111,3.86,2.55,1.34,9.1335,330.77,27230.6,0.0000,31.6412,5461,27.0998,1556,4.2219,18131.2,94.51,11.6612,0.0,0.0000,1.000,0.2913,1.6966,2.8876
70000,2,844,30.23,3.78,8.28,0.11,8.88,1.38,2.21,0.474,0.203,265519.0,180516.6,3,132,4.00,2.46,1.31,6.7021,321.00,32458.2,0.0000,25.4890,5461,27.0998,1300,2.9334,11580.2,55.70,30.2399,0.0,0.0000,1.000,0.0101,1.4261,2.3661
80000,0,995,31.64,3.95,8.05,0.48,10.74,1.36,2.25,0.485,0.264,187418.5,110682.8,3,75,4.18,2.59,1.36,4.0852,298.05,17342.4,0.2147,18.0515,5462,11.3696,1413,2.3886,7333.2,149.79,1.0983,0.0,0.0000,1.000,0.7360,1.5114,1.5152
80000,1,876,32.09,4.15,8.00,0.33,11.95,1.45,2.30,0.526,0.245,111191.5,66377.3,3,92,4.33,2.63,1.30,2.2855,389.01,32017.2,0.0000,10.7720,5461,11.3676,1523,1.3450,3616.0,94.51,3.3517,0.0,0.0000,1.000,0.2913,1.6428,0.9425
80000,2,703,33.77,3.05,8.71,0.25,12.64,1.23,1.95,0.417,0.198,76403.9,42718.7,3,111,4.27,2.19,1.21,1.4033,210.25,39115.7,0.0000,7.5141,5461,11.3676,1323,0.8415,2085.2,55.70,7.8478,0.0,0.0000,1.000,0.0101,1.4794,0.6280
90000,0,1149,31.05,3.55,7.68,0.26,9.52,1.23,2.16,0.432,0.276,327075.8,228875.1,3,87,3.97,2.39,1.29,9.3384,305.71,25756.9,0.0131,31.0504,5462,26.4730,1433,4.4717,18653.4,149.79,2.4981,0.0,0.0000,1.000,0.7360,1.5088,2.8266
90000,1,922,31.21,4.26,8.66,0.21,9.09,1.56,2.37,0.538,0.235,323895.0,221381.2,3,83,4.11,2.64,1.34,9.2597,301.41,28117.4,0.0000,30.6610,5461,26.4681,1494,4.4021,18388.6,94.51,11.5005,0.0,0.0000,1.000,0.2913,1.6012,2.7212
90000,2,699,32.98,4.77,8.81,0.12,9.67,1.66,2.51,0.581,0.186,259429.7,171973.9,3,116,4.24,2.86,1.34,6.4851,204.31,32693.2,0.0000,24.9447,5461,26.4681,1357,3.0566,11851.2,55.70,29.9685,0.0,0.0000,1.000,0.0101,1.5307,2.2233
100000,0,959,33.20,3.85,8.99,0.18,10.89,1.35,2.24,0.463,0.260,187511.1,119250.9,5,88,4.23,2.49,1.31,4.2627,358.60,18562.9,0.2094,18.1304,5462,11.3764,1387,2.1733,6973.6,149.79,1.0689,0.0,0.0000,1.000,0.7360,1.4950,1.5774
100000,1,801,35.06,3.68,9.07,0.15,12.62,1.46,2.15,0.462,0.235,111266.4,65672.4,5,86,4.39,2.41,1.29,2.3142,275.42,32498.9,0.0000,10.8113,5461,11.3743,1433,1.2411,3531.0,94.51,3.2955,0.0,0.0000,1.000,0.2913,1.5584,0.9155
