step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,1313,26.44,0.13,7.53,0.66,5.28,0.00,1.05,0.001,0.205,320611.2,279756.8,1,157,2.85,1.02,1.05,14.9762,745.99,23459.1,0.0709,26.7736,5462,22.9304,2002,7.5025,24587.7,160.59,3.3362,0.0,0.0000,1.000,0.7105,2.3524,2.6219
10000,1,1109,26.98,0.19,7.84,0.51,5.25,0.00,1.07,0.000,0.173,306002.3,263576.4,1,188,2.93,1.06,1.07,14.3607,545.89,23749.0,0.0498,25.4686,5461,22.9262,1962,6.9530,23694.7,80.07,14.7257,0.0,0.0000,1.000,0.1979,2.3728,2.4671
10000,2,968,27.20,0.19,7.55,0.38,5.76,0.01,1.07,0.005,0.154,268140.5,209101.4,1,186,2.92,1.06,1.07,11.5933,412.39,25368.9,0.0521,22.6168,5461,22.9262,2271,5.7593,17752.7,59.33,26.6215,0.0,0.0000,1.000,0.0179,2.8200,2.1138
20000,0,1212,23.55,0.24,6.74,0.13,4.49,0.00,1.10,0.001,0.160,204924.4,192464.4,2,158,2.78,1.03,1.13,5.2690,417.58,18898.1,0.0000,19.3654,5462,11.8803,1957,4.9605,12235.0,160.59,1.7203,0.0,0.0000,1.000,0.7105,2.2911,2.4089
20000,1,980,24.99,0.22,6.73,0.16,5.26,0.00,1.09,0.000,0.139,115265.1,103363.3,3,161,2.83,1.03,1.12,2.5752,287.77,24784.8,0.0000,11.1147,5461,11.8781,2118,2.3584,5363.2,80.07,4.9815,0.0,0.0000,1.000,0.1979,2.5079,1.4440
20000,2,859,24.29,0.18,6.59,0.22,5.10,0.00,1.07,0.000,0.119,82014.9,73416.5,4,173,2.76,1.02,1.09,1.8207,281.75,32830.9,0.0000,7.6704,5461,11.8781,1954,1.5468,3327.5,59.33,7.3054,0.0,0.0000,1.000,0.0179,2.3409,1.0396
30000,0,1400,28.18,0.04,5.95,0.32,7.89,0.00,1.02,0.000,0.227,332931.9,232771.5,3,169,2.85,1.00,1.02,8.0477,219.02,16850.1,0.0000,30.3824,5462,27.5057,1800,10.5644,32084.6,160.59,3.7105,0.0,0.0000,1.000,0.7105,2.0635,3.4290
30000,1,1270,28.14,0.07,6.22,0.19,7.61,0.00,1.03,0.000,0.205,320431.9,227448.2,4,221,2.91,1.01,1.04,7.9211,136.33,18765.2,0.0002,29.0286,5461,27.5007,1686,10.0592,30461.1,80.07,16.2826,0.0,0.0000,1.000,0.1979,1.9326,3.2700
30000,2,967,28.40,0.12,6.33,0.35,7.46,0.00,1.05,0.000,0.158,275774.0,188657.8,3,165,2.88,1.02,1.06,6.2777,141.76,25058.5,0.0000,25.4780,5461,27.5007,1869,8.3843,24051.0,59.33,29.6175,0.0,0.0000,1.000,0.0179,2.2033,2.8077
40000,0,1232,29.67,0.02,6.09,0.37,8.52,0.00,1.01,0.000,0.211,218000.8,71503.9,11,138,2.95,1.00,1.01,3.5046,183.89,11917.2,0.0062,20.6577,5462,13.2949,1814,4.6122,13482.4,160.59,1.7309,0.0,0.0000,1.000,0.7105,2.0530,1.6889
