step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
5000,2,1384,39.4,2.7,10.3,0.2,20.0,0.7,1.68,2.8,1136,340,17.01,9.70,508,441,435,0.9,1.83,1.55,1.70,4.94,6.18,6.06,31.5,1.102,0.582,6.83
5000,3,35,40.5,0.5,11.2,0.3,26.9,0.1,1.09,1.8,23,446,26.49,6.77,30,5,0,0.1,1.18,1.00,1.09,5.77,6.60,6.40,19.5,1.034,0.483,6.94
6000,2,781,41.0,3.6,9.8,0.1,19.5,1.0,1.97,2.8,678,406,18.34,11.40,260,249,272,1.2,2.26,1.66,2.02,4.94,6.18,5.98,32.1,1.125,0.569,6.78
6000,26,45,33.2,0.1,10.3,0.2,16.4,0.0,1.01,8.4,43,298,16.58,8.44,14,30,1,0.0,1.03,1.00,1.01,3.98,5.76,5.58,29.3,1.205,0.283,7.78
6000,3,27,30.7,1.0,9.1,0.1,18.0,0.1,1.21,5.8,24,524,32.56,6.04,26,1,0,0.1,1.41,1.00,1.22,4.33,5.59,5.52,19.0,1.040,0.475,7.00
6000,19,15,41.4,6.1,2.5,0.0,17.8,0.6,2.13,10.1,14,751,32.59,13.52,9,3,3,0.8,2.01,2.46,2.10,4.80,6.53,6.27,27.3,1.292,0.439,8.93
6000,20,9,68.3,5.3,6.4,0.0,41.7,0.0,2.38,0.9,8,917,43.39,15.31,0,4,5,0.0,1.78,2.61,2.56,6.78,7.67,8.11,38.2,1.158,0.480,8.11
7000,2,683,44.1,4.2,9.0,0.2,21.2,0.7,2.11,2.4,574,412,19.17,10.07,205,204,274,1.1,2.34,1.74,2.21,5.14,6.20,6.21,33.3,1.138,0.559,6.80
7000,3,8,24.4,0.0,10.1,1.9,13.1,0.0,1.00,5.5,8,340,26.04,5.64,6,2,0,0.0,1.00,1.00,1.00,3.62,5.50,5.50,24.1,1.022,0.472,6.88
7000,19,7,60.9,12.1,7.1,0.0,17.1,1.4,3.62,8.3,7,1459,53.73,16.98,4,0,3,1.7,3.28,3.68,3.75,5.29,6.86,7.00,37.9,1.274,0.414,9.00
7000,26,7,58.7,0.0,22.7,0.0,21.7,0.0,1.00,3.4,6,599,32.44,13.79,0,6,1,0.0,1.00,1.00,1.00,4.71,6.86,7.43,35.6,1.319,0.353,8.00
8000,38,1158,35.0,9.0,10.5,0.6,10.2,2.7,3.89,2.7,1035,294,10.58,12.25,409,445,304,2.7,4.45,1.97,4.91,4.71,5.73,6.02,30.7,0.903,0.727,6.55
8000,2,447,40.8,4.9,8.0,0.1,18.4,0.7,2.35,2.9,404,549,22.19,13.07,146,133,168,1.3,2.59,2.06,2.46,4.96,6.03,5.94,33.0,1.121,0.563,6.72
9000,38,937,36.3,10.2,10.1,0.5,10.1,2.8,4.26,2.7,827,330,10.80,12.43,382,320,235,2.9,4.81,2.17,5.50,4.73,5.67,6.13,29.0,0.893,0.725,6.58
